Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimidia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
maniavirtual||9032180-01,Notebook,"Notebook Gamer Acer Aspire Nitro Intel Core i7, 8GB, 1TB, LED, 15,6 Pol, Full HD, GTX 1050 - AN515-51-77FH","Notebook Gamer Acer Aspire Nitro Intel Core i7, 8GB, 1TB, LED, 15,6 Pol, Full HD, GTX 1050 - AN515-51-77FH<br><br><br><br>O Aspire Nitro 5 AN515-51-77FH da Acer é um notebook gamer feito para quem joga. A tela LED de 15.6” com resolução Full HD (1920x1080) transforma sua experiência de jogo e faz você virar parte da ação. O recurso IPS permite que você enxergue bem o jogo até dos ângulos mais complicados. Se é poder que você quer para chegar mais rápido ao level avançado, conte com o desempenho do Processador Intel Core i7 de 7a geração Quad Core, além dos 8GB de memória RAM tipo DDR4, expansível até 32 GB, 1TB de HD e sistema operacional Windows 10 Home. Mergulhe de cabela na ação com a super placa de vídeo dedicada NVIDIA GeForce GTX 1050 com 4GB GDDR5, ela dá a performance que você precisa para surpreender seus adversários e jogar com alto nível de realismo. O design do Aspire Nitro 5 é um espetáculo a parte. Com acabamento Premium texturizado e seus detalhes em vermelho, é bem capaz que a partida já comece com uma pitada de inveja por parte dos seus rivais.<br><br><br><br>Especificações Técnicas:<br><br>Marca: Acer<br><br>Modelo: A315-51-30V4<br><br>Sistema Operacional: Windows 10 Home<br><br>Processador: Intel Core i7-7700HQ Quad Core<br><br>Placa de Vídeo: NVIDIA GeForce GTX 1050<br><br>Capacidade: 4GB<br><br>Tipo: GDDR5<br><br>Tamanho da tela: 15.6 Polegadas, Full HD (1920 x 1080) IPS<br><br>Capacidade de armazenamento: 1 TB<br><br>Memória: Capacidade: 8GB<br><br>Tipo: DDR4 SDRAM<br><br>Expansível até 32 GB<br><br>Conetividade: Wireless 802.11ac, Acer Nplify, MUMIMO 2x2<br><br>Recursos: Geforce Experience, Game Ready, NVIDIA ShadowPlay, Battery Boost<br><br><br><br>Áudio: Dois Altos falantes estéreo<br><br>Dolby Audio<br><br>Acer TrueHarmony<br><br><br><br>Conexões: 1x USB 3.1 Type-C<br><br>1x Saída HDMI<br><br>1x USB 3.0<br><br>1x Leitor de Cartões SD<br><br>1x Saída Fone de Ouvido<br><br>2x USB 2.0<br><br><br><br>Conteúdo da Embalagem: 1x Notebook Acer Intel Core i7, 1x Fonte carregadora de bateria bivolt, 1x Cabo de energia, 1x Kit de manuais e termo de garantia.<br><br><br><br>Dimensões aproximadas do produto (AxLxP): 26 x 39 x 26 cm.<br><br>Peso: 3675 gramas (bruto com embalagem).<br><br>Garantia: 12 meses de garantia.","{""marca"":""Acer"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 10"",""tamanho_da_tela"":""15.6\""""}",,Acer,8 GB,,Windows 10,"15.6""",,,,,,Não informado,Acer,8GB,Intel Core i7-7700HQ Quad Core,Windows 10 Home,156,Não informado,4GB,Intel Core i7,Full HD 1920x1080,1 TB,Acer,8GB,Intel Core i7,Windows 10,"15.6""",1TB,4GB,Full HD,
oficinadosbits2||24520,Notebook,"Notebook Acer Aspire A315-53-55DD - Tela 15.6, Intel i5 7200U, 4GB, SSD 120GB, Windows 10",".<br><br> Marca: Acer<br> Modelo: A315-53-55DD<br> Cor: Preto<br><br>Sistema Operacional: Windows 10<br><br>Tela:<br> - Tela 15.6`` LED<br> - Acer CineCrystal<br> - Resolução: HD (1366x768)<br> - Proporção: 16:9<br><br>Processador:<br> - Intel Core i5-7200U Dual Core <br> - Frequência: 2.50GHz até 3,10GHz<br> - Cache: 3MB<br><br>Memória<br> - 4 GB DDR4<br> - Expansível: até 20GB (1 slot no total)<br><br>Armazenamento:<br> - SSD 120GB de altíssima velocidade<br><br>Placa de Vídeo<br> - Integarda. Intel HD Graphics 620<br><br> - Áudio: Dois alto falantes digitais estéreo<br> - Microfone digital integrado<br> - Webcam Acer com resolução de 640 x 480 e suporte para gravações de vídeo<br><br>Wireless e Rede <br> - Wireless Intel 802.11ac<br> - Opera tanto em 2.4 GHz quanto em 5 GHz<br> - Bluetooth 4.0<br> - LAN:Gigabit Ethernet 10/100/1000<br><br>Conexões:<br> - 1x USB 3.0<br> - 2x USB 2.0<br> - 1x HDMI<br> - 1x RJ-45<br> - 1x Entrada para Cartões SD<br> - 1x Entrada combo para Fone / microfone<br><br>Alimentação<br> - Fonte de Alimentação Bivolt<br> - Adaptador AC de 3 pinos (45W)<br><br>Bateria:<br> - Bateria de 3 células (Li-Íon) -37 Wh, 4810 mAh, 7.7<br> - Bateria com autonomia de até 7 horas*<br><br>*A duração da bateria dependerá da utilização do usuário.<br><br> - Teclado tipo membrana padrão ABNT II com teclado numérico dedicado<br> - Touchpad: multi-gestual<br><br>Conteúdo da Embalagem<br> - Notebook Acer<br> - Fonte carregadora do notebook<br> - Manual e Termo de garantia<br><br>Dimensões e Peso<br> - Dimensões: 381.6 x 262.8 x 20.95 mm <br> - Peso: 2,1 Kg<br><br> - Dimensões com caixa: 502 x 300 x 65 mm <br> - Peso com caixa: 2,5 Kg<br><br>","{""capacidade_do_ssd"":""120 GB"",""marca"":""Acer"",""memoria_ram"":""4 GB"",""processador"":""Intel Core i5-7200U""}",120 GB,Acer,4 GB,Intel Core i5-7200U,,,,,,,,120GB,Acer,4 GB,Intel Core i5-7200U,Windows 10,15.6,Não informado,Não informado,Intel Core i5-7200U,1366x768,Não informado,Acer,4GB,Intel Core i5,Windows 10,"15.6""",120GB,,HD,
lojaiplace||227679,Notebook,"Apple MacBook Pro 14"": Apple M3 Pro CPU 12 núcleos, GPU 18 núcleos, 18 GB memória, SSD 1 TB - Preto Espacial","<br> Apple MacBook Pro 14"": Apple M3 Max com CPU 14 núcleos, GPU 30 núcleos, 36 GB memória, SSD 1 TB - Preto Espacial<br><br> Descrição Técnica<br><br> Marca: Apple<br><br> Modelo: MacBook Pro 14""<br><br> Referência: MRX43BZ/A<br><br> Cód.: 227679<br><br> Ano: 2023<br><br> Cor: Preto Espacial<br><br> Processador: Chip M3 Max<br><br> Armazenamento: 1 TB<br><br> Memória RAM: 36GB<br><br> Especificações<br><br> O chip M3 Pro da Apple, com CPU de até 12 núcleos e GPU de até 18 núcleos com traçado de raios acelerado por hardware, oferece desempenho impressionante em tarefas pesadas, como manipular imagens panorâmicas enormes e compilar milhões de linhas de código. O chip M3 Max, com CPU de até 16 núcleos e GPU de até 40 núcleos<br><br> ATÉ 18 HORAS DE BATERIA*<br><br> MEMÓRIA UNIFICADA E ARMAZENAMENTO RESPONSIVOS Até 36GB (M3 Pro) ou até 128 GB de memória unificada (M3 Max) . Até 4 TB (M3 Pro) ou até 8 TB (M3 Max) de armazenamento SSD ultrarrápido.<br><br> TELA PROFISSIONAL BRILHANTE As 14,2 polegadas da tela Liquid Retina XDR3 exibem Extreme Dynamic Range, 1.000 nits de brilho constante para conteúdo HDR, até 600 nits de brilho para conteúdo SDR e modos de imagem profissionais.<br><br> CÂMERA E ÁUDIO AVANÇADOS Com câmera FaceTime HD de 1080p, conjunto de três microfones com qualidade de estúdio e sistema de som com seis alto-falantes e Áudio Espacial.<br><br> CONECTE DE TUDO O MacBook Pro tem porta MagSafe para recarga, três portas Thunderbolt 4, slot para cartão SDXC, porta HDMI e entrada para fones de ouvido. Conexões sem fio rápidas Wi-Fi 6E***** e Bluetooth 5.3.<br><br> MAGIC KEYBOARD COM TOUCH ID O Magic Keyboard retroiluminado traz teclas de função no mesmo tamanho do restante do teclado e vem com Touch ID, um jeito rápido, fácil e seguro de desbloquear seu notebook e iniciar sessão em apps e sites.<br><br> Itens Inclusos<br><br> MacBook Pro de 14 polegadas<br><br> Adaptador de energia USBC de 70W ou adaptador de energia USBC de 96W<br><br> Cabo de USBC para MagSafe 3 (2m)<br><br> Garantia : 12 meses<br><br> *NÃO FATURAMOS PARA CNPJ<br>","{""capacidade_do_ssd"":""1 TB"",""tamanho_da_tela"":""16\""""}",1 TB,,,,,"16""",,,,,,1 TB,Apple,36GB,Chip M3 Max,Não informado,142 polegadas,Não informado,Não informado,Chip M3 Max,Não informado,Não informado,Apple,18GB,Chip M3,,"14""",1TB,,HD,
123comprou||M-11406-X1A1,Notebook,Notebook Lenovo IdeaPad 3i i5 8GB 256GB Iris Xe W11 15.6'' 82MD0007BR,"<p>Notebook Lenovo IdeaPad 3i i5-1135G7 8GB 256GB Intel Iris® Xe W11 15.6"" - 82MD0007BR Lenovo IdeaPad 3i possui design leve e compacto. Faça vídeo-conferências em alta-definição com a câmera HD-720p. Sua privacidade pessoal é muito importante. É por isso que o IdeaPad 3i está equipado com porta de privacidade da webcam. Quando não estiver em uma chamada de vídeo ou gravando algo, basta deslizá-la. Conta com armazenamento SSD PCIe, que é 10x mais rápido* que um HDD 2.5” SATA, você terá mais segurança ao armazenar seus dados. A tela Full HD antirreflexo de 15.6"""" para maior conforto visual e os gráficos Intel® Iris® Xe com tecnologia de aprimoramento por inteligência artificial garantem uma experiência de vídeo completa para jogos e criação. Notebook ideal para todos os momentos. Conta com Wi-Fi AC ultrarrápido e teclado numérico para trabalhar com mais agilidade nas suas planilhas. Nitidez e alta qualidade de som com certificação Dolby Audio. *Com base na velocidade de leitura dos dados obtidos através de spec de dados de leitura mb/s. Características: Marca: Lenovo Linha: IdeaPad Modelo: IdeaPad 3i Cor: Cinza Modelo detalhado: 82MD0007BR Processador Marca do processador: Intel Modelo do processador: i5-1135G7 Sistema operacional Nome do sistema operacional; Windows Conectividade Com USB; Sim Com Wi-Fi: Sim Com HDMI: Sim Com Bluetooth; Sim Com leitor de cartão de memória: Sim Memória Memória RAM: 8 GB Tipo de memória RAM: 8GB Soldado Capacidade Capacidade do SSD: 256 GB Tela Resolução da tela: Full HD (1920 x 1080) Antirreflexo Tamanho da tela: 15.6 "" Tipo de tela: 16:9 widescreen Com tela antirreflexo: Sim Peso e dimensões Peso: 1.7 kg Largura: 329 mm Profundidade: 17.9 mm Altura: 227 mm Outros Com teclado numérico: Sim Câmera Com webcam: Sim Itens inclusos: -1 Notebook Lenovo IdeaPad 3i i5-1135G7 8GB 256GB Intel Iris® Xe W11 15.6"" -1 Carregador 110v/220v -1 Manual</p>","{""capacidade_do_ssd"":""256 GB"",""marca"":""Lenovo"",""memoria_ram"":""8 GB"",""tamanho_da_tela"":""15.6\""""}",256 GB,Lenovo,8 GB,,,"15.6""",,,,,,256 GB,Lenovo,8 GB,i5-1135G7,Windows,156,Não informado,Não informado,Intel Iris Xe,Full HD 1920 x 1080,Não informado,Lenovo,8GB,Intel Core i5,Windows,"15.6""",,,Full HD,256GB
gigantec||17829,Notebook,"Notebook Multilaser M11W Prime 2 Em 1 Tela 11,6"" Touch HD Pentium Quad Core 4Gb Ram 64Gb Win10 Home","<p><strong>Notebook Multilaser M11W Prime 2 Em 1 Tela 11,6"" Touch HD Pentium Quad Core 4Gb Ram 64Gb Win10 Home Prata PC301</strong></p><p><strong>M11W</strong><br>O Notebook Multilaser M11W Prime PC301 é uma opção perfeita para te acompanhar em todos os lugares e executar as principais tarefas do seu dia a dia com agilidade, incluindo acessar a internet, assistir vídeos e filmes, estudar, trabalhar, entre outras.</p><p><strong>Design moderno</strong><br>Seu design moderno é extremamente leve e compacto, perfeito para oferecer mais mobilidade e um uso confortável e seguro.</p><p><strong>Desempenho eficiente</strong><br>A configuração traz processador Intel Pentium, memória RAM de 4GB e armazenamento interno com eMMC de 64GB, garantindo um desempenho eficiente com mais velocidade para guardar e acessar seus arquivos.</p><p><strong>Resolução HD</strong><br>Um dos maiores destaques fica por conta da tela touch screen de 11,6"" com resolução HD e painel IPS que apresenta imagens incríveis para uma experiência audiovisual completa.</p><p><strong>Tela em 360°</strong><br>O exclusivo recurso 2 em 1 permite que você gire a tela em 360° e transforme seu notebook em um tablet, ampliando ainda mais as funcionalidades e facilidades.</p><p><strong>Windows 10</strong><br>Além disso, você também poderá desfrutar de outras funcionalidades como as conectividades wi-fi e bluetooth, entradas USB e micro-HDMI, leitor de cartão micro SD e sistema operacional Windows 10.</p><p><strong>Características Laptop Multilaser M11W Prime 2 Em 1 Tela 11,6"" Touch HD Pentium Quad Core 4Gb Ram 64Gb Win10 Home Prata PC301</strong><br>- Marca: Multilaser<br>- Modelo: PC301</p><p><strong>Especificações Notebook Multilaser M11W Prime 2 Em 1 Tela 11,6"" </strong><br>- Cor: Cinza<br>- Sistema Operacional: Windows 10<br>- Processador: Intel Pentium N 3700<br>- Memória RAM: 4GB LPDDR3<br>- Tamanho da Tela: 11,6” Touch<br>- Resolução: 1366 x 768p HD IPS<br>- Armazenamento: 64 GB<br>- Bluetooth embutido 4.0<br>- Wi-Fi: IEEE802.11 b/g/n<br>- Câmera embutida de 0,3MP<br>- Teclado ABNT2 com tecla de acesso rápido Netflix<br>- Acabamento: Plástico/Cinza<br>- Bateria: 4000mAH<br>- Voltagem: Bivolt</p><p><strong>Conexões:</strong><br>- 01 x USB 2.0<br>- 01 x USB 3.0<br>- 01 x Micro HDMI<br>- 01 x DC-In; Slot m.2 2242 para SSD<br>- 01 x Combo de áudio</p><p><strong>Conteúdo da Embalagem:</strong><br>- 01 x Notebook<br>- 01 x Manual de Instruções</p>","{""capacidade_do_ssd"":""64 GB"",""marca"":""Multilaser"",""memoria_ram"":""4 GB"",""tamanho_da_tela"":""11.6\""""}",64 GB,Multilaser,4 GB,,,"11.6""",,,,,,Não informado,Multilaser,4GB,Intel Pentium N 3700,Windows 10,11.6,64GB,Não informado,Intel Pentium N 3700,1366 x 768p HD IPS,Não informado,Multilaser,4GB,Intel Pentium,Windows 10,"11.6""",64GB,,,
magazineluiza||234099800,Notebook,"Notebook HP Intel Core i3 8GB 256GB SSD 15,6”","Já pensou em como um notebook é prático e pode facilitar na hora de trabalhar ou estudar? Se liga nesse Notebook HP 256 G8 pode ser levado para onde você desejar. É que ele é bem levinho e pesa apenas 1,7kg! Esse modelo da HP possui o processador Intel Core i3-1005G1 que traz também uma placa de vídeo integrada UHD Graphics. Bom pro desempenho das atividades te acompanhar. Com uma tela de 15,6” LCD, tem a resolução HD de 1366x768, aí dá pra assistir aulas online, fazer cursos e reuniões online. Sem falar no SSD de 256GB, ideal para guardar todos seus arquivos de imagens vídeos e documentos. A memória RAM é de 8GB DDR4 podendo ser expandida até 16GB, funcionando a uma frequência 2666MHz. O notebook vem com o sistema operacional Windows 11, versão Home de 64 bits e diversos programas que farão com que o sistema funcione corretamente e de forma segura! Garanta já o seu!","{""capacidade_do_ssd"":""256 GB"",""marca"":""HP"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 11"",""tamanho_da_tela"":""15.6\""""}",256 GB,HP,8 GB,,Windows 11,"15.6""",,,,,,256GB,HP,8GB,Intel Core i3-1005G1,Windows 11,15.6,Não informado,Não informado,Intel Core i3,1366x768,Não informado,HP,8GB,Intel Core i3,Windows 11,"15.6""",256GB,,4K,
magazineluiza||234883800,Notebook,Notebook Acer Aspire 5 Intel Core i7 8GB 512GB,"O notebook A515-54-76NA da linha Aspire 5 da Acer é convenientemente portátil e elegantes para acompanhar suas tarefas do dia a dia. Os recursos tecnológicos de sua confiança ao seu lado sempre que precisar. Desempenho suficiente para todas as tarefas com processador Intel Core i7 10510U de 10ª geração. Você cria, edita, compartilha e assiste vídeos, fotos e imagens sem dificuldades. Com capacidade de 512GB no SSD, você pode ler e gravar arquivos muito mais rápido do que em um HD tradicional. Após pouco segundos da inicialização do sistema operacional, você já tem acesso completo as funcionalidades do seu notebook. Com 8GB de memória RAM, você ganha mais fluidez em suas ações no dia a dia. A tela de 15,6” LED Full HD entrega uma experiência de imagens muito rica, perfeita para assistir seus filmes e editar seus projetos em vídeo. E para completar vem com Linux Endless.","{""capacidade_do_ssd"":""512 GB"",""marca"":""Acer"",""memoria_ram"":""8 GB"",""processador"":""Intel Core i7"",""sistema_operacional"":""Linux"",""tamanho_da_tela"":""15.6\""""}",512 GB,Acer,8 GB,Intel Core i7,Linux,"15.6""",,,,,,512GB,Acer,8GB,Intel Core i7 10510U,Linux Endless,15.6,Não informado,Não informado,Intel Core i7,Full HD,Não informado,Acer,8GB,Intel Core i7,Linux Endless,"15.6""",512GB,,Full HD,
magazineluiza||238468900,Notebook,"Notebook Positivo Vision i15 Intel N300 SSD 256GB 15,6"" Full HD Windows 11 3002877","Explore performance e tecnologia com o Positivo Vision i15 (3002877), o notebook que vai transformar suas atividades diárias. Impulsionado pelo processador Intel N300 Série N que entrega um desempenho excepcional para suas tarefas, seja trabalhando, estudando ou se divertindo.
Ele tem barras de LED com ajuste de 3 níveis de intensidade que proporcionando uma iluminação ideal para captura de imagem excepcional em ambientes com pouca luz. Design elegante e portátil, com um perfil fino e leve, esse produto combina praticidade e estilo onde quer que você vá.
A inteligência artificial da tecla Copilot torna o notebook ainda mais intuitivo, otimizando atalhos, prevendo preferências e automatizando tarefas para um fluxo de trabalho fluido. Essa interação inteligente se adapta ao seu comportamento, antecipando ações com eficiência.
A tela LED antirreflexo de 15,6"" com resolução Full HD (1920x1080) oferece imersão em detalhes vívidos. A tecnologia antirreflexiva reduz brilho e reflexos, aprimorando a visibilidade em ambientes iluminados, proporcionando conforto visual para suas atividades diárias.
Ele é equipado com 8GB de memória RAM, 256GB de armazenamento SSD e sistema operacional Windows 11 Home.
E ainda, você recebe 1 ano de assinatura Dropbox 100GB; Anti-vírus 30 dias; modo Noturno via Screen Control Positivo, Xbox Game Pass Ultimate por 1 mês (Termos e condições se aplicam).","{""marca"":""Positivo""}",,Positivo,,,,,,,,,,256GB,Positivo,8GB,Intel N300 Série N,Windows 11,156,Não informado,Não informado,Intel N300,Full HD 1920x1080,Não informado,Positivo,8GB,Intel Core i3,Windows 11,"15.6""",256GB,,Full HD,
oficinadosbits2||33638,Notebook,"Notebook Gamer Acer Nitro - Ryzen 7, 8GB, SSD 256GB + HD 1TB, Tela 17.3 Full HD, GTX 1650, Win 11","<br><br> Marca: Acer<br> Modelo: AN515-44-R629<br><br> Sistema Operacional: Windows 11 Home<br><br>Tela:<br> - 15,6``<br> - Painel: IPS<br> - Resolução: Full HD (1920 x 1080)<br> - Frame rate: 144Hz<br> - Brilho: 250 nits<br> - Contraste: 800:1<br> - Tecnologia antirreflexo Acer ComfyView<br><br>Processador:<br> - AMD Ryzen 7 4800H<br> - 8 Nucleos (16 threads)<br> - Frequência: De 2.90 GHz até 4.20 GHz<br> - 8 MB de cache<br><br>Memória:<br> - 8 GB<br> - DDR4<br><br>Armazenamento:<br> - SSD 256GB NVMe de altíssima velocidade<br> - HD 1TB de altíssima velocidade<br><br>Placa de Video:<br> - Nvidia GeForce GTX 1650 com 4 GB de memória GDDR6 dedicada<br> - AMD Radeon Graphics com memória compartilhada com a memória RAM<br><br>Áudio:<br> - 2x alto falantes estéreo<br> - DTS X Ultra Audio e Acer TrueHarmony<br> - Microfone digital duplo<br> - Acer Purified. Voice<br><br>Webcam:<br> - Webcam com resolução HD (1280 x 720)<br> - Gravação de áudio e vídeo em 720p<br> - Tecnologia SHDR (super high dynamic range)<br><br>Teclado:<br> - Retroiluminado em vermelho com destaque para as teclas WASD<br> - Português do Brasil padrão ABNT 2<br> - Teclado numérico dedicado<br> - Função multimídia (Play/ pause, parar, voltar, avançar, aumentar volume e diminuir volume)<br><br>Touchpad:<br> - Touchpad multigestual suportando rolagem com dois dedos, gestos para abrir Cortana, Action Center, multitarefa e comandos de aplicativos<br> - Resistente a umidade<br> - Certificado Microsoft Precision Touchpad<br><br>Wireless e Rede:<br> - WLAN Killer Wi-Fi 1650i 802.11a/b/g/n/ac R2+AX wireless<br> - 2x2 MU-MIMO<br> - Dual Band (2.4 GHz à 5 GHz) <br> - Suporte ao Wi-Fi 6<br> - Suporte ao Bluetooth 5.1<br> - Killer Ethernet E2600 10/100/1000 Mbps<br> - Suporte ao modo hibernação Tecnologia Wake-on-LAN<br> - Suporte ao IPv4 (32 Bits) e IPv6 (128 Bits)<br><br>Conexões:<br> - 1 x Porta Gigabit Ethernet RJ45<br> - 2x Portas USB 3.2 Gen 1 (5 Gbps)<br> - 1x Porta USB 3.2 Gen 2 (10 Gbps) energizada<br> - 1x Entrada padrão combo para alto falante e microfone<br> - 1x Porta USB Tipo-C<br> - 1x Porta HDMI2.1<br><br>Segurança:<br> - Trava Kensington<br><br>Energia:<br> - Adaptador AC bivolt de 3 pinos (135W) com cabo e certificação INMETRO<br> - Bateria de 4 células (li-ion) 57 Wh<br> - Autonomia de até 10 h (dependendo das condições de uso)<br> * O tempo de autonomia da bateria depende das condições de uso.<br><br>","{""capacidade_da_placa_de_video"":""4 GB"",""capacidade_do_ssd"":""256 GB"",""marca"":""Acer"",""processador"":""AMD Ryzen 7 4800H"",""sistema_operacional"":""Windows 11"",""tamanho_da_tela"":""17.3\""""}",256 GB,Acer,,AMD Ryzen 7 4800H,Windows 11,"17.3""",,4 GB,,,,256GB,Acer,8GB,AMD Ryzen 7 4800H,Windows 11,173,Não informado,4 GB,Ryzen 7,Full HD,1TB,Acer,8GB,AMD Ryzen 7,Windows 11,"17.3""",256GB,,HD,1TB
aceroficial||618,Notebook,"Notebook Acer Aspire 3 A315-42G-R1FT AMD Ryzen 7 Windows 10 Home 8GB 256GB SSD Radeon 540X 15,6'","Notebook Acer Aspire 3 A315-42G-R1FT AMD Ryzen 7 8GB 256GB SSD Radeon 540X 15,6' Windows 10 Notebook Acer Aspire 3 A315-42G-R1FT Ryzen 7 8GB 256GB Marca Acer Modelo A315-42G-R1FT Processador AMD Ryzen 7 – 3700U Quad Core Frequência: 2.3GHz até 4.0GHz 4MB Cache Dinâmico Memoria ram 8GB (8GB Modulo) RAM DRR4 Até 2400MHz* Expansível até 32 GB Sistema operacional Windows 10 Tela 15,6” LED LCD com designer ultrafino Painel: TN Resolução: HD (1366x768) Anti reflexo Proporção: 16:9 Frame rate: 60 Hz Placa de video AMD Radeon 540X com memória dedicada VRAM de 2GB GDDR5 Radeon RX Vega 10 Graphics com memória compartilhada com a memória RAM Audio Dois alto falantes digitais estéreo Microfone digital integrado Armazenamento 256GB SSD PCIe 3.0 x 2 NVMe (M.2 2280) Upgrade Este modelo possuí capacidade para a instalação e/ou melhorias de SSD e HDD Slot ocupado M.2 2280, compatível com SSD PCIe NVMe Gen. 3x2 de até 512GB (Não acompanha o produto). Slot livre SATA 3, compatível com HDD SATA 3 2.5 MM de até 2TB (Não acompanha o produto). Webcam Acer com resolução de 640 x 480 Wireless e rede Wireless (Wi-Fi): Compatível com IEEE 802.11a/b/g/n/ac Suporte a redes com frequência de 2.4GHz e 5GHz Ântena: 1x1 Certificado ANATEL Bluetooth: Versão 4.2 LAN/Rede com fio: Gigabit Ethernet 10/100/1000 (RJ45) com suporte a Wake on LAN Dimensão 363.4 (L) x 247.5 (P) x 19.9 (A) mm Peso 1,9 Peso com caixa 2,1 Fonte de alimentação e bateria Fonte de Alimentação: Bivolt Adaptador AC de 3 pinos (65W) com cabo com Certificação INMETRO: Bateria: Bateria de 3 células (Li-Íon) 36 Wh Teclado Tipo membrana em português do Brasil padrão ABNT 2 com teclado numérico dedicado Touchpad Multi-gestua Itens da caixa: Notebook Acer Aspire 3 Fonte carregadora do notebook Manual em português Termo de garantia Leitor de CD e DVD Não possui. Garantia 1 Ano Cor Preto","{""capacidade_da_placa_de_video"":""2 GB"",""capacidade_do_ssd"":""256 GB"",""marca"":""Acer"",""memoria_ram"":""8 GB"",""processador"":""AMD Ryzen 7 3700U"",""sistema_operacional"":""Windows 10 Home"",""tamanho_da_tela"":""15.6\""""}",256 GB,Acer,8 GB,AMD Ryzen 7 3700U,Windows 10 Home,"15.6""",,2 GB,,,,256GB,Acer,8GB,AMD Ryzen 7 3700U,Windows 10,156,Não informado,2GB,AMD Ryzen 7,1366x768,Não informado,Acer,8GB,AMD Ryzen 7,Windows 10,"15.6""",256GB,,HD,
mega-mamute||12252,Notebook,"Notebook Intel Celeron 4GB 64GB Multilaser Legacy Air PC222 Tela 13,3"" Windows 10","Tenha comodidade e facilidade com as atividades diárias com o Notebook Multilaser Legacy Air PC222. Conta com design moderno, super leve e fino, com acabamento metalizado, trazendo sofisticação ao seu ambiente. Com Sistema Operacional Windows 10 e Processador Dual Core Intel Celeron, tenha agilidade para acessar e produzir documentos, imagens, vídeos e jogos do jeito que você mais gosta! Possui tela de 13,3 polegadas antirreflexo e qualidade de imagem em Full HD de 1920 X 1080 pixels, com mais cores, brilho e nitidez vibrantes. Tem câmera frontal de 1MP junto ao microfone para você fazer chamadas por vídeo, seja no trabalho ou com os amigos e familiares mais distantes. O Notebook Multilaser Legacy Air tem conectividade wifi, além de outras 2 entradas USB e uma HDMI que facilita a conexão com outros dispositivos. Desfrute de desempenho rápido e otimizado!<br><br>Modelo:Legacy Air<br>PN:PC222<br>Cor:Prata<br>Sistema Operacional:Windows 10<br>Processador:Intel Celeron N3350<br>Tamanho de tela:13,3""<br>Resolução de tela:Full HD - 1920 X 1080 pixels<br>Resolução de câmera principal:1MP<br>Memória interna:64GB<br>Memória RAM:4GB<br>Bluetooth:4.0<br>Wireless:802.11 b/g/n<br>Conexões:<br>02 x USB 3.0<br>01 x HDMI<br>01 x Micro SD<br>01 x Entrada LAN<br>Unidade Óptica:Não possui<br>Tela Touchscreen:Não<br>Outras características do produto:<br>Design super leve e fino, cheio de sofisticação<br>Conta com acabamento metalizado<br>Tela Full HD antirreflexo:qualidade incrível de imagem e mais conforto mesmo após horas de uso<br>Placa de vídeo Intel Graphics integrado<br>Com Processador Dual Core Intel Celeron<br>Conta com microfone frontal<br>Touchpad inteligente com suporte aos comandos de produtividade<br>Conta com câmera frontal de 1MP<br>Áudio em alta definição<br>Desempenho rápido e otimizado<br>Com sistema Fanless:sem o incômodo barulho da ventoinha, com solução de ventilação diferenciada<br>Possui bateria de longa duração<br>Armazenamento expansível por SSD - Tipo M.2<br>Alimentação:Bivolt<br>Capacidade de bateria:9500 mAh<br>Conteúdo da embalagem:<br>01 x Notebook<br>01 x Carregador<br>01 x Manual de Instruções<br>Fabricante:Multilaser<br>Telefone de Atendimento:0800-77-22-367/(11)2388-8213<br>Garantia:12 meses<br>Dimensões:31,5 x 20,8 x 14cm<br>Peso:1,29 Kg<br><br>","{""marca"":""Multilaser"",""memoria_ram"":""4 GB"",""sistema_operacional"":""Windows 10"",""tamanho_da_tela"":""13.3\""""}",,Multilaser,4 GB,,Windows 10,"13.3""",,,,,,Não informado,Multilaser,4GB,Intel Celeron N3350,Windows 10,133,64GB,Não informado,Intel Celeron,Full HD - 1920 X 1080 pixels,Não informado,Multilaser,4GB,Intel Celeron,Windows 10,"13.3""",64GB,,Full HD,
