Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Atributos AI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atributos Multimídia,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
legnu||889p,Conjunto de Mesa e Cadeira,"Jogo Mesa E 2 Bancos Industrial Dallas 1,60m Ferragem Preta","JOGO MESA E 2 BANCOS INDUSTRIAL DALLAS 1,60M FERRAGEM PRETAProjetado para garantir o conforto no ambiente familiar, o JOGO MESA E 2 BANCOS INDUSTRIAL DALLAS oferece requinte e durabilidade para passarmos momentos especiais com as pessoas que amamos.O ESTILO INDUSTRIAL tem sua origem por volta das décadas de 50 a 70, inspirado no design de fábricas Norte Americanas. Este estilo vem sendo cada vez mais utilizado por arquitetos e designers de interiores renomados em diversos ambientes, por sua característica mais despojada e jovial, com peças únicas e contemporâneas.O JOGO MESA E 2 BANCOS INDUSTRIAL DALLAS possui tampo e assentos em MADEIRA MACIÇA e BASE METÁLICA com pintura Epóxi Eletrostática que garante durabilidade e acabamento diferenciado ao produto, dando ar de modernidade e sofisticação à sua casa.TIPO: Mesa e Bancos<br>MODELO: DALLAS<br>COR DO TAMPO: Madeira<br>COR DA BASE: PretoDIMENSÕES DA MESAALTURA: 72 cm<br>LARGURA: 90 cm<br>COMPRIMENTO: 160 cmDIMENSÕES DOS BANCOSALTURA: 40 cm<br>LARGURA: 40 cm<br>COMPRIMENTO: 160 cmCARACTERÍSTICASMadeira Maciça<br>Formato: Retangular<br>Material do Tampo: Madeira Nobre e Maciça<br>Material dos Assentos: Madeira Nobre e Maciça<br>Material dos Pés: Ferro<br>Acabamento dos Pés: Pintura Epóxi Eletrostática<br>Nivelamento dos Pés: SimINDICAÇÕES:<br>Pode ser utilizada como jogo em sala de jantar<br>Pode ser utilizada como jogo para área de lazer coberta<br>Pode ser utilizada como jogo para até 6 pessoas.RECOMENDAÇÕES:<br>O produto não deve ficar exposto ao sol, chuva, altas temperaturas ou umidade. Por ser MADEIRA NATURAL, pode sofrer dilatação no tampo e assentos se não observadas tais recomendações.OBSERVAÇÕES:<br>Sendo o produto de MADEIRA NATURAL, os desenhos naturais da madeira variam de peça para peça, assim como pequenas variações no tom da madeira, o que torna cada produto único e exclusivo.",{},,,,,,,,,,,,,,,Não informado,Preto,Madeira Maciça,Retangular,2,Ferro,Industrial,6,Pintura Epóxi Eletrostática,Não informado,Industrial,160m,"Sala de Jantar, Área de Lazer coberta",Não informado,Movelaria Leal,"[Madeira, Preto]",Retangular,Madeira,Madeira,90x160cm,
ahazzomoveiss||1237713p,Conjunto de Mesa e Cadeira,Kit Escritório Bex 2 Cadeiras Sintético Branco com 1 Mesa e 1 Livreiro Ferro Cinza MDF Caramelo - Ahazzo Móveis,"Kit de Escritório Bex Office Industrial - Ahazzo Móveis<br><br>Os produtos ideais para profissionais exigentes que buscam um escritório completo, sofisticado e moderno. Nosso Kit de Escritório premium é perfeito para quem valoriza qualidade, luxo e praticidade. O kit contém uma elegante cadeira revestida com espuma para garantir conforto durante longas jornadas de trabalho. A mesa, com tampo 100% MDF, é espaçosa e resistente, ideal para organizar seus documentos e equipamentos de forma eficiente. A estante livreiro multiuso, com 5 prateleiras, é perfeito para quem precisa de espaço extra para livros, pastas e objetos de decoração. A estrutura de todos os itens é feita em ferro resistente com pintura eletroestática epóxi, garantindo durabilidade e estabilidade. Com um estilo industrial e design moderno, o Kit Bex Office é a escolha certa para escritórios, consultórios, home office, quartos ou cantinhos de estudo. Invista em um ambiente de trabalho elegante e funcional, com um toque de luxo premium e exclusividade.<br><br>Características Mesa:<br><br>- Altura: 79 cm;<br>- Largura: 50 cm;<br>- Comprimento: 120 cm;<br>- Estrutura de ferro com pintura epóxi eletrostática;<br>- Tampo em madeira 100% MDF.<br><br>Características Livreiro:<br><br>- Comprimento Total: 55 cm;<br>- Altura Total: 153 cm;<br>- Profundidade Total: 35 cm;<br>- Altura interna aproximada de cada prateleira: 35 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Prateleira em madeira 100% MDF;<br>- O produto é entregue montado;<br>- Cada prateleira suporta até 25kg.<br><br>Características Cadeira:<br><br>- Largura Total: 43 cm;<br>- Altura Total: 70 cm;<br>- Profundidade Total: 43 cm;<br>- Altura do encosto: 20 cm;<br>- Altura do chão até o assento: 45 cm;<br>- Estrutura em ferro com pintura eletroestática epóxi;<br>- Produto estofado.<br><br>Observações:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>","{""marca"":""Ahazzo Móveis""}",Ahazzo Móveis,,,,,,,,,,,,,,Ahazzo Móveis,Branco,"MDF, Ferro",Não informado,2,Ferro,Não informado,2,Não informado,Livreiro,Industrial,Não informado,"Escritório, Consultório, Home Office, Quartos, Cantinhos de Estudo",1,,,,,,,
prmoveis||30074,Conjunto de Mesa e Cadeira,Mesa de Jantar Isabela 100x100 com 4 Cadeiras Amanda - PR Móveis,"<br> Mesa de Jantar Isabela 100x100 com 4 Cadeiras Amanda - PR Móveis<br> A Mesa de Jantar Isabela possui um design encantador e prático, é ideal para ambientes compactos. Seu formato redondo e seu tamanho reduzido proporcionam a acomodação confortável da sua família e amigos. Já a Cadeira Amanda é elegante, conta com estofamento de alta qualidade que traz um conforto incomparável. Torne suas refeições mais aconchegantes, seja elas diárias ou momentos em família.<br> <br> Mesa de Jantar Isabela 100x100 - PR Móveis<br> Estrutura em 100% MDF<br> Pintura UV<br> Base em MDF 15mm<br> Pés niveladores com anti umidade<br> Tampo com borda arredondada 15mm com acabamento PU<br> Vidro com acabamento laqueado e colado sobre o tampo<br> Espessura do vidro 3mm<br> Acomoda 4 lugares<br> <br> Conjunto 4 Cadeiras Amanda - PR Móveis<br> Estrutura em 100% MDF<br> Pintura UV e PU<br> Revestimento em tecido 100% Poliéster<br> Bordado em relevo<br> Enchimento do assento com Espuma D-18<br> Enchimento do encosto com Espuma D-14<br> Cantoneiras de travamento em aço carbono<br> Suporta até 120 Kg<br> Design moderno e sofisticado<br> <br> Dimensões:<br> Tamanho da Mesa (L x A x P): 100 x 80 x 100 cm<br> Tamanho da Cadeira Montada (L x A x P): 45 x 99 x 59 cm<br> Altura do Chão ao Assento da Cadeira: 50 cm<br> Profundidade do Assento da Cadeira: 44 cm<br> <br> Garantia: 3 meses<br> Montagem: O Produto vai desmontado com manual e todos acessórios. Recomendamos que a montagem seja feita por um profissional<br> Recomendação de Limpeza: Utilize pano levemente úmido<br> <br> Observações:<br> - A LOJA se responsabilizará pela entrega dos produtos até onde as rodovias alcançam, entregas fluviais ou aéreas devem ser cotadas a parte.<br> - As imagens são ilustrativas, não acompanham objetos de decoração.<br> - A montagem será de responsabilidade do comprador. Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br> - Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.<br> Para mais informações, acesse nossa Central de Atendimento.<br>","{""cor"":""Imbuia"",""marca"":""PR Móveis"",""quantidade_de_lugares"":""4 Lugares""}",PR Móveis,Imbuia,,,,,,4 Lugares,,,,,,,PR Móveis,Não informado,MDF,Redondo,4,MDF,Não informado,4,Pintura UV,Vidro com acabamento laqueado e colado sobre o tampo,Moderno,100x100,Não informado,Não informado,PR Móveis,"[Imbuia, Preto]",Redonda,MDF,MDF,100x100cm,4 Lugares
lojasdular||2881,Conjunto de Mesa e Cadeira,Conjunto Sala de Jantar Mesa Lottus Tampo MDF e Vidro 4 Cadeiras Dallas ShopKasa,"O Conjunto de jantar em MDF 4 lugares Dallas é moderno e lindo, com ele qualquer ambiente fica chique e prazeroso.<br> <br> As Cadeiras possuem encostos no formato anatômico, que possibilita o posicionamento adequado da coluna; seu acabamento é em tecido veludo pena e detalhe em MDF acima do encosto estofado.<br> <br> A Mesa conta com tampo de acabamento UV e vidro serigrafado/temperado de 4mm, que traz mais durabilidade para seu produto.<br> <br> Características:<br> Marca: ShopKasa<br> <br> Características da Mesa:<br> Modelo: Lottus<br> Ambiente Principal: Sala de Jantar<br> Estilo: Moderna<br> Produzida em: MDF/MDP<br> Mesa suporta até: 30 kg<br> Pintura Base: Pintura UV<br> Pintura Tampo: Pintura UV<br> Vidro Temperado: Sim<br> Vidro Serigrafado: Sim<br> Formato do Tampo: Retangular<br> Necessita Montagem: Sim<br> <br> Características da Cadeira:<br> Modelo: Dallas<br> Tecido: Pena<br> Espuma Encosto: D18<br> Espuma Assento: D20<br> Cadeira suporta até: 120 kg<br> Pintura dos pés: Pintura UV<br> Necessita Montagem: Sim<br> <br> Complexidade da Montagem: Média - pode ser montado por mais de uma pessoa e/ou necessite de maior conhecimento para montagem <br> Sistema de Montagem: Parafusos, Cavilhas, Cantoneiras, Sapatas, etc.<br> <br> Você Receberá:<br> 01 Mesa <br> 04 Cadeiras Desmontadas<br> Manual de Montagem<br> Elementos para Montagem<br> <br> Dimensões da Mesa:<br> Altura: 80 cm<br> Largura: 80 cm<br> Profundidade: 120 cm<br> Espessura do Vidro: 4 mm<br> Espessura do Tampo: 50 mm<br> Peso: 43 kg<br> <br> Dimensões da Cadeira:<br> Altura: 96 cm<br> Largura: 45 cm<br> Profundidade: 63 cm<br> Peso: 8,95 kg<br> <br> Garantia: 3 Meses <br> <br> Atenção!!<br> Recomendações de Uso: Para manutenção e limpeza de seu móvel, use uma flanela seca ou umedecida. Não utilize produtos químicos que possam danificar o produto.","{""cor"":""Off White"",""formato"":""Retangular"",""material"":""MDF, MDP, Vidro""}",,Off White,"MDF, MDP, Vidro",Retangular,,,,,,,,,,,ShopKasa,Não informado,MDF,Retangular,4,MDF,Não informado,4,UV,Não informado,Moderna,Não informado,Não informado,Não informado,ShopKasa,"[Castanho, Off White, Caramelo]",Retangular,"[MDF, MDP]","[MDF, MDP]",80x120cm,5 Lugares
modernamobilia2||755,Conjunto de Mesa e Cadeira,Sala de Jantar Mesa  Lisboa 180 MDF Vidro Canto Reto Com 6 Cadeiras Lunara,"Para deixar seu espaço completo e receptivo, conte com a sala de jantar Lisboa. O conjunto possui sua estrutura em MDF e acabamento em pintura UV, que garantem mais durabilidade ao seu produto. A base da mesa possui detalhes curvos, deixando seu ambiente moderno, além do tampo amplo e espaçoso, ideal para dispor pratos, copos e talheres, enquanto acomoda os convidados com aconchego e receptividade. As cadeiras são confortáveis, contam com o puxador na parte superior para facilitar a movimentação e evitar o toque ao tecido, além de dar aquele super charme ao produto. <br> Esse móvel é perfeito para a sua rotina ou reuniões entre amigos.<br> <br> Medidas da mesa: <br> Largura : 180 cm<br> Profundidade: 90 cm<br> Altura : 80 cm<br> <br> Medidas das cadeiras : <br> Largura : 42 cm<br> Profundidade: 61 cm<br> Altura: 99,5 cm<br> <br> Garantia do Fabricante: 3 meses <br> <br> Contém vidro <br> Tampo canto reto<br> <br> Informações Importantes:<br> As tonalidades das cores podem sofrer alteração de acordo com a configuração de cada monitor.<br> Os objetos que ambientam as fotos não acompanham o produto.<br> Não disponibilizamos a montagem do produto.<br> O produto acompanha manual de montagem. Não nos responsabilizamos por danos no produto causados por montagem de qualquer outra forma que não seja a descrita no manual.<br> Verifique as dimensões do produto e certifique-se que o percurso que ele fará até o local de uso permite sua passagem.<br> A Moderna Mobília reserva o direito de alterar as especificações técnicas sem prévio aviso.<br> As medidas contidas no site podem sofrer variações de acordo com a montagem, tipo de costura etc.","{""cor"":""Off White, Imbuia"",""formato"":""Retangular"",""marca"":""Moderna"",""material"":""MDF, Vidro"",""quantidade_de_lugares"":""6 Cadeiras""}",Moderna,"Off White, Imbuia","MDF, Vidro",Retangular,,,,6 Cadeiras,,,,,,,Lunara,Não informado,"MDF, Vidro",Canto Reto,6,MDF,Não informado,6,Pintura UV,Contém vidro,Moderno,180 cm,Sala de Jantar,Não informado,Moderna,"[Marrom, Off White, Imbuia]",Retangular,MDF,MDF,80x190cm,6 Lugares
acostaricacolchoes||34425S1782,Conjunto de Mesa e Cadeira,Mesa Kappesberg Elba + 4 Cadeiras Holanda Croma/Branco,<br> Sala de Jantar Kappesberg Mesa Elba c/ Tampo Madeirado 120cm + 4 Cadeiras Holanda - C o r Cromada - Assento Branco 106 <br><strong>Abaixo segue os produtos do KIT: </strong><br><br><br> <br> <br> <strong> Não nos responsabilizamos pela montagem/instalação dos produtos.</strong><br> <strong>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor. </strong><br> <strong>Imagens Meramente Ilustrativas.</strong><br> <strong>Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.</strong>,"{""cor"":""Cromado, Branco"",""marca"":""Kappesberg""}",Kappesberg,"Cromado, Branco",,,,,,,,,,,,,Kappesberg,CromaBranco,Madeirado,Não informado,4,Não informado,Não informado,4,Não informado,Não informado,Não informado,120cm,Não informado,Não informado,Kappesberg,"[Cromado, Branco]",Retangular,Aço,Madeira,120cm,4 Lugares
shopbike||4255,Conjunto de Mesa e Cadeira,Conjunto De Mesa Para Sala De Jantar Aires Com 4 Cadeiras Jady Nogueira/Brownie,"<p>O novo conjunto de sala de jantar Aires foi projetado para dar mais elegância e comodidade para sua casa. Composta com material de alta qualidade e durabilidade. Com um lindo acabamento em pintura UV semi brilho. Estrutura da mesa e tampo da mesa em MDP/MDF, cadeiras com misto de madeira/MDF.</p><p>Medida Cadeira (AxLxP): 102cm x 40cm x 52cm</p><p>Medida Mesa + Tampo (AxLxP): 79cm x 90cm x 90cm</p><p>Altura do Chão até Acento Cadeira: 0,46cm Altura</p><p>Garantia: 3 meses</p><p>Acabamento: Pintura UV; Semi-brilho</p><p>Peso: 49Kg</p><p>Peso Suportado Cadeira: 90Kg</p><p>Cor predominante: Nogueira/Brownie</p><p>Material Principal Cadeira: Estrutura Mista Madeira/MDF</p><p>Material Principal Mesa: Estrutura MDP/MDF</p><p>Densidade da Espuma: Densidade D18</p><p>Cadeiras: 4 Cadeiras</p><p>Diferenciais: Produto desmontado; Design diferenciado; Tecido de excelente qualidade</p><p>Conteúdo da Embalagem: Conjunto sala de jantar com 4 cadeiras jady Nogueira/Brownie</p><p>Sistema de Embalagem: Caixa de papelão com isomantas internas de proteção entre as peças e revestidas com filme plástico</p><p>Necessita montagem: Sim</p><p>Sistema de Montagem: Parafuso, Cavilhas; Porca meia lua; Acompanha kit de tampas de parafusos</p><p>Manuteção: Limpar com pano seco</p><p>Acompanha manual de Instalação: Sim</p> <p>Imagens meramente ilustrativas, podendo conter divergência na tonalidade da cor dependendo da calibragem do monitor.</p><p>Medidas em centímentros / Medidas aproximadas</p><p>Não nos responsabilizamos pela montagem/instalação dos produtos.</p><p>Obs: Em caso de avaria do produto, favor preservar as etiquetas das caixas..</p>",{},,,,,,,,,,,,,,,Jady,NogueiraBrownie,MadeiraMDF,Não informado,4,MDF,Não informado,4,Pintura UV Semi-brilho,Não informado,Não informado,Não informado,Sala de Jantar,Não informado,At House,"[Nogueira, Marrom]",Quadrada,"[MDF, MDP]","[MDF, MDP]",90x90cm,4 Lugares
uphomedecor||588848,Conjunto de Mesa e Cadeira,Mesa Jantar Retangular Londres Amêndoa 120x77cm com 4 Cadeiras Eames Estofadas Caramelo Base Madeira,"O Conjunto de Mesa Londres e Cadeira Eames Eiffel Estofada é aquele que é facilmente adaptável a diversos ambientes. O modelo carrega estilo, alinhado ao conforto e qualidade sem perder o charme.<br><br>Tipo: Conjunto<br>Modelo: Londres e Eames<br>Basa da Cadeira: Madeira<br>Cor Estofado: Caramelo <br>Cor Mesa: Amêndoa<br><br>Medidas Mesa:<br><br>Altura: 78cm<br>Largura: 120cm<br>Comprimento: 77cm<br>Largura da Base: 68cm<br>Comprimento da Base: 45cm<br><br>Medidas Cadeira:<br><br>Altura: 85cm<br>Altura do assento até o chão: 45cm<br>Largura: 37cm<br>Comprimento: 50cm<br><br>ATENÇÃO<br><br>IMAGENS MERAMENTE ILUSTRATIVAS, PODENDO HAVER UMA PEQUENA VARIAÇÃO DE COR DEPENDENDO DE CADA TELA OU MONITOR.","{""cor"":""Amêndoa""}",,Amêndoa,,,,,,,,,,,,,Não informado,Amêndoa,Madeira,Retangular,4,Madeira,Não informado,4,Não informado,Estofadas,Não informado,120x77cm,Não informado,Não informado,Up Home,Amêndoa,Retangular,Madeira,Madeira,120x77cm,4 Lugares
shekinahmoveis||14709220118,Conjunto de Mesa e Cadeira,Jogo De Mesa 4 Cadeiras Pretas Eames 110 Cm Base Madeira Tampo Branco,"O Jogo de Mesa 4 Cadeiras Eames Eiffel se destaca pelo design moderno e sofisticado. A Cadeira Eames é confeccionada em policarbonato, sua base é em Madeira maciça, o que confere total resistência e conforto, o tampo da mesa é confeccionado em mdf com pintura impermeável garantindo melhor durabilidade ao produto, sua base é em Madeira maciça. O Jogo de Mesa 4 Cadeiras Eames Eiffel da vida ao ambiente além de combinar com todos os tipos e cores de móveis.<br> <br> Tipo: Conjunto<br> <br> Modelo: Eames Eiffel<br> <br> Dimensões do Produto:<br> <br> - Cadeira<br> <br> Cor: Preto<br> Altura: 85 cm<br> Largura: 47 cm<br> Profundidade: 50 cm<br> Assento x Chão: 45 cm<br> Contém: 04 cadeiras<br> Peso máximo suportado: 120 Kg<br> <br> - Mesa<br> <br> Cor: Branco<br> Altura: 76cm<br> Diâmetro: 110cm",{},,,,,,,,,,,,,,,Eames,Preto,"Policarbonato, Madeira maciça, MDF",Não informado,4,Madeira maciça,Não informado,4,Não informado,Não informado,Moderno,110 Cm,Não informado,Não informado,House Design,"[Branco, Preto, Madeira]",Redonda,Madeira,MDF,110cm,4 Lugares
prbaby||75343173636,Conjunto de Mesa e Cadeira,Mesa de Jantar Celebrare 120cm e 4 Cadeiras Athenas Amêndoa/Off White/Linho Bege - Móveis Lopas,"<strong>Mesa de Jantar Celebrare 120x80 com 4 Cadeiras Athenas - Móveis Lopas</strong><br>A Mesa de Jantar Celebrare é um móvel capaz de reunir beleza e praticidade sem perder a elegância. Ela acomoda até 4 pessoas e vai garantir que suas refeições sejam ainda melhores. Com um design diferenciado ele garante um ambiente moderno e arrojado. Já Cadeira Athenas proporciona um ambiente receptivo e charmoso. A combinação da cor da estrutura com o revestimento do assento estofado cria um móvel perfeito para potencializar a decoração da sua casa. Além disso ela conta com encosto ergonômico tornando seus momentos a mesa mais confortáveis e aconchegantes. <br> <br><strong>Mesa de Jantar Celebrare 120x80 - Móveis Lopas</strong><br><strong>•</strong> Produto em MDF/MDP<br><strong>•</strong> Pintura UV<br><strong>•</strong> Acabamento P.U. na borda<br><strong>•</strong> Tampo em MDF<br><strong>•</strong> Bordas chanfradas e arredondadas<br><strong>•</strong> Sapatas reguláveis em PVC<br><strong>•</strong> Suporta até 50kg<br><strong>•</strong> Design contemporâneo<br><strong>•</strong> Acomoda até 4 pessoas<br><br><strong>Conjunto Cadeiras Athenas - Móveis Lopas</strong><br><strong><strong>•</strong></strong> Produto em MDF/MDP<br><strong>•</strong> Pintura UV<br><strong>•</strong> Acabamento em micro textura<br><strong>•</strong> Encosto ergonômico<br><strong>•</strong> Revestimento em tecido<br><strong>•</strong> Assento estofado em D-20<br><strong>•</strong> Pés em MDF<br><strong>•</strong> Sapatas em PVC<br><strong>•</strong> Suporta até 120kg<br><strong>•</strong> Design moderno<br><br><strong>Dimensões:</strong><br>Tamanho da Mesa (L x A x P): 120 x 79 x 80 cm<br>Tamanho da Cadeira (L x A x P): 43 x 101 x 54 cm<br><br><strong>Garantia</strong>: 3 meses<br><strong>Montagem</strong>: O Produto vai desmontado com manual e todos acessórios. Recomendamos que a montagem seja feita por um profissional<br><strong>Recomendação de Limpeza: </strong>Utilize pano levemente úmido<br><br><strong>Observações:</strong><br>- A <strong>LOJA</strong> se responsabilizará pela entrega dos produtos até aonde as rodovias alcançam, entregas fluviais ou aéreas devem ser cotadas a parte.<br>- As imagens são ilustrativas, não acompanham objetos de decoração.<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto, por conta do tratamento de imagens e a calibração de cores da sua tela.<br>- A montagem será de responsabilidade do comprador. Entregamos até a porta de entrada da residência ou até a portaria do condomínio. Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br>- Confira as dimensões do produto no momento da compra e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.<br>Para mais informações, acesse nossa Central de Atendimento.","{""cor"":""Bege"",""marca"":""Lopas""}",Lopas,Bege,,,,,,,,,,,,,Móveis Lopas,AmêndoaOff WhiteLinho Bege,MDFMDP,Não informado,4,MDF,Não informado,4,PU,Não informado,Contemporâneo,120 x 79 x 80 cm,Não informado,Não informado,Móveis Lopas,"[Bege, Off White, Amêndoa]",Retangular,"[MDF, MDP]",MDF,120x80cm,4 Lugares
panoramamoveis||80139,Conjunto de Mesa e Cadeira,Mesa de Jantar 6 Lugares Las Vegas Mel/Blonde/Veludo Rosa - Viero Móveis,"Descrição:<br><br>O(a) Mesa de Jantar 6 Lugares Las Vegas Mel/Blonde/Veludo Rosa - Viero Móveis é produzido em MDF e MDP na escala de brilho Semi-Brilho, e possui um grau de dificuldade de montagem: Médio.<br>Seu revestimento/acabamento é: Pintura UV.<br><br><br>Infelizmente a Panorama Móveis não oferece serviço de montagem, deixamos essa informação bem clara em todas as nossas páginas de produto.<br>Onde especificamos que os móveis chegarão desmontados, e que a montagem fica por conta do cliente.<br><br><br><br>Como não oferecemos esse serviço não embutimos o mesmo no preço dos produtos, ou seja, maior economia para você!<br>Todos os nossos móveis também acompanham o manual de montagem, e caso você queira, pode realizar a montagem você mesmo, sempre especificamos os graus de montagem dos produtos.<br><br><br><br>Nos casos de grau baixo e médio, com pouco ou nenhum conhecimento, você mesmo pode efetuar a montagem, e fazer essa economia.<br>Apenas nos graus de montagem alto, recomendamos a contratação de um montador com experiência, visto que são montagens mais complicadas.<br> A montagem é feita com Parafusos, cavilhas e Minifix.. <br><br><br><br>Este móvel é indicado para que seja utilizado no(a) Sala de Jantar e Cozinha, dando um toque especial no cômodo de sua casa.<br> Para que você mantenha seu produto sempre em ótimo estado, recomendamos que use apenas um pano seco ou levemente umedecido, <br>sem o uso de quaisquer produtos abrasivos.<br><br><br><br>A Panorama Móveis garante aos clientes, 90 dias de garantia nos produtos, porém, recomendamos que entre em contato com o fornecedor/marca do produto, pois o mesmo(a), pode garantir um prazo maior de garantia.<br><br><br><br>Lembrando ainda que: quaisquer objetos decorativos que aparecem nas imagens, não acompanham o produto. <br>Panorama Móveis, a sua loja de móveis online, eletrodomésticos e artigos para decoração!<br><br>Características:<br><br>- Material da Estrutura: MDF e MDP<br>- Como os Móveis Chegarão na Minha Casa: Desmontado em caixas, acompanhado de todas as peças, ferragens e manuais para montagem.<br>- Grau de Dificuldade da Montagem: Médio<br>- Sistema de Montagem: Parafusos, cavilhas e Minifix.<br>- Observação: Objetos decorativos que aparecem nas imagens, não acompanham o produto. A capacidade de carga considera que o peso está distribuído igualmente pela peça. As cores das imagens podem variar de acordo com as configurações do seu monitor e/ou da iluminação do ambiente onde o produto está inserido. As imagens indicam uma sugestão<br>- Recomendação de Manutenção: Utilizar pano levemente umedecido, seguido de pano seco. Não utilizar quaisquer produtos abrasivos.<br>- Garantia (dias): 90<br>- Densidade do Assento: D-20<br>- Densidade do Encosto: D-12<br>- Peso Suportado: 90 Kg<br>- Peso Suportado no Tampo: 50 Kg<br>- Material do Tampo: MDP<br>- Altura do Chão até o Assento (cm): 49<br>- Enchimento do Assento: Espuma<br>- Escala de Brilho: Semi-Brilho<br>- Medidas da Cadeira ( A x L x P ): A:101 x L:42 x P:58,5cm<br>- Quantidade de Pés/Sapatas: 28<br>- Enchimento do Encosto: Espuma<br>- Formato da Mesa: Retangular<br>- Possui Sapatas?: Sim<br>- Espessura do Tampo (mm): 25<br>- Tecido da Cadeira: veludo<br>- Material do Tampo: MDP<br>- Quantidade de Lugares: 6<br>- Revestimento /Acabamento: Pintura UV<br>- Espessura da Estrutura: 15 mm<br>- Quantidade de cadeiras por conjunto: 6<br>- Linha ou Coleção: Las Vegas<br>- Necessita de Montagem: Sim<br>- Indicação de Uso: Sala de Jantar e Cozinha<br>- Acompanha Tampo: Sim<br>- Cadeira Estofada: Sim<br>- Acompanha Cadeiras: Sim<br>- Possui Pés?: Sim<br>- É frágil?: Sim<br>","{""marca"":""Viero Móveis""}",Viero Móveis,,,,,,,,,,,,,,Viero Móveis,Rosa,MDF e MDP,Retangular,6,MDF e MDP,Não informado,6,Pintura UV,Não informado,Não informado,Não informado,Sala de Jantar e Cozinha,Não informado,Viero Móveis,Rosa,Retangular,"[MDF, MDP]",MDP,80x160cm,6 Lugares
