Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Atributos AI-PAVE-BR,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Atributos Multimídia,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
bntbikeemotos||16013050254,Bicicleta,Bicicleta Aro 29 Freio a Disco 21v Preto e Rosa X-PROBIKE,"Quadro em alumínio 6061<br>Abraçadeira alumínio de selim 31,8mm<br>Alavancas de câmbio EZ-FIRE 7 velocidades<br>Aro aero 29 parede dupla 36f<br>Caixa de direção semi integrado<br>Câmbio dianteiro Importado<br>Câmbio traseiro Importado<br>Pedivela aço coroa triplo revestido<br>Canote de selim 27.2mm com carrinho<br>Corrente index 8 velocidades<br>Cubo com blocagem<br>Espaçador alumínio 10 mm<br>Garfo suspensão mecânico<br>Guidão alumínio 31.8mm reto<br>Kit cabo com conduíte com teflonn<br>Mesa alumínio 31.8mm<br>Movimento central rolamentado 122mm<br>Pedal em nylon preto<br>Pinça de freio a disco com rotor de 160mm<br>Pneu 29 cravos<br>Raio 285x2.0mm aço preto<br>Roda livre de 7 index<br>Selim MTB","{""cor"":""Preto, Rosa"",""modelo"":""21v"",""tamanho_do_quadro"":""19""}",,"Preto, Rosa",,19,,,,21v,,,,,,,,,,,,,29,Preto e Rosa,X-PROBIKE,Não informado,Não informado,Não informado,alumínio 6061,Não informado,29,21,mecânica,Não informado,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,a Disco,X-PROBIKE,"[Preto, Rosa]",Aro 29,"19""",21 Marchas,,,Freio a Disco,Alumínio,,,Passeio,
pradopresentes||JRF100474I5,Bicicleta,Bicicleta StyllBaby Infantil Aro 12,"<p>Descrição</p><p>Sobre a Bike:</p><p><br></p><p>Bicicleta indicada para crianças de 2 até no máximo 5 anos.</p><p><br></p><p>Nosso envio é imediato, enviamos todas as compras realizadas até às 13h no mesmo dia.</p><p><br></p><p>Bicicleta enviada Semi montada na caixa lacrada de fábrica, contém manual de instruções, bem simples e fácil a montagem.</p><p><br></p><p>Bicicleta aro 12 com quadro e garfo fabricados em aço carbono de alta qualidade.</p><p><br></p><p>Manoplas e manetes anatômicos e cobre corrente mais seguro com fechamento completo.</p><p><br></p><p>Rodas, para-lamas, protetores e selim fabricados com plástico de alta resistência.</p><p><br></p><p>Pneus sem câmara e rodinhas auxiliares em EVA, mais silenciosos e macios.</p><p><br></p><p>Certificado pelo INMETRO.</p>","{""cor"":""Azul"",""marca"":""Styllbaby""}",,Azul,Styllbaby,,,,,,,,,,,,,,,,,,12,Não informado,StyllBaby,Não informado,Infantil,Bicicleta,Aço carbono,Não informado,Não informado,Não informado,Não informado,"Manoplas e manetes anatômicos, cobre corrente com fechamento completo, rodas, para-lamas protetores, selim de plástico resistente, pneus sem câmara, rodinhas auxiliares em EVA",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Certificado pelo INMETRO,Não informado,Styll Baby,Azul,Aro 12,,,,22kg,,Aço,,,,
tajunabike||XLTGFT21TIPO5,Bicicleta,Bicicleta Aro 29 Ksw Xlt 24v Freio A Disco Suspensão Mountain Bike Alumínio - Grafite,"<p>Bike aro 29, com quadro ksw xlt, nova na caixa a pronta entrega, produto com ótima qualidade e acabamento, possui 24 marchas com sistema de alavancas rapid fire que a cada clique uma marcha é trocada, garfo com suspensão, sistema de freio a disco mecânico. Bicicleta pré montada, vai precisar apenas fixar a roda dianteira, guidão, selim e pedais. Segue abaixo características da bike:</p><p><br></p><p>Quadro 29 ksw xlt</p><p>Garfo 29 suspensão curso 80mm</p><p>Suporte do guidão em alumínio preto</p><p>Guidão 31.8mm em alumínio preto</p><p>Canote do selim 27.2 em alumínio preto Sem Carrinho</p><p>Selim Sport Preto</p><p>Abraçadeira do Selim alumínio Preto</p><p>Aros Aero Parede dupla reforçado</p><p>Raios Pretos</p><p>Cubos Pretos com Fixação de Porcas</p><p>Pneus 29 cravo</p><p>Movimento central selado rolamentado</p><p>Freios a disco Mecânicos com discos inox 160mm</p><p>Alavancas Semi-automáticas Rapid Fire 24V</p><p>Câmbio Traseiro Indexado</p><p>Câmbio Dianteiro Indexado</p><p>Corrente Index</p><p>Pedivela Aço Revestido</p><p>Pedal Plataforma Nylon preto</p><p>Roda Livre 8v index dourada(rosca)</p>","{""cor"":""Preto, Verde"",""marca"":""KSW"",""tipo"":""Mountain Bike""}",,"Preto, Verde",KSW,,,Mountain Bike,,,,,,,,,,,,,,,29,Grafite,Ksw,Não informado,Não informado,Mountain Bike,Alumínio,Xlt,Não informado,24,Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,A Disco,KSW,Grafite,Aro 29,"21""",24 Marchas,,,Freio a Disco,Alumínio,,,Mountain Bike,
potencialbikes||cp13prpt19,Bicicleta,Bicicleta Aro 29 Cripto 24v Shimano Fr. Hidraulico/Trava/K7,"<p>Bicicleta ideal para uso urbano e trilhas leves. </p> <p> QUADRO : 29"" Alumínio 6061 </p><p> SUSPENSÃO : Curso de 100mm com trava </p><p> CAIXA DE DIREÇÃO : Semi Integrada </p><p> GUIDÃO : Reto ou Curvo em Alumínio 6061 </p><p> MESA : 80mm em Alumínio 6061 </p><p> MANOPLAS : Borracha Flexível </p><p> TROCADORES : Importado 3 / 8v </p><p> FREIOS : Hidraulico a Disco de 160mm </p><p> CÂMBIO DIANTEIRO : Shimano Tourney </p><p> CÂMBIO TRASEIRO : Shimano Tourney </p><p> PEDIVELA : Aço Carbono Revestido 24/34/42D</p><p> PEDAL : Plataforma em Nylon </p><p> CORRENTE : Indexada de 8v </p><p> CASSETE: 8 Velocidades </p><p> CANOTE DE SELIM : 27.2mm em Alumínio 6061 </p><p> SELIM : PU com trilho de regulagem </p><p> Aros : Race de Parede Dupla </p><p> PNEU : MTB 29 Cravo </p><p>RECOMENDAÇÃO DE TAMANHO DO QUADRO</p><p>Altura do ciclista: 1,60 até 1,70m – Tamanho de quadro 15"" </p><p>Altura do ciclista: 1,71 até 1,76m – Tamanho de quadro 17""</p><p>Altura do ciclista: 1,77 até 1,82m – Tamanho de quadro 19""</p><p>Altura do ciclista: 1,83 ou mais – Tamanho de quadro 21""</p><p><br></p><p> OBSERVAÇÕES: </p> <p>Imagens Ilustrativas. Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor ou celular! </p><p>As fotos do anúncio são feitas com quadros do tamanho 17. </p><p>A geometria do quadro (desenho) pode mudar conforme o tamanho escolhido alterando a inclinação do tubo superior quando quadro é 21 deixando-o mais reto. </p><p>Imagens meramente ilustrativas, podendo ter variação de peças de acordo com nosso estoque, sempre com qualidade igual ou superior! </p><p>Enviamos a bicicleta pré-montada, devidamente embalada, para melhor se acomodar na embalagem de transporte são retirados apenas: selim, pedais, guidão e roda dianteira. </p><p>NÃO COBRE DEFEITOS POR MAU USO OU PELA MONTAGEM / REVISÃO INADEQUADA DO PRODUTO. </p><p>A garantia será validada para as bicicletas montadas e revisadas por uma oficina especializada e é referente apenas ao primeiro proprietário. </p><p>A garantia não se aplica para os itens de desgaste natural, tais como: Pneu, câmaras, cabos, sapatas de freio, centragem de aros, pintura do quadro, componentes da transmissão (corrente, engrenagens do pé de vela, engrenagens do cassete)</p>","{""cor"":""Prata"",""tamanho_do_quadro"":""19"",""tipo"":""Mountain Bike""}",,Prata,,19,,Mountain Bike,,,,,,,,,,,,,,,29,Não informado,Não informado,15,Não informado,Não informado,Alumínio,Cripto,Não informado,24,Curso de 100mm com trava,Não informado,Não informado,Não informado,Não informado,Urbana e Trilhas Leves,Não informado,Não informado,Não informado,Hidráulico a Disco,Cripto,"[Prata, Preto]",Aro 29,"19""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
pz3online||0000080196,Bicicleta,Bicicleta GPS Aro 26 Aço 21 Marchas Dupla Suspensão Freio V-Brake Amarelo Neon - Colli Bike,"A Bicicleta GPS Aro 26 Aço 21 Marchas Dupla Suspensão Freio V-Brake Colli Bike é um equipamento com um excelente custo benefício, onde oferece muita qualidade e confiança na hora de pedalar. A Mountain Bike GPS é produzida em quadro de aço ergonômico que garante maior conforto e segurança ao ciclista, além disso ela vem equipada com suspensão dupla, 21 marchas com câmbios importados e freios V-Brake, resultando no aumento da performance do seu equipamento nos passeios urbanos. Pedalar é uma atividade física muito prazerosa e um exercício muito útil para o bem estar, pois pode ser praticado com muita segurança, tanto individualmente, quanto em grupo de amigos e familiares, por isso invista em sua saúde mental e corporal, afinal pedalar é vida! Compre já!<br><br><strong>Tamanho do Quadro:</strong> 18.<br><strong>Aro:</strong> 26.<br><strong>Peso Aproximado:</strong> 20 Kg.<br><strong>Dimensão Montada:</strong> 85 x 69 x 150 cm (A x L x C).<br> <br><strong>Características:</strong><br><strong>Modelo Quadro:</strong> GPS.<br><strong>Material Quadro:</strong> Aço Carbono.<br><strong>Garfo/Suspensão:</strong> Suspensão dupla alumínio.<br><strong>Peso Suportado:</strong> Até 100 Kg.<br><strong>Tipo de Aro: </strong>Aero Preto 36 Furos.<br><strong>Tipo de Freio:</strong> V-Brake.<br><strong>Tipo de Guidão:</strong> Aço Carbono Down Hill.<br><strong>Número de Marchas:</strong> 21v.<br><strong>Alavanca: </strong>Grip Shift (Trocador na luva).<br><strong>Câmbio Dianteiro:</strong> Importado.<br><strong>Câmbio Traseiro:</strong> Importado.<br><strong>Pedivela:</strong> Braço com engrenagem tripla.<br><strong>Corrente:</strong> Fina Tec 1⁄2 x 3/32.<br><strong>Cubos:</strong> Aço 36 furos.<br><strong>Movimento Central:</strong> 34.7.<br><strong>Selim:</strong> Premium Selle Royal.<br><strong>Rabeta: </strong>Suspensão Freio V-Brake.<br><strong>Pneu: </strong>26 x 1.95.<br><strong>Pedal: </strong>Rosca grossa 9/16 com refletor.<br><strong>Garantia de Fábrica:</strong> 90 dias contra defeito de fabricação.<br> <br><strong>Acessórios da Embalagem:</strong><br>- Kit e acessórios.<br>- Kit selim.<br>- Canote.<br>- Pedais.<br>- Manual.<br><br><strong>Importante:</strong><br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real por conta do tratamento de imagens e a calibração de cores do seu monitor.<br>- A geometria do quadro (desenho) pode mudar conforme o tamanho escolhido alterando a inclinação do tubo superior.<br>- Ao receber a mercadoria verifique a embalagem caso haja alguma avaria não assine o comprovante de entrega.<br>- Enviamos a bicicleta pré-montada e revisada mas para melhor se acomodar na embalagem e transporte são retirados: selim pedais guidão e roda dianteira. A instalação é de responsabilidade do cliente. Por motivo de transporte e manuseio pode haver a necessidade de efetuar uma nova regulagem de câmbio ao receber o produto.<br>- Não nos responsabilizamos pela revisão final defeitos causados por mau uso montagem ou regulagem inadequada. Recomendamos que seja feita por mão de obra qualificada.","{""aro"":""26\"""",""cor"":""Amarelo Neon"",""marca"":""Colli"",""numero_de_marchas"":""21 Marchas"",""tamanho_do_quadro"":""26"",""tipo"":""Mountain Bike"",""tipo_de_suspensao"":""Dupla Suspensão""}","26""",Amarelo Neon,Colli,26,,Mountain Bike,,,,21 Marchas,Dupla Suspensão,,,,,,,,,,26,Amarelo Neon,Colli Bike,18,Não informado,Mountain Bike,Aço Carbono,GPS,Aero Preto 36 Furos,21,Dupla,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100 Kg,Não informado,V-Brake,Colli,Amarelo Neon,Aro 26,"18""",21 Marchas,,100kg,Freio V-Brake,Aço,,,Mountain Bike,
bikediasg5||30845,Bicicleta,Bicicleta Aro 29 MTB KOG 12V Freios Hidráulicos e Trava,"<p>KOG</p><p><br></p><p><br></p><p>A KOG é uma marca da Dias Bike, baseada em toda a experiencia acumulada ao longo de mais de 30 anos no mercado de ciclismo e motocicletas. A experiencia nos permitiu desenvolver bicicletas que com um ótimo custo benefício, tanto para pedais urbanos para te levar a todos os lugares, como também bicicletas prontas para encarar os mais diversos obstáculos em uma trilha. A KOG foi pensada e desenvolvida especialmente para quem está iniciando no Mountain Bike e conciliando conforto e desempenho.</p><p><br></p><p><br></p><p>**Bike Indicada para Uso Urbano**</p><p><br></p><p><br></p><p>FICHA TECNICA</p><p><br></p><p><br></p><p>Quadro aro 29 Alumínio Cabeamento Interno</p><p><br></p><p>Suspensão de 100mm Trava no Ombro</p><p><br></p><p>Aros Aeros para Disco Folha Dupla</p><p><br></p><p>Raios Zincados</p><p><br></p><p>Pneus Aro 29 Com Arame</p><p><br></p><p>Câmara de Ar Aro 29</p><p><br></p><p>Jogo Direção Ahead Set</p><p><br></p><p>Suporte Do guidão 31.8</p><p><br></p><p>Guidão 31.8 MTB</p><p><br></p><p>Canote do Selim MTB </p><p><br></p><p>Pedal MTB Plataforma</p><p><br></p><p>Arruela Calço para Ahead Set (1cm)</p><p><br></p><p>Manopla MTB Comum</p><p><br></p><p>Abraçadeira do Selim com Blocagem</p><p><br></p><p>Selim MTB </p><p><br></p><p>Disco de Freio De 160mm Parafusos</p><p><br></p><p>Freio a Disco Hidráulico Com Pinças e Pastilhas</p><p><br></p><p><br></p><p>RELAÇÃO (TRANSMISSÃO DA BIKE)</p><p><br></p><p><br></p><p>Cassete 12V Indexado</p><p><br></p><p>Pedivela Single Alumínio Ponta Quadrada</p><p><br></p><p>Trocador Indexado Semi Automático Rapid Fire de 12V</p><p><br></p><p>Cambio Traseiro Indexado MTB 12v Velocidades</p><p><br></p><p>Cubos Cassete (K7)</p><p><br></p><p>Corrente indexada de 12 Velocidades</p><p><br></p><p>Jogo de Centro</p><p><br></p><p><br></p><p>Dias Bike</p><p><br></p><p><br></p><p>Bem vindo a Dias Bike! A Dias Bike é uma loja física e virtual que faz parte da família Dias Bike e Dias Moto Peças, que possuem mais de 10 lojas físicas e uma distribuidora atacadista, atuando no mercado de ciclismo a mais de 30 anos. A empresa comercializa bicicletas prontas, peças e acessórios para bicicletas em geral, tudo a sua disposição e com a comodidade de receber o produto em sua casa em qualquer lugar do Brasil com toda garantia de entrega e a certeza de sua satisfação.</p><p><br></p><p><br></p><p>**FOTOS MERAMENTE ILUSTRATIVAS**</p>","{""marca"":""KOG""}",,,KOG,,,,,,,,,,,,,,,,,,29,Não informado,KOG,Não informado,Não informado,MTB,Alumínio,Não informado,29,12,Trava no Ombro,Cabeamento Interno,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Hidráulico,KOG,"[Branco, Rosa]",Aro 29,"17""",12 Marchas,,,Freio a Disco,Alumínio,,,Mountain Bike,
diasbike||15825752578,Bicicleta,Bicicleta Aluminio Aro 29 KSW 24 Marchas Freio Hidráulico,"BICICLETA ARO 29 KSW XLT 2020 24v HIDRÁULICO<br> <br>COMPONENTES DA BIKE<br>- Quadro aro 29 Alumínio KSW XLT 2020<br>- Suspensão de 80mm de Cursor <br>- Aros Aeros para Disco Folha Dupla<br>- Raios Zincados<br>- Pneus Aro 29 Com Arame<br>- Camara de Ar Aro 29<br>- Jogo Direção Ahead Set<br>- Suporte Do guidão 31.8 Importado<br>- Guidão 31.8 MTB Importado<br>- Canote do Selim MTB Importado<br>- Pedal MTB Plataforma<br>- Arruela Calço para Ahead Set (1cm)<br>- Manopla MTB Comum<br>- Abraçadeira do Selim com Blocagem<br>- Selim MTB Básico<br>- Disco de Freio De 160mm Parafusos<br>- Freio a Disco Hidráulico Com Pinças e Pastilhas<br> <br> <br>RELAÇÃO (TRANSMISSÃO DA BIKE)<br>- Roda Livre Indexada de 8v<br>- Roda Tripla De Aço Encapado Reforçada<br>- Trocador Indexado Semi Automático Rapid Fire de 8v<br>- Cambio Dianteiro Indexado MTB 8v<br> - Cambio Traseiro Indexado MTB 8v<br>- Cubos Para RODA LIVRE<br> - Corrente indexada de 8v<br> - Jogo de Centro 122.5<br> <br> <br> <br>- Imagens da bicicleta são meramente ilustrativas.<br>- Algumas peças da bicicleta podem sofrer variações de cor e de modelo de acordo com o lote de importação.<br>- A Dias Bike não se responsabiliza por recolhimento obrigatório de impostos ICMS por st cobrado em alguns estados.<br>-Caso não haja alguém para receber o pedido no local de entrega, após as tentativas de entrega da transportadora, o frete do reenvio será de responsabilidade do comprador.<br>-Preço no site são exclusivos para venda online da loja virtual DIAS BIKE, os preços praticados em cada loja podem haver diferença entre os mesmos.<br>- Para as compras de bicicletas, as mesmas serão enviadas lubrificadas e pré-montadas, em função do transporte, a roda dianteira, guidão, selim e pedais são enviados soltos para encaixe. <br>- A garantia não Cobre Defeitos por Mau uso ou Pela Montagem Inadequada do Produto. A Montagem requer conhecimentos em mecânica e manutenção em bicicletas, por isso recomendamos que a montagem das Bicicletas seja feita por Profissionais do ramo em Oficina Especializada.<br>- Algumas Peças podem necessitar de regulagem ou alinhamento. <br>- A montagem, Regulagem e Alinhamento é por conta do comprador. <br>- A Garantia só será validada mediante a comprovação da montagem por um especialista, válida somente para o Primeiro proprietário.","{""aro"":""29\"""",""cor"":""Preto, Vermelho"",""marca"":""KSW""}","29""","Preto, Vermelho",KSW,,,,,,,,,,,,,,,,,,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT 2020,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,KSW,"[Preto, Vermelho]",Aro 29,"19""",24 Marchas,,,Freio a Disco,Alumínio,,,Passeio,
officebike1||PROXS1BRANCOLAR,Bicicleta,Bicicleta pro x bmx serie 1 freio v-brake aro 20,"<p>BICICLETA PRO-X BMX SERIE 1 FREIO V-BRAKE ARO 20</p><p><br></p><p><br></p><p>Bicicleta Pro-X, marca brasileira mais conceituada desde os anos 90, conhecida por seus modelos de atletas amadores e profissionais a Pro-X retornou ao mercado com uma ótima linha de produtos que vai desde modelos de entrada a profissional para a pratica de Dirt Jump, Freestyle, Miniramp, Vertical, Flatland.</p><p><br></p><p><br></p><p>A Bicicleta BMX Pro-X Série 1, além de sua qualidade e resistência, também é uma excelente opção para iniciantes no mundo do BMX. Com aros 20’’, a bicicleta oferece uma ótima estabilidade e controle, o que é essencial para quem está aprendendo a praticar manobras e freestyle.</p><p><br></p><p>Além disso, seu quadro em aço e freios V-Brake proporcionam segurança e confiabilidade, o que é fundamental para os ciclistas iniciantes. Com essas características, a BMX Pro-X Série 1 é a escolha certa para quem deseja iniciar na prática do BMX com uma bicicleta de qualidade e segura.</p><p><br></p><p>Fotos ilustrativas / a cor real do produto pode ser ligeiramente diferente devido a diferença de calibragem de telas.</p><p><br></p><p>OBS: Os Pneus podem variar a cor dependendo do lote de fabricação da bicicleta sendo, preto / preto com faixa bege / preto com faixa branca.</p><p><br></p><p><br></p><p>Características:</p><p><br></p><p>Garantia do Fabricante: 3 Meses</p><p><br></p><p>Recomendações de Uso: Iniciantes no esporte</p><p><br></p><p>Material do Quadro: Quadro BMX Aço</p><p><br></p><p>Modelo e Composição do Guidão: Guidão BMX em Aço</p><p><br></p><p>Modelo e Composição do Garfo: Garfo BMX em Aço</p><p><br></p><p>Movimento Central: 45mm</p><p><br></p><p>Movimento Direção: Standard</p><p><br></p><p>Modelo e Composição do Freios: Freios V-Brake </p><p><br></p><p>Tipo de Engrenagem: Catraca 18 Dentes e Coroa 36 Dentes</p><p><br></p><p>Marca e Composição do Pedivela: Pedivela Monobloco em Aço</p><p><br></p><p>Modelo de Pedal: Pedal Nylon</p><p><br></p><p>Pneus: Aro 20 </p><p><br></p><p>Modelo e Composição do Aro: Aro 20 Alumínio 36 Furos Aero</p><p><br></p><p>Marca e Composição dos Cubos: Cubos em Aço 36 Furos</p><p><br></p><p>Material do Canote: Aço</p><p><br></p><p>Marca e Composição do Selim: Selim P.U.</p><p><br></p><p>Montagem do Equipamento: Bicicleta Pré Montada, necessita de montagem profissional, para ajustes de freio e outros componentes.</p>","{""aro"":""20\"""",""cor"":""Branco"",""tipo"":""Cross, BMX""}","20""",Branco,,,,"Cross, BMX",,,,,,,,,,,,,,,20,Não informado,Pro-X,Não informado,Não informado,BMX,Aço,Série 1,20,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Dirt Jump, Freestyle, Miniramp, Vertical, Flatland",Não informado,Não informado,Não informado,V-Brake,Pro-X,Branco,Aro 20,,,,,Freio V-Brake,Aço,,,,
southoficial||130017,Bicicleta,Bicicleta 29 GT Sprint 27 Marchas index Modelo MX7 Freio a Disco Quadro Alumínio,"<p>A Bicicleta GT Sprint MX7 27V possui um lindo design com cores vibrantes, quadro em alumínio 6061 que oferece resistência, leveza e durabilidade. E não para por aqui! Com 27 combinações de marchas, trocador de engate rápido seu desempenho nas subidas e descidas é garantido, para sua segurança a bike vem equipada com freios a disco que oferecem maior tranquilidade nas frenagens, e proporcionando conforto nas suas pedaladas a bicicleta possui uma suspensão que ajuda a amortecer os impactos em diferentes tipos de terrenos.</p><p>Descrição dos Componentes:</p><p>Quadro Marca GT Sprint - Modelo MX7 Aro 29 em Alumínio 6061<br>Garfo Suspensão Aro 29 </p><p>Câmbio Dianteiro Importado 3v index<br>Câmbio Traseiro Imp. 9v index<br>Trocador de Marchas Rapid Fire engate rápido - IMP 27V index<br>Pedivela Em Aço 24/34/42<br>Catraca / Roda Livre 9v Index<br>Corrente 9V Index</p><p>Freio a Disco 160mm Preto - MECÂNICO<br>Cubos Aço p/ Disco 36f Preto com Blocagens<br>Aros Aero 36 Furos Folha Dupla Alumínio<br>Câmara de Ar 29 x 1.95 Bico Grosso<br>Pneu Aro 29 Cravo Baixo</p><p>Guidão Preto em Alumínio Expandido Reto<br>Suporte de Guidão / Mesa Preto em Alumínio<br>Canote de Selim Preto 27.2<br>Banco / Selim - Sport</p><p>Movimento Central Roller 122.5 Preto Selado<br>Movimento de Direção Over </p><p>OBSERVAÇÕES IMPORTANTES:<br><br>MONTAGEM<br>- Bicicleta pré-montada, revisada e devidamente embalada.<br>- A instalação é de responsabilidade do consumidor, orientamos que seja efetuada por mão de obra especializada.<br>- Por motivo de transporte e manuseio, pode haver a necessidade de efetuar uma revisão (câmbios, freios) ao receber o produto.<br><br>GARANTIA - Fábrica / 3 Meses<br>NÃO COBRE DEFEITOS POR MAU USO OU PELA MONTAGEM / REVISÃO INADEQUADA DO PRODUTO.<br>- A garantia será validada para as bicicletas montadas e revisadas por uma oficina especializada e é referente apenas ao primeiro proprietário.<br>- A garantia não se aplica para os itens de desgaste natural.<br><br>OUTRAS OBSERVAÇÕES:<br>- As fotos do anúncio são feitas com quadros do tamanho 17''.<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores da sua tela.<br>- Dependendo o lote do produto, algumas peças podem ter cores diferentes das imagens.</p>","{""tamanho_do_quadro"":""15""}",,,,15,,,,,,,,,,,,,,,,,29,Não informado,GT,Não informado,Não informado,Não informado,Alumínio,Sprint MX7,29,27,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,GT Sprint,"[Preto, Rosa]",Aro 29,"15""",27 Marchas,,,Freio a Disco,Alumínio,,,Passeio,
draisbike||265-4437,Bicicleta,Bicicleta 29 KSW XLT 24 Marchas Freio a Disco Alumínio MTB Suspensão Dianteira 32r,"Com um visual imponente e design ergonômico, é uma ótima opção para quem busca leveza, conforto, segurança e estilo em passeios ou trilhas leves.<br>O quadro e pedivela em alumínio deixam a bicicleta mais leve, as 24 combinações de marchas oferecem um bom desempenho em todo tipo de terreno, o freio a disco proporciona mais segurança nas frenagens, e as várias combinações de cor agradam todos os gostos!Atenção bicicleta não recomendada para trilhas pesadas e manobras radicais.<br>DESCRIÇÃO DOS COMPONENTESQuadro - Marca KSW - Aro 29 - QUADRO em ALUMÍNIO 6061 - TAMANHO - 15'', 17'', 19'' e 21''<br>Suspensão Aro 29 PRETO 80MMAlavanca / Trocador Ez-Fire Engate Rápido 24V - (Imp.)<br>Câmbio Dianteiro IMP. 3V<br>Câmbio Traseiro IMP. 8V<br>Pedivela Reduzido Preto (Imp.) 24/34/42T<br>Catraca / Roda Livre (Imp.) 8v Index<br>Corrente (Imp.) Index 8VFreio a Disco 160mm Preto - MECÂNICO (Imp.)<br>Cubos p/ Disco 32f rosca Preto com blocagens<br>Aros Aero 32 Furos Folha Dupla Alumínio Preto com Adesivos Personalizados<br>Câmara de Ar (Imp.) 29 x 1.95 Bico Grosso<br>Pneu (Imp.) 29x2.10 Cravo BaixoGuidão Mega Over Expandido Preto 31.8mm<br>Suporte de Guidão / Mesa Preto em Alumínio 31.8mm<br>Abraçadeira C/ Blocagem em Alumínio Preto<br>Canote de Selim Preto em Alumínio<br>Banco / Selim - SportMovimento Central Roller 122mm Preto Selado (Rolamento)<br>Movimento de Direção Aheadset Preto<br>Espaçador Aheadset Em Alumínio 3PÇ<br>Manopla Preto Confort Plus OBSERVAÇÕES:- As fotos do anúncio são feitas com quadros do tamanho 17''.- Pode haver alguma diferença de tonalidade entre a imagem e o produto real. GARANTIAA garantia será validada para as montadas e revisadas por uma oficina especializada e é referente apenas ao primeiro proprietário.A garantia não se aplica para os itens de desgaste natural, tais como: Pneu, câmaras, cabos, sapatas de freio, centragem de aros, pinturado quadro, componentes da transmissão (corrente, engrenagens do pedivela, engrenagens do cassete).","{""aro"":""29\"""",""cor"":""Cinza, Preto"",""marca"":""KSW"",""tipo"":""Mountain Bike"",""tipo_de_suspensao"":""Suspensão Dianteira""}","29""","Cinza, Preto",KSW,,,Mountain Bike,,,,,Suspensão Dianteira,,,,,,,,,,29,Não informado,KSW,15 17 19 e 21,Não informado,MTB,Alumínio,XLT,29,24,Dianteira,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,KSW,"[Cinza, Preto]",Aro 29,"19""",24 Marchas,Dianteira,,Freio a Disco,Alumínio,,,Mountain Bike,
