Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimidia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
casabrasil1||380162,TV,"Televisor Philco Hd Led 24"" Ph24N91D","Com a TV Philco LED PH24N91D de 24"" seus programas, séries e filmes favoritos vão ficar ainda mais emocionantes. Você e sua família terão momentos inesquecíveis.Ela conta com conversor digital integrado, resolução HD (1366x768) e 1 entrada HDMI que proporcionam conexão de áudio e vídeo digital em alta resolução e 1 USB 2.0 onde é possível reproduzir filmes, músicas e fotos.Possui ainda sistema operacional Linux e funções como: Guide, no caso de canais digitais, você consegue ver a programação na sua tela; Info, que disponibiliza informações sobre os programas assistidos (somente para canais digitais) e Closed Caption, que permite acompanhar o que está sendo assistido com legendas automáticas (quando disponível pelas emissoras). *imagens meramente ilustrativas.","{""conectividade"":""HDMI, USB"",""marca"":""Philco"",""polegadas"":""24\"""",""resolucao"":""HD"",""tecnologia"":""LED"",""tipo_de_painel"":""LED""}","HDMI, USB",,Philco,"24""",HD,LED,LED,,,,,"1 entrada HDMI, 1 USB 2.0",Não informado,Philco,24,HD 1366x768,LED,Não informado,Linux,Não informado,"Conversor digital integrado, Guide, Info, Closed Caption",Não informado,"HDMI, USB",Philco,"24""",HD,LED,,,
lojastaqi||210960,TV,"Smart TV LED 32” AOC LE32S5970S, HD, 3 HDMI, 2 USB, Wi-Fi Integrado","<p>Smart TV LED 32 AOC LE32S5970S, HD, 3 HDMI, 2 USB, Wi-Fi Integrado</p> <p>A Smart TV LED AOC LE32S5970S é compacta com 32 polegadas de tela com imagem em HD, perfeita para uso em ambientes comerciais, quartos, salas ou escritórios.</p> <p>Uma TV com acesso a internet via Wi-Fi ou cabo LAN, prática para instalar e navegar. Já vem com app para netflix, para você aproveitar o melhor de séries e vídeos.</p> <p>Pode ser utilizada em quartos de crianças pois possui Parental Control - controle dos pais - tornando a navegação mais segura para seus filhos.</p> <p>Características</p> <p>Marca: AOC</p> <p>Modelo: LE32S5970S</p> <p>Ref.: E32I52NSLSB1NNB</p> <p>Cor da borda: Preta</p> <p>Tela:</p> <p>Tamanho: 32 polegadas</p> <p>Tipo de painel: LED</p> <p>Resolução (modo TV): 1366 x 768 (HD)</p> <p>Frequência do painel: 60 Hz</p> <p>Contraste (Dinâmico): 200000</p> <p>Brilho: 280 cd/m2</p> <p>Tempo de resposta: 7ms</p> <p>Sistema de cores PAL-M/NTSC/PAL-N</p> <p>Conexões</p> <p>1 Vídeo Composto </p> <p>1 Vídeo Componente </p> <p>3 HDMI </p> <p>2 USB </p> <p>1 LAN (para conexão de rede via cabo - Internet) </p> <p>1 Saída de áudio/vídeo </p> <p>1 Saída de áudio/fone de ouvido </p> <p>Recursos:</p> <p>Potência de áudio (RMS) 5 W x 2</p> <p>Receptor Digital Integrado (DTV)</p> <p>Digital Noise Reduction (redução digital de ruído na imagem)</p> <p>Parental Control (controle dos pais)</p> <p>Smart TV Conectada (Internet) - acesso Wi-Fi ou cabo (LAN) </p> <p>Netflix/YouTube </p> <p>PVR (Personal Video Recorder) - grava programação da TV digital aberta via HD externo</p> <p>Sleep Timer </p> <p>EPG (Electronic Program Guide - Guia Eletrônico de Programação)</p> <p>Produto ecológico (menor consumo de energia)</p> <p>Preparado para fixação em parede/painel (padrão de furação VESA Mount) 100 x 100 mm</p> <p>Itens Inclusos</p> <p>1 Smart TV</p> <p>1 Controle Remoto</p> <p>Alimentação</p> <p>Voltagem: Bivolt</p> <p>Consumo (máximo): 60W</p> <p>Consumo em modo espera (standby, máximo): 1W</p> <p>Dimensões</p> <p>Tamanho com base (AxLxP): 46,99 x 72,7 x 7,68 cm</p> <p>Tamanho sem base (AxLxP): 42,43 x 72,71 x 7,68 cm </p> <p>Peso líquido: 4,63 Kg</p> <p>Peso Bruto com embalagem: 6,7 Kg</p> <p>Garantia: 12 meses</p>","{""conectividade"":""HDMI, USB, Wi-Fi"",""frequencia"":""60 Hz"",""marca"":""AOC"",""polegadas"":""32\"""",""resolucao"":""HD"",""tipo_de_painel"":""LED""}","HDMI, USB, Wi-Fi",60 Hz,AOC,"32""",HD,LED,,,,,,"3 HDMI, 2 USB, Wi-Fi, LAN",60 Hz,AOC,32 polegadas,1366 x 768 HD,LED,Não informado,Não informado,Não informado,"Netflix, YouTube, PVR, Sleep Timer, EPG, Parental Control, Digital Noise Reduction",LED,"Wi-Fi, HDMI, USB",AOC,"32""",HD,LED,,,
mirandacomputacao||45690,TV,"Tela Smart 24"" Led HD Wi-Fi TL040, Acompanha conversor de TV Digital  MULTILASER","Tamanho da tela: 24 polegadas<br>Entradas: 2x HDMI; 2x USB; 1x RJ45; 1x AV<br>Brilho: 180cd/m2<br>Contraste: 3000:1<br>Áudio: 2x 4W RMS<br>Saída de áudio digital óptica<br>ACOMPANHA CONVERSOR DE TV DIGITAL EXTERNO<br>Alimentação: 100-220V 60Hz<br>Função SMART<br>Aplicativos Pré Instalados: Netflix, Youtube, Prime Vídeo, etc.","{""conectividade"":""Wi-Fi"",""frequencia"":""60 Hz"",""marca"":""Multilaser"",""resolucao"":""HD"",""tipo_de_painel"":""LED""}",Wi-Fi,60 Hz,Multilaser,,HD,LED,,,,,,"2x HDMI, 2x USB, 1x RJ45, 1x AV",Não informado,MULTILASER,24,HD,LED,Não informado,Não informado,Não informado,"Wi-Fi, Smart, Netflix, Youtube, Prime Vídeo",Não informado,"Wi-Fi, HDMI, USB",Multilaser,"24""",HD,LED,,,
lojastaqi||218947,TV,"Smart TV LG 50"" 4K, Ultra HD LED 50NANO75SPA, ThinQ AI, Wi-fi Integrado ","<p>A Smart TV LG 50"" 4K, Ultra HD NanoCell 50NANO75SPA, utiliza a inovadora tecnologia de Nanopartículas para filtrar e renovar a cor, que garante cores ainda mais vibrantes e cristalinas na sua tela, com desempenho de cinema. Você consegue acessar diversos aplicativos, assistir séries e filmes em alta qualidade. Através do Painel de Controle, você poderá acessar e comandar outros aparelhos conectados pela sua TV. </p><p>Possui imagem Ultra HD projetada para aumentar sua diversão. Assista eventos esportivos ou jogue games com cores mais vivas e detalhes incríveis, com o Real 4K. Imagens mais reais com qualidade 4 vezes superior que as TVs Full HD. </p><p>As cenas também ficam mais realistas devido ao HDR Ativo, que fornece detalhes delicados e cores com maior amplitude de contraste. A LG 4K suporta vários formatos HDR, incluindo HDR10 Pro e HLG Pro, as LG UHD TVs oferecem uma qualidade de imagem fantástica. </p><p>Além de contar com uma tecnologia de ponta e as mais novas funcionalidades a Smart LG ainda oferece um design incrível. </p> <p>Características</p><p>Marca: LG </p><p>Modelo: 50NANO75SPA </p><p>Cor: Ashed Blue </p> <p>Tela</p><p>Tamanho: 50 polegadas </p><p>Resolução: 4K UHD </p><p>Painel: NanoCell Display </p><p>Frequência do painel: 60 Hz </p><p>Processador: Quad Core Processador 4K </p><p>DTV </p><p>HDR10 </p><p>FILMMAKER MODE </p><p>4K Upscaler </p> <p>Áudio</p><p>Canais: 2.0 </p><p>Potência (RMS): 20 Watts </p><p>AI Sound </p><p>AI Acoustic Tuning </p><p>Ultra Surround </p> <p>Conexões </p><p>Entrada HDMI 2.0: 3 </p><p>Entrada USB: 2 </p><p>Entrada RF: 1 </p><p>Saída Digital Óptica: 1 </p><p>Bluetooth In/Out </p> <p>Funcionalidades </p><p>Sistema Operacional: webOS 6.0 </p><p>ThinQ AI </p><p>Google Assistente Built-In </p><p>Alexa Built-In </p><p>Alexa Works-With </p><p>Works with HomeKit </p><p>Works with AirPlay2 </p><p>Painel de Controle </p><p>OCF </p><p>HGIG </p><p>Conteúdos 360 VR </p><p>Music Player </p><p>LG Content Store </p><p>Miracast Overlay </p> <p>Itens Inclusos</p><p>01 Smart TV LG </p><p>01 Controle Remoto Smart Magic </p><p>01 Cabo de força </p><p>01 Kit Parafusos </p><p>01 Manual em Português </p><p>Alimentação</p><p>Tensão: Bivolt (110 e 220 Volts) </p><p>Frequência: 50/60Hz </p><p>Consumo Médio: 130 Watts </p><p>Consumo Standby: &gt;1 Watts </p> <p>Dimensões</p><p>Tamanho com base (AxLxP): 70,8 x 112,1 x 23,2 cm </p><p>Tamanho sem base (AxLxP): 65,1 x 112,1 x 57 cm </p><p>Tamanho embalagem (AxLxP): 77,6 x 121 x 15,2 cm </p><p>Peso com base: 12,58 Kg </p><p>Peso com caixa: 16,04 Kg </p> <p>Garantia: 12 meses </p> <p>Atenção! </p><p>Furação VESA: 200 x 200. Formato da Base: 2 Pole. </p>","{""conectividade"":""HDMI 2.0,RF, Bluetooth, USB, Saída Digital Óptica"",""frequencia"":""60 Hz"",""marca"":""LG"",""polegadas"":""50\"""",""resolucao"":""4K"",""sistema_operacional"":""WebOS"",""tecnologia"":""LED"",""tipo_de_painel"":""LED""}","HDMI 2.0,RF, Bluetooth, USB, Saída Digital Óptica",60 Hz,LG,"50""",4K,LED,LED,WebOS,,,,Bluetooth InOut,60 Hz,LG,50 polegadas,4K UHD,NanoCell Display,NanoCell,webOS 6.0,"Google Assistente Built-In, Alexa Built-In","HDR10, FILMMAKER MODE, 4K Upscaler, AI Sound, AI Acoustic Tuning, Ultra Surround, Painel de Controle, OCF, HGIG, Conteúdos 360 VR, Music Player, LG Content Store, Miracast Overlay",LED,"Wi-Fi, Bluetooth, HDMI, USB",LG,"50""",4K / Ultra HD,"LED, NanoCell",WebOS,"Google Assistente, Alexa Built in",
siberiano||134207800,TV,Smart TV Multi 32 Polegadas UHD WiFi Android Tl042,"Smart TV Multi 32 Polegadas UHD WiFi Android Tl042<br> <br> Chegou a nova linha de telas multi, com sistema operacional android 11.<br> Tudo de mais moderno embarcado em sua tela trazendo milhares de qualidades e benefícios para você a um comando de voz de distância.<br> Sua imagem super nítida e com alta resolução, traz a experiência do cinema para sua casa.<br> Ela contém dolby audio, conectividade wifi, bluetooth, hdmi, usb, porta lan, entrada av, saída de áudio ótica e espelhamento.<br> Vem com chromecast built in loja de aplicativos completa, com as principais plataformas de conteúdo e outros milhares de opções para seu entretenimento.<br> Seu ajudante virtual google assistente, estará sempre disponível e a apenas um clique no do seu controle remoto.<br> Ele vai trazer ainda mais possibilidades de usufruir da máxima qualidade de imagem e áudio disponível na sua tela android multi<br> <br> Características Gerais<br> <br> Marca: Multi<br> Modelo: Tl042<br> EAN: 7908414438262<br> Voltagem: bivolt<br> Consumo médio: 38w<br> Standby: 0,5w<br> Classificação energética: a<br> Tamanho da tela (polegada): 32<br> Tipo de tela: dled 16:9<br> Resolução da tela: hd (1366x768)<br> Contraste: 3000:1<br> Controle de brilho: 200cd/m<br> Ângulo de visão: h: 178 v: 178<br> Tempo de resposta: 8,5 ms<br> Processador: arm cortex-a55 1.1ghz/quad core<br> GPU: mali470mp3/triple-core<br> Conexões: 3x hdmi 1.4 2x usb 2.0 1x rj45 1x av 1x optical 1x p2<br> WiFi: sim<br> Espelhamento: sim<br> Controle remoto: sim<br> Sistema operacional: android<br> Suporte vesa: 100x100<br> Medidas: 732x74,8x434 mm<br> Peso: 3,5 kg<br> <br> HOMOLOGAÇÃO ANATEL: 13475-21-03111<br> <br> Conteúdo da Embalagem<br> <br> 01 Smart TV Multi 32 Polegadas UHD WiFi Android Tl042<br> 01 Controle Remoto<br> 01 Receptor de Tv TR042<br> 01 Manual de Instruções","{""conectividade"":""WiFi, HDMI, USB, LAN"",""marca"":""Multi"",""polegadas"":""32\"""",""resolucao"":""HD"",""tipo_de_painel"":""LED""}","WiFi, HDMI, USB, LAN",,Multi,"32""",HD,LED,,,,,,"WiFi, Bluetooth, HDMI, USB, Porta LAN, Entrada AV, Saída de áudio ótica, Espelhamento",Não informado,Multi,32,HD (1366x768),DLED,Não informado,Android,Google Assistente,"Chromecast Built-in, Loja de aplicativos completa, Dolby Audio",Não informado,"Wi-Fi, Bluetooth, HDMI, USB",Multilaser,"32""",HD,LED,Android TV,Google Assistente,
friopecas||148049,TV,"Smart TV LG 65"" 4K UHD com Inteligência Artificial 65UQ8050PSB  Bivolt","<br> <br> Smart TV LG 65"" 4K UHD com Inteligência Artificial 65UQ8050PSB – Bivolt <br> <br> <p> A Smart TV LG 65"" 4K UHD com Inteligência Artificial 65UQ8050PSB, agora vem com um design mais fino e uma moldura minimalista que complementam o interior da sua casa. </p> <br> <br> <p> Experiência cristalina em 4K:</p> <p>As TVs LG UHD aprimoram sua experiência de visualização. Desfrute de cores vivas e detalhes de tirar o fôlego em 4K. </p> <p> Redefina a escala do 4K:</p> <p>Veja conteúdo não 4K em resolução 4K nas grandes telas UHD para desfrutar de clareza e precisão em cada detalhe. </p> <p> Processador a5 Gen 5 AI: </p> <p>O processador a5 Gen5 AI aprimora a TV LG Full HD para proporcionar a você uma experiência imersiva. </p> <p> ThinQ AI: </p> <p>Do controle de voz ao conteúdo personalizado, o ThinQ AI torna a experiência com a TV LG Full HD muito mais inteligente. </p> <p> Inteligência além da imaginação: </p> <p>Comande facilmente usando apenas a voz. O controle inteligente de voz via Google Assistente, Amazon Alexa, Appel AirPlay e outras opções permite controlar sua TV LG UHD com muito mais facilidade e rapidez. </p> <p> Meu perfil: </p> <p>Desfrute de praticidade fazendo login na sua própria conta e assistindo a conteúdo recomendado especificamente para você. </p> <p> Alerta Esportivo: </p> <p>Com o alerta esportivo, você não vai mais perder suas partidas favoritas. Receba notificações antes de todos os jogos mais importantes. </p> <p> HDR10 Pro: </p> <p>Com o HDR10 Pro, o nível de brilho é ajustado para melhorar a cor e a nitidez em cada imagem. Impressione-se com aparência realista do conteúdo. </p> <p> Prepare-se para disputas épicas: </p> <p>Curta aventuras fantásticas usando os recursos de jogos na nuvem, painel e otimizador de jogos e HGiG. </p> <p> Painel e otimizador de jogos: </p> <p>Tenha em um só lugar todas as configurações para otimizar a jogabilidade. O painel de jogos permite alterar rapidamente as configurações atuais do gênero de jogo. </p> <br> <br> <p> Imagens meramente ilustrativas. </p>","{""marca"":""LG"",""polegadas"":""65\"""",""resolucao"":""4K"",""tecnologia"":""LED"",""tipo_de_painel"":""LED""}",,,LG,"65""",4K,LED,LED,,,,,Não informado,Não informado,LG,65,4K,Não informado,UHD,Não informado,"Google Assistente, Amazon Alexa, Apple AirPlay","ThinQ AI, HDR10 Pro, Painel de jogos, Otimizador de jogos, HGiG",Não informado,"Bluetooth, Wi-Fi",LG,"65""",4K / Ultra HD,LED,webOS ,ThinQ AI,
efacil||181748,TV,"TV LED 24"" Samsung LT24D310 HD com 1 USB, 1 HDMI, HDTV, ConnectShare e Função Monitor",PRODUTO DESATIVADO<br>,{},,,,,,,,,,,,1 USB 1 HDMI HDTV ConnectShare,Não informado,Samsung,24,HD,LED,Não informado,Não informado,Não informado,Função Monitor,Não informado,"HDMI, USB",Samsung,"24""",HD,LED,,,
multiloja||19986,TV,Smart TV LED Philco 55 Polegadas 4K PTV55F62SNT,"A Smart TV LED Philco 55 Polegadas 4K PTV55F62SNT é ideal para a sala de estar ou quarto, destacando-se por ser um televisor de 55 polegadas para assistir filmes e programas em alta qualidade, com maior velocidade para conteúdo de aplicativos e maior velocidade de processamento de gráficos mais complexos para aproveitar com a família.<br> <br> <br> Características do produto:<br> 55 polegadas<br> Processador Quad Core <br> Processador Triple Core<br> Globo Play<br> Youtube<br> HDR<br> Entrada de vídeo e áudio estéreo (RCA)<br> 3 entradas HDMI<br> Entrada HDMI (ARC)2<br> Entrada RF para TV aberta e TV à cabo<br> 2 entradas USB<br> Entrada S PDIF out optical<br> Entrada ethernet<br> Sleep Timer<br> 1 entrada P2: para fones e amplificadores<br> DNR (redução de ruído de imagem)<br> Close caption: apresenta, através da legenda, o som original do programa, desde que o canal tenha fornecido esse recurso<br> <br> <br> Dimensões do produto com base: <br> Altura: 77,4 cm <br> Largura: 124,1 cm<br> Profundidade: 23,8 cm<br> Peso: 13,57 kg<br> <br> <br> Dimensões do produto sem base: <br> Altura: 71,9 cm <br> Largura: 124,1 cm<br> Profundidade: 8,6 cm<br> Peso: 13,27 kg<br> <br> <br> Garantia do fornecedor: 12 meses.","{""conectividade"":""HDMI, LAN, USB, Wi-Fi"",""frequencia"":""60 Hz"",""marca"":""Philco"",""polegadas"":""55\"""",""resolucao"":""4K"",""sistema_operacional"":""Android TV"",""tipo_de_painel"":""LED""}","HDMI, LAN, USB, Wi-Fi",60 Hz,Philco,"55""",4K,LED,,Android TV,,,,"Entrada de vídeo e áudio estéreo RCA, 3 entradas HDMI, Entrada HDMI ARC2, Entrada RF para TV aberta e TV à cabo, 2 entradas USB, Entrada S PDIF out optical, Entrada ethernet, Sleep Timer, 1 entrada P2 para fones e amplificadores",Não informado,Philco,55,4K,LED,HDR,Não informado,Não informado,"Globo Play, Youtube, Processador Quad Core, Processador Triple Core, DNR redução de ruído de imagem, Close caption",Smart,"HDMI, USB, Ethernet",Philco,"55""",4K / Ultra HD,LED,,,
comprebel2||69674,TV,"Smart TV LED 32"" HQ HD 3 HDMI 2 USB WI-FI Android 11 Design Slim KDE32GR315LN","<p>Smart TV LED 32"" HQ HD 2 HDMI 2 USB WI-FI Android 11 Design Slim KDE32GR315LN</p><p>Imagem e som com qualidade incomparável!</p><p>Desfrute do HDR <br>Imagens com cores vivas e incríveis.</p><p>Frameless <br>Tela livre de bordas, a imersão é total!</p><p>Android 11 <br>Uma loja com milhares de aplicativos compatíveis a sua disposição.</p><p>Design Slim Premium<br>A Smart TV HQ 32 possui acabamento ultra fino e se acomoda perfeitamente no seu ambiente. Moderna e com layout Premium ela deixará qualquer local mais requintado.</p><p>Conectividade é a palavra chave<br>Pronta para qualquer desafio.</p><p>ESPECIFICAÇÕES</p><p>PAINEL<br>Tecnologia painel: LED<br>Hdr: Sim<br>Formato tela: 16:09<br>Ângulo visão: 178°/178°<br>Resolução video: 1366x768 (HD)<br>Contraste: 3000:01<br>Brilho: 210±20 cd/m2<br>Tempo de resposta: 6,5ms<br>Velocidade painel: 60hz<br>Conversor Digital: Externo (adaptador )</p><p>SMART TV<br>Smart: Sim<br>Aplicativos pré instalados: Youtube, Netflix, Prime Vídeo, Disney, Star+ e HBO Max.<br>Navegador: sim</p><p>PROCESSADOR<br>Processador: C55 Quad Core<br>GPU: Mali G31MP2</p><p>CONEXÕES<br>Entrada auxiliar: Sim<br>Usb: 2<br>Hdmi: 3<br>Saída digital: optical**<br>Saída P2: 1<br>Lan: 01 Sim<br>Wi fi integrado: Sim</p><p>ÁUDIO<br>Saída de audio: 2x10W<br>Saída P1: 1</p><p>ENERGIA<br>Tensão: Bivolt automático<br>Consumo medio: 50W</p><p>SUPORTE<br>Suporte vesa: 200x100</p><p>DIMENSÕES E PESO<br>Dimensão do produto (AxLxP): 47,1 x 71,9 x 19,1 cm<br>Peso: (kg): 3,84</p><p>GARANTIA:12 Meses (Sendo 3 meses de garantia legal e mais 9 meses de garantia para defeito de fabricação).</p>","{""conectividade"":""HDMI, USB, Wi-Fi"",""frequencia"":""60 Hz"",""marca"":""HQ"",""polegadas"":""32\"""",""resolucao"":""HD"",""tecnologia"":""LED"",""tipo_de_painel"":""LED""}","HDMI, USB, Wi-Fi",60 Hz,HQ,"32""",HD,LED,LED,,,,,2 HDMI 2 USB WI-FI,60hz,HQ,32,1366x768 HD,LED,LED,Android 11,Não informado,"HDR, Frameless, Design Slim Premium",Não informado,"Wi-Fi, HDMI, USB",HQ,"32""",HD,LED,Android TV,,
2eletro||15892565047,TV,"Smart TV LG 32"" 32LQ621CBSB. AWZ Wi-Fi Bluetooth HDMI USB ThinQAI compatível com Inteligência Artificial","A Smart TV LG ThinQ 32LQ621CBSB.AWZ é um verdadeiro espetáculo audiovisual. Com tela de 32"", ela oferece uma experiência imersiva de cinema diretamente na sua sala. A resolução HD proporciona qualidade de imagem nítida e detalhada, revelando cada pequeno detalhe com clareza impressionante. Além disso, a tecnologia LED controla precisamente a iluminação e brilho dos pixels, gerando brilhos intensos e contrastes perfeitos.
Com taxa de atualização de 60Hz, essa Smart TV oferece movimentos suaves e sem borrões, tornando-a perfeita para assistir a filmes de ação e esportes com a máxima fluidez.
O processador α5 Gen5 AI Processor garante desempenho rápido e eficiente, otimizando a qualidade de imagem e som para uma experiência ainda mais envolvente. A conectividade via Wi-Fi e Bluetooth permitem que você acesse facilmente conteúdos online, como filmes, séries e vídeos. Com suporte aos assistentes virtuais Google Alexa built-in, Google Assistente built-in, Apple Airplay, ela oferece muita conveniência.
É equipada com 2 entradas HDMI e 1 porta USB, permitindo que você conecte diversos dispositivos e sistema operacional WebOS.
É uma escolha impressionante para quem busca uma experiência cinematográfica em casa.","{""conectividade"":""Bluetooth, HDMI, RF, USB, Wi-Fi"",""frequencia"":""60 Hz"",""marca"":""LG"",""polegadas"":""32\"""",""resolucao"":""HD"",""sistema_operacional"":""WebOS"",""tecnologia"":""LED"",""tipo_de_painel"":""LED""}","Bluetooth, HDMI, RF, USB, Wi-Fi",60 Hz,LG,"32""",HD,LED,LED,WebOS,,,,"Wi-Fi, Bluetooth, HDMI, USB",Não informado,LG,32,HD,LED,LED,WebOS,"Google Alexa, Google Assistente, Apple Airplay","ThinQAI, Inteligência Artificial",Não informado,"Wi-Fi, Bluetooth, HDMI, USB",LG,"32""",HD,LED,WebOS,"ThinQ AI, Google Assistente, Alexa Built in, Apple Home",
magazineluiza||235136700,TV,Smart TV 65” 4K QLED Samsung QN65Q60BA,"Para você que sempre gosta de reunir a família e os amigos para assistir aquele filme engraçado ou maratonar aquela série que prende a atenção de todos, precisa conhecer a Smart TV 65"" Samsung QN65Q60BAGXZD com design Air Slim com bordas infinitas.
Ela tem resolução 4K, tecnologia QLED, painel VA, 60Hz de frequência e sistema operacional Tizen. Conta com som em movimento, modo ambiente, processador Quantum Lite 4K, conectividade via Wi-Fi e Bluetooth 5.2, HDR e vários assistentes virtuais como Alexa, TV Plus, Navegador Web Browser e SmartThings. Além de tudo isso, ainda possui 3 entradas HDMI e 2 USB.
Essa é uma Smart TV completa para ser o centro das atenções da sua sala.","{""marca"":""Samsung"",""polegadas"":""65\""""}",,,Samsung,"65""",,,,,,,,Wi-Fi e Bluetooth 5.2,60Hz,Samsung,65,4K,VA,QLED,Tizen,"Alexa, TV Plus, Navegador Web Browser e SmartThings","som em movimento, modo ambiente, processador Quantum Lite 4K, HDR",Não informado,"Wi-Fi, Bluetooth, HDMI, USB",Samsung,"65""",4K / Ultra HD,QLED,Tizen,"Bixby, Alexa Built in",
mega-mamute||11544,TV,"Smart TV LED 43"" Full HD LG 43LM 3 HDMI 2 USB Wi-Fi ThinQ Al","Experimente o melhor da tecnologia com a Smart 43'' Full HD da LG, oferece tela de LED e resolução Full HD de 1920x1080 pixels obtendo uma incrível experiência de imagem, possui três entradas HDMI e duas USB, proporcionando mais possibilidades de conexão. Acompanha compatibilidade com o sistema de Inteligência Artificial ThinQ Al, conta com Bluetooth, sistema operacional webOS 4.5, Music Player, LG Content Store, Modo Hotel, painel de controle, galeria, conteúdos VR 360, miracast overlay, HDR e potência de som de 20W. Acesse aos aplicativos Netflix e Youtube, graças a conexão Smart, navegue na internet conectando-se diretamente a rede Wi-Fi. Além disso, seu design arrojado e diversos modos predefinidos de imagem fazem da Smart 43LM uma TV elegante e eficiente.<br><br>Modelo:43LM<br>Outras Características do Produto:<br>Sistema operacional:webOS 4.5<br>Fornece Modo Hotel<br>Compatível com tecnologia ThinQ Al<br>Fornece Wi-Fi, Bluetooth<br>Oferece processador Quad Core<br>Canais:2.0<br>Dimensões do produto sem base (L x A x P):97,3 x 57,2 x 8,5 cm<br>Dimensões do produto com base (L x A x P):97,3 x 62,5 x 21,8 cm<br>Cor:Iron Gray<br>Smart TV:Sim<br>Tecnologia da Tela:LED<br>Tamanho da Tela:43""<br>Resolução:Full HD<br>Resolução da Tela:1920 x 1080 pixels<br>3D:Não<br>Frequência:60 Hz<br>Conversor Digital:Sim<br>Modo Hotel:Sim<br>Wireless Integrado:Sim<br>Outras Características de Vídeo:Equipada com Galeria, Conteúdos VR 360, LG Content Store, Miracast Overlay, HDMI ARC, HDR, DTV.<br>Formato de tela:16:9<br>Potência de Som (RMS):20W<br>Outras Características de Áudio:Music Player<br>Sistema de som:Virtual Surround Sound<br>Conexões:03 x HDMI<br>02 x USB<br>01 x Antena<br>01 x AV/Componente Conjugado<br>01 x Saída Digital Óptica<br>01 x LAN (RJ45)<br>Alimentação (Voltagem):Bivolt<br>Consumo:68W<br>VESA:200x200<br>Conteúdo da Embalagem:<br>01 x Smart TV<br>01 x Manual de Instruções<br>Fabricante:LG<br>Telefone de Atendimento:0800-707-5454 / (11) 2388-8213<br>Garantia:12 Meses<br>Garantia com a Fabricante:Sim<br>Dimensões:106,2 x 66,5 x 15,3 cm<br>Peso:10,2 Kg<br><br>","{""frequencia"":""60 Hz"",""marca"":""LG"",""polegadas"":""43\"""",""resolucao"":""Full HD"",""tecnologia"":""Full HD"",""tipo_de_painel"":""LED""}",,60 Hz,LG,"43""",Full HD,LED,Full HD,,,,,"3 HDMI, 2 USB, Wi-Fi, Bluetooth",60 Hz,LG,43,Full HD,LED,ThinQ AI,webOS 4.5,ThinQ AI,"Music Player, LG Content Store, Modo Hotel, Galeria Conteúdos VR 360, Miracast, Overlay HDR, DTV, Virtual Surround Sound, Quad Core,  HDMI ARC",Não informado,"Wi-Fi, HDMI, USB, Bluetooth",LG,"43""",Full HD,LED,WebOS,ThinQ AI,
