Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Atributos AI-PAVE-BR,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Atributos Multimídia,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
trocafone||26692,Celular,Usado: iPhone XS 512GB Cinza Espacial Muito Bom - Trocafone,"<p>Condição: Celular Usado Muito Bom</p><p>Celular Usado com garantia de 90 dias.</p><p><br> <br> ATENÇÃO:</p><p>Produto USADO classificado como Bom apresenta diversos sinais de uso nítidos, como arranhões, riscos e amassados, mas nada que interfira em seu funcionamento.<br>Produto USADO classificado como Muito Bom apresenta alguns sinais de uso como pequenos riscos, arranhões e amassados, mas nada que interfira em seu funcionamento.<br> Produto USADO classificado como Excelente pode apresentar poucos sinais de uso, como leves riscos e arranhões quase imperceptíveis, mas nada que interfira em seu funcionamento.</p><p><br> Garantia<br> Oferecemos 90 dias de garantia para problemas técnicos e 7 dias para devolução por arrependimento.<br> </p><p>Informações<br> - Produto original e com nota fiscal.<br> - Aparelho desbloqueado para todas as operadoras<br> - Produto resetado no padrão de fábrica.<br> - Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal).<br> - A tela do aparelho não está trincada ou rachada<br> - Por serem usados, os aparelhos não são resistentes a água.<br> - O aparelho pode apresentar pequenos riscos na tela, pequenos amassados na lateral, e alguns sinais de uso.</p><p><br> <br> Conteúdo da embalagem</p><p>1 Celular<br>- 1 Carregador Compatível<br> - Nota fiscal<br> - Manual do usuário</p><p>Controle de qualidade:Todos os produtos Usados foram criteriosamente inspecionados por uma equipe técnica especializada, com objetivo de assegurar que cada aparelho atenda a todos os padrões de qualidade e funcionamento.</p><p><br> QUEM SOMOS</p><p><br> Trocafone<br> Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia.</p>","{""armazenamento_interno"":""512 GB"",""condicao"":""Usado"",""cor"":""Cinza Espacial"",""marca"":""Apple"",""modelo_nominal"":""iPhone XS"",""processador"":""A12 Bionic"",""quantidade_de_chips"":""Single Chip"",""resolucao_da_camera_frontal"":""7MP"",""resolucao_da_camera_traseira"":""12 MP,12 MP"",""sistema_operacional"":""iOS""}",Cinza Espacial,Apple,Single Chip,,,,iPhone XS,512 GB,7MP,"12 MP,12 MP",,A12 Bionic,iOS,Usado,,,,,,,,Cinza Espacial,iPhone,Não informado,Não informado,Não informado,Não informado,XS,512GB,Não informado,Não informado,512GB,Não informado,Não informado,Muito Bom,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Apple,Cinza Espacial,"5,8""",4G,4GB,512GB,7MP,12MP + 12MP
lojaolist||OLSJYGBVUW6G3IG6,Celular,Celular Positivo P50 Flip Dual Chip Abre Fecha Anatel,"Celular Positivo P50 Flip Dual Chip Abre Fecha Anatel Celular Positivo P50 Flip Dual Sim 32Mb Preto O Celular Positivo P50 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P50 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P50 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM e Rede 2G de Internet Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. Além disso você pode se conectar aos principais sites da internet com velocidade 2G. Botão S.O.SVocê seguro e sua família também. O P50 possui um botão S.O.S de fácil acesso na parte traseira, assim você pode cadastrar até 5 números de confiança e ligar rapidamente pra qualquer um quando precisar. Fotos instantâneasCapture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 Mpx. ---------------------------------- Especificações Técnicas:Dual SimMemória interna: 32MBTamanho da Tela: 2.4Câmera: VGA com flash, gravação de vídeoBluetooth 3.0Rádio FM Rede de Internet: 2GBateria: 850 mAhResolução da Tela: 240 px x 320 pxExpansível com cartão de memória micro SD externo Itens Inclusos: 01 Celular Positivo P50 Dual Sim01 Carregador01 Cabo USB01 Manual em português Certificado de Homologação da Anatel - 17511603111 ================================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador e Cabo USB, - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.Homologação Anatel: 019971205125","{""cor"":""Preto"",""marca"":""Positivo""}",Preto,Positivo,,,,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,2.4,2G,Não informado,P50 Flip,32MB,Não informado,0.3 Mpx,32MB,Não informado,Não informado,Não informado,"Bluetooth 3.0, Rádio FM, Botão SOS",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto,"2,4""",2G,,32MB,,VGA
olistplus||OPMJ0QPABR7O2SJI,Celular,Celular Positivo P26 Dual Chip Preto Idosos Simples E Fácil,"Celular Positivo P26 Dual Chip Preto Para Idosos Simples E Fácil De Usar Com Fm 1.8 Celular Positivo P26 Dual Sim 32Mb Preto O Celular Positivo P26 é um incrível aparelho que vai te deixar sempre conectado com parentes e pessoas próximas, através de ligação e mensagem SMS onde quer que esteja Se você busca um telefone móvel simples para facilitar a comunicação da sua empresa, o Positivo P26 também é a solução. Conteúdos compartilhados Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet. Entretenimento que o acompanha Com o seu P26 você poderá sintonizar o rádio FM e manter-se atualizado com as últimas notícias além de ouvir seus programas favoritos. Tecnologia Dual SIM Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades. ---------------------------------- Especificações Técnicas:Memória interna: 32MBDual SimTamanho da Tela: 1,8Câmera de traseiraRádio FM Itens Inclusos:01 Celular Positivo P26 Dual Sim01 Carregador01 Manual em português Certificado de Homologação da Anatel - 032801903589 ====================== Dúvidas Frequentes - O aparelho vem com carregador e fone de ouvidoSomente carregador - Vem na caixa com carregadorSim O celular vem lacrado na caixa, com carregador e manual. - O produto é resistenteTrabalhamos apenas com produtos com material de altíssima qualidade, produtos de alta durabilidade e procedência.Homologação Anatel: 025931304858","{""cor"":""Preto"",""marca"":""Positivo"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""1.8\"""",""tecnologia"":""Bluetooth""}",Preto,Positivo,Dual Chip,"1.8""",Bluetooth,,,,,,,,,,,,,,,,,Preto,Positivo,Dual Chip,1.8,Não informado,Não informado,P26,32MB,Não informado,Não informado,32MB,Não informado,Não informado,Não informado,Rádio FM,Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Positivo,Preto,"1,8""",2G,,32MB,,VGA
olistplus||O2ET6JMEDSWJ4LV5,Celular,Celular Blu Z5 Cinza 32Mb,"Celular Blu Z5 Dual Sim 32 Mb Simples com Teclas Um telefone simples de utilizar, fácil, leve e compacto, feito para ligações e utilização em qualquer momento, você estará sempre conectado com as pessoas que gosta, possibilitando comunicação 100% do tempo com parentes, amigos, e até mesmo o pessoal do trabalho Câmera perfeita para registrar seus melhores momentos, basta abrir o dispositivo e tirar as fotos, e pronto, todos esses momentos poderam ser relembrados e registrados para sempre Conectividade via bluetooth para compartilhar transferir e de fotos e contatos em um piscar de olhos, qualquer outro dispositivo é compatível com esse celular. Possui também Rádio Fm e Am para sempre estar sintonizado com as últimas notícias do momento Dual sim, possuindo entrada para até 2 chips diferentes, nunca mais precisando carregar 2 celulares diferentes por aí, basta comprar o BLU Z5 e pronto, sem incomodações. Homologação Anatel: 003052112961","{""marca"":""Blu"",""tamanho_da_tela"":""1.8\""""}",,Blu,,"1.8""",,,,,,,,,,,,,,,,,,Cinza,Blu,Dual Sim,Não informado,Não informado,Não informado,Z5,32Mb,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Bluetooth, Rádio Fm e Am",Simples,Não informado,Não informado,Não informado,Não informado,Celular,Blu,Cinza,"1,8""",2G,32MB,32MB,,0.3MP
mobstore||311126,Celular,"Smartphone LG k22 32GB Dual Chip Android 10 Tela 6.2"" Quad Core Câmera 13MP + 2MP","Tela de 6.2"" HD+ Visualização mais ampla e aprimorada* Uma tela enorme para caber tudo. Faça chamadas de vídeo em tela com todo mundo. Assista a filmes e séries. Jogue. Tudo em uma tela de 6,2"" V-Notch HD+ 20:9 que se estende de ponta a ponta. Duas câmeras para você obter o ângulo perfeito. Capture lindos closes da natureza com a Câmera Macro de 2MP. Tire fotos impressionantes, em alta resolução, com a Câmera Traseira de 13MP. Imagens limpas e detalhadas. A câmera traseira de 13MP é ideal para fotos versáteis em uma ampla gama de situações. A tecnologia PDAF * minimiza a distorção e maximiza o foco para proporcionar fotos incríveis. Faça mais ao mesmo tempo. Alterne facilmente entre aplicativos e tarefas sem interrupções. A plataforma móvel Qualcomm 215 com processador Quad-Core de 1.3 GHz melhora o desempenho para que tudo seja executado de maneira rápida e eficiente.","{""marca"":""LG"",""processador"":""Quad-Core"",""quantidade_de_chips"":""Dual Chip"",""resolucao_da_camera_frontal"":""5 MP"",""tamanho_da_tela"":""6.2\""""}",,LG,Dual Chip,"6.2""",,,,,5 MP,,,Quad-Core,,,,,,,,,,Não informado,LG,Dual Chip,6.2,HD,Não informado,k22,32GB,Não informado,13MP,32GB,Quad Core,Android 10,Não informado,Não informado,Não informado,Não informado,Não informado,2MP,Não informado,Smartphone,LG,Vermelho,"6,2""",4G,2GB,32GB,5MP,13MP + 2MP
oliststore||MGLYFCQKISDIAJMM,Celular,Smartphone Samsung A03 64Gb 4Gb 6.5'' 48 Mp + 2 Mp,"Smartphone samsung a03 64gb 4gb 6.5'' 48 mp + 2 mp Mais display, mais espaço para jogar Amplie a sua visão para o display infinito de 6,5 polegadas do galaxy a03 e veja o que você pode estar perdendo. E, com a tecnologia hd +, seu conteúdo aparece nítido, com contraste e claro. Aparência tão incrível quanto o toque O galaxy a03 combina uma estética de design fino com acabamento fosco suave na parte traseira. As curvas refinadas o tornam confortável de segurar e fornecem uma navegação fácil na tela. Capture seu mundo de diversas maneiras com a câmera dupla O galaxy a03 possui uma câmera principal de 48 mp para fotos incríveis do dia a dia. Você pode inclusive ajustar o foco de fundo e primeiro plano com os efeitos live focus da câmera de profundidade de 2mp. Traga o foco à frente, com a câmera de profundidade A câmera de profundidade de 2mp permite ajustar a profundidade de campo em suas fotos. Com um simples toque, você pode facilmente ajustar o desfoque de fundo atrás do seu modelo para retratos de alta qualidade. Selfies que se destacam com a câmera frontal Com o efeito live focus adicionado à câmera frontal de 5mp, você pode tirar selfies impressionantes que exibem mais você e menos fundo. Vá além da experiência de áudio comum com dolby atmos Basta conectar seus fones de ouvido para ser transportado para dentro de suas músicas e filmes. Com o dolby atmos, você ouvirá um som claro, que parece te incorporar à cena. Armazenamento e velocidade que não te deixam na mão Siga em frente com uma bateria potente Fique à frente do dia com uma bateria que não vai te deixar na mão. A bateria de 5.000 mah (típica) permite que você continue realizando suas atividades, por horas.Anatel 13222-20-04341","{""armazenamento_interno"":""64 GB"",""marca"":""Samsung"",""memoria_ram"":""4 GB"",""modelo_nominal"":""Galaxy A03""}",,Samsung,,,,4 GB,Galaxy A03,64 GB,,,,,,,,,,,,,,Não informado,Samsung,Não informado,6.5,HD,4Gb,A03,64Gb,5mp,48 mp,64Gb,Não informado,Não informado,Não informado,Dolby Atmos,Não informado,Não informado,Não informado,Não informado,Não informado,Smartphone,Samsung,Preto,"6,5""",4G,4GB,64GB,5MP,48MP+2MP
lojaolist||OLSP3GV8H0X99EBW,Celular,Celular Simples Idoso Multilaser Up Play Chips,"Se procura um aparelho que lhe permita estar sempre em contacto, este telefone up play é uma excelente opção. Você poderá se comunicar imediatamente com amigos ou com pessoas de sua família. E também, se você estiver trabalhando, conseguirá uma maior colaboração com sua equipe. Fotos instantâneasCapture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 0.3 mpx. Conteúdos compartilhadosConecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à internet. Entretenimento que o acompanhaCom o seu up play você poderá sintonizar o rádio, manter-se atualizado com as últimas notícias e ouvir seus programas favoritos. Tecnologia dual simCom o seu sistema dual sim, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades.Homologação Anatel: 032241803111",,,,,,,,,,,,,,,,,,,,,,,Não informado,Multilaser,Dual Sim,Não informado,Não informado,Não informado,Up Play,Não informado,Não informado,03 mpx,Não informado,Não informado,Não informado,Não informado,"Bluetooth, Rádio",Dual Sim,Não informado,Não informado,Não informado,Não informado,Celular,Multilaser,Preto,"1,8""",2G,32MB,32MB,,0.3MP
viitstore||CELSAMA04BK,Celular,Celular Samsung Galaxy A04e 64GB 3GB RAM - Preto SM-A042MZKPZTO - Original Com Garantia e NF - Câmera de 13.0 MP,"Pensando em quem busca qualidade e excelência em um Smartphone que o Galaxy A04e foi desenvolvido! Ele não trava, tem uma capacidade de memória excepcional e conta com uma bateria que não te deixa na mão, são incríveis 5000mAh para que você não precise se preocupar com tomadas ou powerbanks. Se você estiver focado em uma tarefa ou em várias ao mesmo tempo, não precisa se preocupar, ele oferece um grande aumento de desempenho graças ao avançado processador Octa-Core somado a muita memória RAM.<br> <br>As fotos capturadas são excelentes e ficam do jeitinho que você escolher! O A04e tem câmeras para você não deixar de registrar mais nenhum momento especial com muita qualidade, afinal, a câmera traseira principal tem 13 Megapixels e resolução FHD+ para a qualidade dos seus vídeos ficarem excelentes, além disso as suas selfies não ficarão para trás com a câmera frontal de 5 Megapixels! Se já não bastasse tudo isso o zoom proporciona a visualização de detalhes incríveis, como você nunca imaginou, em fotos sem ruído. <br> <br>Com toda essa qualidade, o Galaxy A04e Core ainda conta com a tecnologia 4G, que deixa a velocidade do seu download de 10 a 100 vezes mais rápida do que a 3G! Ou seja, você vai baixar uma temporada inteira da sua série favorita em minutos e assistir elas com o display gigante e imersivo de 6,5 polegadas.<br> <br>CARACTERÍSTICAS:<br>- Performance: Desempenho aprimorado com o processador Octa Core 2,3GHz;<br>- Confiabilidade: A tecnologia PLS TFT LCD garante uma visualização precisa e confortável;<br>- Silencioso: O Galaxy A04e não emite ruídos quando está ligado, a única coisa que vai ouvir são os conteúdos escolhidos por você;<br>- Conexão: A tecnologia WiFi e Bluetooth 5.0 permite uma conexão bem mais rápida que as tecnologias sem fio tradicionais;<br>- Sistema: Equipado com o One UI que entrega ao seu celular um visual ousado para combinar com sua vibe;<br>- Tela: Assistir vídeos, filmes e séries será incrível com a tela de 6,5” HD+ (720 x 1600);<br>- Conectividade: Diversas opções de conexão para estar sempre conectado recebendo e distribuindo informações.<br>- Excelência: São 2 câmera traseira e 1 frontal de muita qualidade para capturar todos os momentos especiais com excelência;<br>- Segurança: Incorporado ao hardware e ao software do celular, o Samsung Knox protege seu celular a partir do momento em que é ligado.<br> <br>ESPECIFICAÇÕES TECNICAS:<br>- Marca: Samsung<br>- Linha: Galaxy A<br>- Modelo: A04e<br>- Cor: Preto<br>- Referência: SM-A042MZKPZTO<br>- EAN: 7892509126779<br>- Tipo de Conector: USB Type-C<br>- Capacidade da Bateria: 5000mAh<br> <br>TELA:<br>- Tamanho do Display: 6.5"" | 165.5mm<br>- Resolução da Tela: HD+ (720 x 1600)<br>- Tecnologia: PLS TFT LCD<br> Profundidade de Cores: 16M<br> <br>OPERACIONAL:<br>- Sistema: Android<br>- Memória RAM: 3GB<br>- Memória Interna: 64GB<br>- Processador: Octa-Core 2,3GHz<br>- Expansão de Memória: MicroSD até 1TB<br> <br>REDE:<br>- Banda: 4G<br>- Tipo de Chip: Nano-SIM (4FF)<br> <br>CAMERAS:<br>- Quantidade de Câmeras: 3<br>- Resolução Câmeras Traseiras (Múltiplas): 13.0 MP + 2.0 MP<br>- Flash da Câmera Traseira: Flash-LED<br>- Resolução da Câmera Frontal: 5MP<br>- Abertura da Câmera Frontal: F2.2<br>- Resolução de Gravação: FHD (1920 x 1080) | @30fps<br> <br>SENSORES:<br>- Acelerômetro<br>- Proximidade<br>- Luminosidade<br> <br>CONTEÚDO DA EMBALAGEM:<br>- Galaxy A04e - Preto<br>- Fonte de Carregamento<br>- Cabo USB<br>- Extrator de Chip<br>- Manual de Usuário<br> <br>DIMENSÕES E PESO:<br>- Sem Caixa: (L x P x A) - 164,2mm x 75,9mm x 9,1mm | 188g.<br>- Com Caixa: (L x P x A) - 169,8mm x 81,7mm x 36mm | 280g.<br> <br>GARANTIA DO FABRICANTE:<br>- A garantia deste produto é de 12 meses.","{""cor"":""Preto"",""marca"":""Samsung"",""memoria_ram"":""3 GB"",""modelo_nominal"":""Galaxy A04e"",""tamanho_da_tela"":""6.5\""""}",Preto,Samsung,,"6.5""",,3 GB,Galaxy A04e,,,,,,,,,,,,,,,Preto,Samsung,Não informado,6.5,PLS TFT LCD,3GB,A04e,64GB,5MP,130 MP,64GB,Octa-Core 2.3GHz,Android,Não informado,Não informado,Nano-SIM 4FF,Não informado,Não informado,Não informado,Não informado,Celular,Samsung,Preto,"6,5""",4G,3GB,64GB,5MP,13MP + 2MP
efacil||184055,Celular,"Smartphone Samsung Galaxy J7 Prime Rosa, Dual Chip, Tela 5.5"", 4G+WiFi, Android 6.0, 13MP, 32GB",PRODUTO DESATIVADO<br>,"{""cor"":""Rosa"",""marca"":""Samsung"",""modelo_nominal"":""Galaxy J7 Prime"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""5.5\""""}",Rosa,Samsung,Dual Chip,"5.5""",,,Galaxy J7 Prime,,,,,,,,,,,,,,,Rosa,Samsung,Dual Chip,5.5,4GWiFi,2GB,Galaxy J7 Prime,32GB,5MP,13MP,32GB,Não informado,Android 6.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,,,,,,,,
clicoutelecom||5731-10159,Celular,Positivo Twist 2 Mini Dual S431 8gb Tela 4' Android 8,"Detalhes do Produto: Smartphone Positivo Twist Mini 3 S431 B 4"" Quad Core 16GB 512MB Câmera 5Mp QuadribandProduto NOVO/LACRADO, com Garantia de 12 MESES com o fabricante.Produto ORIGINAL e HOMOLOGADO pela ANATEL. Em Caixa Original e Todos os acessórios Originais.Conteúdo da Embalagem:- 01 Positivo Twist Mini 3 S431B 16gb<br>- 01 Bateria Anatel<br>- 01 Fone de ouvido<br>- 01 Carregador de Parede USB<br>- 01 Cabo de dados USB<br>- 01 Guia RápidoCaracterísticas:Se procura um aparelho que lhe permita estar sempre em contacto, este telefone Mini S431 é uma excelente opção. Você poderá se comunicar imediatamente com amigos ou com pessoas de sua família. E também, se você estiver trabalhando, conseguirá uma maior colaboração com sua equipe.Fotos instantâneas<br>Capture os seus melhores momentos e reviva-os sempre que quiser com a câmera traseira 5 Mpx.Conteúdos compartilhados<br>Conecte seu celular a outros dispositivos via bluetooth e transmita fotos, músicas, contatos e muito mais sem estar conectado à Internet.Entretenimento que o acompanha<br>Com o seu Mini S431 você poderá sintonizar o rádio, manter-se atualizado com as últimas notícias e ouvir seus programas favoritos.Tecnologia Dual SIM<br>Com o seu sistema Dual SIM, você sentirá o conforto de ter duas linhas num único dispositivo. Pegue suas informações pessoais e de trabalho, instale aplicativos independentes e escolha uma linha ou outra com base em suas necessidades.Especificações:Chipset: MT6580, processador Quad-Core 1,3GHz<br>Memórias: 512MB de memória RAM / 8GB* de armazenamento<br>Tela: LCD 4” WVGA (800x480)<br>Câmeras: Traseira 5MP, LED flash / Frontal 5MP, LED flash<br>Sistema: AndroidTM OreoTM (Go Edition)<br>Aplicativos: Google PlayTM<br>Sensores: Acelerômetro.<br>Portas e Conexões: Conector para Micro SD *(até 64GB, formatado em Android OS), conector para fone de ouvido 3,5mm, conector Micro USB 2.0 para carregamento e transferência de arquivos.<br>Bandas e Conectividade: Dual SIM (Micro SIM + Micro SIM) / WCDMA (3G) 850/2100 MHz / GSM (2G)850/900/1800/1900 MHz<br>WiFi: 802.11b/g/n<br>Bluetooth: 4.0<br>GPS: A-GPS<br>Rádio: Sim<br>Bateria: Litio - Polimero de 1.500 mAh<br>Peso e dimensões: 120g | 124,5x63,9x10,3mm","{""cor"":""Cinza"",""marca"":""Positivo"",""memoria_ram"":""512 MB"",""processador"":""Quad-Core"",""tamanho_da_tela"":""4\""""}",Cinza,Positivo,,"4""",,512 MB,,,,,,Quad-Core,,,,,,,,,,Não informado,Positivo,Dual,4,LCD,512MB,Twist 2 Mini,8GB,5MP,5MP,8GB,Quad-Core 13GHz,AndroidTM OreoTM Go Edition,NOVO,"Bluetooth, Rádio, GPS",Micro SIM,MT6580,Não informado,5MP,Não informado,Celular,Positivo,Cinza,"4""",3G,512MB,8GB,5MP,5MP
trocafone||4559,Celular,Usado: Samsung Galaxy Gran Prime Duos TV Branco Bom - Trocafone,"<p>Celular Seminovo Trocafone</p><p>Somos especialistas em celulares seminovos. </p><p><br></p><p>Todos os aparelhos que comercializamos foram criteriosamente revisados e testados por nossa equipe técnica especializada.</p><p><br></p><p>Trabalhamos com três estados de conservação, em todas as condições o aparelho está 100% funcional, o que avaliamos é apenas a aparência externa:</p><p><br></p><p>Excelente: Aparelho com poucos sinais de uso como pequenos arranhões quase imperceptíveis.</p><p>Muito Bom: Aparelho com alguns sinais de uso, porém mais leves. Podem ser arranhões, riscos e/ou amassados.</p><p>Bom: Aparelho com diversos sinais de uso mais nítidos, como arranhões, riscos e amassados.</p><p><br></p><p>*Em nenhuma das condições o aparelho estará com a tela trincada ou rachada.</p><p>*Todos os aparelhos comercializados apresentam bateria acima de 80%.</p><p><br></p><p>Aparelho original e com garantia de 90 dias para problemas técnicos.</p><p>Celular desbloqueado e homologado pela Anatel, ou seja, você poderá usar o aparelho com qualquer operadora de telefonia móvel.</p><p>Por serem seminovos, os aparelhos não são resistentes a água.</p><p>O aparelho NÃO acompanha acessórios, tais quais: Carregador, Fone de ouvido, entre outros.</p><p><br></p><p>Conteúdo da embalagem:</p><p>1 Celular </p><p>Nota fiscal</p><p>Manual do usuário</p><p><br></p><p>QUEM SOMOS</p><p>Trocafone</p><p>Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia.</p>","{""armazenamento_interno"":""8 GB"",""condicao"":""Usado"",""cor"":""Branco"",""marca"":""Samsung"",""memoria_ram"":""1 GB"",""modelo_nominal"":""Galaxy Gran Prime Duos"",""processador"":""Quad-Core"",""resolucao_da_camera_frontal"":""5 MP"",""resolucao_da_camera_traseira"":""8 MP"",""tamanho_da_tela"":""5\""""}",Branco,Samsung,,"5""",,1 GB,Galaxy Gran Prime Duos,8 GB,5 MP,8 MP,,Quad-Core,,Usado,,,,,,,,Branco,Samsung,Dual Chip,Não informado,Não informado,Não informado,Galaxy Gran Prime Duos TV,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bom,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Celular,Samsung,Branco,"5""",,1GB,8GB,5MP,8MP
mmplace2||4358,Celular,Smartphone Ms50X 4G Quadcore 1Gb Ram Tela 5.5 Dual Chip Android 8.1 Multilaser,"<p>Mais conectividade e velocidade no seu MS50X com internet 4G e a leveza do Android 8.1 (versão Go). As fotos que você vai tirar nas câmeras de 8 MP poderão ser armazenadas em 16 GB. A tela de 5,5 e bordas finas completam o design desse aparelho, que acompanha capa de silicone e película protetora. Disponível em preto e azul com preto. </p><p><br></p><p> Especificações Técnicas</p><p> Resolução da tela Fwvga+ ( 960x480 )</p><p> Memória interna 16 Gb</p><p> Cpu Mediatek mt6739</p><p> Memória flash 16 Gb</p><p> Tipo de processador Quad-core</p><p> Saídas Micro usb 2.0, fone de ouvido p2 ( 3,5 mm )</p><p> Quantidade de entradas usb 1</p><p> Armazenamento interno 16 Gb</p><p><br></p><p> Conteúdo da Embalagem</p><p> 1 Smartphone ms50x</p><p> 1 Capa de silicone</p><p> 1 Película protetora de tela</p><p> 1 Bateria</p><p> 1 Carregador</p><p> 1 Guia rápido</p><p><br></p><p> Dimensões: </p><p> Altura: 14.8 cm</p><p> Largura: 7.2 cm</p><p> Profundidade: 0.9 cm</p><p> Peso: 0.170 kg</p><p><br></p><p> Garantia do fornecedor de 12 meses</p><p><br></p><p> *Imagens Meramente Ilustrativas*</p>","{""marca"":""Multilaser"",""memoria_ram"":""1 GB"",""processador"":""Quad-Core"",""quantidade_de_chips"":""Dual Chip"",""tamanho_da_tela"":""5.5\""""}",,Multilaser,Dual Chip,"5.5""",,1 GB,,,,,,Quad-Core,,,,,,,,,,preto e azul com preto,Multilaser,Dual Chip,5.5,4G,1Gb,MS50X,16 GB,Não informado,8 MP,16 Gb,Mediatek mt6739 Quad-core,Android 8.1 Go,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Smartphone,Multilaser,Preto,"5,5""",4G,1GB,16GB,,8MP
bestplaceimportadosltda||2123132,Celular,Telefone Celular G360 Retrô Simples P Idosos Números Grandes - Ig,"<p><strong>Telefone Celular G360 Retrô Simples P Idosos Números Grandes</strong></p><p>G360 Dual Sim, um celular de fácil operação com design Flip, ampla Tela LCD Color 3.0' Radio FM, botões grandes, conectividade GSM Quadri Banda.Maior funcionalidade e beleza com o novo LG G360 dual Sim que possui design elegante e facilidade de usoSintonize seu programa de rádio FM ou desfrute de musicas com formato MP3 ou ate mesmo vídeos no formato MP4 / H.263Maior autonomia graças a sua Bateria que oferece até 20 horas de conversaçãoEspecificações Técnicas:Modelo: G360Cor: PretoChip: Dual: SIMFrequência 2G: GSM 850/900/1800/1900Memória Interna: 20MB Suporta Micro SD de até 16GBConectividade: Rádio FMÁudio: MP3 / AACBateria: 950 mAhPolegadas: 3.0''Resolução: 240 x 320 pixelsVideo MP4 / H.263Energia / Voltagem: 110 220Volt 50/60HzConexões: MicroUSBTela: TFT LCD</p><p><br></p>","{""marca"":""LG""}",,LG,,,,,,,,,,,,,,,,,,,,Preto,LG,Dual SIM,3,GSM,Não informado,G360,20MB,Não informado,Não informado,20MB,Não informado,Não informado,Não informado,"Rádio FM, MP3, MP4,  H263",Dual SIM,Não informado,Não informado,Não informado,Não informado,Celular,LG,Preto,"3""",2G,,20MB,,1.3MP
