Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
oliststore||MGLZ9MNRD65UO8T7,Desktop,Computador Positivo D2200 Celeron 4Gb Ram Hd 1Tb,"Computador Positivo D2200 Celeron 4Gb Ram Hd 1TbComputador Positivo D2200 Celeron 4Gb Ram HD 1TB Projetado para ajudar na redução dos custos de TI e manter a flexibilidade, oferecendo os principais recursos e funcionalidades com a melhor relação Custo x Benefício do mercado. O Positivo Master D2200 tr o que há de mais moderno em tecnologia empresarial. Características: EAN: 7896904658514 Marca: Positivo Modelo: D2200 Cor: Preto Armazenamento: HD 1TB Processador: Intel Celeron Memória RAM: 4Gb Gabinete Mini Torre Acompanha Mouse e Teclado Dimensões da Embalagem: Altura: 55cm Largura: 50cm Profundidade: 31cm Peso: 6,500Kg Garantia: 12 Meses","{""marca"":""Positivo"",""memoria_ram"":""4 GB""}",Positivo,,4 GB,,,,,,,,,Positivo,Celeron,4Gb,Não informado,Não informado,Não informado,Não informado,1Tb,Não informado,Não informado,Desktop,Positivo,Intel Celeron,4GB,1TB,,,,,,
bestpc||BPAMD7516M4P20G34,Desktop,"Computador Gamer Ryzen 7 5700g Gtx 1060 6gb, Ram 16gb Ddr4 Ssd M.2 480Gb C/ 6 Cooler","- Especificação Técnica<br><br>COMPUTADOR MONTADO E CONFIGURADO PRONTO PARA USO<br>ESTE COMPUTADOR POSSUI SSD COM ALTISSIMA VELOCIDADE<br><br>- GABINETE GAMER WHITE COM LATERAL TRANSPARENTE<br>Acompanha 5 Cooler no Gabinete.<br>Alta Ventilação / Resfriamento dos Componentes.<br>Mais estilo e durabilidade, para seu Setup Gamer nunca te deixar para trás nas batalhas!<br><br>GABINETE GAMER BPC-K215 M-ATX BRANCO C/ 6 COOLER LATERAL DE VIDRO<br><br>- Especificações<br>Placa-mãe: ITX/M-ATX<br>Interface do painel: HD Áudio, USB3.0 * 1, USB2.0 * 1<br>Baias: 1x 3.5 + 2x 2.5 <br>SPCC+ vidro temperado de 3mm<br>Limite de altura da CPU: 165MM<br>Limite de comprimento da placa de vídeo: 420MM<br>Tamanho máximo de watercooler suportado: 360mm<br><br>- Sistema de resfriamento acompanha 6 fans<br>Frontal da placa mãe: 2x 120mm<br>Traseiro: 1x 120mm - 1x 140mm<br>Superior: 3x 120mm - 2x 140mm (suporta exaustão fria 240/280/360mm)<br>Compartimento da fonte: 3x 120mm<br><br>Dimensões<br><br>Tamanho do produto<br>Comprimento: 430mm<br>Largura: 215mm<br>Altura: 415mm<br><br>Tamanho do chassi<br>Comprimento: 435mm<br>Largura: 215mm<br>Altura: 435mm<br><br>Tamanho da embalagem<br>Comprimento: 490mm<br>Largura: 312mm<br>Altura: 535mm<br><br>Peso líquido: 5.6KG<br>Peso bruto: 7.41KG<br><br>- Especificações das Ventoinhas:<br>Tamanho: 120x120x25mm<br>Voltagem: 12v<br>Refrigeração a Ar<br>Velocidade: 1100RPM<br>Ventilador: Silencioso<br><br>- PLACA MÃE<br>Modelo: A520G<br>Suporte para processadores: AMD Ryzen Série 3000, 4000G e 5000<br>Socket: AM4<br>Chipset: AMD A520<br>1x slot PCI Express 3.0 x 16<br>2x slot PCI Express x 1<br><br>- CONEXÕES<br>4x Conectores SATA 6Gb/s<br>Saídas de vídeo: 1x VGA, 1x HDMI, 1x DVI<br>1x conector M.2 Socket 3<br>Tipos de memória | DDR4 <br>Slots de memória | 2 DIMMs DDR4 <br>4x USB 3.2 Geração 1 (3 TRASEIRAS)<br>2x USB 2.0/1.1<br>3x Áudio (Line In, Line Out, Mic In)<br>1x RJ-45<br>Rede: Realtek GbE LAN Chip (10/100/1000 Mbit)<br>2 Portas PS/2 Teclado e Mouse<br>Conector Entrada Saída Microfone<br><br>- PROCESSADOR<br>Processador: AMD Ryzen 7 5700G Radeon Vega 7 Graphics<br>VÍDEO INTEGRADO<br>Modelo gráfico: Radeon Graphics<br>Frequência gráfica: 2000 MHz<br>Contagem de núcleos gráficos: 5<br><br>- Especificações da CPU:<br>No de núcleos de CPU: 8<br>No de threads: 16<br>Clock básico: 3.8GHz<br>Clock de Max Boost: 4.6GHz<br>Desbloqueado: Sim<br>CMOS: TSMC 7nm FinFET<br>Pacote: AM4<br>Versão PCI Express: PCIe 3.0<br>Solução térmica: Wraith Spire<br>TDP / TDP Padrão: 65W<br><br>- Placa de vídeo: <br>Marca: PCwinmax<br><br>Núcleo gráfico:<br>Chip fabricante: NVIDIA <br>Chip gráfico: GeForce GTX1060 <br>Produção processo: 16nm <br>Código do núcleo: GP104 <br>Frequência do núcleo: 1506MHz <br>Núcleo CUDA: 1280 Unificado <br><br>Memória especificação:<br>Memória frequência: 8008MHz <br>Memória tipo: GDDR5 <br>Memória capacidade: 5GB <br>Memória largura: 160bit <br>Resolução máxima: 7680x4320 <br><br>Interface gráfica:<br>Interface Tipo: PCI Express 3.0 16X <br>Relação do I/O: relação 1 × HDMI, relação 1 × DVI, relação 3 × DP <br><br>Outros parâmetros:<br>Método refrigerando: fã refrigerando (fã dobro) <br>Apoio do DirectX: 12 <br>Alimentação recomendada: 400W<br><br>Conectores de alimentação suplementares: 6 pinos<br>Outras características: Apoie a tecnologia física da aceleração PhysX, apoie a tecnologia de poupança de energia <br><br>Tamanho<br>Largura: 240mm<br>Comprimento: 120mm<br>Altura: 40mm<br><br><br>- MEMÓRIA<br>Tamanho: 16GB DDR4 3000MHz<br>Arquitetura da memória: DDR4 <br>Expansível até: 64GB<br><br>- ARMAZENAMENTO<br>SSD M.2: 480GB<br><br>- FONTE<br>Fonte ATX 500W PFCA<br>110/220V<br>BIVOLT<br>Acompanha cabo de força<br><br>- SISTEMA OPERACIONAL<br>Windows 10 Trial<br><br>- DIMENSÃO GABINETE<br>Profundidade: 36cm <br>Largura: 18cm<br>Altura: 43cm<br><br>- Conteúdo da Embalagem<br>Computador Gamer Ryzen 7 5700G GTX 1060 6GB RAM 16GB DDR4 M.2 480GB<br><br><br>- Garantia do Fornecedor: 12 Meses<br><br>- Peso: 4000 gramas (bruto com embalagem)","{""capacidade_do_ssd"":""480 GB"",""memoria_ram"":""16 GB""}",,,16 GB,,,480 GB,,,,,,Não informado,Ryzen 7 5700G,16GB DDR4,Não informado,6GB,480GB,Windows 10 Trial,Não informado,Não informado,Não informado,Desktop,BESTPC ,AMD Ryzen 7,16GB,,450GB,,,Windows ,10,
thargontechnology||11042066618,Desktop,Computador Pc Intel i5 6ºGer. 8Gb SSD 240Gb c/ Webcam,"<p>Computador Pc i5 6° Geração 8gb SSD 240GB c/ Webcam, teclado e mouse</p><p><br></p><p> Especificações CPU:</p><p> Processador: Intel Core i5-6400T (6o Geração) / 2.20GHZ / 4 núcleos</p><p> Memoria 8GB DDR4</p><p> SSD 240GB</p><p> Fonte 300W</p><p> Placa Mãe 1151</p><p> Placa de Vídeo Onboard Intel Graphics</p><p> Sistema Operacional Windows 10 </p><p> Voltagem 110/220V</p><p><br></p><p>Portas de Conexões Inclusas:</p><p> 1 Rede – RJ45</p><p> 4 Entradas USB 2.0</p><p> 2 Entradas USB 3.0</p><p> 1 Saída VGA</p><p> 1 Saída HDMI</p><p> 1 line-in (microfone)</p><p> 1 line-out (fone ouvido)</p><p><br></p><p> Incluso na Embalagem:</p><p> 1x CPU</p><p> 1X Teclado USB c/ fio</p><p> 1x Mouse USB c/ fio</p><p> 2x Cabos de Alimentação</p><p> 1x Webcam</p><p><br></p><p><br></p><p>GARANTIA DE 06 MESES - O TERMO DE GARANTIA SERÁ ENVIADO JUNTO AO PRODUTO.</p>",{},,,,,,,,,,,,Não informado,Intel Core i5-6400T 6o Geração  220GHZ  4 núcleos,8GB DDR4,Não informado,Onboard Intel Graphics,240GB,Windows 10,Não informado,Não informado,Não informado,Desktop,Thargon Technology, Intel Core i5,8GB,,240GB,,,Windows ,10,
uaicomerciodigital||1DI17871,Desktop,Computador Digital Corp Intel I7 8gb Ssd 240 Hd 1tb,"LINHA DIGITAL CORP<br>A Uai Comércio Digital traz ao mercado os computadores da LINHA DIGITAL CORP, prontos para atender suas necessidades, nossas máquinas são equipadas com os melhores componentes para trazer velocidade e desempenho ao seu dia-a-dia!<br><br>Contamos com processadores, discos de armazenamento e memória RAM pensados para otimizar o desempenho dos nossos computadores, sem esquecer, é claro, do melhor custo-benefício, garantindo desempenho e economia em um só produto.<br><br>Os processadores Intel garantem melhor desempenho em suas tarefas, com mais rapidez e confiabilidade, tornando sua rotina diária mais fluída, fazendo com que você gaste tempo com o que realmente importa!<br><br>A LINHA DIGITAL CORP é ideal tanto para uso profissional, como em escritórios e comércios, quanto para uso doméstico, seja para escola, faculdade, trabalho remoto, lazer e muitas outras possibilidades.<br><br>USO CORPORATIVO<br>Trazendo muita potência, economia, agilidade e o melhor preço, a LINHA DIGITAL CORP atenderá qualquer área de sua empresa!<br>- Criação e edição de textos<br>- Criação e edição de planilhas <br>- Pacote BR Office<br>- Sistemas ERP<br>- Aplicativos de comunicação e reuniões por videoconferência (Skype, TeamViewer, Outlook...)<br>(*Os aplicativos deverão ser instalados a parte, pelo usuário, não são instalados de fábrica)<br><br><br>USO DOMÉSTICO<br>Para você que trabalha em casa, seja em sistema híbrido ou home-office, que estuda ou que gosta de navegar nas redes socias, ver filmes, séries, lives e outros conteúdos, nossos computadores irão te oferecer uma experiência nunca vista antes!<br><br>Você também pode instalar em seu CORPORATE os seguintes aplicativos: <br>- Navegadores <br>- Netflix<br>- Deezer Music<br>- Spotify<br>- Redes socias em geral<br>(*Os aplicativos deverão ser instalados a parte, pelo usuário, não são instalados de fábrica)<br><br>Adquirindo um de nossos computadores CORPORATE, você está levando, também, a confiança de mais de 1 milhão de PCs vendidos para os mais diferentes perfis de usuários!<br><br>CONFIRA AS ESPECIFICAÇÕES:<br><br>PLACA MÃE:<br>- 1x Conector de energia ATX 24 pinos<br>- 1x Conector ATX 12V 4 pinos<br>- 1x Conector do alto-falante<br>- 4x SATA<br>- 1x Porta do mouse PS/2<br>- 1x Porta de teclado PS/2<br>- 1x Porta VGA<br>- 1x Porta HDMI<br>- 2x Portas USB 2.0<br>- 1x Porta LAN RJ-45<br>- 2x Conector Fan<br>- 3x Portas de áudio<br><br>CARACTERÍSTICAS TÉCNICAS:<br>Processador: Intel Core I7<br>Memória Ram: 8GB <br>Armazenamento: HD 1TB + SSD 240GB<br>Fonte: 230W BIVOLT MANUAL<br>Sistema operacional: Linux Mint<br>Gabinete: C5827 Brazil PC, Conexões: 2x USB 2.0 / 2x Áudio (1 mic/ 1 audio) <br>- Tamanho com painel frontal (c * L * a): 365X175X410mm<br>- Espaços HD/SSD: 2 HD + 2 SSD",{},,,,,,,,,,,,Digital Corp,Intel Core I7,8GB,Não informado,Não informado,240GB,Linux Mint,1TB,Não informado,Não informado,Desktop,Digital Corp,Intel Core i7,8GB,1TB,240GB,,,Linux,Mint,
ouzzeinformatica||15891804099,Desktop,Pc computador cpu intel 8gb ram hd500gb windows 10,• COMPUTADOR MONTADO E CONFIGURADO<br> <br>• ESTE COMPUTADOR POSSUI HD<br> <br>• ESPECIFICAÇÕES TÉCNICAS<br> <br>Modelo: Gabinete ATX<br> <br>Pacote de programas incluídos no computador:<br> <br> <br>• Uso doméstico<br>- Netflix<br>- Deezer Music<br>- Spotify<br>- Facebook<br> <br>• Uso corporativo<br>- TeamViewer<br>- Criador e editor documentos de textos WPS Office<br>- Criador de planilhas WPS Office<br>- Criador apresentações de slides WPS Office<br>- Skype<br>- K-Lite Codec<br> <br>------| PROCESSADOR |------<br>- Processador: CORE 2 DUO<br>- Socket: 775<br>- PLACA MÃE: G41<br>- Rede: 10/100 Mbps<br> <br>• CONEXÕES<br>- 4x conectores SATA<br>- 1x slot PCI Express x16<br>- 1x slot PCI Express x1<br> <br>Frontal:<br>- 2x PORTAS USB<br>- 2 x portas de áudio (Alto falante / Microfone)<br> <br>Traseira:<br>- 1x porta VGA<br>- 1x porta HDMI<br>- 4x portas USB 2.0<br>- 1x porta RJ-45 de rede<br>- Jacks de Áudio HD: Linha / Alto falante / Microfone<br> <br>------| MEMÓRIA |------<br>- Tamanho: 8GB<br>- Arquitetura da memória: DDR3<br> <br>------| ARMAZENAMENTO |------<br>- HD: 500GB<br> <br>------| FONTE |------<br>- Fonte<br>- 110/220V - BIVOLT<br>- Acompanha cabo de força<br> <br>------| SISTEMA OPERACIONAL |------<br>- Windows 10 Trial<br>- 64 bits<br>- Pacote Office WPS<br> <br>NÃO ACOMPANHA LEITOR DE CD/DVD<br> <br>GARANTIA: 6 MESES<br> <br>REF.G1366C2D.1,"{""marca"":""Intel"",""memoria_ram"":""8 GB"",""sistema_operacional"":""Windows 10""}",Intel,,8 GB,,,,Windows 10,,,,,Não informado,CORE 2 DUO,8GB,Não informado,Não informado,Não informado,Windows 10 Trial,500GB,Não informado,Não informado,Desktop,Montado,Intel Core 2 Duo,8GB,500GB,,,,Windows ,10,
uaicomerciodigital||IV2382CM19,Desktop,Computador ICC IV2382CM19 Intel Core I3 3.20 ghz 8GB HD 1TB DVDRW Kit Multimídia Monitor LED 195,"LINHA ICC<br>A Uai Comércio Digital traz ao mercado os computadores da linha ICC, prontos para atender suas necessidades, equipados com os melhores componentes para atender todas as suas necessidades a todo momento. <br><br>CORPORATIVO<br>Trazendo muita potência, economia e agilidade a linha ICC atenderá qualquer área de sua empresa.<br>- Criação e edição de textos<br>- Criação e edição de planilhas <br>- Pacote BR office<br>- Sistemas ERP<br>- Apps de comunicação (Skype, TeamViewer, Outlook...)<br><br>DOMÉSTICO<br>Para você que trabalha de casa, que estuda ou que gosta de redes socias, nossos computadores irão te oferecer uma experiencia nunca vista antes.<br><br>APLICATIVOS <br>- Navegadores <br>- Netflix<br>- <br>- Deezer Music<br>- Spotify<br>- Redes socias em geral<br><br><br>PLACA MÃE<br><br>- 2x Conector(es) USB 2.0, suportando 4* USB 2.0 <br>- 1x Conector de audio<br>- 3x Conector(es) SATA <br>- 1x mSATA<br>- 2x Conector(es) FAN<br>- 1x Painel frontal<br>- 1x Conector(es) altofalante<br>- 1x Conector(es) de força ATX de 24 pinos<br>- 1x Conector(es) de força ATX 12V de 4 pinos<br>- Entrada USB para Teclado <br>- Entrada USB para Mouse<br>- 1x HDMI<br><br>- 1x Porta(s) LAN (RJ45)<br>- 4x Porta(s) USB 2.0 <br>- 3x Porta(s) de áudio<br><br>CARACTERÍSTICAS TÉCNICAS:<br>Processador: Intel Core I3 <br>Memoria Ram: 8GB <br>Armazenamento: HD 1TB<br>DVDRW: Sim <br>Teclado, Mouse, Caixa de som USB: Sim<br>Monitor: 19 <br>Voltagem: BIVOLT<br>Sistema Operacional: Linux Mint <br>Gabinete: Brazil PC, Conexões: 2x USB 2.0 / 2x Áudio (1 mic/ 1 audio)","{""marca"":""ICC"",""memoria_ram"":""8 GB"",""processador"":""Intel Core I3"",""sistema_operacional"":""Linux""}",ICC,Intel Core I3,8 GB,,,,Linux,,,,,ICC,Intel Core I3,8GB,19,Não informado,Não informado,Linux Mint,1TB,Não informado,Não informado,Desktop,ICC,Intel Core i3,8GB,1TB,,"19""",,Linux,Mint,
mg777||BC1410A38S4WM19K,Desktop,Computador Pc Cpu Gamer Amd Athlon 3000g 8gb Ssd 480gb Windows 10 Kit Monitor 19 Led Hdmi Placa de V,"COMPUTADOR PC CPU GAMER AMD ATHLON 3000G 8GB SSD 480GB WINDOWS 10 KIT MONITOR 19 LED HDMI PLACA DE VÍDEO VEGA 3<br><br><br><br>Você precisa de um PC Gamer que realmente rode seus jogos, seja bonito, eficiente e que cumpra o que promete por um preço baixo?<br>Se sua resposta for sim, então o PC gamer Bestboy é o que você procura!<br><br>O PC gamer BestBoy foi desenvolvido para você que busca desempenho e preço baixo, o melhor custo benefício.<br><br>Essa máquina possui o processador Athlon 3000G com alto desempenho. <br><br>Placa de vídeo integrada Radeon Rx Vega 3.<br><br>Memória RAM DDR4 2666MHZ<br> <br>Fonte 350W Real Bivolt Chaveada. <br>As fontes gamers BrazilPC não entregam apenas potência, mas também segurança! <br><br>Tela: 19' Full HD Widescreen você irá Jogar ou asistir filmes com alta definição, trabalhar ou executar tarefas tudo com qualidade e excelente definição de cores.<br><br>Placa mãe BPC AM4 DDR4 Você está levando para casa toda a tecnologia e segurança. <br>- 2 portas P2<br>- 1 porta HDMI<br>- 1 porta Display Port<br>- 2 USB 3.0<br>- 2 USB 2.0<br>- 1 porta Ethernet<br>- Saídas de Áudio<br><br>USB 3.0: A Tecnologia USB 3.0 é muito superior ao tradicional USB 2.0, além de ser até 10x mais rápida, a mesma também é mais estável na transmissão de arquivos.<br><br>Rede de Gigabit 10/100/1000 Mb. Não adiantar ter uma internet de alta velocidade se seu PC não suporta a transferência dados! <br><br>Essa maquina é equipada com SSD flash! <br><br>Ele é até 10 vezes mais rápido que o HD tradicional, assim diminuindo o tempo de carregamento dos seus jogos. <br><br>Gabinete BrazilPC. <br><br>Com 1 cooler Azul na lateral, entrada para microfone e fone de ouvido.<br><br>Jogos Testados: <br><br>- Euro Truck Simulator 2;<br>- Rocket League;<br>- Fortnite;<br>- CS:GO;<br>- Cross Fire;<br>- Dota 2;<br>- Valorant;<br>- Call Of Duty Warzone;<br>- Apex Legends;<br>- League of Legends;<br>- GTA 5.<br><br>A quantidade de FPS pode variar de acordo com as configurações escolhidas.<br><br>Sistema operacional Windows 10!<br><br>Imagens meramente ilustrativas<br>Eventualmente poderemos trocar o layout do gabinete ou do monitor dependendo do nosso estoque momentâneo, todavia, sempre enviaremos um produto Semelhante ou superior, jamais inferior.","{""memoria_ram"":""8 GB"",""processador"":""AMD Athlon 3000G"",""sistema_operacional"":""Windows 10""}",,AMD Athlon 3000G,8 GB,,,,Windows 10,,,,,Não informado,AMD Athlon 3000G,8GB,19,Vega 3,480GB,Windows 10,Não informado,Não informado,Não informado,Desktop,Best Boy,Athlon 3000G,8GB,,480GB,"19""",Full HD,Windows ,10,
mg777||BGF485G734,Desktop,Pc Gamer Bestboy Amd Fx 4300 8gb Hd 500gb Gt 730 4gb,"O PC gamer BestBoy foi desenvolvido para você que procura preço baixo e o melhor custo benefício.<br><br>Essa máquina possui o processador AMD FX 4300 3.8 GHZ Cachê 4MB, muito conhecido no mercado.<br><br>Placa de vídeo GT 730 4GB<br><br>Memória RAM de 8 GB DDR3.<br><br>Com um HD de 500 GB, você terá muito espaço para seus jogos, filmes e fotos sem preocupação.<br><br>Fonte 500W APFC ativo Bivolt. <br>As fontes gamers BrazilPC não entregam apenas potência, mas também segurança! <br><br>Com a placa mãe BPC Você está levando para casa toda a tecnologia e segurança. <br><br>Especificações<br>- AMD FX 4300 3.8 GHZ Cachê 4MB.<br>- Memória RAM 8 gb DDR3.<br>- Monitor Brazil pc ou Tronos full HD.<br>- Fonte Brazil pc 500W Real:<br>1 x Alimentação 20 + 4 pinos<br>1 x pci Express 6 pinos<br>1 x Auxiliar atx 4 Pinos<br>2 x Conectores ide<br>4 x Conectores de energia sata<br><br>Sistema operacional Windows 10 Home.<br><br>Imagens meramente ilustrativas<br>Eventualmente poderemos trocar o layout do gabinete ou do monitor dependendo do nosso estoque momentâneo, todavia, sempre enviaremos um produto Semelhante ou superior, jamais inferior.<br><br>","{""memoria_ram"":""4 GB"",""sistema_operacional"":""Windows 10""}",,,4 GB,,,,Windows 10,,,,,Bestboy,AMD FX 4300 38 GHZ,8 GB DDR3,Não informado,4GB,Não informado,Windows 10 Home,500 GB,Não informado,Não informado,Desktop,Best Boy,AMD FX,8GB,500GB,,,,Windows ,10 Home,4GB
bestpc||BU1540M15D,Desktop,Computador Pc Cpu Completo Intel Core I5 4gb 320gb Dvd Monitor 15 Led Hdmi Bestcorp,"Os computadores BestBoy você obtém alta performance para executar seus programas de trabalho, estudos e entretenimento.<br>Com o poderoso processador Intel Core I5 de alta performance permite você assistir filmes, acessar a internet, ouvir músicas e utilize os seus programas de trabalho, estudos ou lazer.<br>4GB de memória Ram você terá ainda mais performance para executar programas, abrir várias abas no Google, planilhas, documentos de texto e imagens.<br>Não fique sem espaço! <br>Com HD de 320 gb não faltará espaço de armazenamento para seus documentos, fotos, vídeos, filmes, arquivos ou programas.<br>Placa mãe de alta qualidade e performance para você usar até dois monitores ao mesmo tempo (usando um cabo HDMI e outro VGA). <br>Conexão USB 3.0.<br>A conexão USB 3.0 é até 10x mais rápida que o usb tradicional 2.0 e também mais estável na transferência de arquivos. <br>Rede de Gigabit 10/100/1000Mb. Não adiantar ter uma internet de alta velocidade se seu PC não suporta a transferência dados! Com a placa de rede Gigabit você irá aproveitar ao máximo tudo que sua internet é capaz de oferecer!<br>Mais segurança para você!<br>Os computadores da linha Bestboy são equipados com uma fonte de 350W de alta qualidade.<br>Tela: 15 Full HD Widescreen você irá assistir filmes com alta definição, trabalhar ou executar tarefas tudo com qualidade e excelente definição de cores.<br>Com Leitor de DVD você pode assistir seus filmes e series favoritas com muita facilidade e qualidade. <br>Performance para seu negócio <br>Com os computadores Bestboy você obtém alta performance para executar seus programas diários. Abra vários programas ao mesmo tempo, planilhas, abas no Google, texto, vídeo, fotos, tudo para facilitar seu trabalho.<br>Para sua casa e Família<br>Com o nosso computador da linha Bestboy você terá um computador também para uso em casa, para estudar de uma maneira fácil e rápida, com acesso a sites e programas dedicados a estudos.<br>Já pensou em você ter todo o controle de acesso de usuários, controle de horas em que pode ser usado? Com o nosso computador você pode configurar tudo isso e mais um pouco.<br>Você também poderá colocar limitações de sites por idade a seu critério.<br>O nosso computador Bestboy oferece muito desempenho e praticidade na hora de realizar montagem de trabalhos escolares,<br>pesquisas etc.<br>Na linha Bestboy você também terá uma ótima experiência em assistir aulas online de todos os assuntos.<br>Isso tudo sem contar que você pode assistir filmes, series, vídeos, todo tipo de conteúdo com muita qualidade, é só pegar a pipoca ligar o computador e relaxar.<br><br>Mais poder de processamento com Intel Graphics HD<br>Com a placa de vídeo compartilhada Intel Graphics HD você obtém mais performance e velocidade para executar seus programas.<br>Tecnologia HDMI<br>Assistas seus vídeos em alta definição graças à tecnologia HDMI FullHD 1080p.<br><br>Sistema Operacional Linux<br>Com o Linux é um dos sistemas operacionais mais usados no mundo e o mais seguro contra vírus e malwares. Com uma interface intuitiva, fácil usabilidade e com centenas de programas disponíveis on-line, torna o Linux um sistema ideal para quem deseja segurança, produtividade e alto desempenho.<br><br>Comunicação e Redes sociais<br>Com o computador da linha Bestboy você poderá instalar para usar muitos programas, redes sociais, veja exemplos a seguir:<br>Facebook<br>Conecte-se com amigos, familiares e outras pessoas que você conheça. Compartilhe fotos e vídeos e envie mensagens.<br><br>Skype<br>Mantenha contato com os amigos e a família de graça. Chamadas internacionais e nacionais sem custos pelo programa.<br><br>Instagram<br>Uma forma simples, divertida e criativa de capturar, editar e compartilhar fotos, vídeos e mensagens com os amigos.<br><br>Spotify <br>O Spotify é um serviço de transmissão digital que dá acesso instantâneo a milhões de músicas, podcasts, vídeos e outros conteúdos.<br><br>Anti Vírus e Firewall<br>Fique tranquilo, sua navegação, e-mails e arquivos estão protegidos através da Central de Controle e Windows Defender.<br><br>Mais programas:<br>- WhatsApp<br>- Netflix<br>- Globo Play<br>- Criador e editor de textos e documentos<br>","{""marca"":""Intel""}",Intel,,,,,,,,,,,Bestcorp,Intel Core I5,4gb,15,Não informado,Não informado,Linux,320gb,Não informado,Não informado,Desktop,Best Boy,Intel Core i5,4GB,320GB,,"15""",Full HD,Linux,,
infolai||16001539433,Desktop,"Computador PC Intel Core i5 4GB SSD 120GB Windows 10 + Teclado e Mouse + Monitor 19"" - ARK","Computador Intel Core i5 650 4GB SSD 120GB Windows 10 + Teclado e Mouse + Monitor 19 - ARK<br> <br> Para quem procura um computador que atende bem as necessidades no trabalho, estudo, assistir vídeos etc, combina tecnologia com praticidade, para que você tenha um produto com ótimo custo-benefício.<br> <br> Ficha técnica:<br> Processador Intel Core i5 650 de 3.20GHz e 4 MB Cache<br> Sistema Operacional - Windows 10<br> Memória Ram 4GB expansível até 16GB<br> HD SSD 120GB<br> Fonte de 220W<br> <br> Conexões:<br> - 01 Rede 10/100/1000<br> - 02 x PS2<br> - 01 x VGA<br> - 01 x HDMI<br> - 04 x USB 2.0<br> - 01 x USB 3.0<br> - 03 x Áudio (entrada/saída/microfone)<br> - 01 x RJ45<br> <br> Especificações técnicas:<br> Marca: ARK<br> Modelo: MARK19BK<br> Tipo de tela: LED<br> Tamanho da tela: 19""<br> Proporção: Widescreen 16:9<br> Cores: Mais de 17 milhões<br> Taxa de atualização: Até 60Hz<br> Conexão: HDMI e VGA<br> Furação VESA: Sim<br> Resolução: 1440x900<br> Contraste dinâmico: 1000000:1<br> Taxa de brilho: 250cd<br> Tela anti reflexo: Sim<br> Menu de configuração: Sim<br> Ajuste de inclinação: Sim<br> Bivolt: Sim, automático<br> Cor: Preto<br> <br> Conteúdo da embalagem:<br> 01 Computador ARK<br> 01 Teclado<br> 01 Mouse<br>01 Monitor 19"" BRX<br> 01 manual de instruções<br> 01 CD de drivers<br> <br> <br>Dimensões do produto – AxLxP - 34,00 x 20,00 x 30,00 mm<br>Peso do produto – 5,00Kg<br> <br>Garantia:<br> <br>01 ano de garantia, sendo de (9 meses de garantia contratual junto ao fabricante + 3 meses referentes à garantia legal, nos termos do artigo 26, II, do Código de Defesa do Consumidor)<br> <br>","{""capacidade_do_ssd"":""120 GB"",""marca"":""Ark"",""memoria_ram"":""4 GB"",""processador"":""Intel Core i5"",""sistema_operacional"":""Windows 10""}",Ark,Intel Core i5,4 GB,,,120 GB,Windows 10,,,,,ARK,Intel Core i5 650,4GB,19,Não informado,120GB,Windows 10,Não informado,Não informado,Não informado,Desktop,ARK,Intel Core i5,4GB,,120GB,"19""",,Windows ,10,
olistplus||OPM8808L6FKQYYM9,Desktop,Pc Computador Cpu Intel Core I5 8Gb Ram Hd 500Gb Windows 10 Homologação: 43581603030,"Pc computador cpu intel core i5 8gb ram hd 500gb windows 10 Excelente computador para uso doméstico, estudo ou empresarial, feito para você realizar todas as atividades do seu dia a dia, proporcionando fluidez e eficiência em suas tarefas com um design moderno e compacto. Tecnologia com baixíssimo consumo de energia. -processador: i5-650 -memoria ram:8gb -hd: 500gb -gravador / leitor de dvd:não -placa de vídeo offboard: não -sistema operacional: windows 10 -garantia: 6 meses Ref. 10010.15","{""memoria_ram"":""8 GB"",""processador"":""Intel Core i5"",""sistema_operacional"":""Windows 10""}",,Intel Core i5,8 GB,,,,Windows 10,,,,,Não informado,Intel Core I5,8Gb,Não informado,Não informado,Não informado,Windows 10,500Gb,Não informado,Não informado,Desktop,Ouzze,Intel Core i5,8GB,500GB,,,,Windows ,10,
