Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Atributos AI-PAVE-BR,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Atributos Multimídia,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
sportime||11593-186497,Tênis,Tênis Diversão Mini Alexis Preto,"O Tênis Diversão Mini Alexis é confeccionado todo em material têxtil e apresenta um design clássico. Todo de tecido têxtil e solado de borracha vulcanizada, ele é macio e resistente, além de contar com um calce fácil e amarração em cadarço, que permite que seu pequeno aproveite ainda mais as brincadeiras. Seu design é predominante na cor preta. A Diversão possui sapatos com muito estilo, confortáveis e com detalhes que fazem a diferença! Não perca tempo e adquira já para o seu (a) filho (a).Nome: Tênis Diversão Mini Alexis Preto<br>Origem: NacionalMaterial cabedal: TêxtilMaterial forro: TêxtilCor Predominante: PretoTipo: CasualAmarração: CadarçoAltura do cano: BaixoSolado: BorrachaPalmilha: EVAPeso: 310g (referente ao par n°30) Garantia do fabricante: Contra defeito de fabricação","{""cor"":""Preto"",""marca"":""Diversao"",""material"":""Borracha"",""tamanho"":""36""}",Preto,,Diversao,36,,,Borracha,,,,,,,,,,,Preto,Masculino,Diversão,Não informado,Não informado,Infantil,Têxtil,Mini Alexis,Não informado,Casual,Não informado,Não informado,"Macio, Resistente, Calce Fácil, Amarração em Cadarço",Não informado,Cadarço,Não informado,Não informado,Diversao,36,Preto,Têxtil,Baixo,Unissex,1 Par,Infantil
maximundialmodaestilo||9028289600057,Tênis,Chuteira OXN Track Fit Indoor Futsal Infantil Masculino - 3289333330,"<p>A Chuteira Indoor Futsal Juvenil Track Fit da OXN é confeccionada em material sintético por completo de ótima qualidade. Seu cabedal é do modelo tradicional fechado com amarração em cadarço simétrico removível. Revestimento em material têxtil acolchoado. Palmilha em EVA, moldada e removível. Solado de PVC antiderrapante. Lingueta fina e flexível. Indicada para uso em jogos de futsal. </p><p><br></p><p><strong>Características: </strong> </p> <p><strong>Material:</strong> Sintético;</p><p><strong>Solado: </strong>PVC; Antiderrapante;</p><p><strong>Marca:</strong> OXN;</p><p><strong>Origem: </strong>Nacional;</p><p><strong>Garantia do fabricante:</strong> Contra defeito de fabricação.</p> <p><strong>TAMANHOS</strong></p><p><br></p><p>22 - 16,0 cm</p><p>23 - 16,5 cm</p><p>24 - 17,0 cm</p><p>25 - 17,5 cm</p><p>26 - 18,0 cm</p><p>27 - 18,5 cm</p><p>28 - 19,0 cm</p><p>29 - 20,0 cm</p><p>30 - 20,5 cm</p><p>31 - 21,0 cm</p><p>32 - 22,0 cm</p><p>33 - 22,5 cm</p><p>34 - 23,0 cm</p><p>35 - 23,5 cm</p><p>36 - 24,0 cm</p><p>37 - 25,0 cm</p><p>38 - 26,0 cm</p><p>39 - 26,5 cm</p><p><br></p><p>Os tamanhos são aproximados e pode haver variação.</p><p>As medidas desse modelo foram tiradas da palmilha.</p> <p><strong>GARANTIA E QUALIDADE</strong></p><p>Todos os nossos produtos contam com garantia de 90 dias contra defeitos de fabricação. Ressaltamos que não nos responsabilizamos pelo envio, caso o tempo de devolução previsto pelo site seja excedido. Este produto é novo e original. A nota fiscal é enviada junto ao produto. </p> <p><strong>ENVIO E PREVISÃO DE ENTREGA</strong></p><p>Nossos pedidos, são encaminhados para envio no mesmo dia da compra ou no dia útil seguinte, salvo situação excepcional como feriados. As entregas em geral, respeitam a previsão indicada da empresa selecionada como modo de envio. </p> <p><strong>SE NÃO SERVIR ou SE EU NÃO GOSTAR?</strong></p><p>Você pode devolver. A devolução deve apenas respeitar o tempo indicado no site. Os produtos devem ser devolvidos nas caixas originais e não devem apresentar indícios de uso. Não passar fita diretamente na caixa do produto, isso danifica a caixa e não iremos aceitar. </p> <p><strong>AINDA TEM ALGUMA DÚVIDA?</strong></p><p>Fique à vontade para fazer uma pergunta. Daremos toda a assistência que você precisar, antes da compra, durante o envio e até mesmo depois da entrega. Nosso objetivo é que você tenha a melhor experiência e se sinta seguro e à vontade para comprar novamente. </p> <p>Da equipe Lojas<strong> MAXIMUNDIAL Moda &amp; Estilo</strong>, nosso muito obrigado.</p>","{""genero"":""Masculino"",""marca"":""OXN"",""tamanho"":""33""}",,Masculino,OXN,33,,,,,,,,,,,,,,Não informado,Masculino,OXN,Não informado,Futsal,Infantil,Sintético,Track Fit,Não informado,Chuteira,Não informado,Não informado,Antiderrapante,Não informado,Cadarço,Não informado,Não informado,Chuteira,,,,,,,
zattini||3ZP-4993-172-43,Tênis,Tênis Adidas Hoops 3.0 Mid Masculino,"Para quem curte um visual com inspiração streetwear, o Tênis Adidas Hoops 3.0 Mid é a escolha certa. Unindo as icônicas 3 listras das Adidas nas laterais ao seu cano médio, o calçado garante um toque ainda mais urbano para completar o seu guarda-roupa, já que fica superestiloso se combinado com calças jogger, jeans skinny e bermudas. Com cabedal em material sintético de qualidade e palmilha EVA, o calçado adiciona conforto e maciez em cada passada.","{""cor"":""Preto, Branco"",""genero"":""Masculino"",""indicacao"":""Corrida, Dia a Dia"",""marca"":""Adidas"",""tamanho"":""43""}","Preto, Branco",Masculino,Adidas,43,"Corrida, Dia a Dia",,,,,,,,,,,,,Não informado,Masculino,Adidas,Não informado,Não informado,Não informado,Sintético,Hoops 30 Mid,Não informado,Tênis,Não informado,Não informado,Cano médio,Não informado,Não informado,Não informado,Não informado,Adidas,43,"[Branco,Preto]",Sintético,Cano Médio,Masculino,1 Par,Adulto
cloviscalcados3||17792H73H0H35,Tênis,Tênis speed ii diadora - 125519,"O tênis Speed Li Diadora é ideal para você que busca por conforto em seus dias, pois esse calçado é leve e não causa incômodos, você pode ficar com ele horas nos pés e realizar todas as suas atividades que planejou para o seu dia. Experimente essa qualidade e se surpreenda! Você não vai mais querer tirar dos pés, esse tênis é feito com tecido, por dentro é usado o têxtil , as palmilhas são macias e confortáveis em EVA e o solado é emborrachado para oferecer mais segurança ao andar. A região frontal é arredondada, no cabedal existem pequenos furos assim como em boa parte do calçado, contém cadarços para facilitar o calce e a aderência dos pés ao calçado. Na lateral contém o símbolo da marca e o nome da marca escrito mais na região frontal. Acesse o nosso site e confira as opções de cores e numerações que estão disponíveis. Aproveite e verifique as melhores condições de pagamento que reservamos para você.","{""cor"":""Lilás"",""marca"":""Diadora"",""tamanho"":""35""}",Lilás,,Diadora,35,,,,,,,,,,,,,,Não informado,Não informado,Diadora,Não informado,Dia a dia,Adulto,Têxtil,Speed II,Não informado,Tênis,Não informado,Não informado,"Leve, confortável, palmilha macia, solado emborrachado",Casual,Cadarço,Não informado,Não informado,Diadora,35,Lilás,Têxtil,,,1 Par,
lojaguttop||1931-12643,Tênis,Tênis Feminino Kolosh Hades C3388,"TÊNIS KOLOSH CASUAL FLATFORM PRETOTênis Kolosh Casual Flatform Preto é sinônimo de estilo. Seu design limpo destaca elegância e simplicidade. Os microfuros estrategicamente posicionados garantem ventilação, mantendo seus pés frescos. Detalhes dourados no logotipo da marca e nos passadores do cadarço adicionam sofisticação, enriquecendo o visual.A sola plataforma se destaca pela singularidade, com frisos e saída lateral que trazem um toque contemporâneo. Quanto ao conforto, a palmilha Impulse oferece alta qualidade. Sua espuma de memória se adapta ao seu pé, proporcionando conforto personalizado. Além disso, o tênis pesa apenas 0,738 kg, perfeito para o dia a dia e lazer. Com solado de 5,40 cm, combina moda, conforto e originalidade, uma escolha elegante para elevar seu estilo.Recomendado para: Uso diário, lazer<br>Material: Sintético","{""cor"":""Preto"",""genero"":""Feminino"",""indicacao"":""Dia a Dia"",""marca"":""Kolosh"",""tamanho"":""39""}",Preto,Feminino,Kolosh,39,Dia a Dia,,,,,,,,,,,,,Preto,Feminino,Kolosh,Não informado,"Dia a dia, Lazer",Adulto,Sintético,Hades C3388,Não informado,Casual,Não informado,Não informado,"Flatform, Microfuros, Detalhes Dourados, Sola Plataforma, Palmilha Impulse, Espuma de Memória, Conforto Personalizado, Leve, Frisos, Saída Lateral, Contemporâneo, 5.40 cm",Tênis,Cadarço,Não informado,Não informado,Kolosh,39,Preto,,Baixo,Feminino,1 Par,Adulto
fittenis2||30239460601,Tênis,Tênis Casual King Kids Infantil ZK23-60CXI,Nome: Tênis Casual King Kids Infantil ZK23-60CXI. Gênero: Menino. Indicado Para: Moda-Dia a Dia. Estilo da Peça: Lisa. Ocasião: Casual. Material Externo: Alternativo. Material Interno: Têxtil almofadado. Fechamento: Cadarço. Palmilha: EVA forrada e removível. Solado: Borracha antiderrapante.. Peso do Produto: 619 g (o peso varia de acordo com a numeração). Garantia do Fabricante: Contra defeito de fabricação. Origem: Nacional. Código Produto: 03023946. Marca: King Kids.,"{""cor"":""Preto, Azul"",""genero"":""Masculino"",""marca"":""King Kids"",""tamanho"":""33""}","Preto, Azul",Masculino,King Kids,33,,,,,,,,,,,,,,Não informado,Menino,King Kids,Não informado,Moda-Dia a Dia,Infantil,Alternativo,ZK23-60CXI,Não informado,Casual,Não informado,Não informado,Não informado,Lisa,Cadarço,Não informado,Não informado,King Kids,33,"[Azul,Preto]",Têxtil,Baixo,Masculino,1 Par,Infantil
annabecalcados||40451-PRETO-23,Tênis,Tenis Lantejoula Feminino Escolar,"TAMANHOS;<br> Observe nossa Tabela de Tamanhos para saber exatamente qual tamanho Precisa:<br> 20.................... 14,5 cm<br> 21.................... 15,0 cm<br> 22.................... 15,8 cm<br> 23.................... 16,5 cm<br> 24.................... 17,0 cm<br> 25.................... 17,8 cm<br>26.................... 18,2 cm<br> 27.................... 19,0 cm<br> 28 ................... 19,0 cm/<br>29 ................... 19,8 cm <br>30 ................... 20,2 cm <br>31 ................... 21,0 cm <br>32 ................... 22,00 c<br>m 33 ................... 22,5 cm<br> 34 ....................23,0 cm - Imagem Real do nosso produto <br>","{""cor"":""Preto"",""genero"":""Feminino"",""idade"":""Infantil"",""modelo"":""Escolar"",""tamanho"":""23""}",Preto,Feminino,,23,,Infantil,,Escolar,,,,,,,,,,Não informado,Feminino,Não informado,"20 145 cm, 21 150 cm, 22 158 cm, 23 165 cm, 24 170 cm, 25 178 cm, 26 182 cm, 27 190 cm, 28 190 cm, 29 198 cm, 30 202 cm, 31 210 cm, 32 2200 cm, 33 225 cm, 34 230 cm",Escolar,Não informado,Não informado,Lantejoula,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Annabê Calçados,23,Preto,,Baixo,Feminino,1 Par,Infantil
socorrensecalcados||6135-63407,Tênis,Tenis Running Actvitta Feminino 4806.420,"Tenis Running Actvitta Feminino 4806.420<br> Produto Autêntico Com Emissão e Envio De Nota Fiscal<br><br>Em tempos em que o ritmo do cotidiano está cada vez mais dinâmico, a busca pela vida saudável se tornou uma atividade constante na rotina contemporânea. Junto a esse novo lifestyle, a Actvitta traz ao mercado fashionista uma proposta especial: aliar as principais tendências da moda esportiva com tecnologias avançadas que promovem uma maior sensação de bem-estar. A liberdade de movimentos está no DNA da marca, que apresenta modelos confeccionados em materiais inteligentes e em sintonia com o estilo athleisure, garantindo elevado nível de conforto em todos os momentos de uma vida sempre em movimento!<br> Informações Técnicas: - Material: Têxtil - Palmilha: Sintetico - Solado: EVA<br>Garantia do Fabricante: Contra defeito de fabricação","{""cor"":""Denim"",""genero"":""Feminino"",""indicacao"":""Corrida"",""marca"":""Activitta"",""tamanho"":""39""}",Denim,Feminino,Activitta,39,Corrida,,,,,,,,,,,,,Não informado,Feminino,Actvitta,Não informado,Running,Adulto,Têxtil,4806420,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Actvitta,39,Azul,Têxtil,Baixo,Feminino,1 Par,Adulto
rossishoes||4931,Tênis,Tênis Infantil Escolar Esportivo Zeus Volta às Aulas Colegial 48CX Preto/Pink,"<p>Criança feliz, com liberdade e conforto? Claro que é possível! O Tênis Infantil Escolar Zeus é um clássico para compor os looks mais incríveis dos seus pequenos!</p><p><br></p><p> Sua cor e disposição em cadarços são premissas básicas para um tênis queridinho do dia a dia. Combinam com calças jeans, calças de moletom, todos os tipos de bermuda e até o uniforme da escolinha.</p><p><br></p><p> O Tênis Infantil Escolar Zeus foi desenvolvido com 100% de lona, o que proporciona leveza e ventilação interna – indispensáveis para a saúde dos pés. O solado, feito em PVC expandido, traz firmeza para cada passo, garantindo assim a segurança do seu filho.</p><p><br></p><p> Com o fechamento em cadarços, o Tênis Infantil Escolar Zeus proporciona uma ajuste perfeito tanto ao tamanho e largura dos pés das crianças, trazendo segurança e muito conforto!</p><p><br></p><p> Aproveite essa oportunidade de facilitar seu dia a dia e dos seus filhos também. Eles vão adorar!</p><p><br></p><p> DÚVIDAS FREQUENTES</p><p><br></p><p> 1- A forma desse calçado é normal?</p><p> Resposta: Sim, recomendamos comprar no tamanho utilizado normalmente. Verifique também a tabela de tamanhos disponível nesse anúncio para auxiliar na escolha.</p><p><br></p><p> 2- Como posso medir o tamanho dos pés?</p><p> Resposta: Nossa tabela de tamanhos foi formulada pelo solado do calçado.</p><p> Assim, sugerimos que você meça também o solado de seu calçado e faça a comparação com a tabela acima para que encontre a melhor numeração para seus pés.</p><p><br></p><p> 3- O calçado está disponível em estoque? É original?</p><p> Resposta: Sim, todos os nossos calçados são originais e estão disponíveis em estoque.</p>","{""cor"":""Preto, Pink"",""genero"":""Feminino"",""marca"":""Zeus"",""tamanho"":""31""}","Preto, Pink",Feminino,Zeus,31,,,,,,,,,,,,,,PretoPink,Masculino,Zeus,Não informado,Escolar,Infantil,Lona,Não informado,Não informado,Tênis,Volta às Aulas,Não informado,"Conforto, Segurança, Leveza, Ventilação",Não informado,Cadarço,Não informado,Não informado,Zeus,31,"[Preto,Rosa]",Sintético,Baixo,Feminino,1 Par,Infantil
lojaszanon||9001545000143,Tênis,Tênis feminino moleca ref:5605.463,"<p>A Moleca encanta nos pés dos mais variados perfis de mulheres, deixando em evidencia toda a jovialidade e dinamismo em qualquer idade, com elegância, leveza e praticidade, você está sempre por dentro de todas as tendências da moda.</p>","{""cor"":""Preto"",""genero"":""Feminino"",""marca"":""Moleca"",""tamanho"":""38""}",Preto,Feminino,Moleca,38,,,,,,,,,,,,,,Não informado,Feminino,Moleca,Não informado,Não informado,Adulto,Não informado,Não informado,Não informado,Tênis,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Moleca,28,Preto,,Baixo,Feminino,1 Par,Adulto
lojascomprefacilmelo||26841-2,Tênis,Tênis Infantil Feminino Escolar Max Antiderrapante Confortável Macio Leve Casual Neutro Passeio Volta As Aulas Menina,"<p>Produto 100% original, acompanha nota fiscal!</p><p><br></p><p>O Tênis é a escolha ideal para os pequenos que buscam conforto e estilo. Com seu design moderno e prático fechamento em tiras autocolantes, este tênis é perfeito para acompanhar as crianças nas atividades escolares e no dia a dia.</p><p><br></p><p>A plataforma oferece estabilidade e segurança ao caminhar, enquanto o material macio proporciona um ajuste confortável. Além disso, o tênis é antiderrapante, garantindo que os pequenos possam brincar e se movimentar com confiança em qualquer superfície.</p><p><br></p><p>Fabricado pela renomada marca Pampili, conhecida por sua qualidade e durabilidade, este tênis combina estilo e funcionalidade, sendo uma escolha excelente para os pais que buscam o melhor para seus filhos.</p><p><br></p><p>Não perca a oportunidade de proporcionar conforto e estilo aos seus pequenos. Garanta já o seu!!</p>","{""genero"":""Feminino"",""marca"":""Pampili"",""tamanho"":""28""}",,Feminino,Pampili,28,,,,,,,,,,,,,,Neutro,Feminino,Pampili,Não informado,Escolar,Infantil,Não informado,Casual,Não informado,Tênis,Volta As Aulas,Não informado,"Antiderrapante, Confortável, Macio, Leve",Não informado,Tiras Autocolantes,Não informado,Não informado,Pampili,28,Preto,,Baixo,Feminino,1 Par,Infantil
woder||TOP-TP01790005-39,Tênis,Chuteira Tênis Futsal Topper Letra II 2 Performance Indoor,"<p>Chuteira Topper Letra foi desenvolvida para aqueles que buscam o melhor desempenho e controle nas quadras. Com cabedal em material sintético, possui calcanhar acolchoado, que oferece maior proteção e conforto. O solado é feito em borracha, com pequenas travas que permitem maior aderência ao piso. Possui palmilha removível em EVA, que facilita a higienização do calçado.</p><p><br></p><p>Características:</p><p>Cabedal em Material sintético;</p><p>Atacador tubular;</p><p>Palmilha com montagem injetada e EVA conformado;</p><p>Entressola em EVA;</p><p>Solado emborrachado;</p><p>Pisada neutra;</p><p>Fechamento em cadarço;</p><p>Indicado para quadra.</p><p><br></p><p>Comprimento da Palmilha:</p><p>BR 37 | 24,6 cm</p><p>BR 38 | 25,3 cm</p><p>BR 39 | 25,9 cm</p><p>BR 40 | 26,4 cm</p><p>BR 41 | 27,3 cm</p><p>BR 42 | 27,9 cm</p><p>BR 43 | 28,6 cm</p><p>BR 44 | 29,3 cm</p>","{""marca"":""Topper"",""tamanho"":""39""}",,,Topper,39,,,,,,,,,,,,,,Não informado,Não informado,Topper,Não informado,Futsal,Não informado,Sintético,Letra II 2 Performance,Não informado,Chuteira,Não informado,Não informado,"Cabedal em Material sintético, Atacador tubular, Palmilha com montagem injetada e EVA conformado, Entressola em EVA, Solado emborrachado, Pisada neutra, Fechamento em cadarço",Não informado,Cadarço,Não informado,"37, 38, 39, 40, 41, 42, 43, 44",,,,,,,,
scaf||10602984,Tênis,Tenis Super Star Cano Alto Unissex Super Empire SST3456,"Chegou em nossa loja virtual Scaf Calçados , o Tênis Unissex Super Star que foi pensado e fabricado pelo nosso fornecedor perfeitamente para quem busca o calçado para sua rotina diária e conforto em qualquer ocasião. Um calçado que proporciona qualidade, estilo, conforto e durabilidade. Adquira o seu já!!<br><br>Pensando em segurança ?<br>A plataforma coleta seu pedido aqui na loja e eles encaminham para a transportadora ou correios, eles definem a forma de entrega sendo assim uma maior segurança para você adquirir seu produto!<br><br>- Proteção de envios: Produtos irão na caixa, embalada com envelope ou plástico resistente.<br>- Foto real do nosso produto, sendo assim você receberá esse mesmo produto em sua casa.<br>- Garantia após o recebimento - Devolução e reembolso!<br><br>Preparamos seu pedido e despachamos em 24h (Exceto Sábado e Domingo e Feriados).<br><br>Qualquer dúvida, entre em contato conosco ou deixe sua pergunta!","{""cor"":""Vermelho, Branco"",""genero"":""Unissex"",""marca"":""Star"",""tamanho"":""38""}","Vermelho, Branco",Unissex,Star,38,,,,,,,,,,,,,,Não informado,Unissex,Super Star,Não informado,Dia a dia,Não informado,Não informado,Cano Alto,Não informado,Tênis,Não informado,Não informado,"Conforto, Durabilidade",Não informado,Não informado,Não informado,Não informado,Super Star,38,Vermelho,,Alto,Unissex,1 Par,Adulto
jacke||1p15942,Tênis,Tênis Olympikus Vênus Feminino 43775939,"Tênis Olympikus Vênus Feminino 43775939. O Olympikus Vênus 2 foi pensado exclusivamente para o público feminino, é o tênis ideal para quem busca conforto e praticidade. Seu solado possui a tecnologia de amortecimento Evasense, que proporciona leveza, maciez e maior flexibilidade para as atividades diárias. O cabedal é confeccionado com tecido Jacquard multicolor, que proporciona flexibilidade, leveza e alta resistência em todos os momentos do dia. Na parte superior conta com a vista em high frequency, que traz detalhes de brilho e relevo em sua composição. O forro apresenta tecido poliéster com espuma e o seu atacador é composto por tecido poliéster texturizado.","{""cor"":""Marinho"",""genero"":""Feminino"",""marca"":""Olympikus"",""tamanho"":""35""}",Marinho,Feminino,Olympikus,35,,,,,,,,,,,,,,Não informado,Feminino,Olympikus,Não informado,Dia a dia,Adulto,Tecido,Vênus,Não informado,Tênis,Não informado,Não informado,Amortecimento,Casual,Cadarço,Não informado,Não informado, Olympikus ,35,Marinho,,Baixo,Feminino,1 Par,Adulto
adidas||552311,Tênis,Tênis Lite Racer 2.0,"Esportivo e versátil. Amarre os cadarços deste tênis e prepare-se para a correria do dia. O cabedal em mesh respirável oferece conforto prolongado, enquanto a entressola macia amortece cada passo. As Três Listras sem costura exibem o seu orgulho adidas.","{""cor"":""Preto"",""marca"":""Babolat"",""tamanho"":""39""}",Preto,,Babolat,39,,,,,,,,,,,,,,Não informado,Não informado,adidas,Não informado,Esporte,Adulto,Mesh,Lite Racer 20,Não informado,Tênis,Não informado,Não informado,Respirável,Casual,Cadarço,Não informado,Não informado,Adidas,39,Preto,"[Têxtil,Sintético]",Baixo,Masculino,1 Par,Adulto
aesportiva1||400056760,Tênis,Tênis new balance vongo v5 masculino - vde/ama 45,"O novo New Balance Vongo v5 é o modelo de estabilidade e máximo amortecimento da linha Fresh Foam X.<br>Promovendo ajuste incrível, o novo Hypoknit no cabedal traz leveza, elasticidade e segurança para seus pés. As zonas laterais possuem uma costura personalizada que oferece maior estabilidade durante o ciclo das passadas, enquanto no tornozelo, o design do colarinho foi desenvolvido com espuma e forro super confortáveis que evitam o atrito com o tendão calcâneo.<br>A tecnologia Fresh Foam X possui extrema maciez e é feita sob dados coletados de corredores reais, oferecendo maior eficiência no amortecimento para corridas curtas ou longas, enquanto o recurso de estabilidade na parte medial da entressola oferece um suporte confortável e seguro.<br>Aliado a isso, para que os pés fiquem mais confortáveis a cada passada, o modelo tem 8mm de Heel Drop.<br>Combinando suavidade e estabilidade, o Vongo v5 tem tecnologias de design totalmente inovadores comparado com os convencionais tênis de estabilidade do mercado.<br><br><strong>Informações Técnicas:</strong><br><br>- Composição: Cabedal com malha em HIPOKNIT.<br>- Entressola em Fresh Foam X.<br>- Sola em borracha Blown Rubber.<br><br>*Imagem do produto meramente ilustrativa.","{""genero"":""Masculino"",""marca"":""New Balance"",""tamanho"":""45""}",,Masculino,New Balance,45,,,,,,,,,,,,,,Não informado,Masculino,New Balance,Não informado,Corrida,Adulto,Borracha,Vongo V5,Não informado,Tênis,Não informado,Não informado,"Amortecimento, Estabilidade",Casual,Cadarço,Não informado,Não informado,New Balance,45,"[Verde,Amarelo]",Hipoknit,Baixo,Masculino,1 Par,Adulto
joinvillesportcenter||6122,Tênis,Tênis Olympikus Kiss Feminino - Chumbo/Pink,"<p><span><span>Sua rotina de treinos pede a companhia leve e flexível de olympikus kiss. Feito em material supermacio, o tênis proporciona conforto e respirabilidade. A amarração em elástico e o design easyfeet garantem ajuste rápido e fácil aos pés. É calçar e sair alongando. Além disso, o solado slim com tecnologia evasense completa a sensação de não usar nada nos pés.</span></span></p><p><span><span>Composição:</span></span></p><p><span><span>Cabedal: tecido mescla e tecido dupla frontura, com tela respirável. Entressola:<br>feetpad para conforto e evasense para flexibilidade e leveza na pisada.<br>Solado: borracha.<br>Tecnologia: feetpad,evasense<br>pisada: neutra<br>definição da tecnologia:<br>evasense: eva macio e expandido que proporciona mais conforto, flexibilidade e leveza à pisada.<br>Feetpad: palmilha em poliuretano com memória elástica que proporciona conforto.</span></span></p><p><span><span>Medida das palmilhas:</span></span></p><p><span><span>Tamanho 34 - 22,5 cm</span></span></p><p><span>Tamanho 35 - 23 cm</span></p><p><span>Tamanho 36 - 23,5 cm</span></p><p><span>Tamanho 37 - 24,5 cm</span></p>","{""cor"":""Cinza"",""genero"":""Feminino"",""marca"":""Olympikus"",""tamanho"":""35""}",Cinza,Feminino,Olympikus,35,,,,,,,,,,,,,,ChumboPink,Feminino,Olympikus,"34 - 225 cm, 35 - 23 cm, 36 - 235 cm, 37 - 245 cm",Não informado,Não informado,"Tecido mescla, tecido dupla frontura, tela respirável, borracha",Kiss,Não informado,Tênis,Não informado,Não informado,"leve e flexível, supermacio, conforto, respirabilidade, amarração em elástico, design easyfeet, ajuste rápido e fácil, solado slim, tecnologia evasense, palmilha em poliuretano com memória elástica",Não informado,Elástico,Não informado,Não informado, Olympikus ,35,"[Chumbo,Rosa]","[Têxtil,Sintético]",Baixo,Feminino,1 Par,Adulto
ligshoe||15971724207,Tênis,Tênis Infantil Com Cadarço Lig Shoes,"<br>Do aquecimento ao alongamento final, este modelo encara qualquer ocasião. Envolve com total maciez a parte superior do pé, enquanto o cabedal respirável elimina as costuras, trazendo conforto sem igual. O solado oferece suporte e estabilidade para uma rotina de exercícios.<br>Tecnologia aliada a uma experiência inovadora para você topar qualquer desafio. Perfeito para te acompanhar na corrida, treinos e nas atividades cotidianas. Confeccionado em material respirável, proporciona suporte e circulação de ar. Material acolchoado, entressola em espuma de EVA flexível, garantindo a sensação de conforto durante as atividades. Para quem busca resultados e estilo nos treinos e no dia a dia!<br>","{""cor"":""Rosa"",""idade"":""Infantil"",""tamanho"":""38""}",Rosa,,,38,,Infantil,,,,,,,,,,,,Não informado,Unissex,Lig Shoes,Não informado,Dia a dia,Infantil,Sintético,Casual,Não informado,Tênis,Não informado,Não informado,"Confortável, Respirável",Não informado,Cadarço,Não informado,Não informado,Lig Shoes,38,Rosa,"[Têxtil,Sintético]",Baixo,Feminino,1 Par,Infantil
bizzstore||06747706,Tênis,Sandália Masculina Coca-Cola CC4302 Lynn Preto/Branco,"<strong>Sandália Masculina Coca-Cola CC4302 Lynn Preto/Branco</strong>  Fabricado em borracha, oferece uma sensação de leveza e flexibilidade ao caminhar. Seu design apresenta o logo Coca-Cola na tira, adicionando um toque de sofisticação. Além disso, possui uma estampa única, que adiciona um elemento de personalidade ao visual. Ideal para uso diário em momentos de lazer, na praia, piscina ou até mesmo em um passeio. <strong>Características:</strong> -Material: Borracha-Logo Coca-Cola na tira",,,,,,,,,,,,,,,,,,,PretoBranco,Masculino,Coca-Cola,Não informado,Não informado,Não informado,Borracha,CC4302 Lynn,Não informado,Sandália,Não informado,Não informado,-Material Borracha-Logo Coca-Cola na tira,Não informado,Não informado,Não informado,Não informado,,,,,,,,
denguinho||4243-21805,Tênis,Tênis colegial bibi ref:1066199 25/32,"INFORMAÇÕES DO PRODUTO<br><br>Tênis Easy III infantil masculino da marca Bibi.<br>Leve, confortável e flexível.<br>Possui o cabedal confeccionado em material têxtil com lycra para melhor calce.<br>Na parte interna do modelo é têxtil e palmilha macia.<br>Sola em EVA para mais leveza nas pisadas.<br>Ideal para seu pequeno ter muito conforto no dia a dia.<br><br><br>DADOS COMPLEMENTARES<br><br>- Cor: azul marinho<br>- Material externo: têxtil <br>- Forro: têxtil<br>- Solado: EVA<br>- Garantia: defeito de fábrica","{""genero"":""Masculino"",""marca"":""Bibi"",""material"":""EVA, Lycra"",""tamanho"":""28""}",,Masculino,Bibi,28,,,"EVA, Lycra",,,,,,,,,,,azul marinho,masculino,Bibi,Não informado,Não informado,infantil,têxtil,Easy III,Não informado,Tênis,Não informado,Não informado,"Leve, confortável, flexível",Não informado,Não informado,Não informado,Não informado,Bibi,28,Azul,"[Têxtil,Lycra]",Baixo,Masculino,1 Par,Infantil
