Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Atributos AI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atributos Multimídia,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
ameydecor||315531p,Cadeira,Kit 06 Cadeira Office Lee Duo Sala de Jantar Industrial Ferro Preto Suede Vermelho e Marrom - Amey Decor,"CADEIRA LEE DUO - Amey Decor<br><br>Com uma estrutura extremamente resistente, possui alto conforto e modernidade ao seu ambiente.<br><br>CARACTERÍSTICAS:<br><br>- Largura Total: 45 cm;<br>- Altura Total: 74 cm;<br>- Profundidade Total: 50 cm;<br>- Altura do encosto: 27 cm;<br>- Altura do chão até o assento: 47 cm;<br>- Produto estofado;<br>- Pés em ferro de excelente qualidade, suporta até 150kg.<br><br>OBSERVAÇÕES:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>",{},,,,,,,,,,,,,,,Vermelho e Marrom,Amey Decor,Ferro,Não informado,6,Produto estofado,Office,Suede,Sala de Jantar,Suede,Industrial,150kg,Não informado,Não informado,Amey Decor,"[Vermelho, Marrom]",Ferro,,6 Unidades,Suede,150kg
olistplus||O2EMJSX2O7VB9DEC,Cadeira,Cadeira De Escritório Executiva Com Gomo Rcp Lápis Azul,"Para garantir ótimos dias de trabalho, é fundamental ter um ambiente profissional confortável, por isso a Cadeira De Escritório Executiva Com Gomo Rcp foi produzida pensando no conforto que você precisa no seu dia a dia, tornando o trabalho muito mais preroso.Produzida com materiais de alta qualidade estrutura reforçada, a Cadeira De Escritório suporta até 110kg. Além disso, seu assento com Espuma injetada de poliuretano garante o conforto desta cadeira.Revestimento:Cor: Cinza ClaroTipo de revestimento: crepe;Malha: 100% poliéster;Material:crepe;Composição química: polímero pertencente ao grupo de resinas sintéticas; Detalhamento do assento:Espuma injetada de poliuretano;Largura 46 cm x espessura 5 cm x profundidade 42 cm; Detalhamento do encosto:Espuma injetada de poliuretano;Largura 40 cm x espessura 5 cm x altura 37 cm; Componentes da base giratória:Flange em aço preta;Pistão a gás preto, permite regulagem da altura;Estrela em aço com capa preta;Rodízios em nylon;Base possui raio externo de 28,5 cm, raio útil de 28 cm;Parafusos philips para montagem; Dimensões e peso montado:Altura do assento referente ao piso, mínima 42 cm, máxima 53 cm;Peso líquido aproximado: 9 kg;Peso bruto aproximado: 9,5 kg;Peso suportado: 110 kg uniformemente distribuídos; Dimensões da caixa:Largura 60 cm x profundidade 60 cm x altura 20 cm; Componentes inclusos:01 assento executivo;01 encosto executivo;01 suporte de encosto com capa preto;01 Flange em aço preta;01 pistão com capa preta;01 Estrela em aço com capa preta;05 rodízios nylon preto;Parafusos para montagem philips;Manual de montagem.Montagem: A montagem deve ser realizada pelo cliente seguindo o Manual de montagem.Garantia: 180 dias contra defeitos de fabricação, previstos em lei; Obs: Pode haver variação de tonalidade referente ao lote do revestimento conforme a resolução de computadores e smartphones.",{},,,,,,,,,,,,,,,Azul,Rcp,Aço,Rodízios,Não informado,Com Gomo,Executiva,Crepe,Escritório,Crepe,Não informado,110 kg,1,Não informado,Alphaflex,[Cinza],Aço,Rodízios,1 Unidade,Espuma,110kg
ameydecor||302935p,Cadeira,Kit 04 Cadeira Office Stan Duo Sala de Jantar Industrial Ferro Prata material sintético Azul Marinho e Vermelho - Amey Decor,"CADEIRA STAN DUO - Amey Decor<br><br>Com uma estrutura extremamente resistente, possui alto conforto e modernidade ao seu ambiente.<br><br>CARACTERÍSTICAS:<br><br>- Largura Total: 45 cm;<br>- Altura Total: 96 cm;<br>- Profundidade Total: 53 cm;<br>- Altura do encosto: 50 cm;<br>- Altura do chão até o assento: 47 cm;<br>- Produto estofado;<br>- Pés em ferro de excelente qualidade, suporta até 150kg.<br><br>OBSERVAÇÕES:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>",{},,,,,,,,,,,,,,,Azul Marinho e Vermelho,Amey Decor,Ferro,Ferro,4,Produto estofado,Office,sintético,Sala de Jantar,Não informado,Industrial,150kg,4,Não informado,Amey Decor,"[Azul Marinho, Vermelho]",Ferro,,4 Unidades,Tecido Sintético,150kg
decoriumcom||193099,Cadeira,Kit 6 Cadeiras de Jantar Estofada Marrom em Veludo Kloten,"<p><strong> Procurando por um móvel de qualidade?</strong></p><p><strong>﻿</strong></p><p><strong>-Confira nossa coleção!</strong></p><p><br></p><p>Uma fabulosa cadeira estofada que dará um toque de luxo a sua sala de Jantar. Se você está procurando uma adição luxuosa à sua casa, não procure mais do que estas cadeiras que dará ao seu espaço um toque de elegância. Feita com uma qualidade excepcional e um acabamento refinado, qualquer espaço será levado para o próximo nível quando você acrescentar esta bela peça de mobiliário. Com sua excelente qualidade e sua construção sólida, e estofamento de qualidade estas cadeiras durará anos. Esta mesa é perfeita para o uso diário ou ocasiões especiais, seja usada para jantar, seu design moderno e simples causará uma impressão em todos.</p><p><strong>______________________________</strong></p><p><strong>Ficha Técnica: </strong></p><p><br></p><p>Marca: Decorium</p><p>Madeira: Maciça</p><p>Espuma: D28.</p><p>Ambiente: Sala de Jantar.</p><p>Cores disponíveis: Amêndoa, Imbuia Mel, Castanho e Ébano.</p><p>Garantia: 6 meses.</p><p><strong>______________________________</strong></p><p><strong> Informações importantes: </strong></p><p><br></p><p>-Móveis direto da fábrica.</p><p><br></p><p>-Imagens ambientadas são meramente ilustrativas, os objetos e demais móveis não acompanham o produto.</p><p><br></p><p>-Podem ocorrer variações na cor do produto conforme o contraste e brilho do monitor, luminosidade local ou percepção visual.</p><p><br></p><p>-Após o recebimento realize a conferência do produto, o prazo para solicitação de troca e devolução são de 7 dias corridos seguintes ao recebimento.</p>","{""cor"":""Imbuia, Mel"",""quantidade"":""6 Cadeiras""}","Imbuia, Mel",,,,6 Cadeiras,,,,,,,,,,Marrom,Kloten,Madeira Maciça,Não informado,6,Estofada,Jantar,Veludo,Sala de Jantar,Não informado,Não informado,Não informado,Não informado,Não informado,Decorium,Marrom,Madeira,,6 Unidades,Estofado,
wddecor||2497-1483,Cadeira,Cadeira Luna para Clínica Estética Base de Metal Bronze Suede Escolha sua cor - WeD Decor,"Estilo, qualidade e sofisticação, são conceitos presentes nesta belíssima Cadeira. Com desing moderno e elegante, em linhas arredondadas com base e pés de metal, o mobiliário torna qualquer ambiente mais convidativo. Extremamente confortável, a peça traz mais notoriedade a qualquer local, visto que trata-se de um móvel diferenciado, que chama a atenção, independente de onde a mesma é colocada. Adquira nossa poltrona e garanta sem dúvida, uma beleza incomparável para seu espaço.Especificações:Dimensões do Produto:<br>- Altura: 80 cm;<br>- Largura: 76 cm;<br>- Profundidade: 55 cm;<br>- Peso: 17kg.Outras Medidas:<br>- Profundidade do Assento: 48 cm;<br>- Altura do Encosto: 32 cm;<br>- Largura do Assento: 56 cm;<br>- Peso Suportado: 120 kg.Diferenciais do Produto:- Estrutura: fabricado com Madeira Pinus e Eucalipto Reflorestada, e alguns detalhes em MDF;<br>- Assento: estofado e com espuma de densidade D-20 D-26;<br>- Encosto: estofado e com espuma de densidade D20 D-26;<br>- Detalhes dos Pés: Pés fixo de Metal com pintura eletroestática, na cor Bronze, com alta resistência;<br>- Garantia: 3 meses, contra defeito de fabricação;<br>- Volumes: nessa compra você receberá UMA Cadeira.Observações e Cuidados:- Todos os produtos vão embalados com total segurança;<br>- Este produto é para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas. Limpar com flanela limpa e seca. Não molhar o móvel e não utilizar produtos abrasivos<br>- A Poltrona/Cadeira Luna chegará montada para você;<br>- A entrega do produto é realizada em todo território nacional, até onde as rodovias alcançam, entregas fluviais ou aéreas devem ser cotadas a parte;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor;<br>- Por se tratar de estofado as medidas podem ter uma pequena variação em até 3 cm;<br>- Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine o comprovante de recebimento;<br>- Observando as orientações acima, evita-se futuros desagrados ou imprevistos com a entrega do produto. Havendo despesas adicionais, serão de responsabilidade do cliente.","{""cor"":""Rosa""}",Rosa,,,,,,,,,,,,,,Escolha sua cor,WeD Decor,"Madeira Pinus e Eucalipto Reflorestada, MDF",Metal,UMA,"Moderno, Elegante, Confortável, Diferenciado",Cadeira,Suede,Clínica Estética,Suede,Moderno,120 kg,1,Não informado,W&D Decor,Bronze,Metal,,1 Unidade,Estofado,120kg
olistplus||O2E6MED0VUZD1C0M,Cadeira,Cadeira Gamer Cinza Ergonômica De Tecido Elements Magna,"Seja para ler ou uso profissional, a Magna é um marco inicial nos universos Gamer, Escritório e Home Office. Um conjunto que além de lindo e ergonômico, permitirá elevar sua experiência a um outro patamar, sem dor ou cansaço físico.Única marca Brasileira a produzir cadeiras com revestimento em Tecido LINHO, em artigos esportivos por sua qualidade e segurança. Responsável por deixar a cadeira extremamente respirável mesmo em locais mais quentes.Além de sua trama trançada permitir maior elasticidade e resistência. Diferente do PU, é incrivelmente resistente e não descasca com o passar do tempo.Sua estrutura robusta é pensada visando a maior ergonomia, ajudando no conforto para biotipos mais largos. Seu mecanismo reclina até 135o em posições livres.ESPECIFICAÇÕES - Estrutura (Frame): Aço Carbono 1020- Base: Alumínio Pintura eletrostática Raio 35cm- Roda: Nylon + Poliuretano (PU) Diâmetro: 6cm- Espuma: Densidade 75 Kg/m3 - curada a frio- Revestimento Principal: Linho- Braço Ajustável: 3D Ajustável Poliuretano (PU)- Cilindro de Gás: 8cm Classe 4 Acabamento em Poliuretano (PU)- Mecanismo: Multifuncional (superior ao butterfly)- Assento Reclinável 40o- Encosto reclinável 90o - 135o- Função de Ajuste ao centro gravitacional: Sim- Peso máximo suportado: 150 kg- Almofada: 1 Lombar- Peso: 30KG GARANTIA3 ano(s) - Estrutura interna (estrutura de aço do assento e encosto)2 ano(s) - Base e Rodas2 ano(s) - Cilindro de gás1 ano(s) - Revestimento e estofado (assento, encosto e acessório, podendo ser couro, mesh ou tecido)1 ano(s) - Peças e partes plásticas","{""cor"":""Cinza"",""marca"":""Elements Gaming""}",Cinza,Elements Gaming,,,,,,,,,,,,,Cinza,Elements,Aço Carbono 1020,Nylon  Poliuretano PU,Não informado,"Ergonômica, Reclinável",Gamer,Tecido Linho,"Escritório, Home Office, Gamer",Tecido Linho,Gamer,150 kg,Não informado,Almofada Lombar,Elements Gaming,Cinza,Aço,Rodízios,1 Unidade,Linho,150kg
pallaziocombr||12252-9790,Cadeira,Cadeira de Jantar Bia Suede Pés Palito Castanho - Pallazio,"Adicione um toque de elegância à sua sala de jantar com a Cadeira de Jantar Bia. Com seu design sofisticado e contemporâneo, esta cadeira é perfeita para refeições em família ou jantares especiais. O revestimento em suede oferece conforto e durabilidade, enquanto os pés palito em castanho proporcionam estabilidade e estilo.Construída com materiais de alta qualidade, a Cadeira de Jantar Bia é resistente e fácil de limpar, garantindo praticidade no seu dia a dia. Seus detalhes cuidadosamente projetados e acabamentos impecáveis a tornam uma escolha excepcional para qualquer ambiente de jantar. A combinação de conforto, beleza e funcionalidade faz desta cadeira uma adição notável à sua casa.Com a Cadeira de Jantar Bia, você pode desfrutar de momentos memoráveis ao redor da mesa, enquanto adiciona um toque de estilo e sofisticação à sua decoração. Seja para uso diário ou ocasiões especiais, esta cadeira oferece o equilíbrio perfeito entre conforto e elegância, elevando a experiência de refeições em sua casa.<br>Informações Técnicas:Tecido: Suede<br>Estrutura: Madeira Eucalipto<br>Estofamento: Espuma D-23<br>Peso Suportado: 120 kg<br>Montagem: O produto vai montado, apenas rosquear os pés.<br>Medidas:Altura total: 85 cm<br>Largura total: 46 cm<br>Profundidade total: 52 cm<br>Profundidade do assento: 42 cm<br>Largura do assento: 46 cm<br>Altura do encosto: 40 cm<br>Altura do chão ao assento: 45 cm<br>Espessura do assento: 10 cm<br>Peso: 10 kg<br>Informações Importantes:Confira as dimensões do produto no momento da compra e certifique-se de que passará normalmente por escadas, elevadores, portas e corredores.<br>Os produtos vão embalados e enviados com total segurança.<br>As cores dos produtos podem sofrer alterações dependendo do seu monitor.<br>Não nos responsabilizamos no ato da entrega por montagens, desmontagens, instalações de produtos.<br>Não nos responsabilizamos no ato da entrega por subir escadas, elevadores, nem utilização de guinchos ou equipamentos similares para acesso a pisos superiores em apartamentos.",{},,,,,,,,,,,,,,,Castanho,Pallazio,Madeira Eucalipto,Palito,Não informado,"Conforto, Durabilidade, Estabilidade, Estilo, Resistente, Fácil de limpar, Detalhes cuidadosamente projetados, Acabamentos impecáveis",Jantar,Suede,Sala de jantar,Suede,"Sofisticado, Contemporâneo",120 kg,Não informado,Não informado,Pallazio,Preto,Madeira,Palito,1 Unidade,Suede,120kg
jmmoveisecolhoes||57242,Cadeira,2 Cadeiras De Jantar Madeira Maciça Estofado Perola Imbuia Material Sintético Preto Nemargi,"<p>Dimensões do produto: Largura 39,6 cm; Altura 100 cm; Profundidade 38,5 cm.</p><p>Material: Madeira Maciça</p><p>Peso suportado por cadeira: 150 kgs </p><p>Itens Inclusos: 2 cadeiras</p><p>100% Madeira Maciça<br> - Assento Estofado em Corano<br> - Design Moderno e Robusto</p><p>Recomendações de uso, manutenção e limpeza: Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente a luz solar e à umidade</p><p>Garantia: 3 meses<br><br>OBS: Foto meramente ilustrativa, objetos, utensílios e decoração não fazem parte do produto.</p>","{""quantidade"":""2 Cadeiras"",""tipo_de_pe"":""Jantar""}",,,,Jantar,2 Cadeiras,,,,,,,,,,Preto,Nemargi,Madeira Maciça,Não informado,2,"Assento Estofado em Coran, Design Moderno e Robusto",Jantar,Sintético,Não informado,Não informado,Moderno,150 kgs,Não informado,Não informado,Nermagi,"[Perola Imbuia, Preto]",Madeira,,2 Unidades,Estofado,150kg
olistsp||OSPTIYFF18AKZ0LB,Cadeira,Cadeira De Escritório Ergonômica Tela Com Braço RCP:Vermelho,"Cadeira De Escritório Ergonômica Tela Com Braço RCP:Vermelho IDEAL PARA AMBIENTES COMO: Escritórios, Corporativo, Home Office, Consultórios, etc. ESPECIFICAÇÕES: REVESTIMENTO: Cor do Revestimento: Vermelho; Tipo de Revestimento: Crepe. Malha: 100% Poliéster; Composição Química: Polímero pertencente ao grupo de resinas sintéticas; DETALHAMENTO DO ASSENTO: Espuma Injetada de Poliuretano; Largura 46 cm X Espessura 5 cm X Profundidade 42 cm; DETALHAMENTO DO ENCOSTO: Estrutura em aço Preta revestida com Tela Mesh; Largura 45 cm X Espessura 2 cm X Altura 54 cm; COMPONENTES DA BASE GIRATÓRIA: Mecanismo Ergonômico “Back” (Para Inclinação e Regulagem do encosto); Pistão a gás Preto, permite regulagem da altura; Estrela em Aço com Capa Preta; Rodízios em Nylon; Base possui raio externo de 28,5 cm, raio útil de 28 cm; Parafusos Philips para Montagem; DIMENSÕES E PESO MONTADO: Altura do assento referente ao piso, mínima 42 cm, máxima 55 cm; Altura do topo do braço referente ao piso, mínima 59 cm, máxima 71 cm; Peso Líquido aproximado: 14 kg; Peso Bruto aproximado: 14,5 kg; Peso suportado: 110 kg Uniformemente Distribuídos; DIMENSÕES DA CAIXA: Largura 60 cm X Profundidade 60 cm X Altura 20 cm; COMPONENTES INCLUSOS: 01 Assento Executivo; 01 Encosto em Tela Mesh; 01 Suporte de Encosto com Capa Preto; 01 Mecanismo Ergonômico “Back” 01 Pistão com Capa Preta; 01 Estrela em Aço com Capa Preta; 05 Rodízios em Nylon Preto; 02 Braços Reguláveis Pretos; Parafusos para montagem 1⁄4 Philips; Manual de Montagem. MONTAGEM: A montagem deve ser realizada pelo cliente seguindo o manual de montagem. GARANTIA: 180 dias contra defeitos de fabricação, previstos em Lei. OBS: Pode haver variação de tonalidade referente ao lote do revestimento conforme a resolução de Computadores e Smartfones.","{""caracteristicas"":""Ergonômica"",""cor"":""Vermelho"",""marca"":""Goldflex""}",Vermelho,Goldflex,,,,Ergonômica,,,,,,,,,Vermelho,Não informado,Aço,Rodízios,Não informado,Ergonômica,Escritório,Tela Mesh,Escritórios Corporativo Home Office Consultórios,Crepe Malha 100 Poliéster,Não informado,110 kg,Não informado,Com Braço,Goldflex,Vermelho,Aço,Rodízios,1 Unidade,Poliéster,110kg
aurimoveis||1961,Cadeira,Cadeira de Escritório secretária giratória em tecido com braço - Firenze,"Cadeira confortável com encosto anatômico. Braços confortáveis, elegantes, com apoio medindo 25 cm x 8 cm que levantados medem 33 cm de altura e abaixados 26 cm. Base com carenagem robusta em plástico preto, rodinhas recobertas com o mesmo material, estrela com 5 rodinhas e pistão a gás.","{""cor"":""Vermelho"",""marca"":""Altura""}",Vermelho,Altura,,,,,,,,,,,,,Não informado,Firenze,Não informado,Rodinhas,Não informado,"Giratória, Anatômico, Confortável",Escritório,Tecido,Secretária,Tecido,Não informado,Não informado,Não informado,"Braços confortáveis, Base com carenagem robusta em plástico preto, 5 rodinhas, Pistão a gás",MS System,Vermelho,,Rodízios,1 Unidade,,
ameydecor||363597p,Cadeira,Kit 10 Cadeira de Jantar Office Sttan Industrial Escritório Sala Ferro Bronze Sintético Amarelo - Amey Decor,"CADEIRA STTAN - Amey Decor<br><br>Alto padrão de qualidade e elegância, o modelo Sttan agrega ao seu ambiente de forma prática e eficaz.<br><br>CARACTERÍSTICAS:<br><br>- Largura Total: 44 cm;<br>- Altura Total: 96 cm;<br>- Profundidade Total: 51 cm;<br>- Altura do encosto: 52 cm;<br>- Altura do chão até o assento: 45 cm;<br>- Produto estofado;<br>- Pés em ferro de excelente qualidade, suporta até 150kg.<br><br>OBSERVAÇÕES:<br><br>- Limpar com flanela limpa e seca. Não molhar o móvel e não expor em lugar úmido ou próximo de fontes de calor. Não usar produtos abrasivos;<br>- As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- Objetos decorativos que aparecem na foto não acompanham o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente, ou sua percepção visual;<br>- Confira as dimensões antes da compra e certifique-se de que o produto passará por elevadores, portas e corredores, já que nossa entrega não inclui a subida de lances de escada, ou o lançamento de produtos;<br>- Ao receber seus produtos, verifique no ato do recebimento qualquer dano na embalagem. A transportadora pode esperar a conferência do produto;<br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>","{""marca"":""Office""}",,Office,,,,,,,,,,,,,Amarelo,Amey Decor,Ferro,Não informado,10,"Largura Total 44 cm
Altura Total 96 cm
Profundidade Total 51 cm
Altura do encosto 52 cm
Altura do chão até o assento 45 cm
Produto estofado
Pés em ferro de excelente qualidade suporta até 150kg",Office,Sintético,Sala de Jantar,Não informado,Industrial,150kg,Não informado,Não informado,Amey Decor,Amarelo,Ferro,,10 Unidades,Estofado,150kg
magazineroma||13794872178,Cadeira,Kit 4 Cadeiras Poltrona Clarice Sidera Nest Web C/ Apoio De Braço - Preta,"<p><strong>Cadeira Clarice Poltrona Sidera Nest Web Com Apoio de Braço</strong></p> <p><br></p><p>A Cadeira Clarice também conhecida como Sidera, Nest ou Web, apresenta </p><p>perfeita harmonia na sua estrutura de desenho vazado, sendo um modelo </p><p>descontraído e elegante, com sua base em madeira e assento ergonômico em</p><p> polipropileno, conquistou o gosto decoradores e arquitetos.</p> <p>A versatilidade de seu desenho permite que seu uso seja adequado para </p><p>vários tipos de ambientes como por exemplo salas de jantar, escritórios,</p><p> cozinhas, sacadas, área de churrasqueira, quartos e varandas gourmet, </p><p>tanto no uso doméstico como profissional.</p> <p>A cadeira Clarice se destaca pelo alto nível de conforto que oferece, considerando</p><p> o seu custo-benefício e versatilidade de combinações, proporcionando </p><p>economia, sofisticação e conforto.</p><p>Com base totalmente em madeira sem estrutura metálica, assim facilitando no processo da montagem da cadeira.</p> <p>Seu desenho ergonômico garante uma postura adequada juntamente com o </p><p>conforto de seu formato anatômico, características que se tornam uma </p><p>ótima cadeira para ficar horas sentado seja trabalhando, desfrutando de </p><p>um jantar ou até mesmo conversando com amigos em uma sala de estar.</p> <p>Atenção: Produto destinado exclusivamente para uso e consumo! Não vendemos para revendedores! </p> <p><strong>ESPECIFÍCAÇÕES TÉCNICAS</strong></p> <p>Modelo: Cadeira Poltrona Clarice</p><p>Material do Assento: Polipropileno</p><p>Material do Pé: Metal (Imitação de madeira)</p><p>Peso: 5 kg</p><p>Altura: 80 cm</p><p>Largura: 62 cm</p><p>Profundidade: 57 cm</p><p>Altura do chão até o assento: 45 cm</p><p>Medidas do assento: 62 x 57 (L x C)</p><p>Peso suportado: 120 kg</p> <p><strong>ITENS INCLUSOS</strong></p> <p><br></p><p>04 Cadeira Poltrona Clarice (desmontada)</p><p>04 Kit de Montagem</p>","{""quantidade"":""4 Cadeiras""}",,,,,4 Cadeiras,,,,,,,,,,Preta,Não informado,Madeira,Metal Imitação de madeira,4,"Ergonômico, Anatômico",Poltrona,Polipropileno,"Sala de jantar, Escritórios, Cozinhas, Sacadas, Área de churrasqueira, Quartos, Varandas gourmet, Uso doméstico, Uso profissional",Não informado,Moderno,120 kg,1,Com apoio de braço,Magazine Roma,Preto,"[Metal, Polipropileno]",,4 Unidades,,120kg
madeiramadeira-openapi||657340,Cadeira,Cadeira para Sala de Jantar Eames Eiffel,"Com altíssima qualidade, nossas Cadeiras Eames foram desenvolvidas com formato ergonômico para melhor adaptação e experiência de nossos consumidores; sua concha é produzida em PP (Polipropileno) garantindo durabilidade e conforto em seu encosto. Os pés são feitos em aço trançado no modelo Eiffel, proporcionando a beleza, charme, segurança e firmeza para seu produto. A cadeira ainda conta com sapatas antiderrapantes evitando deslizamentos e acidentes com seu produto, garantindo a confiabilidade da marca Empório Tiffany. Muito mais que um item de decoração, sua Cadeira Eames é uma peça funcional, moderna e adequada para os momentos mais agradáveis em família ou entre amigos.","{""cor"":""Vermelho"",""marca"":""Empório Tiffany"",""material_da_estrutura"":""Polipropileno""}",Vermelho,Empório Tiffany,Polipropileno,,,,,,,,,,,,Não informado,Empório Tiffany,Aço,Eiffel,Não informado,"ergonômico, antiderrapante",Eames,PP Polipropileno,Sala de Jantar,Não informado,Moderno,Não informado,Não informado,sapatos antiderrapantes,Empório Tiffany,Vermelho,"[Aço, Polipropileno]",,1 Unidade,,110kg
maferhome||651V,Cadeira,Kit 8 Cadeiras Jantar Metálica Bronze Suede Malta - Mafer,"Kit 8 Cadeiras de Jantar 43cm Malta Suede - Mafer<br> <br><br> <br>Nada melhor que que uma sala de jantar bonita e confortável, não é mesmo? E pensando nisso, te apresentamos essa incrível cadeira de jantar malta. Com um design moderno e prático, essa cadeira oferece um ótimo conforto e estabilidade graças aos seus pés em metal e seu assento estofado com revestimento em suede. <br> <br><br> <br>MEDIDAS DO PRODUTO (L x A x P) <br> <br>Cadeira: 43 x 70 x 43 cm <br> <br><br> <br>MEDIDAS DETALHADAS (L x A x P): <br> <br>Altura do Encosto: : 20 cm <br> <br>Altura do Chão até o assento: : 45 cm <br> <br><br>Embalagem: : 50 x 96 x 60 cm <br> Volumes: 4 <br> <br><br> <br><br> <br>ESPECIFICAÇÕES<br> Você vai receber: 8 cadeiras <br> <br>Material do Enchimento: Espuma <br> <br>Densidade da Espuma: D28 <br> <br>Peso Suportado: até 150 kg por assento <br> Peso do Cadeira: 10 kg <br> <br>Quantidade de Lugares: 8 <br> <br>É Retrátil: Não <br> <br>É Reclinável: Não <br> <br>Acompanha Puff: Não <br> <br>Possui Pés: Sim <br> <br>Material dos Pés: Ferro <br> <br>Fabricante: Mafer <br> <br><br>Garantia: 3 meses contra defeitos de fabricação. Não cobrimos alterações e/ou montagem errada. <br> <br><br> <br><br> <br>DIFERENCIAIS<br> <br>- Design moderno<br> <br>- Grande conforto<br> <br><br> <br><br> <br>OBSERVAÇÕES IMPORTANTES<br> <br>- As imagens são ilustrativas, não acompanham objetos de decoração e eletrônicos. <br> <br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor. <br> <br>- A montagem será de responsabilidade do comprador, não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador. <br> <br>- Confira as dimensões deste produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência. <br> <br>- Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine o comprovante de recebimento. <br>",{},,,,,,,,,,,,,,,Bronze,Mafer,Metal,Metal,8,"Design moderno, Grande conforto",Jantar,Suede,Não informado,Suede,Moderno,150 kg,8,Não informado,Móveis Maffer,Preto,Ferro,,8 Unidades,Suede,150kg
