Unnamed: 0,navigation_id,Unnamed: 2,title,description,Unnamed: 5,Atributos <empresa terceira>,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Atributos LLM,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Atributos Multimídia,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
minimeartigos||CamSoltColAdesiv10SportVermlho1,ad28afd53e,Cama,cama de solteiro para quarto carro adesivada com colchão incluso,"<p>Dimensões da Cama;</p><p> Altura: 45,5cm</p><p> Largura: 91,50cm</p><p> Comprimento: 1,97cm</p><p><br></p><p> Dimensões Colchão Solteiro:</p><p> Fabricado em espuma D20, tecido poliéster e acabamento em tecido bordado com espumas de poliuretano, possui proteção contra ácaros, fungos e bactérias.</p><p> Medida 188x88x12cm</p><p> Obs: cor e estampa podem variar de acordo com o lote.</p><p><br></p><p> Produzido em MDF e MDP.</p><p> Suporte Anti ruído.</p><p> Acabamento resistente com impressão UV.</p><p> Pintura brilhante com adesivos de alta resistência.</p><p><br></p><p> A cor do produto pode variar de acordo com a tela de visualização.</p><p><br></p><p> Suporta até 110kg.</p><p> Protetores laterais arredondados.</p><p> Pés fixos.</p><p><br></p><p> Montagem por conta do comprador, a loja não oferece serviço de montagem. Todos os nossos móveis possuem manual de montagem com passo a passo para que você ou seu profissional de confiança possa montá-lo.</p><p><br></p><p> Se possuir alguma dúvida, faça sua pergunta antes de finalizar sua compra.</p>","{""cor"":""Vermelho"",""material_da_estrutura"":""MDF"",""tamanho"":""Solteiro"",""tema"":""Carros""}",,Solteiro,,Vermelho,MDF,,,,,Carros,,,,,,,,,,,,,Não informado,Solteiro,Cama,Não informado,MDF e MDP,110kg,Anti ruído,"Espuma D20, tecido poliéster, espuma de poliuretano","Proteção contra ácaros, fungos e bactérias",Não informado,Não informado,197cm,Não informado,Não informado,Não informado,D20,Poliéster,Não informado,455cm,Colchão incluso,12cm,Não informado,,,,,,,,,,,,,Andrei,
acostaricacolchoes||6372cc9b96144038047b0b25,haf16ga9c0,Cama,Cama Box King: Colchão Molas Probel Prolastic ProDormir Sleep + Base CRC Suede Marrom(193x203),<br>Cama Box King: Colchão Molas Bonnel Probel Prolastic ProDormir Sleep + Base CRC Suede Brown(193x203)<br>Abaixo segue os produtos do KIT: Cama Box King: Colchão Molas Bonnel Probel Prolastic ProDormir Sleep + Base CRC Suede Brown(193x203)<br><br><br> Colchão King Molas Prolastic Sleep Black (193x203x22) - Probel<br><br> Marca: Probel<br><br>Dimensões(Cm): Comprimento(Profundidade): 203cm x Largura: 193cm x Altura: 22cm<br> Tipo de Bordado do Tecido de Revestimento<br> - Matelassê<br> Tipo Tecido de Forração Revestimento<br> - Poliéster<br> Tecido com Tratamento<br> - AntiÁcaro e AntiFungo<br> Modo de Utilização<br> - One Side<br> Tipo de Forração do Revestimento Inferior<br> - Antiderrapante<br> Sistema de molas<br> - Prolastic<br> Camadas Interna do Estofamento de Espuma<br> - D20<br> - Alta Qualidade<br> - AG<br> Outras Características Internas<br> - c/ Sistema Polyframe<br> - Manta Acrílica<br> Peso Máximo Suportado<br> - 120 kg<br> Tipo de Conforto<br> - Macio c/ Firmeza<br> Certificados de Qualidade<br> - Qualidade Aprovada<br> - Qualidade Costa Rica<br> - INMETRO<br> Nossa Avaliação<br> - Qualidade Boa<br> Tempo de Garantia<br> - 6 meses<br><br><br> Cama Box Base King Universal Suede Brown (193x203x20) - Costa Rica<br><br> Marca: A Costa Rica<br><br>Dimensões(Cm): Comprimento(Profundidade): 203cm x Largura: 193cm x Altura: 20cm<br> Sobre a Cama Box Base<br> - Informações da Cama Box Base<br> - Vantagens<br> Forração de Revestimento da Cama Box<br> - Tecido<br> - Antiderrapante<br> Cor da Forração Revestimento Cama Box<br> - Marrom<br> Altura da Cama Box com os Pés<br> - 32 cm altura<br> Detalhes Gerais da Cama Box<br> - Pés Fixos Madeira/ABS<br> - Pés foto ilustrativa de acordo com a fabricação pode ser madeira/abs e cores variadas preto/branco/prateado ou madeirado.<br> - Cantoneira foto ilustrativa não faz parte ou acompanha o produto.<br> Altura dos pés da Cama Box<br> - 12cm<br> Forração de Revestimento da Cama Box<br> - Poliéster<br> - Tecido de Alta Qualidade<br> Características Internas Cama Box<br> - Estrutura de Madeira<br> Suporte de Peso da Cama Box<br> - 150 Kg<br> Certificações de Qualidade da Cama Box<br> - Qualidade Aprovada<br> - Certificação de Segurança<br> - Selo Ecologicamente Correto<br> - Garantia de Qualidade Costa Rica<br> Nossa Avaliação da Cama Box<br> - Qualidade Muito Boa<br> Tempo de Garantia da Cama Box<br> - 3 meses<br><br>Imagens Meramente Ilustrativas.<br>Não nos responsabilizamos pela montagem/instalação dos produtos.<br>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor.,"{""marca"":""ProDormir""}",ProDormir,,,,,,,,,,,,,,,,,,,,,,Probel,King,Box,Marrom,Madeira,120 kg,"AntiÁcaro e AntiFungo, One Side, Antiderrapante, Sistema Polyframe, Manta Acrílica",Molas,"Pés Fixos MadeiraABS, Pés foto ilustrativa de acordo com a fabricação pode ser madeiraabs e cores variadas pretobrancoprateado ou madeiradobr, Cantoneira foto ilustrativa não faz parte ou acompanha o produto",Não informado,Não informado,203cm,Não informado,Poliéster,Não informado,D20,Suede,Molas Bonnel,22cm,Não informado,22,Macio c Firmeza,,,,,,,,,,,,,Andrei,
beromoveiscolchoes||LIGHT-BAU-S-BR,gd6a308ekf,Cama,Cama Box Solteiro com Bau Ortobom D33 Light Branco,"Bem-vindo(a) ao nosso catálogo!<br> Apresentamos a você uma descrição completa sobre esse produto:<br> <br> O Colchão Ortobom Light D33 é altamente resistente e confortável, composto por Espuma D33 Pró Aditivada de Alta Performance, proporciona melhor sustentação e durabilidade ao produto, que entrega uma camada extra de conforto. <br> <br> Colchão:<br> Modelo: Light;<br> Marca: Ortobom;<br> Tamanho: Solteiro;<br> Dimensões: 88x188x17cm; (largura x comprimento x altura)<br> Conforto: Intermediário;<br> Proteções: Antiácaro, antialérgico, antifungo, antimofo;<br> Possui: Molas Ensacadas;<br> Peso máximo recomendado: 120KG;<br> Garantia: 03 meses;<br> <br> Base Box com Baú:<br> Marca: Ortobom;<br> Cor do Box: Branco;<br> Material dos pés: Madeira;<br> Estrutura: Madeira;<br> Peso máximo recomendado: até 150kg de cada lado;<br> Altura do Box: 25cm;<br> Altura dos pés: 10cm;<br> Altura total: 35cm;<br> Garantia: 03 meses;<br> Selo Ecologicamente Correto.<br> <br> Invista no seu sono e experimente o conforto e a qualidade!<br> <br> Atenção: Antes de finalizar sua compra, certifique-se de que as dimensões do produto sejam adequadas para serem transportadas pelos elevadores, portas, escadas e corredores de sua residência. Ressaltamos que não nos responsabilizamos pelo transporte do produto por meios específicos, como escadas, guinchos ou içamentos.","{""cor"":""Branco"",""marca"":""Ortobom"",""tamanho"":""Solteiro""}",Ortobom,Solteiro,,Branco,,,,,,,,,,,,,,,,,,,Ortobom,Solteiro,Box,Branco,Madeira,150kg,"Antiácaro, antialérgico, antifungo, antimofo, Molas Ensacadas",Espuma D33 Pró Aditivada de Alta Performance,Com Baú,Não informado,Não informado,188cm,120KG,Não informado,Não informado,D33,Não informado,Light,35cm,Não informado,17cm,Intermediário,,,,,,,,,,,,,Andrei,
acostaricacolchoes||34839S3122,kda3adk8k6,Cama,Cama Box Casal: Colchão Molas Herval Maxspring Cardiff + Base CRC Suede Brown(138x188),<br>Conjunto Box Casal: Colchão Molas Herval Maxspring Cardiff + Base CRC Suede Brown(138x188)<br>Abaixo segue os produtos do KIT: Conjunto Box Casal: Colchão Molas Herval Maxspring Cardiff + Base CRC Suede Brown(138x188)<br><br><br> Colchão Casal Molas Maxspring Cardiff Pillow Top (138x188x30) - Herval<br><br> Marca: Herval<br><br>Dimensões(Cm): Comprimento(Profundidade): 188cm x Largura: 138cm x Altura: 30cm<br> Vantagens Extras de Colchão<br> - Ecologicamente Correto<br> - Tecnologia Européia<br> Tipo de Pillow<br> - Pillow Top Americano<br> Tecido com Tratamento<br> - AntiÁcaro e AntiFungo<br> Tipo de Bordado do Tecido de Revestimento<br> - Localizado<br> Tipo Tecido de Forração Revestimento<br> - Fibras de Bambu<br> Tipo de Forração do Revestimento Inferior<br> - Antiderrapante<br> Modo de Utilização<br> - One Side<br> Tipo de Mola<br> - Maxspring<br> Nível de Firmeza do Colchão<br> - Firme<br> Peso Máximo Suportado<br> - 140 kg<br> Certificação de Qualidade<br> - Qualidade Aprovada<br> - INMETRO<br> - ISO 9001<br> - Selo Abicol<br> - Ecologicamente Correto<br> Nossa Avaliação<br> - Qualidade Muito Boa<br> Tempo de Garantia<br> - 12 meses<br><br><br> Cama Box Base Casal Universal Suede Brown (138x188x20) - Costa Rica<br><br> Marca: A Costa Rica<br><br>Dimensões(Cm): Comprimento(Profundidade): 188cm x Largura: 138cm x Altura: 33cm<br> Forração de Revestimento da Cama Box<br> - Tecido<br> - Antiderrapante<br> - Poliéster<br> - Tecido de Alta Qualidade<br> Cor da Forração Revestimento Cama Box<br> - Marrom<br> Características Gerais<br> - Não acompanha Cantoneira<br> Sobre a Cama Box Base<br> - Informações da Cama Box Base<br> - Vantagens<br> Características Internas Cama Box<br> - Estrutura de Madeira<br> Sobre os Pés para Cama Box<br> - Pés foto ilustrativa<br> - Pés Fixos Madeira/ABS<br> Altura dos pés da Cama Box<br> - 12cm<br> Suporte de Peso da Cama Box<br> - 150 Kg<br> Altura da Cama Box com os pés<br> - 32 cm altura<br> Outras Vantagens da Cama Box<br> - Como Escolher o Colchão do seu Conjunto Box<br> - Outras Informações da Cama Box Base<br> Tempo de Garantia da Cama Box<br> - 3 meses<br> Certificação de Qualidade<br> - Qualidade Aprovada<br> - Selo Ecologicamente Correto<br> - Garantia de Qualidade Costa Rica<br> - Certificação de Segurança<br> Nossa Avaliação da Cama Box<br> - Qualidade Muito Boa<br><br>Imagens Meramente Ilustrativas.<br>Não nos responsabilizamos pela montagem/instalação dos produtos.<br>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor.,"{""marca"":""Herval"",""tamanho"":""Casal""}",Herval,Casal,,,,,,,,,,,,,,,,,,,,,Herval,Casal,Box,Brown,Madeira,140 kg,AntiÁcaro e AntiFungo,Molas,Não acompanha Cantoneira,Não informado,Não informado,188cm,Não informado,Não informado,Não informado,Não informado,Suede,Molas,30cm,Pillow Top,30cm,Firme,,,,,,,,,,,,,Andrei,
plumaespumas||15297-2,jk4aj3h211,Cama,Cama Box Casal Bipartido Tecido Sintético Marrom com Colchão De Molas Ensacadas - Probel Evolution,"<p>O Conjunto Cama Box Casal Bipartido com Colchão De Molas Ensacadas Evolution Probel é uma combinação que oferece uma solução completa, praticidade e agilidade na aquisição de sua nova cama. O Colchão De Molas Ensacadas Evolution Probel é indicado para pessoas de até 150kg proporcionando conforto médio, o que lhe confere maciez e conforto durante o sono sem prejudicar sua coluna. A Base Box é confeccionada com estrutura de madeira 100% reflorestada com tratamentos anticupim e antimofo, proporcionando alta durabilidade e resistência do produto. Possui excelente acabamento, totalmente em material sintético com cantoneiras plásticas para proteção, o que lhe confere requinte e sofisticação em qualquer ambiente.<br><br>Especificações Técnicas Colchão:<br>- Marca: Probel;<br>- Tipo de Mola: Ensacadas;<br>- Proteções: Antiácaro - Antialérgico - Antifungo - Antimofo;<br>- Acabamento: Bordado em Matelassê;<br>- Matéria prima: Espuma/Molas/Tecido;<br>- Tipo de conforto: Intermediário;<br>- Peso máximo recomendado: até 150kg (por pessoa);<br>- Garantia: 12 meses na estrutura e 3 meses no tecido;<br>- Dimensões do produto (largura x comprimento x altura) Casal: 138x188x32cm<br><br>Especificações Técnicas Base Box:<br>- Marca: Bello Box;<br>- Material: Madeira tratada;<br>- Peso máximo recomendado: até 150 Kg (por pessoa);<br>- Altura da base: 28cm;<br>- Altura dos pés: 12cm;<br>- Revestimento: tecido sintético;<br>- Garantia: 3 meses;<br>- Dimensões do produto (largura x comprimento x altura) Casal Bipartido: 138x188x40cm.</p><p>Importante:<br>-As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto;<br>- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente ou sua percepção visual;<br>- Não nos responsabilizamos em subir pelas escadas ou içar o produto.<br>- Montagens, desmontagens e instalações são responsabilidades do cliente. Estes serviços não estão inclusos no valor do produto. Para evitar imprevistos na sua entrega, confira as dimensões do produto no momento da compra e certifique-se de que ele passará por elevadores, portas, escadas e corredores.</p>","{""cor"":""Marrom"",""marca"":""Probel"",""tamanho"":""Casal""}",Probel,Casal,,Marrom,,,,,,,,,,,,,,,,,,,Probel,Casal,Box,Marrom,Madeira,150kg,"Antiácaro, Antialérgico, Antifungo, Antimofo","Espuma, Molas, Tecido",Bipartido,Não informado,Não informado,188cm,150kg,Não informado,Não informado,Não informado,Sintético,Molas Ensacadas,32cm,Não informado,32cm,Intermediário,,,,,,,,,,,,,Andrei,
magazineluiza||200857166,200857166,Cama,Cama Solteiro com Iluminação em LED,,"{""cor"":""Lilás""}",,,,Lilás,,,,,,,,,,,,,,,,,,,Não informado,Solteiro,Cama,Não informado,Não informado,Não informado,Com Iluminação em LED,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,,,,,,,Andrei,
tgncolchoes||15446-5,jjb9eg65e4,Cama,Cama Box Baú King 193 Bipartido Tecido Suede Bege com Colchão de Molas Ensacadas Evolution - Probel - 72x193x203,"<p>O Conjunto Cama Box Com Baú King Bipartido com Colchão de Molas Ensacadas Evolution Probel é uma combinação que oferece uma solução completa, praticidade e agilidade na aquisição de sua nova cama. O Colchão de Molas Ensacadas Evolution Probel é indicado para pessoas de até 150kg proporcionando conforto médio, o que lhe confere maciez e conforto durante o sono sem prejudicar sua coluna. A Cama Box com Baú é a alternativa ideal para maior aproveitamento do quarto, pois oferece espaço extra e praticidade. Formado por duas camas de 96cm cada, facilita na passagem por elevadores e corredores. Produto de alta durabilidade, resistente e excelente acabamento, totalmente em tecido suede com cantoneiras plásticas para proteção, o que lhe confere requinte e sofisticação em qualquer ambiente.Especificações Técnicas Colchão:- Marca: Probel.- Tipo de Mola: Ensacadas.- Proteções: Antiácaro - Antialérgico - Antifungo - Antimofo.- Acabamento: Bordado em Matelassê.- Matéria prima: Espuma/Molas/Tecido.- Tipo de conforto: Intermediário.- Peso máximo recomendado: até 150kg (por pessoa).- Cor: Cinza.- Garantia: 24 meses para a estrutura e 3 meses para o tecido.- Dimensões do produto (altura x largura x comprimento) 32x193x203cm. Especificações Técnicas da Cama Baú:- Material: Madeira tratada.- Proteções: Antiácaro, Antialérgico, Antifungo, Antimofo.- Peso máximo recomendado: até 100kg (por pessoa).- Altura do baú: 40cm (35cm com 6cm dos pés).- Revestimento: Tecido Suede.- Cor: Bege.- Quantidade de Pés: 12 pés.- Material dos pés: Plástico.- Garantia: 3 meses.- Tamanho: King.- Dimensões do produto (altura x largura x comprimento): 40x193x203cm.*ATENÇÃO:-Verifique se as dimensões dos produtos passam por elevadores, portas, escadas e corredores.-Não nos responsabilizamos pelo transporte dos produtos por escadas, guinchos, içamentos ou quaisquer outros meios específicos de transporte.-As imagens ambientadas são meramente ilustrativas e podem apresentar itens que não compõe o produto.- As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente ou sua percepção visual.</p>","{""caracteristicas_do_box"":""Baú"",""marca"":""Probel"",""tamanho"":""King""}",Probel,King,,,,,,,Baú,,,,,,,,,,,,,,Probel,King,Box Baú,Bege,Madeira tratada,100kg,Bipartido,Tecido Suede,"Antiácaro, Antialérgico, Antifungo, Antimofo",Não informado,Não informado,203cm,150kg,"Espuma, Molas",Não informado,Não informado,Suede,Molas Ensacadas,40cm,Não informado,32cm,Intermediário,,,,,,,,,,,,,Andrei,
lojaluxhome||KITLUX0001_PT,aggg53jeja,Cama,Cama Box Baú Casal Suede + Colchão Casal Light Espuma D23 Ortobom 64x138x188,"Dormir em uma cama aconchegante e ter uma noite tranquila de sono faz com que você acorde disposto no dia seguinte, não é mesmo? Por isso, a escolha do seu colchão é tão importante. E para ter um descanso completo, você pode apostar no modelo Light: além de lindo e moderno, ele vai fazer a diferença <br>na sua qualidade de vida. Gostou? <br> <br>As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente e a sua percepção visual.<br> <br> Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.<br> <br>Especificações Técnicas Colchão:<br> - Light D23 ;<br> - Marca: Ortobom;<br> - Proteções: Antiácaro - Antialérgico - Antifungo - Antimofo;<br> - Acabamento: Viscopoli (51% Viscose e 49% Poliéster);<br> - Matéria prima: D23 Selada / Espuma / Tecido;<br> - Tipo de conforto: Firme;<br> - Peso máximo recomendado: até 80 Kg (por pessoa);<br> - Dimensões (alturaxlarguraxcomprimento): 20x138x188cm.<br> <br>Características do Baú:<br> - Estrutura Interna: Todos os nossos produtos são produzidos com madeira e estrutura articulada de ferro com pistão de gás;<br>- Estrutura Externa: Revestimento Tecido Suede;<br>- Tratamento Antiácaro: Sim;<br> - Tratamento Antialérgico: Sim;<br> - Saida de Ventilação: Sim;<br>- Suporta até (kg): 150 Kg;<br>- Necessita Montagem: Não;<br>- Ambiente: Quarto;<br>- Contém 02 puxadores, para maior facilidade na abertura;<br> - Contém 01 arco na parte de trás para o colchão não escorregar;<br>- Altura: 37 cm;<br>- Largura: 138 cm;<br>- Profundidade: 188 cm;<br>- Possui Pés: Sim;<br>- Altura dos Pés: 7 cm.<br> <br> Verifique nossas politicas internas para que não haja nenhuma dúvida no processo de entrega ao finalizar a compra, pois não fazemos a montagem e desmontagem do produto e/ou portas e janelas, transporte pela escada ou içamento pelo lado de fora do prédio.<br>","{""marca"":""Ortobom"",""tamanho"":""Casal"",""tipo"":""Box""}",Ortobom,Casal,Box,,,,,,,,,,,,,,,,,,,,Ortobom,Casal,Box,Não informado,Madeira e ferro,150 Kg,"Antiácaro, Antialérgico, Antifungo, Antimofo",Espuma D23 Selada,"Estrutura Interna: Todos os nossos produtos são produzidos com madeira e estrutura articulada de ferro com pistão de gás, Estrutura Externa: Revestimento Tecido Suede, Tratamento Antiácaro: Sim, Tratamento Antialérgico: Sim, Saida de Ventilação: Sim, Suporta até kg: 150 Kg, Necessita Montagem: Não, Ambiente: Quarto, Contém 02 puxadores para maior facilidade na abertura, Contém 01 arco na parte de trás para o colchão não escorregar, Altura: 37 cm, Largura: 138 cm, Profundidade: 188 cm, Possui Pés: Sim, Altura dos Pés: 7 cm",Não informado,Não informado,188 cm,80 Kg,Viscopoli 51 Viscose e 49 Poliéster,Não informado,D23,Suede,Light,37 cm,Não informado,20 cm,Firme,,,,,,,,,,,,,Andrei,
casah||TEB1425C,echaj0ab3c,Cama,Cama Solteiro Adesivada Nuvens Menina com Colchão,"<p>Cama Solteiro Juvenil Barcelona Adesivada Nuvens Meninas com Colchão</p> <p>Ref. 1425</p> <p>A Cama Barcelona Adesivada Nuvens Meninas é a cama que você procurava para completar seu dormitório com beleza e conforto.</p> <p>A Coleção Nuvens Meninas foi desenvolvida por nossos designers oferecendo um visual exclusivo, descontraído e divertido ao ambiente.</p> <p>Perfeita para ter ótimas noites de sono, com todo o espaço necessário para dormir bem recuperando as energias durante toda a noite.</p> <p>Feita em MDF e MDP e seu acabamento é feito com pintura UV brilhante tornando-a um produto resistente e com aspecto de novo por muito mais tempo.</p> <p>É uma excelente escolha para acomodar colchões de solteiro na medida de 88 cm de largura.</p> <p>Informações do produto:</p> <p>Altura: 107 cm</p> <p>Largura: 96 cm</p> <p>Comprimento: 195 cm</p> <p>Cor do produto: Branca</p> <p>Material: MDF/MDP</p> <p>Colchão Incluso: Sim (88cm x 188cm - solteiro)</p> <p>Tipo de Colchão: Espuma D20 (14cm altura)</p> <p>Garantia: 3 meses contra defeito de fabricação.</p> <p>Peso máximo suportado: 95 kg</p> <p>Itens Inclusos:</p> <p>01 Cama Solteiro e Adesivos que já vem aplicados no produto.</p> <p>01 Colchão Solteiro D20 88cm x 188cm.</p> <p>Kit completo para montagem, manual detalhado de instruções.</p> <p>Informações complementares:</p> <p>Fotos meramente ilustrativas do produto no ambiente.</p> <p>Verificar descrição e tamanho do produto antes da compra.</p> <p>Avaliar a mercadoria no ato do recebimento e recusar em caso de divergência ou avarias.</p> <p>Mantenha as informações de contato e endereço de entrega atualizados para entrarmos em contato caso necessário.</p> <p>Sugerimos a contratação de um montador profissional para a montagem do produto. Não nos responsabilizamos por avarias causadas no ato da montagem.</p> <p>Não nos responsabilizamos pela montagem e desmontagem do produto no ato da entrega e devolução, assim como os custos gerados nestas situações.</p> <p>A transportadora entregará o produto no andar térreo do endereço de entrega.</p> <p>Não nos responsabilizamos por subir escadas, corredores e elevadores ou transporte por guincho em apartamentos.</p>","{""cor"":""Branco"",""marca"":""CasaH"",""material_da_estrutura"":""MDF, MDP"",""tamanho"":""195 cm""}",CasaH,195 cm,,Branco,"MDF, MDP",,,,,,,,,,,,,,,,,,Barcelona,Solteiro,Cama,Branca,MDFMDP,95 kg,Adesivada Nuvens Meninas,MDFMDP,Não informado,Nuvens Meninas,Juvenil,195 cm,Não informado,Não informado,Não informado,D20,Não informado,Espuma,107 cm,Colchão Incluso,14cm,Não informado,,,,,,,,,,,,,Andrei,
shopjm2||46419,ga041g7fj9,Cama,Mini Cama Montessoriana Menta Casinha Com Led E Voal Branco Jhulia Divaloto Com Colchão Probel,"<p>Dimensões da cama: Largura: 80 cm; Profundidade 160 cm; Altura 160 cm.</p><p>Dimensões do Colchão: Largura 68 cm; Profundidade 148 cm; Altura 12 cm.</p><p>Itens Inclusos: 1 cama montessoriana 1 colchão Probel. </p><p>Acompanha fio de led no tamanho de 2mts com 10 lâmpadas<br></p><p>Colchão indicado: 70 x 1,50</p><p>Confira este super lançamento da Divaloto, a mini cama montessoriana casinha e o produto ideal para a decoração do quarto das crianças. Pensando na autonomia e independência, acompanha o estilo montessoriano no qual o colchão fica mais próximo do chão. Possui um kit de led em formato de Bolinhas, que pode ser distribuído da forma que preferir por cima da cama, auxiliando na iluminação do quarto das crianças para a hora de dormir. </p><p>Colchão tamanho padrão infantil 148 x 68 x 12 cm</p><p>Espuma D18</p><p>Tecnologia antiácaros</p><p>Qualidade e garantia Guarda Costas Probel</p><p>Recomendações de uso, manutenção e limpeza: Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente a luz solar e à umidade</p><p>Garantia : 3 meses</p><p>OBS: Foto meramente ilustrativa, obejtos e decoração não fazem parte do produto.</p>","{""marca"":""Probel""}",Probel,,,,,,,,,,,,,,,,,,,,,,Divaloto,Mini,Cama Montessoriana,Menta,Não informado,Não informado,"Casinha, Com Led, Voal Branco, Estilo Montessoriano",Não informado,Não informado,Não informado,Casinha,160 cm,Não informado,Não informado,Não informado,D18,Não informado,Infantil,160 cm,"Fio de led com 10 lâmpadas, Colchão Probel",12 cm,Não informado,,,,,,,,,,,,,Andrei,
zamori||39509,ej60de4c17,Cama,Cama Infantil Montessoriana Casinha Dossel Zig Zag 3 Grades Proteção Angel P04 Branco - Lyam Decor,"<p>Fazer a decoração do quarto das crianças é sempre muito especial e divertido. O espaço precisa ser confortável para que elas possam dormir tranquilamente, além de ser funcional para os momentos de brincar e estudar. Pensando nisso a Cama Infantil Montessoriana Casinha Dossel Zig Zag 3 Grades Proteção Angel P04 Branco - Lyam Decor é a melhor opção!<br> Super aconchegante e produzida com materiais de qualidade excelente, ela torna o ambiente lúdico, alegre e cheio de personalidade, trazendo consigo toda a identidade do universo infantil. Toda criatividade e diversão estarão expostas no quarto do seu pequeno, garanta já a sua!!</p> <p>Dimensões ( L x A x P):<br> 158,2 x 134,5 x 81 cm </p> <p>Características:<br> Estrutura 100% em MDF.<br> Estrados reforçados de Madeira e MDF 9mm.<br> 2 Grades de proteção lateral em formato nuvem.<br> Dossel na cor Zig Zag, com bolsos laterais e janelinha de tule.<br> Produto na cor Branco com pintura atóxica e acabamento U.V acetinado.<br> Suporta até 30kg na cama sem impacto.<br> Idade recomendada de 2 à 5 anos.<br> Tamanho indicado do colchão: 150 x 70.</p> <p>Informações importantes:<br> - Certificação Disney: Você está adquirindo um produto produzido por uma fábrica certificada pela Disney, que exige os mais altos padrões de qualidade e responsabilidade socioambiental internacionalmente reconhecidos.<br> - Inmetro: este produto é certificado pelo Inmetro, seguindo altíssimos padrões de segurança.<br> - Tintas atóxicas: Um dos maiores riscos para as crianças é a exposição a materiais tóxicos, por isso utilizamos somente tintas atóxicas comprovadas através de laudos, as tintas utilizadas nos desenhos (serigrafia e impressão digital) são importadas dos EUA ou da Inglaterra.<br> - Produto entregue desmontado, acompanha manual de montagem.<br> - Sistema de montagem com parafusos, porcas plásticas, pregos e cavilhas.<br> - A limpeza do móvel deve ser feita com pano macio seco ou ligeiramente umedecido em água limpa e depois um pano seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente.<br> - Lavar o Dossel levemente à mão, com temperatura máxima de 30, não usar alvejante. Secar em secador rotativo (centrifugar) e passar em temperatura baixa (máxima de 110C). Lavar a seco com percloroetileno.</p> <p>Observações importantes:<br> - Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidade excessivos.<br> - Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor.<br> - As imagens são meramente ilustrativas, não acompanham objetos de decoração e eletrônicos.<br> - Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine o comprovante de recebimento.<br> - Montagem, desmontagem e outras instalações serão de responsabilidade do cliente. Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou pelo transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br> - Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.</p>","{""cor"":""Branco"",""tema"":""Casinha""}",,,,Branco,,,,,,Casinha,,,,,,,,,,,,,Lyam Decor,Infantil,Montessoriana Casinha Dossel,Branco,MDF,30kg,"Estrados reforçados de Madeira e MDF 9mm, 2 Grades de proteção lateral em formato nuvem, Dossel na cor Zig Zag com bolsos laterais e janelinha de tule, pintura atóxica e acabamento UV acetinado","MDF, Madeira",Não informado,Zig Zag,Casinha,1582 cm,Não informado,Não informado,Não informado,Não informado,Tule,Não informado,1345 cm,3 Grades de proteção,Não informado,Não informado,,,,,,,,,,,,,Andrei,
