title,description,Unnamed: 2,Atributos <empresa terceira>,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,AtributosAI-PAVE-BR,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Atributos Multimídia,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
"Guarda Roupa 100% MDF Casal 2,67m com 2 portas de correr e espelho TW603E Dalla Costa","Tenha mais espaço e praticidade para o dia a dia com o Guarda Roupa TW603E Dalla Costa. Ele possui duas portas de correr, sendo uma com espelho, quatro gavetas, três cabideiros e nove prateleiras para você acomodar suas roupas, calçados e demais itens. Além disso, possui lindo detalhe ripado na parte externa, deixando o ambiente atemporal e dando um toque de sofisticação. É fabricado 100% em MDF e acabamento em pintura UV com 6 camadas de proteção, garantindo maior durabilidade ao produto.<br><strong>ATENÇÃO: Produto contém vidro e/ou espelho, sendo passível de avarias no transporte. Necessário que seja conferido minuciosamente na hora da entrega e em caso de avarias deverá ser recusado o recebimento ou anotado no comprovante de entrega junto ao entregador. Não aceitaremos reclamações posteriores.</strong><br>Uso e conservação:<br>Para limpeza use um pano limpo e levemente umedecido em água. Logo após, seque a superfície com um pano seco e macio. Não use água.<br>Outras informações:<br>Os móveis são entregues desmontados e com manual de montagem, salvo algumas exceções. Não efetuamos montagens, desmontagens e instalações - que deverão ser contratadas pelo cliente.<br>As imagens ambientadas são ilustrativas e podem apresentar itens que não compõe o produto. Objetos decorativos que aparecem na foto não acompanham o produto.<br>As cores do produto podem variar de acordo com o monitor, a iluminação do ambiente ou sua percepção visual. Também não podemos garantir que a cor comprada será igual a algum produto que você já possua, mesmo que as cores tenham nomes iguais.<br>Confira as dimensões do produto e embalagem antes da compra e certifique-se de que passará por portas, escadas, elevadores ou corredores. <br>A nossa entrega se limita ao andar térreo e não inclui a subida de lances de escada, elevadores ou içamento de produtos, devendo esse serviço ser contratado à parte por conta do cliente.","{""marca"":""Dalla Costa"",""quantidade_de_portas"":""2 Portas"",""tamanho"":""Casal""}",,Dalla Costa,,2 Portas,Casal,,,,,,,,,,,,Não informado,Dalla Costa,4,2,Casal,Guarda-Roupa,MDF,Não informado,com espelho,MDF,9,267m,de correr,de correr,3 cabideiros,Não informado,Off White,Dalla Costa,4 Gavetas,2 Portas,Casal,,MDF,,Correr
Guarda Roupa 7 Portas com Espelho Jeju Freijó Off White,"<p>Esse Guarda Roupa é perfeito para você que procura sofisticação e versatilidade para o seu ambiente.</p> <p>Feito em MDP, com quatro gavetas com corrediças telescópicas, possui um nicho e seis prateleiras amplas e espaçosas podem ser utilizadas para guardar edredons, cobertores, caixas e sapatos</p> <p>Acompanha espelho para fixação das portas.</p> <p>Medidas Do Guarda Roupa:</p> <p>Altura: 212 cm</p> <p>Largura: 177 cm</p> <p>Comprimento: 47 cm</p> <p>Informações do Guarda Roupa:</p> <p>Cor: Freijó/ Off White</p> <p>Gavetas: Sim (4) com corrediças telescópicas</p> <p>Prateleiras: Sim (6)</p> <p>Nichos:Sim (1)</p> <p>Cabideiros: Sim (2) em aluminio </p> <p>Portas: Sim (7)</p> <p>Puxadores: Sim (10) MDF</p> <p>Pés: Sim (6) PVC</p> <p>Material: MDP</p> <p>Acompanha espelho para fixação das portas.</p> <p>Itens Inclusos:</p> <p>01 Guarda Roupa </p> <p>01 Espelho</p> <p>Kit completo para montagem, Manual detalhado de instruções para montagem</p> <p>Garantia</p> <p>3 meses contra defeito de fabricação</p> <p>Informações Adicionais:</p> <p>Fotos meramente ilustrativas do produto no ambiente.</p> <p>Os objetos que ambientam as fotos não acompanham o produto;</p> <p>Verificar descrição e tamanho do produto antes da compra.</p> <p>Avaliar a mercadoria no ato do recebimento e recusar em caso de divergência ou avarias.</p> <p>Mantenha as informações de contato e endereço de entrega atualizados para entrarmos em contato caso necessário.</p> <p>Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente à luz solar e à umidade.</p> <p>Sugerimos a contratação de um montador profissional para a montagem do produto. Não nos responsabilizamos por avarias causadas no ato da montagem.</p> <p>Não nos responsabilizamos pela montagem e desmontagem do produto no ato da entrega e devolução, assim como os custos gerados nestas situações.</p> <p>A transportadora entregará o produto no andar térreo do endereço de entrega.</p> <p>Não nos responsabilizamos por subir escadas, corredores e elevadores ou transporte por guincho em apartamentos.</p>","{""marca"":""Moval"",""tamanho"":""Casal""}",,Moval,,,Casal,,,,,,,,,,,,Freijó Off White,Jeju,4,7,Não informado,Guarda Roupa,MDP,Não informado,com Espelho,MDP,6,47 cm,Sim,Não informado,com corrediças telescópicas,Não informado,Freijó e Off White,CasaH,4 Gavetas,7 Portas,Casal,,MDP,,Convencional
Guarda Roupa 4 Portas 2 Gavetas Astro D02 Ebano Touch - Mpozenato,"Procurando um <strong>guarda roupa</strong> que faça do seu dormitório um ambiente muito elegante, organizado e funcional e ainda não encontrou? Sua procura acabou graças ao <strong>Guarda Roupa Astro</strong>.<br><br>O <strong>guarda roupa Astro</strong> é ideal para dormitórios de solteiro e juvenil, com espaço limitado. Composto por 2 gavetas com bastante espaço, 4 prateleiras e 2 cabideiros dispostos no mesmo compartimento facilitam a visualização das roupas. Sem dúvidas é um <strong>roupeiro</strong> completo que dá praticidade ao seu dia a dia e possui um design super moderno deixando aquele lugarzinho de descanso lindo e aconchegante como você merece!<br><br>Esse guarda roupa tem um diferencial que se destaca bastante que é a sua estrutura que foi produzida em MDP de alta qualidade para dar resistência e durabilidade ao móvel!<br><br>Garanta já o seu!<br><br><strong>Dimensões do Produto:</strong><br><strong>Largura: </strong>110 cm.<br><strong>Altura: </strong>201 cm.<br><strong>Profundidade: </strong>47 cm.<br><strong>Peso: </strong>62 Kg.<br><br><strong>Características dos Produtos: </strong><br><strong>Material da Estrutura: </strong>MDP.<br><strong>Peso Suportado: </strong>5kg por prateleira, 3kg por gaveta, 10kg base.<br><strong>Acabamento: </strong>Pintura UV.<br><strong>Escala de Brilho: </strong>Fosco.<br><strong>Possui Pés: </strong>Sim.<br><strong>Possui Gaveta: </strong>Sim.<br><strong>Quantidade de Gavetas: </strong>2 Gavetas.<br><strong>Tipo de Corrediça: </strong>Telescópica.<br><strong>Possui Prateleiras: </strong>Sim.<br><strong>Quantidade de Prateleiras: </strong>2 Prateleiras.<br><strong>Possui Portas: </strong>Sim.<br><strong>Quantidade de Portas: </strong>4 Portas.<br><strong>Tipo de Portas: </strong>Convencional.<br><strong>Possui Cabideiros: </strong>Sim.<br><strong>Quantidade de Cabideiros: </strong>2 Cabideiros.<br><strong>Diferenciais: </strong><br>- Design Moderno.<br>- Amplo espaço interno.<br>- Ideal para quarto solteiro.<br><strong>Sistema de montagem: </strong>Parafusos/ Cavilhas/ Pregos.<br><strong>Manual de montagem: </strong>Sim.<br><strong>Complexidade da Montagem: </strong>Alta.<br><strong>Conteúdo da Embalagem: </strong>1 Roupeiro.<br><strong>Volumes: </strong>1 Volume.<br><strong>Garantia do fabricante: </strong>90 dias contra defeito de fabricação.<br><strong>Montagem: </strong>Aconselhamos que seja feita por um profissional.<br><strong>Recomendação de limpeza: </strong>Utilize pano levemente úmido.<br><br><strong>Observações importantes:</strong><br>- Produto para uso residencial em ambiente interno, não devendo ficar exposto diretamente ao sol, calor e umidades excessivas.<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto real, por conta do tratamento de imagens e a calibração de cores do seu monitor.<br>- As imagens são meramente ilustrativas, não acompanham objetos de decoração e eletrônicos.<br>- Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine o comprovante de recebimento.<br>- Montagem, desmontagem e outras instalações serão de responsabilidade do cliente. Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou pelo transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br>- Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.","{""cor"":""Ébano Touch"",""marca"":""Mpozenato"",""tamanho"":""Solteiro""}",Ébano Touch,Mpozenato,,,Solteiro,,,,,,,,,,,,Ebano Touch,Mpozenato,2 Gavetas,4 Portas,Não informado,Guarda Roupa,MDP,Moderno,Não informado,MDP,2 Prateleiras,Não informado,4 Portas,Convencional,"2 Gavetas com bastante espaço, 4 prateleiras e 2 cabideiros dispostos no mesmo compartimento",Não informado,Ebano Touch,Mpozenato,2 Gavetas,4 Portas,solteiro,,MDP,Moderno ,Convencional
Guarda Roupa De Casal 6 Portas e 2 Gavetas 1.80m Branco Havana Shop Jm,"<p>Dimensões do produto:Largura 180 cm; Profundidade 47 cm; Altura 207 cm;</p><p>Itens Inclusos:1 Guarda Roupa</p><p>Material da estrutura em MDP</p><p>06 Portas com excelente espaço interno e puxadores vero na cor bronze</p><p>3 Cabideiros em alumínio</p><p>2 Gavetas internas centrais com corrediças metálicas e puxadores embutidos</p><p>Divisórias internas espaçosas</p><p>Sapateiras amplas para melhor organização</p><p>Pés em PVC que facilitam a limpeza do ambiente</p><p>Complexidade da montagem:Média, pode ser montado por mais de uma pessoa e/ou necessite de maior conhecimento para montagem.</p><p>Recomendações de uso, manutenção e limpeza:Limpar com flanela ou pano macio seco, não utilizar produtos abrasivos, desengordurantes, álcool ou solvente. Não expor o produto diretamente a luz solar e à umidade</p><p>Garantia:3 meses<br><br>OBS: Foto meramente ilustrativa, objetos, utensílios e decoração não fazem parte do produto.</p><p>Manual de Montagem e Instalação</p>","{""tamanho"":""Casal""}",,,,,Casal,,,,,,,,,,,,Branco,Havana Shop Jm,2,6,180m,Casal,MDP,Não informado,Não informado,Não informado,Não informado,180 cm,6 Portas,Não informado,"Cabideiros em alumínio, Gavetas internas centrais com corrediças metálicas e puxadores embutidos, Divisórias internas espaçosas, Sapateiras amplas, Pés em PVC",Não informado,Branco,Shop Jm,2 Gavetas,6 Portas,Casal,,MDP,,Convencional
Guarda Roupa Casal 3 Portas de Correr e 6 Gavetas c/ 3 Espelhos Spazio  Branco - Lopas,<br> Guarda Roupa Casal 3 Portas de Correr e 6 Gavetas c/ 3 Espelhos Spazio Branco - Lopas<br><br> Marca: Lopas<br><br>Dimensões(Cm): Comprimento(Profundidade): 271cm x Largura: 62cm x Altura: 241cm<br> <br> QUARTO CASAL - SOLTEIRO - INFANTIL (BENEFICIOS)<br> Vantagens Extras dos Guarda Roupas<br> - Desmontável<br> - Cabideira Metálico<br> - Divisão Ele/Ela<br> - Trilho Metálico<br> - Color Flex<br> - Trilho Superior Metálico<br> Tipo de Estrutura do Móvel<br> - MDF<br> <br> QUARTO CASAL - SOLTEIRO - INFANTIL (CARACTERISTICAS)<br> Tamanho do Guarda-Roupa<br> - Casal<br> Tipo de Pintura<br> - Ultravioleta<br> Tipo de Acabamento da Pintura<br> - Semi Brilho<br> <br> MÓVEIS (QUALIFICAÇÕES)<br> Garantia<br> - 3 meses<br><br>Imagens Meramente Ilustrativas.<br>Não nos responsabilizamos pela montagem/instalação dos produtos.<br>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor.,"{""cor"":""Branco"",""marca"":""Lopas""}",Branco,Lopas,,,,,,,,,,,,,,,Branco,Lopas,6,3,Casal,Guarda Roupa,MDF,Não informado,Não informado,Não informado,Não informado,271cm,de Correr,Não informado,3 Espelhos,Não informado,Branco,Móveis Lopas,6 Gavetas,3 Portas,Casal,,MDF,Contemporâneo,Correr
Guarda-Roupas 3 Portas 2 Gavetas com Espelho Multimóveis CR35145,"O Guarda-Roupas 3 Portas 2 Gavetas com Espelho Multimóveis CR35145 é a escolha perfeita para quem busca qualidade e praticidade. Feito com material MDP de alta resistência, possui acabamento em pintura UV que garante durabilidade e beleza ao móvel. Com três portas, duas gavetas e duas divisórias internas, oferece amplo espaço interno para organizar suas roupas e acessórios. As corrediças metálicas garantem um deslize suave das gavetas, enquanto os puxadores em ABS trazem um toque moderno ao design. Além disso, conta com espaço específico para calçados, cabideiros e espelhos integrados nas portas. Os pés em PVC conferem estabilidade ao roupeiro. <br><br>Conteúdo da Embalagem:<br>1 (um) Guarda-Roupas<br>Manual de Montagem<br>Kit Ferragem<br><br>Dimensões do produto montado:<br>Altura: 180cm | Largura: 75cm | Profundidade: 40cm<br>*Você pode consultar as medidas detalhadas na imagem técnica do produto.<br>*As cores do produto podem sofrer variações de tonalidade de acordo com as configurações do seu dispositivo.<br><br>Imagem meramente ilustrativa. Decoração não acompanha o produto.<br><br>O produto será entregue desmontado e não disponibilizamos o serviço de montagem.","{""cor"":""Rústico, Off White"",""marca"":""Multimóveis"",""quantidade_de_gavetas"":""2 Gavetas"",""quantidade_de_portas"":""3 Portas""}","Rústico, Off White",Multimóveis,2 Gavetas,3 Portas,,,,,,,,,,,,,Não informado,Multimóveis,2 Gavetas,3 Portas,Não informado,Guarda-Roupas,MDP,Não informado,com Espelho,MDP,Não informado,75cm,3 Portas,Não informado,Espelho,Não informado,Mocaccino Rústico e Natura Off White,Multimóveis,2 Gavetas,3 Portas,Solteiro,,MDP,,Convencional
Roupeiro Antares - Lanza,"Roupeiro Antares - Lanza<br> <br> Experimente o Luxo da Organização com o Roupeiro Antares! Seu espaço pessoal ganha vida com elegância e funcionalidade. Descubra a sofisticação em cada detalhe e simplifique seu dia a dia com o design inteligente do Roupeiro Antares. Organize-se com estilo e deixe sua rotina mais prática. Transforme seu ambiente com a beleza e a praticidade que só o Roupeiro Antares pode oferecer. Encomende o seu agora e viva a experiência de um guarda-roupa que vai além do armazenamento, é uma expressão de seu estilo de vida refinado.<br> <br> <br>Dimensões:<br> <br>- Altura: 234cm<br> <br>- Largura: 163cm<br> <br>- Profundidade: 56cm<br> <br> <br>Garantia: 3 meses<br> <br> <br>Outras informações:<br> <br>- Montagem não inclusa.<br> <br>- Na limpeza não utilizar produtos químicos e abrasivos, usar apenas um pano umedecido, para garantir a maior durabilidade do móvel.<br> <br>- Os objetos que ambientam as fotos não acompanham o produto.<br> <br>- Imagens meramente ilustrativas. Cores e tonalidades podem variar.<br> <br>- Antes de comprar o seu produto verifique as medidas, o local onde pretende instalar e se é necessário contratar o serviço de um profissional qualificado.","{""cor"":""Carvalho, Off White"",""marca"":""Lanza""}","Carvalho, Off White",Lanza,,,,,,,,,,,,,,,Não informado,Lanza,Não informado,Não informado,Não informado,Roupeiro,Não informado,Não informado,Não informado,Não informado,Não informado,163cm,Não informado,Não informado,Não informado,Não informado,Carvalho e Off White,Lanza,5 Gavetas,6 Portas,Casal,,MDF,,Convencional
Guarda Roupa Realeza Solteiro 2 Portas de Correr com Espelho e pés Dj Moveis,"Guarda Roupa Realeza Solteiro 2 Portas de Correr com Espelho e pés<br> O Guarda Roupa Realeza é um produto espaçoso pensado para o armanezamento de uma maneira funcional e prática, para isto ele conta com 2<br> portas com trilhos plástico superior e metálico inferior e 3 gavetas internas com corrediças telescópica. Para dar um toque especial, ele possui um<br> puxador embutido e apliques horizontais na cor bronze em sua porta esquerda, além de vistas externas de 12mm, o que dá todo requinte para<br> seu ambiente, ainda conta com 2 nichos e 1 prateleira para organizar seus objetos, fora um espaçoso maleiro superior. <br> <br> Para roupas mais delicadas possui dois cabideiros, ambos em aluminio, tudo isto para manter suas roupas passadas e organizadas. Produzido em MDP e MDF, proveniente de madeira de reflorestamento e em pintura UV, que garante maior resistência e durabilidade. O Guarda Roupa Realeza é o produto certo para o<br> seu quarto.<br> <br> Características do Produto:<br> Marca: Dj Móveis<br> Modelo: New Realeza<br> Tipo de Guarda-roupa: Solteiro<br> Material da estrutura: MDP e MDF<br> Quantidade de portas: 2<br> Quantidade de gavetas: 3<br> Quantidade de nichos: 2<br> Quantidade de prateleiras: 1<br> Sistema das portas: Trilhos metálico e plástico<br> Possui puxador: Sim, 1 em plástico na cor bronze<br> Possui barra ante empeno: Sim, 4 na cor bronze<br> Sistema das gavetas: Corrediças telescópicas<br> Revestimento: Impressão ultravioleta U.V. alto brilho com 6 camadas<br> Possui pés: Sim, 6 pés em polipropileno altura de 50mm<br> Possui Espelho: Sim, 4 na medida 767 x 504 x 3mm<br> <br> Diferencial do Produto: <br> 2 portas deslizantes<br> Portas com antiempeno na cor bronze<br> Molduras laterais e superior<br> Cabideiros em alumínio<br> Maleiro interno<br> 3 gavetas com corrediças telescópicas<br> Puxador em ABS na cor Bronze<br> <br> Dimensões do Produto:<br> Altura: 220 cm<br> Largura: 160 cm<br> Profundidade: 53 cm<br> Peso: 127,76 Kg<br> <br> Garantia de 3 meses pelo Fabricante contra defeitos de Fabricação.<br> <br> Observações:<br> A entrega do seu produto está condicionada a disponibilidade deste serviço a CEPs selecionados, definidos pela loja através da análise do CEP informado no momento da compra. O valor e ou a gratuidade deste serviço serão informados no campo _x0093_Calcular Frete e Prazo_x0094_ com o preenchimento do CEP do local de entrega. <br> Na limpeza não utilizar produtos químicos e abrasivos, usar apenas com pano umedecido ou lavagem a seco (recomenda-se um profissional), para garantir a maior durabilidade do móvel.<br> Os objetos que ambientam as fotos não acompanham o produto.<br> Imagens meramente ilustrativas. Cores e tonalidades podem variar.<br> Ao receber a mercadoria, o cliente deve verificar as condições da embalagem, caso haja alguma avaria não assine comprovante de recebimento.<br> A desmontagem e outras instalações serão de responsabilidade do cliente.<br> Não nos responsabilizamos, no ato da entrega, por subir escadas e elevadores ou pelo transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br> Confira as dimensões do produto e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e ou corredores de sua residência.","{""tamanho"":""Solteiro""}",,,,,Solteiro,,,,,,,,,,,,Não informado,Dj Móveis,3,2,Solteiro,Guarda-roupa,MDP e MDF,Não informado,Não informado,MDP e MDF,1,160,2 Portas de Correr,Correr,"Espelho, pés",Não informado,Cacau e Off White,Dj Móveis,3 Gavetas,2 Portas,Solteiro,,MDF e MDP,,Correr
Guarda Roupa Solteiro 4 Portas e 4 Gavetas Americano Branco - Henn,<br> Guarda Roupa Solteiro 4 Portas e 4 Gavetas Americano Branco - Henn<br><br> Marca: HENN<br><br>Dimensões(Cm): Comprimento(Profundidade): 159cm x Largura: 47cm x Altura: 221cm<br> <br> CARACTERÍSTICAS DE MÓVEIS<br> Tipo de Estrutura do Móvel<br> - MDP<br> Tipo de Pintura<br> - UV<br> Tipo de Acabamento da Pintura<br> - Alto Brilho<br> Tipo de puxador<br> - ABS/PVC<br> Quantidade de Prateleiras<br> - 5 Prateleiras<br> Quantidade de Gavetas<br> - 4 Gavetas<br> Diferenciais da Gaveta<br> - c/ Corrediças Telescópicas<br> Quantidade de Portas<br> - 4 Portas de Abrir<br> Garantia<br> - 3 meses<br> <br> BENEFÍCIOS DE MÓVEIS<br> Certificação de Qualidade de Móveis<br> - Qualidade Aprovada<br> <br> 04 - CARACTERÍSTICAS E BENEFÍCIOS DOS MÓVEIS DE QUARTO<br> Tamanho do Guarda-Roupa<br> - Solteiro<br><br>Imagens Meramente Ilustrativas.<br>Não nos responsabilizamos pela montagem/instalação dos produtos.<br>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor.,"{""cor"":""Branco"",""marca"":""Henn"",""quantidade_de_gavetas"":""4 Gavetas"",""quantidade_de_portas"":""4 Portas""}",Branco,Henn,4 Gavetas,4 Portas,,,,,,,,,,,,,Branco,Henn,4 Gavetas,4 Portas,Solteiro,Guarda-Roupa,MDP,Americano,Não informado,Não informado,5 Prateleiras,159cm,4 Portas de Abrir,Abrir,Corrediças Telescópicas,Não informado,Branco,Henn,4 Gavetas,4 Portas,Solteiro,,MDP,,Convencional
Guarda Roupa Kappesberg Smart A531 Modulado Branco,"<strong>Guarda Roupa Kappesberg Smart A531 c/ 1 Porta (Componível) - Branco</strong><br> <br> Marca: <strong>Kappesberg</strong><br> Linha/Moelo: <strong>Kappesberg</strong><br><br>Dimensões(Cm): Comprimento(Profundidade): 53,00 x Largura: 40,00 x Altura: 232,00<br> <br> <strong>CARACTERÍSTICAS DE MÓVEIS</strong><br> <strong>Tipo de Estrutura do Móvel</strong><br> - 100% MDF<br> <strong>Tipo de Pintura</strong><br> - UV (Ultravioleta)<br> <strong>Tipo de Acabamento da Pintura</strong><br> - Semi Brilho<br> <strong>Tipo de puxador</strong><br> - Metálico<br> <strong>Quantidade de Prateleiras</strong><br> - 4 Prateleiras<br> <strong>Quantidade de Portas</strong><br> - 1 Porta de Abrir<br> <strong>Garantia</strong><br> - 3 Meses<br> <br> <br> <strong> Não nos responsabilizamos pela montagem/instalação dos produtos.</strong><br> <strong>Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor. </strong><br> <strong>Imagens Meramente Ilustrativas.</strong><br> <strong>Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.</strong>","{""cor"":""Branco"",""marca"":""Kappesberg"",""quantidade_de_portas"":""1 Porta"",""tipo"":""Modulado""}",Branco,Kappesberg,,1 Porta,,Modulado,,,,,,,,,,,Branco,Kappesberg,Não informado,1 Porta,Não informado,Componível,MDF,Não informado,Não informado,MDF,4 Prateleiras,5300,1 Porta de Abrir,Abrir,Não informado,Não informado,Branco,Kappesberg,, 1 Porta,Solteiro,Modulado,MDF,,Convencional
Guarda Roupa Casal Arbo 3 Portas e 6 Gavetas Flex Branco - Demóbile,"<p><strong>Guarda Roupa Casal Arbo 3 Portas e 6 Gavetas - Demóbile</strong><br>O Guarda-Roupa Arbo é um modelo com excelente espaço interno e boa distribuição para acomodação de roupas e objetos. Conta com um maleiro espaçoso e prateleiras internas para melhor organização. Seis gavetas externas e pés em PVC que facilitam a limpeza do ambiente. Duas portas de correr com trilhos metálicos para um deslizar suave e conta com um espaço para sapateira. Fabricado em MDP de alto padrão, possui acabamento resistente, proporcionado por sua pintura UV.<br><br><strong>ESPECIFICAÇÕES:</strong><br><strong>• </strong>Estrutura em MDP<br><strong>•</strong> Pintura UV<br><strong>• </strong>3 Portas sendo 2 de correr<br><strong>• </strong>Trilhos metálicos<br><strong>• </strong>Dobradiças metálicas<br><strong>• </strong>6 Gavetas externas<br><strong>• </strong>Corrediças metálicas<br><strong>•</strong> Cabideiro metálico<br><strong>•</strong> Interna com prateleiras<br><strong>• </strong>Maleiro espaçoso<br><strong>•</strong> Puxadores ABS na cor bronze<br><strong>•</strong> Espaço para sapateira<br><strong>•</strong> Montagem flex<br><strong>•</strong> Pés quadrados em PVC<br><br><strong>Dimensões:</strong><br>Tamanho do Produto (L x A x P): 189 x 212 x 47 cm<br><br><strong>Garantia:</strong> 3 meses<br><strong>Montagem:</strong> O Produto vai desmontado com manual e todos acessórios. Recomendamos que a montagem seja feita por um profissional<br><strong>Recomendação de Limpeza:</strong> Utilize pano levemente úmido<br><br><strong>Observações:</strong><br>- A <strong>LOJA</strong> se responsabilizará pela entrega dos produtos até aonde as rodovias alcançam, entregas fluviais ou aéreas devem ser cotadas a parte.<br>- As imagens são ilustrativas, não acompanham objetos de decoração.<br>- Pode haver alguma diferença de tonalidade entre a imagem e o produto, por conta do tratamento de imagens e a calibração de cores da sua tela.<br>- A montagem será de responsabilidade do comprador. Entregamos até a porta de entrada da residência ou até a portaria do condomínio. Não nos responsabilizamos, no ato da entrega, por subir escadas/elevadores ou transporte por guincho em apartamentos. Eventuais despesas são de responsabilidade do comprador.<br>- Confira as dimensões do produto no momento da compra e certifique-se de que passará normalmente por supostos elevadores, portas, escadas e/ou corredores de sua residência.<br>Para mais informações, acesse nossa Central de Atendimento.</p>","{""marca"":""Demóbile"",""tamanho"":""Casal""}",,Demóbile,,,Casal,,,,,,,,,,,,Branco,Demóbile,6 Gavetas,3 Portas,Casal,Guarda-Roupa,MDP,Não informado,Não informado,MDP,Não informado,189 cm,2 de correr,Correr,"Maleiro, Sapateira",Não informado,Branco,Demóbile,6 Gavetas,3 Portas,Casal,,MDP,,Correr
Guarda-roupa Ollie 6 Portas 2 Gavetas 9 Prateleiras com Espelho,"Descubra o Guarda-Roupa Ollie, uma peça essencial para o seu espaço de organização e estilo. Este guarda-roupa oferece acesso descomplicado e amplo espaço para suas roupas e acessórios. Fabricado com materiais resistentes, o Guarda-Roupa Ollie combina durabilidade com um design moderno. Seu interior espaçoso, equipado com prateleiras e cabideiros, permite uma organização meticulosa de suas peças favoritas. Reimagine o seu ambiente com o Guarda-Roupa Ollie, onde a praticidade se encontra com a elegância para elevar o seu espaço.","{""cor"":""Off White"",""marca"":""Móveis Lopas"",""quantidade_de_gavetas"":""2 Gavetas"",""tamanho"":""Casal""}",Off White,Móveis Lopas,2 Gavetas,,Casal,,,,,,,,,,,,Não informado,Ollie,2 Gavetas,6 Portas,Não informado,Guarda-roupa,Não informado,Moderno,com Espelho,resistentes,9 Prateleiras,Não informado,6 Portas,Não informado,prateleiras e cabideiros,Não informado,Off White,Móveis Lopas,2 Gavetas,6 Portas,Casal,,MDF e MDP,Moderno ,Convencional
Guarda Roupas Solteiro 100% MDF 2 Portas de Correr Espelho 3 Gavetas com Pés Natale,"O Guarda-Roupa Natale Robel Móveis é 100% MDF, trazendo um diferencial para seu quarto, ele conta com um moderno conceito de moldura superior frisada, sistema de corrediças telescópicas nas três gavetas internas e quatro prateleiras bem distribuídas. Além das suas duas portas de correr com sistema de roldanas anti descarrilamento, no qual uma das porta possui um espelho de 3mm de espessura, possui um tubo cabideiro e um tudo calceiro em alumínio, deixando seu ambiente organizado, confortável e prático.","{""marca"":""Robel"",""quantidade_de_portas"":""2 Portas"",""tamanho"":""Solteiro""}",,Robel,,2 Portas,Solteiro,,,,,,,,,,,,Não informado,Natale,3 Gavetas,2 Portas,Solteiro,Guarda-Roupas,MDF,Moderno,com Pés,MDF,4 prateleiras,Não informado,de Correr,com Espelho,"com sistema de roldanas anti descarrilamento, tubo cabideiro e tudo calceiro em alumínio",Não informado,Laranja,Robel Moveis,3 Gavetas,2 Portas,Solteiro,,MDF,Moderno ,Correr
Guarda Roupa 100% Mdf Panan Cecilia 6 Portas 4 Gavetas com Pés,"<p>Dimensões(Cm): Comprimento(Profundidade): 55 cm x Largura: 2,34 m x Altura: 2,31 m</p><p><br></p><p><br></p><p>Com bastante espaço interno, o Roupeiro Cecilia possui detalhes em baixo relevo nas portas que garantem um brilho especial ao produto. Os puxadores acompanham as cores do produto e deixam o visual mais clean e fácil de combinar com as demais peças do quarto.</p><p><br></p><p>CARACTERÍSTICAS DE MÓVEIS:</p><p><br></p><p>100% MDF;</p><p><br></p><p>Gavetas com corrediças telescópicas;</p><p><br></p><p>Portas com detalhe em baixo relevo;</p><p><br></p><p>Puxadores em MDF revestidos na cor do produto;</p><p><br></p><p>Possui várias prateleiras.</p><p><br></p><p><br></p><p>Garantia: 3 Meses</p><p><br></p><p><br></p><p>ATENÇÃO!</p><p><br></p><p>Não nos responsabilizamos pela montagem/instalação dos produtos. Todas as informações divulgadas são de responsabilidade exclusiva do fabricante/fornecedor. Imagens Meramente Ilustrativas. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.</p>",,,,,,,,,,,,,,,,,,Não informado,Panan,4,6,Não informado,Roupeiro,MDF,Não informado,com Pés,MDF,Não informado,234,6,com detalhe em baixo relevo,"Gavetas com corrediças telescópicas, Portas com detalhe em baixo relevo, Puxadores em MDF revestidos na cor do produto, Possui várias prateleiras",Não informado,Cinamomo,Panan,4 Gavetas,6 Portas,Casal,,MDF,,Convencional
