Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,AI-PAVE-BR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos Multimídia,Unnamed: 14,Unnamed: 15,Unnamed: 16
climario||25299,Lavadora de Roupas,Máquina de Lavar 13Kg Electrolux LPR13 Branca 127V,"Máquina de Lavar 13Kg Electrolux LPR13 Branca <p> <strong>TURBO AGITAÇÃO</strong> : Aumenta a velocidade da agitação melhorando o desempenho da lavagem. Indicado para manchas mais difíceis ou roupas mais sujas. <strong>CICLO MAIS RÁPIDOS</strong> : Ciclos rápidos que preservam o tecido do desgaste. <strong>AVANÇA ETAPAS</strong> : Com uma única tecla, você pode parar ou avançar a programação da máquina e depois retomar de onde parou. <strong>PAINEL INTUITIVO</strong> : Desenvolvido por engenheiros e Consumidores com uma única função: facilitar seu entendimento e antecipar suas necessidades. <strong>LIMPEZA DO CESTO</strong>: Essa função faz automaticamente a limpeza da máquina evitando que resíduos de outras lavagens sejam depositados nas roupas. <strong>NOVO FILTRO PEGA FIAPOS</strong> : Filtro com volume de filtragem 6 vezes maior.* *Comparado com o volume interno de filtragem do modelo LT12F. Testes segundo procedimentos internos de laboratórios da Electrolux. <strong>DISPENSER AUTOLIMPANTE COM TECNOLOGIA JET&amp;CLEAN</strong> : Jato d’água que dissolve completamente o produto, evitando manchas nas roupas e mantendo o dispenser sempre limpo. <strong>DILUIÇÃO INTELIGENTE</strong> : Os produtos diluídos são adicionados a água pelas laterais do cesto e não depositados sobre as roupas, evitando manchas. <strong>PROGRAMA EDREDOM</strong>: Programas predeterminados para limpeza de edredons e cama/banho. Facilitam o trabalho e conservam as suas roupas. <strong>DISPENSER MULTIBOX</strong>: Todos os produtos que você precisa para deixar suas roupas limpas e macias em um único compartimento. <strong>REUTILIZAÇÃO DE ÁGUA </strong> : Você pode reutilizar a água da lavagem para outros fins, como lavar o chão.</p>","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""220 V""}",Electrolux,220 V,13 kg,Branco,Electrolux,127V,13Kg,Branca,Electrolux,110V,13kg,Branco
multiloja||17253,Lavadora de Roupas,Lavadora de Roupas Brastemp BWR12A9 Automática 12kg,"A Lavadora de Roupas BWR12A9 12 kg da Brastemp é sinônimo de excelência em lavadoras, destacando-se principalmente pela sua capacidade máxima de 12 kg, sua funcionalidade ciclo tira manchas pro, ciclo edredom, ciclo antibolinhas e enxágue antialérgico.<br><br><br>Características:<br>Potência de 1500W<br>Capacidade máxima: 12 kg<br>Água quente<br>Painel de controle digital<br>Desligamento automático<br><br><br>Dimensões: <br>Altura: 107 cm <br>Largura: 63 cm<br>Profundidade: 71 cm<br>Peso: 40 kg<br><br> <br>Garantia do fornecedor: 12 meses.","{""capacidade_de_lavagem"":""12 kg"",""marca"":""Brastemp"",""voltagem"":""127 V""}",Brastemp,127 V,12 kg,,Brastemp,Não informado,12kg,Não informado,Brastemp,110V,12kg,Preto
engage-info||5538836,Lavadora de Roupas,Lavadora de Roupas Electrolux LAC13 13Kg 12 Programas Branca 127v,"A Lavadora Electrolux LAC13 conta com tecnologias para trazer muito mais praticidade para o dia a dia na hora da lavagem. Com tecnologia autolimpante Jet&amp;Clean deixa o dispenser perfeito para o próximo ciclo, ou seja, os dias de limpeza do dispenser acabaram. Também vem com um prático filtro pega fiapos, que tira seis vezes mais que outros modelos. E conta com um programa especial para tênis, edredons e peças de cama/banho, que possibilita um tratamento particular para eles, deixando-os limpos e conservados, sem danificá-los. O resultado são roupas mais limpas e menos trabalho pra você.<br><br>- Dispenser Multibox: - Todos os produtos que você precisa para deixar suas roupas limpas e macias em um único compartimento.<br><br>- Dispenser autolimpante com tecnologia Jet&amp;Clean: Jato d?água que dissolve completamente o produto, evitando manchas nas roupas e mantendo o dispenser sempre limpo.<br><br>- Diluição inteligente: Os produtos diluídos são adicionados a água pelas laterais do cesto e não depositados sobre as roupas, evitando manchas. - Novo filtro pega fiapos: Filtro com volume de filtragem 6 vezes maior.Comparado com o volume interno de filtragem do modelo LT12F. Testes segundo procedimentos internos de laboratórios da Electrolux.<br><br>- Turbo Agitação: - Aumenta a velocidade da agitação melhorando o desempenho da lavagem. Indicado para manchas mais difíceisou roupas mais sujas.<br><br>- Reutilização de água: Você pode reutilizar a água da lavagem para outros fins, como lavar o chão.<br><br>- Limpeza do cesto: Essa função faz automaticamente a limpeza da máquina evitando que resíduos de outras lavagens sejam depositados nas roupas.<br><br>- Programa Tênis / Edredom: Programas predeterminados para limpeza de tênis, edredons e cama/banho. Facilitam o trabalho e conservam as suas roupas.<br><br>- Avança etapas - Com uma única tecla, você pode parar ou avançar a programação da máquina e depois retomar de onde parou.<br><br>- Painel intuitivo - Desenvolvido por engenheiros e Consumidores com uma única função: facilitar seu entendimento e antecipar suas necessidades.<br><br>Imagens meramente ilustrativas.<br>Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.<br>ficha técnica<br>Código132728731<br>Código de barras7896584071542<br>FabricanteElectrolux<br>MarcaElectrolux<br>Dimensões Produto - cm (AxLxP)102 x 66 x 73<br>Voltagem110V ou 220V (não é bivolt)<br>Consumo (KW/h)0,40 kWh/ciclo<br>Selo ProcelSim<br>Eficiência EnergéticaA<br>PainelManual<br>Peso Aproximado do Produto (Kg)44,5<br>FunçõesEliminação de fiapos<br>FiltrosSim<br>Tipo de Abertura da TampaSuperior<br>Capacidade total (kg)13kg<br>Rotação do motor (rpm)730<br>TemperaturasAmbiente<br>Alças lateraisNão<br>Níveis de Água4<br>Programas6 ou mais<br>CestoNão<br>Pés niveladoresSim<br>Dispensers individuaisSim<br>Características da tampaVidro temperado<br>Ciclos de secagemNão<br>Cabides removíveisNão<br>DesodorizadorNão<br>CorBranco<br>Conteúdo da Embalagemlavadora e manual<br>Garantia do Fornecedor12 Meses<br>Mais Informaçõeswww.electrolux.com.br<br>Referência do ModeloLAC13<br>ModeloLAC13<br>SACSAC: 3004-8778 Capitais e demais regiões Metropolitanas e 0800-728-8778 demais regiões.<br>CertificadoIsento","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,13 kg,Branco,Electrolux,127v,13Kg,Branca,Electrolux,110V,13kg,Branco
bidushopcomerco||gazn15283x1x2,Lavadora de Roupas,Lav 13 Kg Brastemp  - Bwk13abbna,".Cor: BRANCO - Voltagem: 220 VOLTSLAV 13 KG BRASTEMPDESCRIÇÃOCapacidade: 13kgMétodo de preparo: 12Painel de controle: Digital(Tact)Voltagem: 127V, 220VClassificação energética (127V): AClassificação energética (220V): APlugue e tomada: 10 ACiclos de lavagem: Molho, lavagem, enxágue, centrifugação Função ciclo rápido: simPorta/Tampa: Vidro temperado e ABS BrancoComprimento aproximado da mangueira de entrada: 60 cmComprimento aproximado da mangueira de saída: 100 cmNíveis de água: Extra baixo, baixo, médio, alto / edredonFunção esterilização: NãoDesligamento automático: NãoReutilização de água: NãoPré-lavagem: SimFunção nível de sujeira: SimFunção auto limpeza: NãoFunção turbo lavagem: SimLava edredon: SimVelocidade de centrifugação: 700 rpmGarantia: 12 mesesDIMENSÕES DO PRODUTOAltura: 106 cmLargura: 66 cmProfundidade: 71 cmPeso: 38 kgDIMENSÕES PRODUTO EMBALAGEMAltura: 108 cmLargura: 68 cmProfundidade: 73 cmPeso: 40 kg","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Brastemp"",""voltagem"":""Bivolt""}",Brastemp,Bivolt,13 kg,Branco,Brastemp,220 VOLTS,13kg,BRANCO,Brastemp,220V,13kg,Branco
mega-mamute||14176,Lavadora de Roupas,Lavadora de Roupas Panasonic 12Kg Lavagem Ciclone NA-F120B1TB Titânio 220V,"Já pensou em lavar mais gastando menos? A Lavadora Panasonic 12 KG Titânio conta com o sistema de lavagem Ciclone (não necessita de agitador), onde possui um maior espaço interno e remove as manchas mais difíceis, com desempenho 20% maior no programa Vanish. Economize água em cada lavagem! A máquina de lavar Panasonic tem o menor consumo de água quando comparada com seus concorrentes de mesma capacidade, segundo teste de consumo e eficiência energética. É melhor para você e para o planeta!<br><br>Modelo: NA-F120B1TB<br>PN: NA-F120B1TB<br>Cor: Titânio<br>Marca: Panasonic<br><br>Características:<br>Capacidade de lavagem: 12 Kg<br>Sistema de Lavagem: Sistema Ciclone<br>Consumo de água: 7,9L/Ciclo/KG<br>Consumo de Energia (Água Fria): 0,34 kWh/ciclo<br>Performance da centrifugação: 700 rpm<br>Potência: 500W<br>Painel: Dial<br>Led Painel: Branco<br>Reuso de Água: Sim<br>Filtro de Fiapos: Sim<br>Turbo Secagem: Sim<br>Espuma Ativa: Sim<br>Alças Laterais/Pé Regulável: Sim<br>Avança Etapa: Sim<br>Sensor de Carga/Níveis de Água: Sim / 7<br>Tipo de Água: Fria<br>Número de programas: 9<br>Dispenser Sabão e Amaciante: Sim<br>Eficiência Energética: A<br>Eficiência de Centrifugação: A<br>Voltagem: 220V<br><br>Conteúdo da embalagem:<br>01 x Máquina de Lavar<br>01 x Manual de instruções<br><br>Dimensões do produto (A x L x P): 105 x 60 x 69 cm<br>Peso: 38 Kg<br>Garantia: 12 meses com o Fabricante<br>Fabricante: Panasonic<br>","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Titânio"",""marca"":""Panasonic"",""voltagem"":""220 V""}",Panasonic,220 V,12 kg,Titânio,Panasonic,220V,12Kg,Titânio,Panasonic,220V,12kg,Titânio
lojasminatel||FAUSTO1327075,Lavadora de Roupas,Lavadora de roupa lac 13 dispenser autolimpante branca electrolux,"<p><span>Não precisa mais lavar suas roupas favoritas à mão para que elas não fiquem com fiapos. A máquina de lavar LAC13 possui um volume de filtragem seis vezes maior do que as outras lavadoras*, o que evita que você passe o fim de semana tirando pelos das peças.<br><br><br>A tecnologia Jet &amp; Clean te livra de ter que ficar limpando o dispenser após cada ciclo e você ainda fica seguro com a garantia de dez anos do cesto de propileno da sua máquina de lavar Electrolux.<br><br>Dispenser Multibox<br>Em um único compartimento você vai poder depositar os produtos necessários para deixar suas roupas cheirosas e macias.<br><br>Diluição Inteligente<br>Invés de colocar os produtos diluídos sobre as roupas, com a diluição inteligente eles são adicionados a água pelas laterais do cesto, evitando manchas.<br><br>Reutilização de água<br>Quando a lavagem estiver finalizada, você poderá reutilizar a água para outros fins, como lavar o chão ou limpar o quintal.<br><br>Programa Tênis/Edredom<br>Com mais praticidade, a lavadora possui programas predeterminados para limpar o tênis, edredons e roupas de cama e de banho. Assim, você conseguirá conservar por mais tempo suas roupas.<br><br>Painel intuitivo<br>Criado para antecipar suas necessidades, otimizando o seu tempo e facilitando o entendimento.<br><br>Dispenser autolimpante com tecnologia Jet&amp;Clean<br>Essa tecnologia conta com um forte jato d¿àgua, dissolvendo completamente o produto. Com isso, você não terá manchas nas roupas e manterá o dispenser sempre limpo.<br><br>Novo filtro pega fiapos<br>Comparado com outros modelos, esse filtro tem volume de filtragem 6 vezes maior.<br><br>Turbo Agitação<br>Essa função irá aumentar a velocidade da agitação, proporcionando uma melhor performance na hora da lavagem. Ideal para a limpeza de manchas mais difíceis.<br><br>Limpeza do cesto<br>A limpeza da máquina é feita automaticamente, evitando que resíduos de outras lavagens sejam depositados nas roupas.<br><br>Avança etapas<br>Você pode parar ou avançar a programação da máquina com apenas uma tecla e depois poderá retomar de onde parou.</span></p>","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,13 kg,Branco,Electrolux,Não informado,Não informado,branca,Electrolux,110V,13kg,Branco
efacil||2219367,Lavadora de Roupas,"Máquina de Lavar Roupas 16Kg Panasonic NA-F160B6W, Branca",PRODUTO DESATIVADO<br>,"{""capacidade_de_lavagem"":""16 kg"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""220 V""}",Panasonic,220 V,16 kg,Branco,Panasonic,Não informado,16Kg,Branca,Panasonic,220V,16kg,Branco
lojasmm||12803,Lavadora de Roupas,Lavadora Consul New 15Kg CWH15ABBNA,"Imagine uma lavadora de roupas que economiza até 70 de sabão? Pois ela já existe: conheça a Lavadora de Roupas Automática de 15 kg da Consul. Ela conta com o exclusivo sistema de Dosagem Econômica, que consegue indicar a quantidade de água e sabão a serem usados na lavagem. Essas informações são obtidas por meio do peso e quantidade de sujeira das roupas. Com ajuda dos 16 ciclos de lavagem e os 4 níveis de água, é possível lavar, enxaguar e centrifugar suas roupas e deixá-las cheirosas por muito mais tempo. Os pés niveladores facilitam a instalação da máquina em pisos desnivelados. Outro destaque é sua tampa em vidro temperado, que proporciona a visualização do processo de lavagem. Além disso, a máquina de lavar CWH15AB tem um descomplicado display eletrônico. Desta forma, você ganha uma aliada perfeita quando o assunto for roupas mais limpas.<br> <br> Modelo: 67200<br> Modelo CWH15AB<br> Tipo Automática<br> Capacidade de lavagem 15 kg<br> Painel Eletrônico<br> Programas de lavagem 16<br> Níveis de água 4 níveis<br> Ciclos de lavagem Roupas brancas, coloridas, escuras, íntimas, leves, bebê; Jeans; Uniformes; Limpeza lavadora; Econômica; Rápido; Tira odores; Panos de limpeza; Casacos pesados e moletons; Edredom; Cama, mesa e banho<br> Função Molho Sim<br> Lava edredons Sim<br> Funções Lava, enxágua e centrifuga<br> Gabinete Em aço zincado<br> Tampa Vidro<br> Abertura Superior<br> Agitador 4 pás<br> Cesto Aço Inox<br> Dispenser Flush<br> Sistema de suspensão Sim<br> Temperatura da água Água fria<br> Seleção de tipo de roupa Sim<br> Filtro pega-fiapos Sim<br> Alças Laterais<br> Pés Sim<br> Potência 620<br> Classificação Energética A<br> Voltagem 110V ou 220V<br> Frequência 60 Hz<br> Consumo de energia Por ciclo 0,46 kW/h<br> Consumo de água 13 litros<br> Conteúdo da embalagem Lavadora, copo dosador de sabão e kit de instruções<br> Plugue e tomada 10 A<br> <br> Dimensões<br> Altura: 100 cm<br> Largura: 63cm<br> Profundidade: 70 cm<br> <br> Peso 38.00 kg<br> <br> Garantia: 12 meses","{""capacidade_de_lavagem"":""15 kg"",""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""Bivolt""}",Consul,Bivolt,15 kg,Branco,Consul,110V ou 220V,15 kg,Não informado,Consul ,220V,15kg,Branco
ebomdecomprar||39774,Lavadora de Roupas,Lavadora Mueller Automática MLA13 13kg,"Mude a forma como você encara a lavagem de roupas. Com a Lavadora Mueller Automática MLA13, você terá não apenas uma lavadora, mas sim uma aliada poderosa na busca por roupas sempre limpas e bem cuidadas. Simplifique sua vida, invista em eficiência e descubra o prazer de uma lavanderia descomplicada<br> <br> <br> Características:<br> Capacidade 13kg<br> Abertura - Superior<br> Painel de controle - Tátil <br> Programas de lavagem - Lavagem Rápido, Normais, Delicadas, Edredom, Cama e Banho, Jeans, Casaco, Moletom, Escuras e Coloridas, Panos de Limpeza, Brancas, Reutilizar água, Limpeza do cesto<br> Ciclos de lavagem -Lavagem Curta, Lavagem Longa, enxágue, centrifugação<br> Duplo Enxágue<br> Ultracentrifugação<br> Dispenser para Sabão líquido, Sabão em pó e amaciante <br> Níveis de água - Extra Baixo, Baixo, Médio, Alto, Extra Alto<br> Nível máximo de água: 104,5L<br> Velocidade de centrifugação: 690RPM<br> Consumo de 160L de água por ciclo<br> Potência: 127v - 850W / 220v - 750W<br> <br> <br> Dimensões:<br> Altura: 106 cm<br> Largura: 59,5 cm<br> Profundidade: 65 cm<br> Peso: 34,00 kg<br> <br> <br> Garantia do fornecedor de 12 meses","{""capacidade_de_lavagem"":""13kg"",""cor"":""Branco"",""marca"":""Mueller"",""voltagem"":""127 V""}",Mueller,127 V,13kg,Branco,Mueller,127v / 220v,13kg,Não informado,Mueller ,110V,13kg,Branco
angeloni2||4701935,Lavadora de Roupas,Máquina de Lavar Electrolux 17Kg Branca Essential Care com Cesto Inox  LED17,<br> Máquina de Lavar Electrolux 17Kg Branca Essential Care com Cesto Inox LED17<p><br> Produto em conformidade com regulamentação do Inmetro. Todas as informações técnicas divulgadas são de responsabilidade exclusiva do fabricante/fornecedor. A cor do produto pode variar de acordo com as configurações do seu monitor.</p>,"{""capacidade_de_lavagem"":""17 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""Bivolt""}",Electrolux,Bivolt,17 kg,Branco,Electrolux,Não informado,17Kg,Branca,Electrolux,110V,17kg,Branco
servtelcelulares||41019850-13,Lavadora de Roupas,Placa Eletrônica Maquina Electrolux 12 Kg Lt12f 70201326,"Placa Potência / Principal 127/220V A99035153 41019850 70201326 Lavadora Electrolux LT12F Original<br> <br> Modelo: LT12F<br> Códigos Equivalentes: A99035153 41019850 70201326<br> Voltagem: Bivolt 127V / 220V - Jumper fechado para 110v e aberto para 220v<br> <br> Atenção! Essa placa da Electrolux tem um terminal (Jumper) que vem de fábrica (127v) para transformá-la em (220v) basta cortar este terminal Jumper.<br> <br> Original para os modelos e versões da engenharia LT12F:<br> <br> 21121GBB106 LAVADORA TOP LOAD 12KG LT12F<br> <br> PNC e ML<br> 913514629-00<br> 913514781-00<br> 913514897-00<br> 913514911-00<br> 913514854-00<br> 913514961-00<br> 900940223-00<br> 900940256-00<br> 900941333-00<br> 900941338-00<br> 900941434-01<br> 900941434-00<br> 913514781-01<br> 900940256-01<br> 900940223-01<br> 913514629-01<br> 913514897-01<br> 913514961-01<br> 913514854-01<br> 913514911-01<br> 900941434-02<br> 900941434-03<br> <br> 21121GBB206 LAVADORA TOP LOAD 12KG LT12F<br> <br> PNC e ML<br> 913514630-00<br> 913514782-00<br> 913514898-00<br> 913514912-00<br> 913514855-00<br> 913514962-00<br> 913514997-00<br> 900940224-00<br> 900940257-00<br> 900941339-00<br> 900941340-00<br> 900941435-01<br> 900941435-00<br> 900941435-02<br> 900941435-03<br> <br> Atenção! Essa placa da Electrolux tem um terminal (Jumper) que vem de fábrica (127v) para transformá-la em (220v) basta cortar este terminal Jumper.<br> <br> Precisou de Peças e Acessórios?<br> Os melhores preços você só encontra na Eletrônica 39 Barretos, atendemos todas as marcas abaixo.<br> <br> Conte com a gente ;)<br> LG, Electrolux, Brastemp, Consul, Pioneer, Samsung e outras.",,,,,,Electrolux,Bivolt,Não informado,Não informado,,,,
moveisbrasilia||1647,Lavadora de Roupas,Lavadora LED14 Essential Care Com Cesto Inox Electrolux,"Nos dias de hoje, qualquer item que leve praticidade à nossa casa é super bem vindo não é mesmo? Sendo assim, uma Lavadora de Roupas economiza seu tempo e torna o ato de lavar suas roupas muito mais fácil. Por isso vale a pena conferir a Lavadora Essential Care LED14 branca da Electrolux, que possui capacidade de 14kg de lavagem  e incríveis 11 programas de lavagem. Conta com cesto em inox, tem tecnologia Jet&Clean que funciona com fortes jatos de água diluem o sabão e o amaciante no momento correto do ciclo que, ao entrar em contato com a roupa já no tambor com água, penetram de forma mais homogênea, evitando manchas e proporcionando roupas mais cuidadas. Com o novo Ultra Filter Pega Fiapos da LED14, que possui 8 vezes mais capacidade de retenção, você não precisará se preocupar com fiapos e sujeiras que ficam nas roupas, após o ciclo de lavagem. Isso sem contar nos ciclo rápido, reutilização de água e capacidade para edredom Queen.","{""capacidade_de_lavagem"":""14 kg"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",Electrolux,127 V,14 kg,Branco,Electrolux,Não informado,14kg,branca,Electrolux,110V,14kg,Branco
lojasminateles||FAUSTO1344094,Lavadora de Roupas,Lavadora De Roupas Automática Colormaq 12 Kg Branco LCA12 110V,"<p>Lavadora De Roupas Automática Colormaq 12 Kg Branco LCA12 110V</p><p>Ela possui seis programas de lavagem e quatro níveis de água que se adaptam às suas roupas e ao que você precisa. <br>Conta também com a tecla turbo que aumenta a potência do agitador durante a lavagem, tirando a sujeira com mais facilidade sem danificar as roupas.</p><p>Características do produto</p><p>Voltagem 110V<br>Cor Branco<br>Tipo de lavadora Automática<br>Capacidade de roupa seca 12 Kg<br>Material do cesto Polipropileno<br>Quantidade de programas de lavagem 6<br>Tipo de abertura Superior<br>Painel de controle Digital e analógico<br>Sistema de lavagem Agitação<br>Tipo de água Fria<br>Níveis de água 4<br>Velocidades de centrifugação 730 rpm<br>Entrada de água Automática<br>Saída de água Automática<br>Molho Sim<br>Drenagem Sim<br>Enxágue Sim<br>Desligamento automático Sim<br>Pausa Sim<br>Lavagem econômica Sim<br>Reaproveitamento de água Sim<br>Ciclo rápido Sim<br>Diluição anti-manchas Sim<br>Motor com protetor térmico Sim<br>Dispenser Sim<br>Lava tênis Não<br>Lava edredom Sim<br>Elimina fiapos Sim<br>Sistema de suspensão Sim<br>Visualizador das etapas de lavagem Sim<br>Alças laterais Sim<br>Trava de segurança Sim<br>Pés reguláveis Sim<br>Eficiência energética A<br>Eficiência de centrifugação A<br>Tipo de tomada 10A<br>Material da lavadora Aço e polipropileno<br>Consumo água 154 L<br>Consumo energia 0,36kWh<br>Marca Colormaq<br>Conteúdo da embalagem 1 Lavadora automática<br>Dimensões aproximadas do produto 103 x 60 x 66 cm (A x L x P)<br>Dimensões aproximadas da embalagem 62 x 105 x 74 cm (A x L x C)<br>Peso aproximado do produto 36,2 Kg<br>Peso aproximado da embalagem 37 Kg</p>","{""capacidade_de_lavagem"":""12 kg"",""cor"":""Branco"",""marca"":""Colormaq"",""voltagem"":""127 V""}",Colormaq,127 V,12 kg,Branco,Colormaq,110V,12 Kg,Branco,Colormaq ,110V,12kg,Branco
efacil||2223217,Lavadora de Roupas,"Lavadora e Secadora Brastemp 10 Kg BNQ10A  17 Ciclos, Branca","Características Principais do Produto:<br>Alimentação: Disponível em 110V ou 220V<br>Altura: 85,0 cm<br>Capacidade de Lavar: 10 Kg<br>Capacidade de Secar: 6 Kg<br>Cor: Branca<br>Largura: 59,6 cm<br>Marca: Brastemp<br>Peso: 83 Kg<br>Profundidade: 63,5 cm<br>Quantidade de Programações: 17<br><br>Caracteristícas Adicionais:<br>Painel: Full Touch<br>Porta: Vidro Temperado + Película protetora + Porta Edge<br>Ciclo Edredom<br>Ciclo Tira Manchas<br>Tira Manchas Pro + Manchas Específicas<br>Água Quente<br>Certificado Woolmark<br>Adiar Início<br>Ciclo Silencioso<br>Trava de Segurança<br>Cesto: Aço Inox<br><br>Ciclos de lavagem:<br>Brancas<br>Cores Duradouras<br>Lã<br>Limpar Lavadora<br>Roupas De Bebê<br>Cama E Banho<br>Edredom<br>Delicado<br>Pesado E Jeans<br>Tira-Manchas Pro<br>Dia A Dia<br>Rápido<br>Íntimas<br>1 Hora Pronto Para Vestir<br>Enxaguar + Centrifugar<br>Centrifugar Somente E Secar Somente<br><br>Dimensões do produto:<br>Altura do produto: 85,0 cm<br>Largura do produto: 59,6 cm<br>Comprimento do produto: 63,5 cm<br>Peso do Produto: 83 Kg<br><br>Dimensões de envio do produto:<br>Altura com embalagem: 59,6 cm<br>Largura com embalagem: 85 cm<br>Comprimento com embalagem: 63,5 cm<br><br>Garantia: 1 Ano (Ofertada pelo Fornecedor)<br><br>Fornecedor: Brastemp<br>","{""cor"":""Branco"",""marca"":""Brastemp"",""voltagem"":""Bivolt""}",Brastemp,Bivolt,,Branco,Brastemp,110V ou 220V,10 Kg,Branca,Brastemp,220V,10kg,Branco
lojasguaibim1||803106,Lavadora de Roupas,Lavadora de Roupas Automática Electrolux 13KG LAC13 Branca,"Não precisa mais lavar suas roupas favoritas à mão para que elas não fiquem com fiapos. A máquina de lavar LAC13 possui um volume de filtragem seis vezes maior do que as outras lavadoras*, o que evita que você passe o fim de semana tirando pelos das peças.A tecnologia Jet &amp; Clean te livra de ter que ficar limpando o dispenser após cada ciclo e você ainda fica seguro com a garantia de dez anos do cesto de propileno da sua máquina de lavar Electrolux.ResumoNão se preocupe mais com a lavagem das suas roupas e deixe toda a tarefa para a Lavadora com Tecnologia Jet&amp;Clean 13 kg Electrolux. Com seu sistema de Diluição inteligente, suas peças estarão protegidas das manchas, já que os produtos serão completamente diluídos antes de caírem sobre as roupas.A Lavadora 13 kg é fabricada com tecnologia autolimpante Jet&amp;Clean que faz aquele trabalho por você e deixa o dispenser perfeito para o próximo ciclo. Também vem com um prático filtro pega fiapos, que tira seis vezes mais que outros modelos.A Lavadora de Roupas Electrolux conta com um programa especial para tênis, edredons e peças de cama/banho, que possibilita um tratamento particular para eles, deixando-os limpos e conservados.Para acabar de vez com as dúvidas, a máquina possui a opção de Turbo Agitação, que maximiza o desempenho da lavagem para aquelas roupas com manchas difíceis de tirar.Atenção: Verifique a voltagem correta para o seu equipamento. Grande parte dos eletrodomésticos no Brasil estão disponíveis em duas voltagens: 110V ou 220V. Certifique-se qual a voltagem de sua residência e selecione o produto conforme essa especificação.","{""capacidade_de_lavagem"":""13 kg"",""cor"":""Branco"",""marca"":""Electrolux""}",Electrolux,,13 kg,Branco,Electrolux,Não informado,13KG,Branca,Electrolux,220V,13kg,Branco
luxgolden1||48592,Lavadora de Roupas,Máquina de Lavar Panasonic 14Kg NA-F140B1WA Branco - 127V,"<p>Máquina de Lavar Panasonic 14Kg NA-F140B1WA Branco - 127V</p> <p>Para você que busca praticidade e melhor desempenho na hora de lavar suas roupas, a Lavadora de Roupas F140 Branca da Panasonic proporciona a melhor lavagem e o menor consumo de água no dia a dia. A lavadora possui capacidade de 14kg, com função de reuso de água e o menor consumo de água e energia.<br> <br>Características:<br>EAN: 7896067227831<br>Marca: Panasonic<br>Modelo: NA-F140B1WA<br>Cor: Branco<br>Voltagem: 127V<br>Potência de entrada: 750W<br>Capacidade: 14kg<br>Tipo de água: Fria<br>Número de programas: 8<br>Sistema de lavagem: Sistema ciclone (Lavagem sem agitador)<br>Eficiência energética: A<br>Espuma ativa<br>Reúso de água<br>Cesto inox<br>Filtro de fiapos<br>Smartsense<br>Turbo secagem<br>Dispenser sabão e amaciante<br>Alças laterais/pé regulável<br>Regulamentação Inmetro: 010244/2022 <br> Dimensões da Embalagem:<br>Altura: 114cm<br>Largura: 64cm<br>Profundidade: 72cm<br>Peso: 42,000Kg<br>Garantia: 12 Meses</p>","{""capacidade_de_lavagem"":""14 kg"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""127 V""}",Panasonic,127 V,14 kg,Branco,Panasonic,127V,14kg,Branco,Panasonic ,110V,14kg,Branco
