Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,AI-PAVE-BR,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Atributos Multimidia,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
pneumaster||10010217001,Pneu,Pneu maxxis aro 18 215/55r18 95h hp-m3,"Um pneu de turismo premium para proprietários de SUV modernos, o HP-M3 é projetado para proporcionar tranquilidade em condições de estrada seca, úmida ou molhada. O pneu apresenta desenho que visa maior tração em superfícies escorregadias, com sulcos que melhoram a resistência à aquaplanagem.","{""aro"":""18\"""",""largura_do_pneu"":""215"",""marca"":""Maxxis""}",Maxxis,"18""",,215,,,,,,,,,,,,,maxxis,18,55,215,Não informado,hp-m3,Não informado,Não informado,Não informado,Não informado,turismo,Não informado,Não informado,Não informado,Não informado,215/55R18,Maxxis,"18""",55,215,1 Pneu,Passeio,
olistplus||OPMNLOG4XPKAF5W9,Pneu,Pneu moto 90 90 pirelli super city com camara aro 18,"Pneu Moto Traseiro 90/90-18 51p Pirelli Super City. Novo Pneu Desenvolvido Para Os Modelos Street De 100cc E 160cc Que Promete Ser A Opção De Mais Durabilidade Aos Pilotos Que Trafegam Pelas Estradas, Ruas E Avenidas Das Cidades. O Desenho Do Super City Foi Projetado Para Reduzir O Desgaste E Aperfeiçoar A Área De Contato Com O Solo. Os Sulcos Foram Redesenhados E Reposicionados, Deixando A Região Central Mais Lisa, Com Uma Área De Contato Maior Com O Solo Que, Juntamente Com O Novo Perfil E A Nova Estrutura, Resultam Em Um Rendimento Quilométrico Nunca Antes Visto Em Um Pneu Para Motos De Baixa Cilindrada. Os Novos Pneus Da Pirelli Duram O Doblo Do Atingido Pelo Seu Principal Concorrente. Isso Se Deve Ao Novo Perfil De Raio Duplo, Que Confere Aos Pneus Super City Uma Área De Contato Com O Solo 17 Mais Largo E 11 Mais Curta. Uso com CâmaraDetalhes do Registro Inmetro 001387/2012","{""altura_do_pneu"":""90"",""aro"":""18\"""",""largura_do_pneu"":""90"",""marca"":""Pirelli""}",Pirelli,"18""",90,90,,,,,,,,,,,,,Pirelli,18,90,90,1,Moto,Não informado,Não informado,Não informado,Não informado,Street,com camara,Não informado,Não informado,Não informado,90/90-18,Pirelli,"18""",90,90,1 Pneu,,Traseiro
olistplus||OPM0XHMDJREYBNQH,Pneu,Kit 04 Pneus 145/80 R 13 - 122 75t Achilles Fiat 147,"Pneu Achilles Aro 13 145 80 R13 122 75TO modelo 122 da Achilles pneus possui um excepcional desempenho proporcionando conforto ao dirigir e ótima estabilidade da direção, além de uma precisa drenagem de água através de seus sulcos.BENEFÍCIOS DOS PNEUS ACHILLES:Pneu com Ranhuras nos blocos centrais.Para manter o excelente escoamento de água do pneu em piso molhado.Banda de rodagem e bloco central dos pneus mais rígidos.Os pneus Achilles possuem ótima frenagem em solo seco e brilhante estabilidade direcional.Desenvolvido direcionamento da água graças ao rígido bloco central.Ótimo direcionamento da água nos sulcos do pneu e perfeita área de contato do pneu com o solo, reduzindo a aquaplanagem.",,,,,,,,,,,,,,,,,,Achilles,13,80,145,4,Não informado,Não informado,Não informado,Não informado,Não informado,Fiat 147,Não informado,Não informado,Não informado,75t,14580 R 13,Achilles,"13""",80,145,4 Pneus,Passeio,
martinensepneus||42363,Pneu,Par Pneu Cbx 200 Strada 100/90-18 + 275-18 Mt65 Pirelli,"<p><span><span>KIT CONTEM : </span></span></p><p><span><span>1 - PNEU 100/90-18 56P TL MT65 PIRELLI</span></span></p><p><span><span>1 - PNEU 275-18 42​P TL MT65 PIRELLI</span></span></p> <p><span><span>- Sobre a marca :</span></span></p><p><span><span> Desenvolver, produzir e comercializar pneus e câmaras de ar, através da melhoria contínua de processos e produtos, visando a satisfação de nossos clientes, bem como de toda a cadeia de relacionamentos.</span></span></p><p><span><span> Promover a prática do motociclismo, valorizando suas diversas modalidades, está entre os mecanismos utilizados pela Pirelli para incentivar o crescimento desse esporte. </span></span></p> <p><span><span>- Aplicação :</span></span></p><p><span><span>Honda: Cbx200 Strada </span></span></p><p><span><span>Suzuki : Yes 125</span></span></p><p><span><span>Yamaha : Factor 125</span></span></p> <p><span><span>- Marca: Pirelli</span></span></p><p><span><span>- Itens Inclusos : </span></span></p><p><span><span>1- Pneu 100/90-18 MT65</span></span></p><p><span><span>1- Pneu 275-18 MT65</span></span></p><p><span><span>- País de Origem : Brasil</span></span></p><p><span><span>- Montagem: Tubeless ( TL - Sem Camara ) </span></span></p><p><span><span>- Dimensão : Alt X Larg X Comp</span></span></p><p><span><span>Pneu 100/90/-18 : 63,72Cm X 10,5Cm X 63,72Cm</span></span></p><p><span><span>Pneu 275-18 : 59,69Cm X 6,9Cm X 59,69Cm </span></span></p> <p><span><span>Garantia de 5 Anos contra defeitos de fabricação .</span></span></p>","{""largura_do_pneu"":""100"",""marca"":""Pirelli""}",Pirelli,,,100,,,,,,,,,,,,,Pirelli,18,10090,275,2,MT65,Não informado,Não informado,Não informado,Não informado,"Honda Cbx200 Strada, Suzuki Yes 125, Yamaha Factor 125",TL - Sem Camara,Não informado,Não informado,Não informado,Não informado,,,,,,,
webpneus||695589487,Pneu,"Kit 4 Pneus Maxxis Aro 15 35x12,5R15 Trepador M8060 6 Lonas 113Q","<p>Projetado para conquistar o terreno off-road com facilidade, o M8060 possui um design ultra agressivo para excelente tração off-road em areia e rochas. Para melhorar a estabilidade e o desempenho na estrada, o pneu também possui reforço em tiras de nylon para estabilidade adicional em alta velocidade, ao mesmo tempo em que melhora a resistência a perfurações.</p><p><br>Classificação do produto</p><p><br>Fabricante: Maxxis</p><p>Modelo: M8060</p><p>Medida: 315/80R15</p><p>Largura: 315mm</p><p>Perfil: 80% da largura</p><p>Aro: 15 polegadas</p><p>Índice de carga: 113 - 1150kg</p><p>Índice de velocidade: Q - 160km/h</p><p>Lonas: 6</p><p>Run Flat: Não</p><p>Selo Inmetro: Sim</p><p>Garantia: 5 anos</p>","{""aro"":""15\"""",""marca"":""Maxxis""}",Maxxis,"15""",,,,,,,,,,,,,,,Maxxis,15,35,125,4,Trepador,315,Não informado,Off-road,Não informado,Não informado,6 Lonas,Não informado,15,80,35x125R15,Maxxis,"15""",80,315,4 Pneus,Caminhonete e Passeio,
pneustore||10031415,Pneu,Pneu Kumho Aro 18 Ecsta PS71 235/50R18 97V Run Flat,"<p>*Nossas vendas são realizadas apenas para consumidor final, sendo vetada a comercialização para CNPJ de revendedores.</p>Com desenho assimétrico na banda de rodagem e composto voltado à alta performance, o pneu Kumho Ecsta PS71 é uma opção de desempenho excepcional para equipar esportivos de alta potência, que precisam do que há de melhor para acelerar, fazer curvas e frear com segurança, em pista seca ou molhada. O design da banda de rodagem apresenta nervuras com blocos sólidos, que representam aderência total à pista, auxiliando em manobras, mudanças bruscas de direção e frenagens, mesmo em velocidades elevadas. Os sulcos, por sua vez, são largos e profundos, auxiliando a condução da água para fora da área de contato, o que evita aquaplanagens e falta de aderência em situação de chuva. Este modelo ainda possui laterais e talões reforçados, a fim de proporcionar maior resistência e durabilidade, além de composto utilizando micro sílica de alta dispersão, responsável por reduzir o desgaste da borracha e auxiliar na economia de combustível. Disponível em medidas do aro 17 ao 20, o Ecsta PS71 é um pneu moderno e esportivo, repleto de tecnologias vindas diretamente das pistas de corrida, para equipar o seu carro de alta performance.<br><br>Sobre a marca Kumho<br><br> A marca Kumho foi fundada em 1960 em Gwangju na Coreia do Sul. Os pneus Kumho são mundialmente conhecidos pela alta qualidade e aderência, pois usam matéria prima e processos de produção de primeira categoria. São pneus duráveis e confiáveis, e um ótimo indicativo disso, é que são pneus originais de fábrica de marcas como Hyundai, Kia e Chevrolet, entre outras. Pneu Kumho tem garantia de 5 anos e oferece segurança, conforto e economia na manutenção do seu carro.","{""aro"":""18\"""",""largura_do_pneu"":""235"",""marca"":""Kumho""}",Kumho,"18""",,235,,,,,,,,,,,,,Kumho,18,50,235,Não informado,Run Flat,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,R18,97V,23550R18,Kumho,"18""",50,235,1 Pneu,Passeio,
itamarationline||188789,Pneu,Pneu Continental Aro 16 185/55r16 83v Fr Powercontact 2 - 15508570000,"O PowerContact 2 é um pneu desenvolvido para veículos médios e compactos. Maior economia de combustível. Excelente conforto sonoro. Excelente dirigibilidade e robustez proporcionando melhor controle do veículo. A Continental é a 4 maior fabricante do mundo de pneus originais e de substituição e a maior fornecedora da indústria automobilística mundial, superando a Bosch, até então líder neste quesito.","{""altura_do_pneu"":""55"",""largura_do_pneu"":""185"",""marca"":""Continental""}",Continental,,55,185,,,,,,,,,,,,,Continental,16,55,185,1,Fr Powercontact 2,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,18555r16,Continental,"16""",55,185,1 Pneu,,
pneugreen||1020,Pneu,Pneu Aro 17 General 215/60 R17 96H FR Grabber AT3,"Pneu Aro 17 General 215/60 R17 96H FR Grabber AT3<br><br>Sobre o Pneu:<br><br>O pneu Grabber AT3 é produzido pela General Tire para atender a quem busca um modelo com alto poder de tração e resistência para terrenos acidentados, sem abandonar a longa vida útil e o conforto na estrada. Com banda de rodagem projetada para expulsar água, lama e pequenas pedras com facilidade, este modelo conta com blocos bem distribuídos e ombros com pequenas ramificações, o que faz com que o rodar seja mais silencioso e confortável, considerando-se ser um pneu de uso misto (50/50). <br><br>Sobre a marca:<br><br>A marca General Tire foi fundada em 1915, Akron nos Estados Unidos. Para quem busca um pneu barato e não abre mão da segurança e durabilidade, a General Tire é uma marca de pneus que oferece ao consumidor a união dessas características. Seja com pneus para carros de passeio ou pneus off-road, a linha é completa e com modelos de pneus que vão atender à sua necessidade. O pneu General Tire é bom, certificado pelo Inmetro e tem garantia de 5 anos em toda a linha.<br> <br>Informações Adicionais:<br> <br>- Marca: General<br>- Modelo: Grabber AT3<br>- Medida: 215/60 R17<br>- Largura: 215mm<br>- Perfil: 60%<br>- Aro: 17<br>- Índice de peso: 96 - 710 kg <br>- Índice de velocidade: H - 210 km/h <br>- Tipo de construção: RADIAL<br>- Sidewall: LETRAS PRETAS<br>- Tipo de terreno: HT<br>- Desenho: Simétrico<br>- Garantia: 5 anos de Fábrica<br> <br>Aplicação:<br> <br>- DODGE: CALIBER<br>- JEEP: COMPASS, PATRIOT, RENEGADE, RENEGADE II<br>- LIFAN: X60, X60 II, X70<br>- CHERY: TIGGO 5X<br>- RENAULT: CAPTUR, CAPTUR II, DUSTER II, DUSTER III, OROCH II<br>- TOYOTA: COROLLA CROSS<br>- MITSUBISHI: ASX<br>- HONDA: HR-V II<br>- HUYDAI: CRETA, CRETA II<br><br>""POR FAVOR, VERIFIQUE SEMPRE NO VEÍCULO QUAL É A MEDIDA EXATA DO SEU PNEU""","{""aro"":""17\"""",""largura_do_pneu"":""215"",""marca"":""General Tire""}",General Tire,"17""",,215,,,,,,,,,,,,,General,17,60,215,Não informado,RADIAL,215,Não informado,HT,Não informado,Não informado,Não informado,Não informado,R17,60,21560 R17,General,"17""",60,215,1 Pneu,Passeio,
pneugreen||PAR1472,Pneu,Kit 2 Pneus Continental 205/70 R16 97H PremiumContact 2,"Kit 2 Pneus Aro 16 Continental 205/70 R16 97H PremiumContact 2<br><br>Sobre o Pneu:<br><br>O pneu Continental ContiPremiumContact 2 é um modelo feito para equipar carros pequenos e médios, oferecendo ótimo desempenho, conforto e longa vida útil. A banda de rodagem tem formato assimétrico, com área central semi sólida, que é responsável por manter o contato com a pista de forma excepcional, fazendo com que mudanças de direção sejam feitas rapidamente, frenagens sejam realizadas em curtos espaços e que o motorista sinta segurança ao realizar curvas, com os pneus agarrados à pista.<br><br>Sobre a Marca:<br><br>A marca Continental foi fundada em Hanover, na Alemanha em 1871. Os pneus Continental são referência mundial em desempenho e qualidade, equipando os mais modernos e sofisticados carros.<br><br>Informações Adicionais:<br><br>- Marca: Continental <br>- Modelo: PremiumContact 2<br>- Medida: 205/70 R16 <br>- Largura: 205mm<br>- Perfil: 70%<br>- Aro: 16<br>- Índice de peso: 97 - 730 kg<br>- Índice de velocidade: H - 210 km/h<br>- Tipo de construção: RADIAL<br>- Sidewall: LETRAS PRETAS<br>- Tipo de terreno: HT<br>- Montagem: Sem Câmara<br>- Desenho: Assimétrico<br>- Garantia: 5 anos de Fábrica<br><br>Aplicações:<br><br>- MITSUBISH: PAJERO,PAJERO FULL<br>- CHEVROLET: TRACKER,TRACKER II<br><br>“POR FAVOR, VERIFIQUE SEMPRE NO VEÍCULO QUAL É A MEDIDA EXATA DO SEU PNEU”",,,,,,,,,,,,,,,,,,Continental,16,70,205,2,RADIAL,205mm,2,HT,Não informado,Não informado,Não informado,730 kg,Não informado,Não informado,20570 R16,Continental,"16""",70,205,2 Pneus,Passeio,
guaporepneus||33616,Pneu,Pneu 175/70R13 Goodyear Kelly Edge Touring 2 82T,"INFORMAÇÕES: Pneu 175/70R13 Goodyear Kelly Edge Touring 2 82T ÍNDICE DE CARGA: 82 (475 Kg)ÍNDICE DE VELOCIDADE: T (190 Km) O Edge Touring 2 é um pneu de uso em asfalto para o segmento NHP que oferece menor consumo de combustível e confiabilidade Goodyear. Kelly é uma marca fabricada por outra marca, a Goodyear. Ambos pneus atendem também às mesmas exigências do INMETRO, e são fabricados no mesmo espaço e utilizam a mesma tecnologia. A linha Edge, que é voltada para um publico que busca, além de economia, uma pegada mais esportiva. A curta distância de frenagem faz com que os pneus sejam muito seguros tanto no seco como no molhado e respondem bem na realização de manobras. Consultar a disponibilidade de estoque.A imagem do produto é meramente ilustrativa. As características do produto podem sofrer alterações pelo fabricante sem aviso prévio.",,,,,,,,,,,,,,,,,,Goodyear,13,70,175,2,Touring,Não informado,Não informado,Asfalto,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17570R13,Goodyea,"13""",70,175,1 Pneu,Passeio,
lojahipervarejo||451e549a3bad3d11b08a7d1a7b284230,Pneu,Pneu Linglong Aro 18 235/55r18 104v CrossWind 4x4 Hp,"<p>Aplicação</p><p>CHEVROLET</p><ul><li>CAPTIVA </li></ul><p>KIA</p><ul><li>SPORTAGE </li></ul><p>TOYOTA</p><p>LEXUS</p><p>Conteúdo da Embalagem</p>1 Pneu 235/55R18<p>Importante</p><p>• Recomendamos que os produtos sejam instalados por profissionais especializados e não nos responsabilizamos pelo mau uso ou instalação indevida, causando a perda da garantia.<br>• Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.<br>• Tempo de garantia: 5 Anos a partir da emissão da nota fiscal por defeito de fabricação.<br>• O consumidor tem o prazo de 7 (sete) dias a contar do ato de recebimento do produto para exercer o seu direito de arrependimento.<br>• Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.<br>• Imagem meramente ilustrativa.</p><p>• Alguns carros podem sair de fábrica com mais de uma medida de pneu. Por favor, verifique sempre no veículo qual é a medida exata.</p><p>Características</p><strong>Código Comercial</strong>: 01221 LIN<br><strong>Número da Peça</strong>: 01221<br><strong>EAN</strong>: 7900005289659<br><strong>Peso</strong>: 14000.0000<br><strong>Largura</strong>: 72<br><strong>Altura</strong>: 24<br><strong>Comprimento</strong>: 72<br><strong>Marca</strong>: Linglong<br><strong>Tipo de Veículo</strong>: para Suv's e Caminhonetes<br><strong>Câmara de Ar</strong>: Sem<br><strong>Largura Pneu</strong>: 235<br><strong>Perfil</strong>: 55<br><strong>Aro</strong>: 18<br><strong>Medida</strong>: 235/55R18<p>A Marca</p><p><span>A Ling Long</span><span> é uma marca de pneus produzida pela Shandong Linglong Tire Co., Ltd., empresa em funcionamento há cerca de 4 décadas na China. Ao longo dos anos, a companhia adquiriu equipamentos cada vez mais avançados e aparelhos de teste de ultima geração que são utilizados em cada etapa da fabricação que, em conjunto com a melhor equipe de pesquisas, projeto e desenvolvimento, garantem a qualidade de seus produtos. Conquistando a confiança dos consumidores no mercado automotivo, a LingLong pretende se tornar líder entre as melhores marcas de pneus a nível mundial.</span></p><p>O Produto</p><p>Crosswind <br><br>Desenho exclusivo para redução de consumo, sulcos largos e circunferenciais reduzem risco de aquaplanagem, desenho simétrico da banda de rodagem promove rodar silencioso, bloco central contínuo mantém conforto e estabilidade.</p><p>&gt; O projeto e a rigidez especiais do revestimento proporcionado pelo seu padrão garantem o desempenho em curvas e frenagem<br>&gt; Quatro largas ranhuras circunferenciais elevam a capacidade de drenagem e reduzem a chance de aquaplanagem<br>&gt; O padrão da nervura central garante um manejo latitudinal superior<br>&gt; Padrão da banda de rodagem regular o que reduz significativamente o ruído e proporciona uma condução silenciosa e confortável</p>","{""marca"":""Linglong""}",Linglong,,,,,,,,,,,,,,,,Linglong,18,55,235,1,CrossWind,72,Não informado,4x4,Não informado,Suvs e Caminhonetes,Não informado,140000000,72,55,23555R18,Linglong,"18""",55,235,1 Pneu,Caminhonete e Passeio,
completeocarro2||1479146,Pneu,"Pneu Aro 17"" 285/70 R17 121/118Q Radar Renegade RT+ Ran","Pneu Aro 17\"" 285/70 R17 121/118Q Radar Renegade RT+<br> <br> Pneu Radar Renegade RT+ é um pneu agressivo, robusto, produzido com alta tecnologia. Pneu que permite maior estabilidade em pistas secas e molhadas, em curvas. Apresenta maior durabilidade e dirigibilidade. Pneu para quem busca conforto, segurança e design juntos em um só.",,,,,,,,,,,,,,,,,,Radar,17,70,285,1,Pneu,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,R17,Não informado,285/70 R17,Radar,"17""",70,285,1 Pneu,Caminhonete,
tirestore||10320,Pneu,Pneu Aro 15 205/70R15 96T Semperit Fr Trail-Life A/T kit 4,"<p>MARCA<br>Com 111 anos de existência, a Semperit (do latim e significa ""sempre em movimento""), produz pneus para para carros, caminhonetes, SUV's e Vans. A marca surgiu na Áustria e foi a primeira fábrica de produtos de borracha no continente Europeu. Atualmente, pertence ao grupo Continental, um dos maiores do segmento, e seus pneus se destacam pela qualidade e inovação tecnológica que trazem para o mercado.<br><br>MODELO<br>Trail-Life AT possui um design moderno da banda de rodagem e da lateral, garantindo ótima tração em qualquer terreno. Sulcos especiais e alternados localizados nos ombros facilitando a expulsão de pedras tudo junto a uma maior tração.<br><br>Marca: Semperit<br> Modelo: Trail-Life A/T<br> Linha: Trail-Life A/T<br> Medida: 205/70R15<br> IC: 96<br> IV: T<br> Peso: 11,3<br> Altura: 66,8<br> Comprimento: 66,8<br> Largura: 20,5<br> Ruído: 75<br> Consumo: F<br> Aderência: E<br> Durabilidade: 500<br> Tração: A<br> Temperatura: B<br> Letra: Pretas<br> Run Flat: Não<br> Protetor de borda: Sim<br> Tipo de terreno: AT<br> Tipo de desenho: Simétrico<br> Câmara: Não<br> Construção: Radial<br> Categoria (P, C, LT, ST, T): P<br> Ean: 4024067000779<br> Quantidade de pneus: 4<br> Tipo de unidade: Unidade<br> Relação de aspecto: 70<br> Diâmetro da roda: 15<br> Tipo de veículo: Carro, SUV, Caminhonete<br> Faixa de carga: SL<br> Garantia: Garantia de 5 anos contra defeitos de fabricação.<br><br> SOBRE A LOJA<br> A Tire Store é uma loja virtual para venda de molas esportivas e pneus de marcas nacionais e importadas que são referências no mercado. Nosso compromisso com você vai além da venda. Queremos superar suas expectativas, sempre atendendo com excelência, nos tornando assim referência de alta qualidade, preço competitivo e relevância.</p>",,,,,,,,,,,,,,,,,,Semperit,15,70,205,4,Pneu,205,4,AT,Não informado,Carro SUV Caminhonete,Não informado,113,668,70,205/70R15,Semperit,"15""",70,205,4 Pneus,Caminhonete e Passeio,
newmetaparts||3019,Pneu,Pneu 120/80-18 Traseira Tornado Lander XRE300 T&C Uso C/cam Technic,"<p>A Technic vem a mais de 30 anos no mercado sendo referência na fabricação de pneus.</p><p>Atuando em um mercado altamente competitivo, a Technic investe constantemente na tecnologia e inovação de seus produtos e processos, tornando-se sinônimo de qualidade no ramo.</p><p><br></p><p>CONTEÚDO DA EMBALAGEM:</p><p>01 PNEU TRASEIRO 120/80-18 62S C/C T&amp;C TECHNIC (USO COM CAMARA)</p><p><br></p><p>OBS: PNEU NOVO - DIRETAMENTE DA FABRICA</p><p><br></p><p>Algumas Aplicações:</p><p>TORNADO</p><p>LANDER</p><p>XRE 300</p><p>TÉNÉRÉ 250 E SIMILARES</p><p><br></p><p>ESTOQUE PARA ENVIO IMEDIATO</p><p><br></p><p>PRODUTO NOVO DIRETO DA FABRICA</p><p><br></p><p>*PRODUTO NOVO C/ GARANTIA DE 5 ANOS CONTRA DEFEITOS DE FABRICAÇÃO</p><p><br></p><p>*POSSUI CERTIFICAÇÃO DO INMETRO</p><p><br></p><p>*Nossa equipe está sempre disposta a tirar suas dúvidas, basta nos chamar no campo das perguntas.</p>","{""marca"":""Technic"",""tipo"":""Traseiro""}",Technic,,,,,Traseiro,,,,,,,,,,,Technic,18,80,120,1,Traseira,Não informado,Não informado,Não informado,Não informado,Tornado Lander XRE300 TC,Uso Ccam,Não informado,Não informado,Não informado,120/80-18,Technic,"18""",80,120,1 Pneu,,Traseiro
webpneus||740767444,Pneu,Kit 4 Pneus Ovation Aro 19 225/40R19 VI-388 93W,"<p>O pneu Ovation VI-388 possui maior aderência em piso seco e molhado, garantindo maior poder de frenagem tanto em pistas secas e molhadas. Menor nível de ruído assim proporcionando um rodar mais confortável e silencioso.<br><br>Sobre a Ovation<br><br>A Ovation é uma das marcas de pneus da Shandong Hengfeng Rubber Plastic Co. A Hengfeg produz pneus para uma variada gama de veículos, todas com uma reputação reconhecida mundialmente. A Hengfeng é certificada com ISO9001, TS16949, DOT, ECE, GCC, INMETRO, CCC, BIS, SNI, SONCAP, etc.</p><p><br>Classificação do produto</p><p><br>Fabricante: Ovation</p><p>Modelo: VI-388</p><p>Medida: 225/40R19</p><p>Largura: 225mm</p><p>Perfil: 40% da largura</p><p>Aro: 19 polegadas</p><p>Índice de carga: 93 - 650kg</p><p>Índice de velocidade: W - 270km/h</p><p>Run Flat: Nao</p><p>Tipo de terreno: HT</p><p>Resistencia ao rolamento: D</p><p>Frenagem no molhado: C</p><p>Ruído externo: 72</p><p>Selo Inmetro: Sim</p><p>Garantia: 5 anos</p>",,,,,,,,,,,,,,,,,,Ovation,19,40,225,4,VI-388,225mm,Não informado,HT,Não informado,Não informado,Não informado,Não informado,Não informado,40,22540R19,Ovation,"19""",40,225,4 Pneus,Passeio,
webpneus||33205-4,Pneu,Kit 4 Pneus Firestone Aro 16 215/80R16 Destination ATX 107S,"<p>Com pneus Firestone Destination ATX, não importa aonde seu trabalho te leve. Seu design robusto e agressivo permite que você dirija confortavelmente tanto em asfalto, como em terra ou cascalho. A melhor opção para quem busca controle e segurança em qualquer terreno.</p><p><br>Classificação do produto</p><p><br>Fabricante: Firestone</p><p>Modelo: Destination ATX</p><p>Medida: 215/80R16</p><p>Largura: 215mm</p><p>Perfil: 80% da largura</p><p>Aro: 16 polegadas</p><p>Índice de carga: 107 - 975kg</p><p>Índice de velocidade: S - 180km/h</p><p>Run Flat: Nao</p><p>Tipo de terreno: AT</p><p>Extra Load: Nao</p><p>Tipo de construção: Radial</p><p>Inmetro: Sim</p><p>Referência: 33205</p><p>Categoria: Pick-up</p><p>Garantia: 5 anos</p>",,,,,,,,,,,,,,,,,,Firestone,16,80,215,4,Pneu,215mm,Não informado,AT,Não informado,Não informado,Não informado,Não informado,Não informado,80,21580R16,Firestone,"16""",80,215,4 Pneus,Utilitário,
completeocarro2||951902,Pneu,"Pneu Delinte Aro 14"" 165/60 R14 75H DH2","Pneu Delinte Aro 14"" 165/60 R14 75H DH2<br> <br> <br> <br> Com o seu composto ultra-resistente ao desgaste, blocos interiores com um desenho maior e um ombro projetado para liberar calor.<br> O DH2 é projetado para vencer distâncias com silêncio, estilo e uma excelente aderência à pista molhada que o mantém estável na chuva.<br> <br> O DH2 é um pneu para passeio de qualidade para todas as estações, que é fabricado com um componente especial na banda de rodagem que diminui a resistência ao rolamento.<br> É fabricado em mais de 60 tamanhos, podendo equipar uma gama de veículos de passeio, SUV e crossovers.<br> <br> Pneu com desenho assimétrico com 5 escalas variáveis reduzindo ruídos e distribuindo conforto pelos 4 eixos,<br> Desenvolvido com tecnologia ECO que gera um menor impacto ambiental e com maior vida útil. <br> <br> O DH2 é a pedida ideal para carros de passeio.<br> Quatro sulcos longitudinais que aumentam a eficiência no escoamento de agua evitando deslizamento lateral.<br> <br> Os sulcos escoam a água e melhoram a tração longitudinal para prevenir deslizes laterais, aprimorando a performance da condução em pista molhada.<br> <br> As ranhuras impedem que o ar escape para lateral do pneu reduzindo a ressonância. <br> Nos ombros elas reduzem o ruído da estrada, para uma viagem silenciosa e confortável.<br> <br> Ombros projetados com design especial, composto por uma estrutura reforçada, mais larga e resistente evitando o desgaste irregular. <br> <br> Barras resistentes ao calor integradas aos ombros reduzem o desgaste irregular da banda e diminuem os ruídos da passagem de ar.<br> <br> Este perfil altamente estável dos ombros também contribui para um melhor desempenho em curvas de alta velocidade.<br> <br> Nosso desenho assimétrico com cinco escalas variáveis é projetado para mesclar as condições de aderência em piso seco e dispersão de água dando ao motorista uma maior área de contato do pneu com a pista e um desgaste consistente e uniforme, resultando em uma maior vida útil.<br> <br> Os maiores blocos na parte exterior da banda de rodagem aumentam a estabilidade em curvas, e os menores blocos na parte interna auxiliam na dissipagem de água.","{""altura_do_pneu"":""60"",""largura_do_pneu"":""165"",""marca"":""Delinte""}",Delinte,,60,165,,,,,,,,,,,,,Delinte,14,60,165,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Passeio,Não informado,Não informado,14,Não informado,165/60 R14,Delinte,"14""",60,165,1 Pneu,Passeio,
s2motosf1||2917,Pneu,Par De Pneus Comet 150 80/100-18 E 90/90-18 Speed Technic,"<p><span>Indicação de Uso:</span></p> <p><span>Comet 150</span></p> <p><span>Descrição Técnica: </span> </p> <p><span>Modelo: Speed;</span></p> <p><span>Fabricante: Technic;</span></p> <p><span>Medida: 80/100-18 e 90/90-18;</span></p> <p><span>Aro: 18;</span></p> <p><span>Índice Carga/Velocidade: 47P E 57P;</span></p> <p><span>Necessita de Câmara: Não;</span></p> <p><span>Posição: Dianteiro + Traseiro;</span></p> <p><span>Cód. Interno: 3126;</span></p> <p><span>Garantia: 90 dias considerando apenas defeito de fabricação.</span></p> <p><span>Características:</span></p> <p><span>3⁄4</span> <span>Excelente durabilidade, estabilidade e segurança;</span></p> <p><span>3⁄4</span> <span>Alto conforto e desempenho.</span></p> <p><span>Marca:</span></p> <p><span>A Pneus Technic é fabricante de pneus para motocicletas, pneus para veículos retrô e pneus agrícolas atendendo a todo o território nacional.</span></p> <p><span>Para atuar no mercado altamente competitivo a Technic investe constantemente na inovação dos produtos e na otimização de tecnologia dos processos, tornando-se sinônimo de qualidade e tecnologia. </span></p> <p><span>Hoje a nossa unidade industrial é inteiramente composta por máquinas e equipamentos dotados da mais alta tecnologia, além de profissionais treinados e especializados.</span></p>",,,,,,,,,,,,,,,,,,Comet,18,80,100,2,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,80100-18 e 9090-18,,,,,,,
