Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Atributos AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Atributos Multimídia,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
britania||7640,Freezer,Freezer Britânia Horizontal BFH202B 200 Litros,"O Freezer Britânia Horizontal BFH202B possui a super capacidade de 200 Litros que garantem um super aproveitamento do espaço. Ele é ideal para você, pois é 2 em 1: freezer e refrigerador. Ele conta com dreno que proporciona maior praticidade no descongelamento, também possui rodinhas para deslocamento e cesto aramado, para ainda mais facilidade! • Classificação Energética A; • Sistema dupla função: Pode operar na função freezer ou refrigerador; • Maior Capacidade e melhor aproveitamento de espaço; • Controle de temperatura ajustável no painel frontal; • Gás refrigerante R600a; • Rodízios para deslocamento, facilitando a movimentação do produto; • Degelo manual; • Dreno frontal, facilitando o degelo e limpeza do produto; • Volume interno 200 litros; • Disponível em 127V e 220V","{""capacidade_liquida_de_armazenamento"":""200 L"",""marca"":""Britânia"",""voltagem"":""127 V""}",200 L,Britânia,,127 V,,,,,200 Litros,Britânia,Não informado,127V e 220V,Horizontal,Não informado,Não informado,Manual,Britânia,200L,Branco,110V,Horizontal,1 Porta,Manual
magazineluiza||010109101,Freezer,Freezer Vertical Consul 1 Porta 231L CVU26EB,"O Freezer Vertical Consul CVU26 possui capacidade para 231L e conta com várias gavetas e prateleiras para ajudar você a encontrar rapidamente o que procura. Ele também possui 4 cestos deslizantes e removíveis, além de organizar melhor seus congelados, possui trava de segurança. O congelamento é rápido, preserva as propriedades naturais dos alimentos e ainda possui acionamento no painel frontal. Possui também um gavetão multiuso em acrílico transparente, que permite organizar e visualizar melhor os alimentos e controle de temperatura. Além disso, conta com novo design, mais moderno com linhas arredondadas e novo grafismo. Mais beleza e praticidade em sua cozinha!","{""capacidade_liquida_de_armazenamento"":""231 L"",""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""1 Porta"",""tipo"":""Vertical"",""voltagem"":""220 V""}",231 L,Consul,Branco,220 V,Vertical,,1 Porta,,231L,Consul,Não informado,Não informado,Vertical,1 Porta,1,Não informado,Consul,231L,Branco,220V,Vertical,1 Porta,Manual
tabaratotolevando||10946,Freezer,Freezer Horizontal Electrolux 1 Porta 314 Litros H330,"Tenha mais praticidade na cozinha com a Electrolux.<br> O freezer horizontal 314L da Electrolux é a opção ideal para armazenar os alimentos e bebidas de sua casa ou estabelecimento.<br> O Freezer possui classificação energética ?A?, consumindo uma quantidade menor de energia sem perder a eficiência, e função Turbo Freezer, que permite um resfriamento mais rápido, indicado para ocasiões como festas ou quando há a necessidade de congelar os alimentos de forma acelerada.<br> A Dupla Função permite que o Freezer Electrolux seja utilizado para congelar e refrigerar. O painel frontal intuitivo facilita na hora de acionar todas as funções e a fechadura de segurança permite travar o freezer, evitando que sua abertura seja acidental. Sua pintura externa é mais resistente, durável e confere boa aparência.<br> <br> Características:<br> Classificação Energética ?A?: menor consumo de energia elétrica para maior economia.<br> Turbo Freezer: resfriamento mais rápido, indicado para ocasiões como festas ou quando há a necessidade de congelar os alimentos de forma acelerada.<br> Dupla Função e painel frontal intuitivo: controle de temperatura para função freezer ou refrigerador com maior facilidade no acionamento de cada uma delas.<br> Fechadura de segurança: permite o travamento do freezer para um armazenamento seguro.<br> Pintura resistente: mais durável, confere melhor aparência.<br> Rodas 360° e puxador ergonômico: mais facilidade para abrir e movimentar o Freezer.<br> Dreno frontal: praticidade na hora de descongelar. A água do degelo escoa pelo dreno sem precisar movimentar o Freezer.<br> <br> Especificações técnicas:<br> Capacidade total (litros) 314<br> Degelo Manual<br> Temperatura 7o a -18o<br> Classificação energética A<br> Consumo (kWh) 46,3<br> <br> Dimensões:<br> Altura: 92 cm<br> Largura: 107 cm<br> Profundidade: 76 cm <br> Peso: 49,50 kg<br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_liquida_de_armazenamento"":""314 L"",""cor"":""Branco"",""marca"":""Electrolux"",""quantidade_de_portas"":""1 Porta"",""tipo_de_degelo"":""Degelo Manual"",""voltagem"":""127 V""}",314 L,Electrolux,Branco,127 V,,,1 Porta,Degelo Manual,314 Litros,Electrolux,Não informado,Não informado,Horizontal,1 Porta,1,Manual,Electrolux,314L,Branco,110V,Horizontal,1 Porta,Manual
atauequipamentos||21,Freezer,Freezer Horizontal Dupla Ação DA302 Metalfrio,"Praticidade e qualidade é o que precisamos no dia a dia, o Freezer industrial horizontal da Metalfrio preserva seus alimentos, bebidas e embalagens preferidas de modo econômico. O modelo DA302 tem espaço interno para até 293 litros de capacidade líquida de armazenamento, 1 tampa e baixo consumo de energia. Ele é um freezer com dupla função, pois ele funciona tanto como freezer ou refrigerador, mais praticidade e alto desempenho para o seu dia a dia. Proporciona alta capacidade de congelamento, para que grandes quantidades de alimentos sejam congelados de forma mais rápida e eficiente. Ideal para sítios, áreas de lazer, buffets, salões de festas, restaurantes, bares, e cozinhas industriais.","{""capacidade_liquida_de_armazenamento"":""293 L"",""marca"":""Metalfrio"",""voltagem"":""127 V""}",293 L,Metalfrio,,127 V,,,,,293 litros,Metalfrio,Não informado,Não informado,Horizontal,1 tampa,1,Não informado,Metalfrio,293L,Branco,110V,Horizontal,1 Porta,Manual
varimaqequipamentos||7827-13887,Freezer,Freezer Horizontal Tampa de Vidro FHR 530 V Refrimate,"Freezer Horizontal FHR 530 V (tampa de vidro temperado baixa emissividade )Temperatura resfriados: 2o a 8oCTemperatura congelados: -18oCRefrigeração: EstáticoControle de Temperatura: Termostato mecânico dupla açãoCom rodízioTampa sólida Tamanho: 530 litrosCódigo : FHR 530 V Tampa de vidro temperado Dimensões do Produto Frente mm : 1657Profundidade mm : 650Altura mm : 900Volume ( Litros ) : 530Consumo ( Kwh ) : 0,33Frequência ( Hz ) : 50 ou 60Tensão ( V ) : 127 ou 220 VPeso ( Kg ) : 150",{},,,,,,,,,530 litros,Refrimate,Não informado,127 ou 220 V,Horizontal,Tampa de Vidro,1,Manual,Refrimate,530L,Branco,220V,Horizontal,2 Portas,
climario||21523,Freezer,Freezer Horizontal Porta de Vidro 292 Litros Metalfrio NF30S Branco 220V,"NF30 Metalfrio: Nova linha Nextgen Supra! Baixa temperatura para armazenamento de sorvetes e congelados. Capacidade Bruta: 292 litros Capacidade Líquida: 231 litros Dimensões Internas Largura: 95,0 Cm Altura: 64,0 Cm Profundidade: 51,5 Cm Dimensões Externas Largura:111,5 Cm Altura: 84,0 Cm Profundidade: 68,1 Cm Peso Líquido: 71 kg Dimensões Embalado Largura Embalado:117,5 Cm Altura Embalado: 93,0 Cm Profundidade Embalado: 77,5 Cm Peso Bruto: 76 kg Faixa de Temperatura: -18°C (mínimo) Quantidade de tampas: 2 <br>A linha de Freezers NF Supra possui alta performance, robustez e durabilidade, ideal para estabelecimentos comerciais, no armazenamento de sorvetes e congelados. Seus diferenciais tecnológicos auxiliam no baixo consumo de energia, reduzindo consideravelmente o valor da sua conta no final do mês. Fabricado com motor eletromecânico, o freezer conserva a refrigeração certa para os seus produtos, mesmo em ambientes com temperaturas elevadas e alto fluxo de abertura de porta. Para manter seus produtos na temperatura, textura e aparência ideal, conte com a Metalfrio, a número 1 em fabricação de refrigeradores e freezers comerciais do Brasil. Ideal para: Sorveterias, cozinhas industriais, bares, mercados, padarias e lojas de conveniência. <br> Características Principais: • Altura anatômica, ideal para visualização dos seus produtos por crianças e adultos. • Economia de energia: Troca de calor mais eficiente e maior vida útil do sistema de refrigeração proporcionam redução de consumo de energia de até 52%. • Nova moldura: Com design moderno e em plástico de alta resistência, a nova moldura fixa garante suavidade na abertura das tampas. • Puxadores ergonômicos e feitos em material de alta resistência. • Gabinete em plástico com alta durabilidade: Além de muita resistência a impacto, possui proteção contra raios UV, que mantém a aparência do freezer novo por muito mais tempo. • Gás Ecológico R290: Amigável ao meio ambiente reduz em até 99% as emissões de gases causadores do efeito estufa • Gabinete inteligente: Dimensões internas projetadas para otimizar o uso de caixas de sorvetes (estoque embaixo dos cestos) e cesto padrão único com tamanho próprio para armazenagem de picolés. (CESTO VENDIDO SEPARADAMENTE) • Parede de Isolação: Com 75mm, mantém o interior do freezer mais gelado e troca de calor mais eficiente. • Tanque Interno: Feito em aço pré pintado, permite melhor eficiência no congelamento dos produtos armazenados, além de evitar manchas, riscos e corrosões. • Rodízios: Facilitam a movimentação do freezer, oferecendo praticidade na limpeza e mudança de layout no ponto de venda. • Utilizado pelas maiores empresas de sorvetes e congelados do país. <p>Um nome que inspira confiança em milhares de donos de estabelecimentos comerciais que planejaram com cuidado cada detalhe de seu negócio e, por isso, fazem questão de ter os melhores equipamentos e a certeza da escolha certa.,/p&gt; • Multinacional de origem brasileira com mais de 60 anos de tradição. • Constantemente atualizada com as tendências de mercado e as necessidades atuais dos nosso clientes. • A marca preferida das maiores empresas de bebidas e alimentos do mundo. •Material Serpentina Material : Alumínio .</p>","{""marca"":""Metalfrio"",""voltagem"":""220 V""}",,Metalfrio,,220 V,,,,,231 litros,Metalfrio,Branco,220V,Horizontal,Porta de Vidro,Não informado,Não informado,Metalfrio,231L,Branco,220V,Horizontal,2 Portas,
multiloja||24191,Freezer,Freezer Horizontal Philco PFH440B 418L,"Freezer Horizontal Philco 418 Litros Pfh440b 127v Freezer Horizontal Philco PFH440B é 2 em 1, freezer e refrigerador. Perfeito para quem busca um local extra para guardar os congelados. Ele tem um super espaço interno, ideal para armazenar o que você precisar. Refrigerante, cervejas, carnes, doces, entre outros. Ele pode ser utilizado como congelador ou refrigerador, se adapta a sua necessidade. Mais econômico, classificação A pela procel e livre de CFC, Ecofrendly, não agride a Camada de Ozônio.<br> <br> <br> Características:<br> Capacidade de 418 Litros<br> 2 em 1: Congelador e Refrigerador<br> Rodízios para deslocamento<br> Puxador com trava de segurança<br> Sistema Dupla Função: Pode operar na função freezer e refrigerador<br> Maior Capacidade e melhor aproveitamento de espaço<br> Controle de temperatura ajustável no painel frontal<br> Sistema de refrigeração por compressor<br> Classificação energética A<br> Gás refrigerante R290a<br> Rodízios para deslocamento (4), facilitando a movimentação do produto<br> Dreno frontal, facilitando o degelo e limpeza do produto<br> Degelo Manual<br> <br> <br> Dimensões:<br> Altura: 85,5 cm<br> Largura: 141,5 cm<br> Profundidade: 75 cm<br> Peso: 58,5 kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""cor"":""Branco"",""marca"":""Philco""}",,Philco,Branco,,,,,,418L,Philco,Não informado,127v,Horizontal,Não informado,Não informado,Manual,Philco,418L,Branco,110V,Horizontal,1 Porta,Manual
multiloja||24726,Freezer,Freezer Horizontal Electrolux 2 Portas H440 400L,"O Freezer Horizontal 400L da Electrolux é a opção ideal para armazenar os alimentos e bebidas de sua casa ou estabelecimento. <br> O Freezer possui classificação energética _x0093_A_x0094_, consumindo uma quantidade menor de energia sem perder a eficiência, e função Turbo Freezer, que permite um resfriamento mais rápido, indicado para ocasiões como festas ou quando há a necessidade de congelar os alimentos de forma acelerada. Além disso, possui cesto aramado, que contribui para organização do espaço interno.<br> A Dupla Função permite que o Freezer Horizontal Electrolux seja utilizado para congelar e refrigerar. O painel frontal intuitivo facilita na hora de acionar todas as funções e a fechadura de segurança permite travar as 2 portas do freezer, evitando que sua abertura seja acidental. Sua pintura externa é mais resistente, durável e confere boa aparência.<br> Este freezer conta também com rodas 360°, puxador ergonômico e dreno frontal, que permite o escoamento da água do degelo sem a necessidade de movimentar o freezer, trazendo maior praticidade no manuseio.<br> <br> <br> Características<br> Classificação Energética _x0093_A_x0094_: menor consumo de energia elétrica para maior economia.<br> Cesto aramado: flexibilidade e melhor organização do espaço interno.<br> Turbo Freezer: resfriamento mais rápido, indicado para ocasiões como festas ou quando há a necessidade de congelar os alimentos de forma acelerada.<br> Dupla Função e painel frontal intuitivo: controle de temperatura para função freezer ou refrigerador com maior facilidade no acionamento de cada uma delas.<br> Fechadura de segurança: permite o travamento do freezer para um armazenamento seguro.<br> Pintura resistente: mais durável, confere melhor aparência.<br> Rodas 360° e puxador ergonômico: mais facilidade para abrir e movimentar o Freezer.<br> Dreno frontal: praticidade na hora de descongelar. A água do degelo escoa pelo dreno sem precisar movimentar o Freezer.<br> Metatag: O Freezer Horizontal Freezer 400L 2 portas da Electrolux (H440) é prático e simples, oferecendo maior economia de energia elétrica e espaço interno organizado.<br> Tecnologia: Cycle Defrost<br> Temperatura: 7°C a -18°C<br> <br> <br> Dimensões<br> Altura 92 cm<br> Largura 132,3 cm<br> Profundidade 76 cm<br> Peso 60 kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_liquida_de_armazenamento"":""400 L"",""cor"":""Branco"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Degelo Manual"",""voltagem"":""220 V""}",400 L,Electrolux,Branco,220 V,,,2 Portas,Degelo Manual,400L,Electrolux,Não informado,Não informado,Horizontal,2 Portas,2,Cycle Defrost,Electrolux,400L,Branco,220V,Horizontal,2 Portas,Manual
luxgolden1||39628,Freezer,Freezer 205L Midea Horizontal 1 Porta RCFB21 Branco - 127V,"<p>Freezer 205L Midea Horizontal 1 Porta RCFB21 Branco - 127V</p> <p>O Freezer Horizontal Midea 205L 3 funções é perfeito para quem quer preservar alimentos resfriados, conservados ou congelados de forma rápida. Possui cesto aramado para melhor organização de seus alimentos. Conta com puxador ergonômico, dando mais praticidade para pegar seus alimentos.<br> <br>Características:<br>EAN: 7908198002512<br>Marca: Midea<br>Modelo: RCFB21<br>Cor: Branco<br>Voltagem: 127V<br>Frequência: 60Hz<br>Capacidade: 205 Litros<br>Fuido Refrigerante: R600a<br>Eficiência Energética: A<br> Dimensões da Embalagem:<br>Altura: 87cm<br>Largura: 86cm<br>Profundidade: 58cm<br>Peso: 34,000Kg<br>Garantia: 12 Meses</p>","{""capacidade_liquida_de_armazenamento"":""205 L"",""cor"":""Branco"",""marca"":""Midea"",""quantidade_de_portas"":""1 Porta"",""voltagem"":""127 V""}",205 L,Midea,Branco,127 V,,,1 Porta,,205L,Midea,Branco,127V,Horizontal,1 Porta,1,Não informado,Midea,205L,Branco,110V,Horizontal,1 Porta,Manual
magazineluiza||216446100,Freezer,Freezer Horizontal Freeart Seral 210L,"O freezer horizontal 210 litros da Freeart Seral é indicado para resfriados e congelados. O acabamento interno é com cantos arredondados que facilitam a limpeza, tem divisória aramada para organizar melhor seu interior. O tampo é com puxador lateral em abs, tem gaxeta removível, rodízio de alta resistência, é um ótimo produto para branding.","{""marca"":""Freeart Seral""}",,Freeart Seral,,,,,,,210L,Freeart Seral,Não informado,Não informado,Horizontal,Não informado,Não informado,Não informado,Freeart Seral,210L,Vermelho,220V,Horizontal,1 Porta,Manual
magazineluiza||235395000,Freezer,Freezer Vertical Eletrolux 1 Porta 234L FE27,"Buscando praticidade e qualidade no seu dia a dia? Apresentamos o Freezer Vertical Cycle Defrost FE27 da Electrolux, o aliado perfeito para preservar seus alimentos, bebidas e embalagens favoritas de forma econômica e eficiente. Desfrute de uma capacidade notável! Com um amplo espaço interno de até 234L, este refrigerador vertical de uma porta é projetado para atender todas as suas necessidades de armazenamento. E o melhor? Possui uma classificação energética ""A"", garantindo baixo consumo elétrico. Compromisso com a sustentabilidade: O Freezer Vertical Cycle Defrost FE27 é equipado com Gás Ecológico R600, uma escolha amigável ao meio ambiente. Ao escolher este produto, você une funcionalidade e sustentabilidade, contribuindo para um futuro mais verde. Organização sem esforço: Mantenha tudo em ordem! Com prateleiras de tampas basculantes que deslizam suavemente ao abrir, você terá acesso facilitado aos seus itens. Além disso, três espaçosas gavetas oferecem a praticidade de separar e visualizar seus alimentos e bebidas congelados.Descongelamento simplificado: Pensando na sua comodidade, o dreno integrado facilita o descongelamento, permitindo que a água de degelo escoe de forma manual. Isso simplifica a manutenção e contribui para a higiene do seu aparelho.Adaptação perfeita: Seus Pés de Nivelamento garantem estabilidade e adaptabilidade a diferentes pisos, tornando o uso do Freezer Vertical Cycle Defrost FE27 ainda mais conveniente.Experimente a excelência da tecnologia Electrolux! Combinando inovação, funcionalidade e durabilidade, este freezer vertical eleva a qualidade do seu dia a dia.Não perca a oportunidade de elevar sua rotina com o Freezer Vertical Cycle Defrost FE27 da Electrolux. Garanta praticidade, economia e um estilo de vida sustentável em um único produto. Seja o protagonista da sua organização com o melhor da Electrolux!","{""cor"":""Branco"",""marca"":""Electrolux"",""quantidade_de_portas"":""1 Porta"",""tipo"":""Vertical"",""voltagem"":""127 V""}",,Electrolux,Branco,127 V,Vertical,,1 Porta,,234L,Electrolux,Não informado,Não informado,Vertical,1 Porta,1,Cycle Defrost,Electrolux,234L,Branco,110V,Vertical,1 Porta,Manual
magazineluiza||010201401,Freezer,Freezer Horizontal Electrolux 477L,"Freezer Horizontal com função freezer e refrigerador. Possui puxadores ergonômicos, tampa balanceada, rodízios para transporte, dreno para descongelamento, fechadura que permite o travamento do freezer e é ecologicamente correto, não contém CFC que agride a camada de ozônio. Armazenar seus alimentos e bebidas ficou muito mais prático!","{""capacidade_liquida_de_armazenamento"":""477 L"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""127 V""}",477 L,Electrolux,Branco,127 V,,,,,477L,Electrolux,Não informado,Não informado,Horizontal,Não informado,Não informado,Não informado,Electrolux,477L,Branco,110V,Horizontal,2 Portas,
atauequipamentos||4186,Freezer,Freezer Horizontal Dupla Ação DA420 Metalfrio,"Freezer Horizontal Dupla Ação 2 Tampas 419 Litros DA420 Metalfrio. Ideal para sítios, áreas de lazer, buffets, salões de festas, restaurantes, bares, cozinhas industriais e similares. Sistema de Degelo: Degelo manual. Controle de Temperatura: Termostato eletro-mecânico. Faixas de Temperatura: Freezer -18°C/-22°C. Faixas de Temperatura: Refrigerador 2°C/8°C. Prateleiras: 1 divisória fixa. Dreno frontal: Dispensa o deslocamento do equipamento para degelo. Gaxeta removível: Facilita a limpeza do equipamento e a remoção das sujeiras mais difíceis. Gabinete em Aço Pré Pintado. Puxador Ergonômico. Refrigeração Estática. Rodízios giratórios: Facilitam movimentação. Tampa balanceada: Leve para abrir, resistente e segura para vedar. POTÊNCIA: 293W. FAIXA DE TEMPERATURA: Freezer -18°C/-22°C e Refrigerador +2°C/+8°C. QUANTIDADE DE TAMPAS: 2. ARMAZENAMENTO: 300 Potes de Sorvete 500ml e 84 Potes de Sorvete 2l. CAPACIDADE: 419 Litros. PESO: 85Kg. DIMENSÕES EXTERNAS(CxAxL): 133,3x94,5x72,8cm. Com os Selos de Qualidade ISO 9001 e de Gestão Ambiental ISO 14001. Freezer Horizontal Dupla Ação 2 Tampas 419 Litros DA420 Metalfrio é na Atau.","{""capacidade_liquida_de_armazenamento"":""419 L"",""marca"":""Metalfrio"",""voltagem"":""220 V""}",419 L,Metalfrio,,220 V,,,,,419 Litros,Metalfrio,Não informado,Não informado,Horizontal,2 Tampas,2,Manual,Metalfrio,419L,Branco,220V,Horizontal,2 Portas,Manual
frigelar2||KIT1312,Freezer,Freezer Horizontal Dupla Ação Philco 200 Litros H200L 220v,"<p>O Freezer Horizontal Philco 200L: </p> <p>• Classificação Energética A, para ambas tensões (127V e 220V); </p><p>• Sistema Dupla Função: Pode operar na função freezer e refrigerador; </p><p>• Maior Capacidade e melhor aproveitamento de espaço; </p><p>• Controle de temperatura ajustável no painel frontal; </p><p>• Sistema de refrigeração por compressor; </p><p>• Gás refrigerante R600a; </p><p>• 4 Rodas para deslocamento, facilitando a movimentação do produto; </p><p>• Dreno Frontal, facilitando o degelo e limpeza do produto; </p><p>• Degelo Manual; </p><p>• Volume Interno 200 litros; </p><p>• Chave de Segurança, permite trancar o freezer se necessário; </p><p>• Disponível em 127V e 220V. </p> <p>Sistema com compressor: Sistema de refrigeração que opera com compressor hermético, proporcionando maior capacidade de refrigeração.</p>","{""capacidade_liquida_de_armazenamento"":""200 L"",""marca"":""Philco"",""voltagem"":""220 V""}",200 L,Philco,,220 V,,,,,200 Litros,Philco,Não informado,220v,Horizontal,Dupla Ação,Não informado,Manual,Philco,200L,Branco,220V,Horizontal,1 Porta,Manual
ebomdecomprar||2185,Freezer,Freezer Vertical 1 Porta Consul Facilite 231 Litros Degelo Manual,"O freezer Consul Facilite 260 possui o design alinhado com o Refrigerador Consul Facilite, trazendo mais harmonia para a sua cozinha. Esse é um desenho premiadíssimo e segue as tendencias do que a de mais moderno para ambientes.<br> Ele tem a capacidade de 231 litros e possui compartimento de congelamento rápido com acionamento no painel frontal, que proporciona melhor preservação das propriedades naturais dos alimentos. Essa tecnologia da Consul é ótima pois garante a qualidade do está sendo congelado. E também, Controle de temperatura externo, que facilita o ajuste da temperatura de congelamento e evita abertura de porta, economizando ainda mais energia e ainda conta com 4 cestos removíveis com trava de segurança. Isso da muito versatilidade no uso e conforto no manejo do dia a dia. Mais moderno: Com linhas arredondadas e novo grafismo, esse é o jeito Consul de pensar, pois oferece solução, muita qualidade em seus produtos mas sem abrir mão de um desenho especial, afinal esses produtos compõe seus ambientes, e nada melhor que eles sejam muito bonitos.<br> <br> <br> Dimensões:<br> Altura: 153,9 cm<br> Largura: 61,6 cm<br> Profundidade: 69,1 cm<br> Peso: 53 kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""capacidade_liquida_de_armazenamento"":""231 L"",""cor"":""Branco"",""marca"":""Consul"",""quantidade_de_portas"":""1 Porta"",""tipo"":""Vertical"",""voltagem"":""127 V""}",231 L,Consul,Branco,127 V,Vertical,,1 Porta,,231 Litros,Consul,Não informado,Não informado,Vertical,1 Porta,1,Manual,Consul,231L,Branco,110V,Vertical,1 Porta,Manual
cookeletroraro||2007067,Freezer,Freezer Horizontal Consul 414 Litros Branco 110V CHB42EBANA,"<strong>Freezer Horizontal Consul 414 Litros Branco 110V CHB42EBANA </strong> O Freezer Horizontal CHB42 com 414 litros possui controle eletrônico, para você programar a temperatura facilmente. Flexível, permite escolher entre os modos freezer ou refrigerador, de acordo com a sua necessidade. É prático de limpar com o dreno frontal e possui 4 rodinhas nos pés, que facilitam a movimentação do produto. Também é super econômico, pois tem classificação energética A, além do interior feito com liga metálica de alta resistência à corrosão. <strong>Controle Eletrônico</strong> Programe a temperatura desejada em apenas um toque e escolha entre os modos freezer ou refrigerador, de acordo com a sua necessidade. <strong>Prático</strong> Prático de limpar com o dreno frontal; basta colocar uma vasilha embaixo do dreno para recolher o gelo derretido. Também possui 4 rodinhas nos pés, que facilitam a movimentação do produto. <strong>Econômico</strong> Classificação A nos testes de consumo de energia do Inmetro. <strong>Resistente</strong> Interior feito com liga metálica de alta resistência à corrosão.","{""capacidade_liquida_de_armazenamento"":""414 L"",""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""127 V""}",414 L,Consul,Branco,127 V,,,,,414 Litros,Consul,Branco,110V,Horizontal,Não informado,Não informado,Não informado,Consul,414L,Branco,110V,Horizontal,2 Portas,Manual
continentalcenter||B100020022014010301,Freezer,Freezer Electrolux Vertical Branco 145L 220V FE18,"Freezer Electrolux Vertical Branco 145L 220V FE18O Freezer Vertical Cycle Defrost FE18 é um produto completo para sua comodidade. Com Dreno de Degelo, cestos removíveis, pés niveladores e compartimento com tampa Basculante esse é ideal para o armazenamento dos seus alimentos.CaracterísticasDreno de degelo frontalO dreno de degelo frontal permite maior praticidade no descongelamento, pois a água do degelo escoa pelo dreno, facilitando o seu recolhimento.Compartimento com tampa basculanteEsse compartimento é ideal para o armazenamento de grandes recipientes.Puxador externo super resistenteDesign inovador que facilita a abertura da porta. Maior durabilidade e resistência para o seu produto.Cestos removíveisFacilita a limpeza e organização dos alimentosEspecificações Técnicas- Marca: Electrolux- Modelo: FE18- Tensão: 220V - Capacidade Total: 145L- Tipo de Degelo: Manual- Consumo: 41,8 kWh/mês- Potência: Não informado pelo Fabricante- Classificação Energética: B- Selo Procel: Não- Cor: Branco - Dimensões (AxLxP): 130,7 x 55 x 64,5 cm- Garantia: 12 meses","{""marca"":""Electrolux"",""tipo"":""Vertical"",""voltagem"":""220 V""}",,Electrolux,,220 V,Vertical,,,,145L,Electrolux,Branco,220V,Vertical,Não informado,Não informado,Manual,Electrolux,145L,Branco,220V,Vertical,1 Porta,Manual
efacil||2220339,Freezer,"Freezer Horizontal Metalfrio 400 Litros NF40S, com Luz de LED, Branco","Características do produto:<br>Modelo: NF40S<br>Marca: Metalfrio <br>Capacidade Líquida: 318 Litros<br>Capacidade Bruta: 400 Litros<br>Cor: Branco<br>Altura: 84,0 cm<br>Profundidade: 68,1 cm<br>Largura: 141,5 cm<br>Quantidade de portas: 2<br>Tipo de Freeezer: Horizontal<br>Frost Free: não<br>Alimentação: disponível em 110V ou 220V<br><br>Especificações Gerais do Produto:<br>Faixa de Temperatura: -18°C (mínimo)<br>Classificação do Produto: Freezer<br>Quantidade de tampas: 2""<br>Ideal: Sorveterias, cozinhas industriais, bares, mercados, padarias e lojas de conveniência<br>Nova moldura: Com design moderno e em plástico de alta resistência, a nova moldura fixa garante suavidade na abertura das tampas<br>Puxadores ergonômicos e feitos em material de alta resistência<br>Gabinete em plástico com alta durabilidade: Além de muita resistência a impacto, possui proteção contra raios UV, que mantém a aparência do freezer novo por muito mais tempo<br>Gás Ecológico R290: Amigável ao meio ambiente reduz em até 99% as emissões de gases causadores do efeito estufa<br>Gabinete inteligente: Dimensões internas projetadas para otimizar o uso de caixas de sorvetes (estoque embaixo dos cestos) e cesto padrão único com tamanho próprio para armazenagem de picolés<br>Parede de Isolação: Com 75mm, mantém o interior do freezer mais gelado e troca de calor mais eficiente<br>anque Interno: Feito em aço pré pintado, permite melhor eficiência no congelamento dos produtos armazenados, além de evitar manchas, riscos e corrosões<br>Rodízios: Facilitam a movimentação do freezer, oferecendo praticidade na limpeza e mudança de layout no ponto de venda<br><br>Tecnologia:<br>Frequência: 60HZ <br>Potência: 255W <br><br>Dimensões:<br>Dimensçoes do Produto (AxLxP): 84,0 x 141,5 x 68,1 cm <br>Dimensões do Produto com Embalagem (AxLxP): 93,0 x 147,5 x 77,5 cm <br><br>Pesos:<br>Peso do Produto: 77 kg <br>Peso do Produto com Embalagem: 85 kg <br><br>Garantia: 1 Ano (ofertada pelo fornecedor)<br><br>Confira as dimensões do produto e certifique -se de que estão adequadas aos elevadores, portas e corredores do local de entrega, pois não fazemos a montagem<br>e desmontagem do produto ou de portas e janelas para entrega de produtos, bem como içamento por fora de prédio ou transporte por escada quando oferecer risco<br>para o produto e entregadores.<br>As Cestas no interior do Freezer são Imagens Ilustrativas, elas não acompanham o produto. Caso tenha interesse em adquirir separadamente as cestas, entrar em contato no SAC da Metalfrio 0800 702 0052<br>Fornecedor: Metalfrio<br>","{""marca"":""Metalfrio"",""portas"":""2 Portas"",""voltagem"":""Bivolt""}",,Metalfrio,,Bivolt,,2 Portas,,,318 Litros,Metalfrio,Branco,110V ou 220V,Horizontal,2,2,Não informado,Metalfrio,318L,Branco,220V,Horizontal,2 Portas,
