Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Atributos AI-PAVE-BR,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Atributos Multimídia,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
adias||PRSPLPTO30F2EL9,Ar Condicionado,Ar Condicionado Elgin Piso Teto 30000 Btus Frio 220v Eco,Ar Condicionado Elgin Piso Teto 30000 Btus Frio 220v Eco,"{""capacidade_de_refrigeracao"":""30000 BTUs"",""ciclo"":""Frio"",""marca"":""Elgin"",""tipo"":""Split Piso-Teto"",""voltagem"":""220 V""}",Frio,Elgin,,220 V,,Split Piso-Teto,30000 BTUs,,,Frio,Elgin,30000 Btus,220v,Não informado,Piso Teto,Não informado,Não informado,Eco,Frio,Elgin,220V,Convencional,Split Piso-Teto,30.000 BTUs
leveros3||2030877,Ar Condicionado,Ar-Condicionado Multi Split Inverter R-32 Gree 24.000 (1x Evap HW 9.000 + 1x Evap Cassete 1 Via 22.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter 2 Ambientes Gree G-MAX R-32 <p>O sistema Multi Split G-MÁX atende mais de um ambiente com apenas uma condensadora, reduzindo a áreatécnica necessária e melhorando a estética externa. As suas principais aplicações são em apartamentos, casas, escritórios e projetos que possuam mais de uma área a ser beneficiada e que tenha área técnica restrita.</p> Tecnologia IA SMART G-MAX: <p>Calcula o melhor ponto de operação do equipamento naquele momento e modifica os parâmetros de operação automaticamente para reduzir o consumo total em até 10%, aumentando sua eficiência</p> Fluido refrigerante R-32 <p>O fluido R32 permite uma nova estruturação da unidade externa, possibilitando que ela seja mais eficiente e tenhaum tamanho reduzido, além da Alta eficiência e melhor performance termodinâmica</p> Proteção Black Fin <p>As unidade G-MÁX possuem proteção do tipo BACK FIN, mais de 400% mais resistente que as proteções Blue Fin.</p> Confira outras vantagens: Proteção de alta/baixa pressão <br> Proteção anticongelante <br> Proteção contra alta temperatura de descarga <br> Compressor Double Inverter de alta eficiência <br> Resfriamento 20% mais rápido <br> Alta eficiência e EER de até 4,22, maior economia de energia <br> <p> Instalação NÃO Inclusa!! </p><p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p><p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p><br> Itens inclusos neste conjunto: 1 (Uma) Evaporadora HW 9.000 BTU/h, 1 (Uma) Evaporadora Cassete 1 Via 22.000 BTU/h, 2 (Dois) Controles remoto, 1 (Uma) Condensadora 24.000 BTU/h, Painéis das evaporadoras (Cassete).","{""ciclo"":""Frio, Quente"",""tecnologia"":""Inverter"",""tipo"":""Multi Split Cassete"",""voltagem"":""220 V""}","Frio, Quente",,,220 V,Inverter,Multi Split Cassete,,,,Quente/Frio,Gree,24000 BTUs,220V,Inverter,Multi Split,24000 BTUs,Não informado,"IA SMART G-MAX, Fluido refrigerante R-32, Proteção Black Fin",Quente e Frio,Gree,220V,Inverter,"Multi Split, Split Hi-Wall, Cassete","24.000 BTUs, 9.000 BTUs, 22.000 BTUs"
dufrio||100224043,Ar Condicionado,Ar Condicionado Split Piso-Teto Elgin Eco Plus 60000 BTUs Frio 45PEFI60B2NC  220V 3F,"Ar Condicionado Split Piso-Teto Elgin Eco Plus 60000 BTUs Frio 45PEFI60B2NC - 220V 3F<p>Nos dias atuais em que vivemos adquirir um Ar Condicionado não é mais um artigo de luxo, e sim uma necessidade de muitas pessoas.</p><p>Para aqueles dias de calor intenso, você pode contar com esse Ar Condicionado, que te possibilita instalar tanto rente ao teto como no piso, sem maiores transtornos na instalação.</p><p>Possui um design que traz sofisticação, a sua casa, deixando o seu dia a dia muito mais agradável e refrescante. </p><p>Com <strong>Alta Vazão de Ar</strong> que proporciona maior alcance de ventilação, podendo refrigerar mais rapidamente o ambiente.</p><p>Tudo isso sem agredir a camada de ozônio, com o Gás Refrigerante Ecológico.</p><p>Tudo pensado em você e no meio ambiente.</p> ","{""capacidade_de_refrigeracao"":""60000 BTUs"",""ciclo"":""Frio"",""marca"":""Elgin"",""tipo"":""Split Piso-Teto"",""voltagem"":""220 V""}",Frio,Elgin,,220 V,,Split Piso-Teto,60000 BTUs,,,Frio,Elgin,60000 BTUs,220V,Split,Piso Teto,60000 BTUs,Não informado,Alta Vazão de Ar,Frio,Elgin,220V,Convencional,Split Piso-Teto,60.000 BTUs
olistplus||OPMC58HIVWH0N70I,Ar Condicionado,Ar-Condicionado Portátil Springer Midea Mph12 12.000 Btus,"Ar-Condicionado Portátil Springer Midea Mph12 12.000 BtusO Ar-Condicionado Portátil Springer Midea MPH12CRV leva muito mais conforto e bem-estar para onde você for, com a facilidade de transporte que f toda a diferençaEle conta com as funções Timer, Dormir e Não Perturbe, e tem capacidade de 12.000 Btus.Além disso, o equipamento trabalha com fluido refrigerante R-410A, que não agride a camada de ozônio e proporciona um desempenho superior. Com o Ar-Condicionado Portátil Springer Midea, seu dia a dia será muito mais refrescanteFicha técnica- Cor:: Branco- voltagem: 110 v","{""marca"":""Springer"",""voltagem"":""127 V""}",,Springer,,127 V,,,,,,Não informado,Midea,12000 Btus,110 v,Não informado,Portátil,12000 Btus,Não informado,"Timer Dormir, Não Perturbe",Frio,Springer Midea,110V,,Portátil,12.000 BTUs
denteck||SV539300,Ar Condicionado,Ar Condicionado Split Hi-Wall Inverter Springer Midea 24000 Btus Frio Xtreme Save Connect R-32 220V,"<p>O Ar-Condicionado Midea Inverter Xtreme Save Connect é a solução de conforto e conectividade que permite a configuração do aparelho de onde você estiver. </p> <p>Econômico e ecológico, o equipamento tem sua eficiência energética atestada pela classificação A do INMETRO, graças ao conjunto de tecnologia INVERTER e fluído refrigerante R32, proporcionando economia e responsabilidade ambiental.</p> <p>Características:</p> <br>Wi-Fi Integrado: Controle total de onde você estiver através do aplicativo SmartHome. Por meio do Google Assistant ou Alexa você pode controlar seu ar-condicionado por comandos de voz simples e intuitivos para ligar ou desligar seu ar-condicionado à distância, bem como alterar a temperatura ou alterar as configurações.<br> <br>Modo Turbo: Faz com que o ar-condicionado opere em sua capacidade máxima subindo a frequência do compressor até 65 Hz em 6 segundos.<br> <br>Placa Inverter: A cobertura em acrílico da PCB provê maior espessura do material e garante a mais apropriada proteção contra umidade e condições adversas, químicas e de temperatura. Ideal para alta durabilidade em regiões costeiras. <br> <br>Gold Fin na condensadora: proteção extra que garante maior resistência à oxidação e corrosão, promovendo maior durabilidade e incremento da vida útil.<br> <br>Função Eco Noite: quando ativada, a economia de energia pode chegar a até 70%.<br> <br>Sistema AIR MAGIC: o mais completo sistema com tripla filtragem e ionizador , elimina até 99,9%5 dos vírus e bactérias e emite íons negativos removendo pólen e impurezas do ar.<br> <br>Função Siga-me: a unidade interna seguirá a temperatura do ambiente em que está o controle remoto (até 8m), permitindo que o ar-condicionado otimize a temperatura ao seu redor e garanta o máximo conforto.<br> <br>Função Dormir: A temperatura ajustada será controlada para maior conforto e economia.<br> <br>Função Clean: Com a tecnologia Active Clean, elimina poeira, mofo e graxa que podem causar odores quando aderem ao evaporador da unidade interna, e evita também o congelamento da unidade<br> <br>Aviso Limpar e substituir Filtro: Após 240 horas de uso, a unidade interna indica que é necessário realizar a limpeza do filtro e após 2880 horas de uso, a unidade interna indica que é necessário fazer a substituição do filtro<br> <br>Função ECO: Caso a temperatura ajustada seja menor ou maior a 24C, o controle irá configurar automaticamente a temperatura para 24C, sempre buscando maior economia de energia.<br> <br>Função Energy: permite que a capacidade do compressor da unidade externa seja limitada em 75% ou 50% proporcionando maior economia de energia<br> <br>Função Timer: programe seu ar-condicionado para ligar e desligar no horário desejado, com uma programação simples e rápida.<br> <br>Função LED: Desativa o sinal sonoro e desliga a luz do display da unidade interna.<br> <br>Controle Remoto com Backlight, que facilita a operação do equipamento em ambientes escuros e que também indica quando a carga da bateria estiver fraca.<br> <br>Bloqueio das teclas do controle remoto: Pressionando por aproximadamente 5 segundos as teclas TURBO e CLEAN simultaneamente para que todas as teclas do controle sejam bloqueadas.<br> <br>Função Oscilar que ativa o movimento automático das aletas horizontais e função Direção, que altera o ângulo das aletas. Permite melhor direcionamento do ar no ambiente.<br> <br>4 modos de operação: Refrigeração, Automático, Ventilação e Desumidificação.<br> <br>5 velocidades de ventilação: Silencioso, Baixa, Média, Alta e Automática. <br> <p>Detalhes:</p> <br> <p>Modelo: 42AGVCI24M5 / 38AGVCI24M5</p> <br> <br> <p>Informação Adicional: GARANTIA LEGAL DE 90 DIAS. GARANTIA DE 2 ANOS (ESTENDIDA) VÁLIDA SE INSTALADO COM CREDENCIADO / AUTORIZADO PELO FABRICANTE. </p> <br> <br> <p>Itens Inclusos: 1 Condensadora, 1 Evaporadora, 1 Controle Remoto e 1 Conjunto de Manuais.</p> <br>","{""capacidade_de_refrigeracao"":""24000 BTUs"",""marca"":""Springer"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",,Springer,,220 V,Inverter,Split,24000 BTUs,,,Frio,Midea,24000 Btus,220V,Inverter,Split,24000 Btus,5,"Wi-Fi Integrado, Modo Turbo, Placa Inverter, Gold Fin, Função Eco Noite, Sistema AIR MAGIC, Função Siga-me, Função Dormir, Função Clean, Aviso Limpar e substituir Filtro, Função ECO, Função Energy, Função Timer, Função LED, Controle Remoto com Backlight, Bloqueio das teclas do controle remoto, Função Oscilar, 4 modos de operação",Frio,Springer Midea,220V,Inverter,Split Hi-Wall,24.000 BTUs
continentalcenter||010101015AK2312221,Ar Condicionado,Ar Condicionado Split Inverter Philco 24000 BTUs Frio 220V,"Ar Condicionado Split Inverter Philco 24000 BTUs Frio 220V PAC24000IFM8<p>O seu melhor amigo de todas as estações está aqui! O<strong> Ar Condicionado Philco </strong>é <em>Inverter</em>, isso significa que ele mantém a temperatura constante e economiza muito mais do que os aparelhos convencionais, além disso a sua <strong>classificação energética é A</strong>, não é incrível? Com ele é possível ter o conforto térmico ideal, sem estresse.</p><p>Para proteger a sua família, o aparelho possui filtro de ar anti-bactéria e anti-fungo, seu ambiente livre de bactérias que podem atrapalhar o seu dia a dia. O Split conta com<strong> Gás Ecológico R-410</strong>, que não causa problemas na camada de ozônio, cuidando de você e do meio ambiente.</p><p>São diversas funções que fazem do <strong>Ar Condicionado Philco</strong> ser ideal para você, conheça um pouco sobre elas</p><p><strong>Função Dormir</strong>: Ajusta automaticamente a melhor condição para o ambiente durante a noite.</p><p><strong>Função Oscilar</strong>: Ajusta o direcionamento do ar conforme necessidade do usuário.</p><p><strong>Função Timer</strong>: Permite programar em até 12h o tempo para ligar ou desligar o aparelho.</p><p><strong>Função apagar display</strong>: Mais uma forma de economizar energia, com esta opção é possível desligar o visor do aparelho enquanto ele estiver em funcionamento.</p><p><strong>Função Anti-Mofo</strong>: Evita proliferação de odores e mofo garantindo um ar mais saudável.</p><p><strong>Função Economia</strong>: O aparelho se ajusta efetivamente à temperatura de conforto e se mantém neste estado.</p><p><strong>Função Turbo</strong>: Quando precisar de um rápido resfriamento ou rápido aquecimento</p><p><strong>Especificações Técnicas:</strong></p><p>Marca: Philco<br>- Tecnologia: Inverter<br>- Modelo: PAC24000IFM8<br>- Ciclo : Frio<br>- Capacidade de refrigeração: 24000 BTU/h.<br>- Classificação Energética: A<br>- Voltagem: 220V<br>- Gás Ecológico: R-410A.<br>- Potência Máxima: 2380W<br>- Consumo: 38,6 kWh<br>- Display com efeito invisível: Sim<br>- Botão de emergência: Sim<br>- Auto restart: Sim<br>- Controle de ventilação: (Alto, Baixo, Médio e Automático).<br>- Controle remoto com display de cristal líquido: Sim<br>- Vazão de ar: 1000 m3/h<br>- Funções: Dormir, Oscilar, Timer, Turbo, anti-Mofo, Economia<br>- Modos de operação: Refrigerar, Desumidificar, Ventilar e Automático<br>- Tubulação de ligação: 1/4” descarga e 1/2” Sucção.<br>- Nível de ruído: 33 dB(A) interna e 56 dB(A) externa.<br>- Possui filtro de ar anti-bactéria, anti-fungo<br>- Fácil limpeza do painel e filtro: Sim<br>- Frequência: 60Hz.<br>- Recomendado para áreas de 30 a 50 m2<br>- Material da Serpentina: Cobre. <br>- Dimensões da unidade interna (LxAxP): 101 x 31,5 x 22 cm<br>- Dimensões da unidade externa (LxAxP): 78 x 60,5 x 29 cm<br>- Peso da unidade interna/externa: 14 kg / 44 kg<br>- Garantia: 12 meses</p>","{""ciclo"":""Frio"",""marca"":""Philco"",""tecnologia"":""Inverter"",""tipo"":""Split""}",Frio,Philco,,,Inverter,Split,,,,Frio,Philco,2380W,220V,Inverter,Split,24000 BTUs,Alto Baixo Médio e Automático,"Função Dormir, Função Oscilar, Função Timer, Função apagar display, Função Anti-Mofo, Função Economia, Função Turbo, filtro de ar anti-bactéria e anti-fungo, Gás Ecológico R-410A",Frio,Philco,220V,Inverter,Split,24.000 BTUs
britania||2408,Ar Condicionado,Ar Condicionado Philco 18000Btus PAC18000QFM6 Quente e Frio,"Deixe sua casa ainda mais aconchegante com o O Ar Condicionado Philco 18000Btus PAC18000QFM6. Possui conjunto de funções que ajudam a deixar a climatização do ambiente agradável refrigerando, desumidificando ou ventilando. Nele você conta com a Função AUTO, que vai identificar a condição do ambiente e escolher automaticamente o melhor modo de operação. A função TIMER, permite programar em até 24h o tempo para ligar ou desligar o aparelho. Mais uma vantagem do Ar Condicionado Philco é a facilidade para limpar, os filtros são removíveis, o que deixa a higienização do aparelho prático e fácil. Além de ser antibacteria e antifungo, que inibe a proliferação de bactérias, fungos e ácaros. O produto Philco que você merece. • OAr Condicionado Philco PAC18000QFM6 Quente e Frio possui função Swing, proporciona melhor distribuição do ar pelo ambiente. A qualidade térmica vai ficar perfeita! • Além da função Sleep, que ajusta automaticamente a melhor condição para o ambiente durante a noite; • Também função timer que permite programar em até 24h o tempo para ligar ou desligar o aparelho; • Funciona em 5 diferentes modos; • Modo cool, permite refrigerar o ambiente, enquanto a função Heat permite aquecer o ambiente,proporcionando maior conforto térmico; • Modo dry, excelente para ambientes quentes e úmidos, pois opera no modo refrigeração com função desumidificar; • Ainda modo fan que opera apenas como ventilador; • E modo feel, ótima opção para você que não abre mão da sua comodidade. Esse modo identifica a condição do ambiente e escolhe automaticamente o melhor modo de operação; • Conta também com filtro de ar removível anti-bactéria e fungo, inibindo a proliferação de bactérias, fungos e ácaros, também facilita na hora da limpeza; • O conforto ideal, de forma prática e econômica, somente com o Ar Condicionado Philco PAC18000QFM6 Quente!","{""ciclo"":""Frio, Quente"",""marca"":""Philco"",""voltagem"":""220 V""}","Frio, Quente",Philco,,220 V,,,,,,Quente e Frio,Philco,18000Btus,Não informado,Não informado,Ar Condicionado,18000 BTUs,Não informado,"Função AUTO, Função TIMER, Filtros Removíveis, Antibacteria e Antifungo, Função Swing, Função Sleep, Modo Cool, Modo Heat, Modo Dry, Modo Fan, Modo Feel, Filtro de Ar Removível",Quente e Frio,Philco,220V,Convencional,Split Piso-Teto,18.000 BTUs
dufrio||100261636,Ar Condicionado,Ar Condicionado Split Inverter Agratto Hi Wall Neo 9000 BTUs Quente Frio ICST9QFR4 - 220V,"O Ar Condicionado Split Inverter 9.000 BTUs com ciclo quente e frio da Agratto é o aparelho ideal para quem busca por um ar-condicionado com alto desempenho e que refrigere pequenos espaços. Com circuito inteligente para climatização, ele mantém a temperatura mais constante e evita picos de energia. Modernos e econômicos, os Splits Inverter Agratto conseguem ir ainda mais além na economia, contando com o ciclo de climatização inverter que pode gerar até 60% mais economia.","{""capacidade_de_refrigeracao"":""9000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Agratto"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Agratto,,220 V,Inverter,Split,9000 BTUs,,,Quente e Frio,Agratto,9000 BTUs,220V,Inverter,Split,9000 BTUs,Não informado,Circuito inteligente para climatização,Quente Frio,Agratto,220V,Inverter,Split,9.000 BTUs
mega-mamute||14023,Ar Condicionado,Ar Condicionado Split Inverter 9000 Btus Frio Philco PAC9000ITFM9W 220V,"O novo Ar condicionado Split PAC9000ITFM9W vem com sistema inverter que reduz e aumenta a rotação do compressor para manter o ambiente na temperatura desejada pelo usuário, o que faz com que não seja necessário ligar e desligar o compressor várias vezes durante o funcionamento, gerando grande economia de energia se comparado aos modelos de ar condicionado convencionais.<br><br>Modelo: PAC9000ITFM9W<br>PN: PAC9000ITFM9W<br>Cor: Branco<br>Marca: Philco<br><br>Características da funções:<br>Botão de emergência: A unidade pode ser iniciada manualmente, sem necessidade do controle remoto.<br>Auto Restart: Após queda de energia o aparelho memoriza as configurações e automaticamente retorna a elas após a energia ser restaurada.<br>Dormir: Deixa a temperatura do ambiente mais confortável durante a noite.<br>Timer: Pode ser programado para iniciar e parar a qualquer momento dentro de um período de 24 horas.<br>Oscilar: Funcionamento automático das aletas proporcionando melhor distribuição do ar ao ambiente.<br>Modo de operação automático: Se ajusta automaticamente no modo de operação e controle de velocidade baseado na temperatura ajustada pelo usuário.<br><br>Especificações:<br>Capacidade: 9000 BTUs<br>Tecnologia: Inverter<br>Ciclo de ar: Frio<br>Pintura Anticorrosiva que garante mais proteção e vida útil<br>Vazão de ar máxima: 500 m3/h<br>Controle de temperatura: 16 a 32 graus Celsius<br>Modos de operação: Refrigera, Desumidifica, Ventila e Auto<br>Funções: Dormir, Timer, Oscilar e Turbo<br>Controle de ventilação: Baixo, Médio, Alto e Automático<br>Tipo de gás: R410a, ecologicamente correto, não inflamável, e menos nocivo à camada de ozônio.<br>Filtro de ar anti-bactéria, anti-fungos que é lavável e fácil de trocar.<br>Wi-Fi: Possibilita instalar o Kit Philco Home Smart Wi-Fi (vendido separadamente)<br>Filtro de proteção contra vírus: possibilita instalação do Kit de proteção contra vírus (vendido separadamente)<br>Serpentina em cobre: maior resistência à corrosão<br>Tubulação para conexão: 1/4"" e 3/8”<br>Compressor rotativo<br>Potência sonora unidade interna: 40 dB (A)<br>Potência sonora unidade externa: 55 dB (A)<br>Classificação energética: A, gerando maior economia de energia<br>Potência: 1080W<br>Consumo: 15,9 kWh/mês<br>Tomada: 10A<br>Frequência: 60Hz<br>Voltagem: 220V<br><br>Conteúdo da embalagem:<br>01 x Unidade Interna<br>01 x Unidade Externa<br>01 x Manual de Instruções<br>01 x Controle Remoto<br>01 x Certificado de garantia<br>01 x Tubo para dreno<br>Garantia: 12 meses com o fabricante<br>Fabricante: Philco<br>Dimensões unidade interna (A x L x P): 20 x 72 x 27 cm<br>Peso unidade interna: 6,80 Kg<br>Dimensões unidade externa (A x L x P): 56 x 37 x 48,5 cm<br>Peso unidade externa: 19,32 Kg<br><br>","{""capacidade_de_refrigeracao"":""9000 BTUs"",""ciclo"":""Frio"",""marca"":""Philco"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",Frio,Philco,,220 V,Inverter,Split,9000 BTUs,,,Frio,Philco,1080W,220V,Inverter,Split,9000 BTUs,"Baixo, Médio, Alto e Automático","Botão de emergência, Auto Restart, Dormir, Timer, Oscilar, Modo de operação automático, Filtro de ar anti-bactéria anti-fungos, Wi-Fi (Kit vendido separadamente), Filtro de proteção contra vírus (Kit vendido separadamente)",Frio,Philco,220V,Inverter,Split,9.000 BTUs
friopecas||136546,Ar Condicionado,Ar Condicionado Multi Split Inverter LG 2x7000 + 3x9000 BTU/h Quente e Frio  A5UW48GFA1.AWGZBRZ  220 Volts,"Ar Condicionado Multi Split Inverter LG 2x7000 + 3x9000 BTU/h Quente e Frio A5UW48GFA1.AWGZBRZ – 220 Volts <p> Agora as aletas das evaporadoras dos modelos Hi Wall abrem de cima para baixo, melhorando o ar no ambiente. Dessa forma, a flecha de ar é direcionada para o alto. O novo LG Multi Inverter possui display digital em LED que marca a temperatura, e a luz pode ser desligada quando desejar. </p> <p> Tecnologia Inverter: </p> <p> A avançada tecnologia inverter LG leva a uma performance superior com um baixo consumo de energia. </p> <p> Solução ideal para diversos cômodos: </p> <p> O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa. </p> <p> Tipo DB Box: </p> <p> Uma única unidade externa pode comportar até nove unidades internas. </p> <p> Economia de espaço: </p> <p> O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa. </p> <p> Design flexível: </p> <p> Dependendo de cada cômodo, diversos designs incríveis de unidades internas estão disponíveis. </p> <p> Operação noturna silenciosa: </p> <p> O sistema de distribuição múltipla da LG opera com baixos níveis de ruído, e a operação noturna silenciosa reduz ainda mais os níveis de ruído durante a noite. </p> <p> Imagem Meramente Ilustrativa.</p>","{""ciclo"":""Frio, Quente"",""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}","Frio, Quente",LG,,220 V,Inverter,Multi Split,,,,Quente e Frio,LG,Não informado,220 Volts,Inverter,Multi Split,2x7000  3x9000 BTUh,Não informado,"Display digital em LED, Operação noturna silenciosa",Quente e Frio,LG,220V,Inverter,Split,"7.000 BTUs, 9.000 BTUs"
leveros3||2022648,Ar Condicionado,Ar-Condicionado Multi Split Inverter Springer Midea 36.000 BTUs (2x Evap HW 9.000 + 2x Evap HW 12.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter 4 Ambientes Springer Midea <p>Capaz de climatizar vários ambientes com uma única unidade externa, o Ar-Condicionado Multi Split Inverter Springer Midea combina a tecnologia Inverter, que reduz o consumo de energia e aumenta a vida útil do equipamento, com o moderno Sistema Ar+Puro HD Ion, eliminando até 99,9% das bactérias.</p> <p>Conforto, qualidade e economia em um único aparelho.</p> <p> Veja algumas das vantagens deste Multi Split Inverter: </p> Sistema de Filtragem: Elimina até 99,9% de bactérias. Sistema Inverter: Economia de energia. Fluido Refrigerante R410-A: Atóxico, não inflamável e não agride a Camada de Ozônio. Filtro 3M HAF: Elimina odores, poeira, fungos, micro-organismos e bactérias. Serpentina em Cobre: Serpentina da unidade externa produzida em cobre, permitindo maior durabilidade. <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p><p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> <p>Instalação não inclusa! </p> <br> Itens inclusos neste conjunto: 2 (Duas) Evaporadora HW 9.000 BTU/h, 2 (Duas) Evaporadora HW 12.000 BTU/h, 1 (Uma) Condensadora 36.000 BTU/h, 4 (Quatro) Controles remoto","{""ciclo"":""Frio, Quente"",""marca"":""Midea"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}","Frio, Quente",Midea,,220 V,Inverter,Multi Split,,,,Quente/Frio,Midea,36000 BTUs,220V,Inverter,Multi Split,36000 BTUs,Não informado,"Sistema ArPuro HD Ion, Filtro 3M HAF",Quente e Frio,Springer Midea,220V,Inverter,Multi Split,"36.000 BTUs, 9.000 BTUs, 12.000 BTUs"
mideacarrier||42AFVCG12S5x38TVCB12S5,Ar Condicionado,Ar-Condicionado Springer Midea AirVolution Inverter 12.000 BTU/h Frio,"<p>O Ar-Condicionado Springer Midea AirVolution Inverter traz conforto térmico com praticidade e economia. Conta com a TECNOLOGIA INVERTER que reduz o consumo de energia em até 74% na função Eco Noite1 ou em até 60% em modo normal. <br>A nova unidade externa AirVolution com novo design, mais compacta ocupando até 35% menos espaço quando comparado as condensadoras convencionais e maior robustez com serpentina em cobre.<br>Possui filtro com íons de prata com função antibacteriana altamente eficaz contra diversos tipos de bactérias. <br>Conta ainda com um display digital invisível moderno e discreto que evita luminosidade excessiva que atrapalhe o ambiente principalmente quando estiver no escuro.<br>Tudo isso com Classificação A de Energia e Selo Procel em todas as capacidades.<br>Disponível nas versões 9.000, 12.000, 18.000 e 23.000 BTU/h, Frio e Quente/Frio.</p>","{""ciclo"":""Frio, Quente"",""marca"":""Springer"",""tecnologia"":""Inverter"",""voltagem"":""220 V""}","Frio, Quente",Springer,,220 V,Inverter,,,,,Frio,Midea,12000 BTUh,Não informado,Inverter,Ar Condicionado,12000 BTUs,Não informado,"Filtro com íons de prata com função antibacteriana, Display digital invisível, Serpentina de cobre",Frio,Springer Midea,220V,Inverter,Split Piso-Teto,12.000 BTUs
friopecas||137261,Ar Condicionado,Ar Condicionado Multi Split Inverter LG Hi Wall 1x7000 e Gallery 1x9000 BTU/h Quente e Frio A3UW24GFA3.AWGZBRZ  220 Volts,"Ar Condicionado Multi Split Inverter LG Hi Wall 1x7000 e Gallery 1x9000 BTU/h Quente e Frio A3UW24GFA3.AWGZBRZ – 220 Volts <p> O Ar Condicionado Multi Split Inverter é uma solução de refrigeração confortável e elegante. </p> <p> Tecnologia Inverter: </p> <p> A avançada tecnologia inverter LG leva a uma performance superior com um baixo consumo de energia. </p> <p> Solução ideal para diversos cômodos: </p> <p> O sistema de distribuição múltipla oferece refrigeração e aquecimento em todos os cômodos, com a instalação de apenas uma unidade externa. </p> <p> Opção com múltipla tubulação: </p> <p> Uma única unidade externa pode comportar de duas a cinco unidades internas. </p> <p> Economia de espaço: </p> <p> O sistema de distribuição múltipla da LG não requer várias unidades externas para refrigerar todos os cômodos em sua casa. É preciso apenas uma unidade externa para atender a toda a casa. </p> <p> Design flexível: </p> <p> Dependendo de cada cômodo, diversos designs incríveis de unidades internas estão disponíveis. </p> <p> Economia de Energia: </p> <p> A avançada tecnologia de inversor da LG apresenta alto desempenho com menor consumo de energia. Ela trará grandes reduções nos custos ao longo da vida útil do produto. </p> <p> Controle de carga inteligente: </p> <p> A unidade externa de distribuição múltipla controle automaticamente a temperatura do ar liberado na casa, com base nas condições externas. </p> <p> Operação noturna silenciosa: </p> <p> O sistema de distribuição múltipla da LG opera com baixos níveis de ruído, e a operação noturna silenciosa reduz ainda mais os níveis de ruído durante a noite. </p> <p> Extremamente fino e minimalista: </p> <p> O LG Gallery está em harmonia com a sua casa graças ao design elegante e inovador. O fluxo de ar a 3D é mais suave e natural graças aos padrões de fluxo em três direções. </p> <p> Fotografias à escolha: </p> <p> Exponha as suas fotografias mais bonitas, uma peça de arte ou qualquer imagem que seja importante para si. Mudar de imagem é rápido e fácil. </p> <p> Imagem Meramente Ilustrativa.</p>","{""ciclo"":""Frio, Quente"",""marca"":""LG"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}","Frio, Quente",LG,,220 V,Inverter,Multi Split,,,,Quente e Frio,LG,7000 BTU/h (Hi Wall) e 9000 BTU/h (Gallery),220 Volts,Inverter,Multi Split Hi-Wall e Gallery,7000 BTU/h (Hi Wall) e 9000 BTU/h (Gallery),Não informado,"Operação Noturna Silenciosa, Controle de Carga Inteligente",Quente e Frio,LG,220V,Inverter,Multi Split,"7.000 BTUs, 9.000 BTUs"
